backbone_fraction,label,coordinate,proper,radius,demanded_rho,demanded_pr,demanded_pt,backbone_rho,backbone_pr,backbone_pt,matter_rho,matter_pr,matter_pt,quantum_rho,quantum_pr,quantum_pt,host_rho,host_pr,host_pt,radial_weight,radial_null_only_lower_bound,radial_ideal_em_gap,angular_weight,angular_null_only_lower_bound,angular_ideal_em_gap,backbone_radial_divergence
0.95,coordinate,-4.0000000000000115,-174.10796864226637,4.367011987004031,-0.001068006430906987,-0.0004051171770277366,0.000844031470551751,0.0,-0.0,0.0,5.9349884025701834e-05,-5.795493284237865e-05,-5.8205888879434605e-05,-0.00241969070973754,-0.0016394966389902089,-0.0003900970353736654,0.0012923343948048512,0.001292334394804851,0.001292334394804851,0.0010147968371819372,0.0003686296397795117,0.13436214777908204,0.0007024469362778013,5.627973887537582e-05,0.14730528646499816,-0.0
0.95,coordinate,-3.0000000000000093,-173.1045971021554,3.534872998813947,-0.00607103644893372,-0.0035122283921106994,0.023050738715987337,0.0,-0.0,0.0,5.9398661087040114e-05,-5.769738503277901e-05,-5.889623321417056e-05,-0.030578022110693683,-0.027902118007750845,-0.0013379520514714173,0.024447587000672923,0.024447587000672923,0.024447587000672923,0.014620035029611133,0.00239624152927467,0.06896593212179172,0.007978993540541275,0.0,0.08023884808595504,-0.0
0.95,coordinate,-2.5000000000010143,-172.54307198549498,3.1976826085196306,-0.0094589283473473,-0.009964917987512837,0.05475896426925877,0.0003826651785188469,-0.0003826651785188469,0.0,5.929245220787715e-05,-5.7746454393621036e-05,-5.9051327713362544e-05,-0.064907091386783,-0.06453071176330932,-0.00018818981173682886,0.05500620540870897,0.05500620540870895,0.05500620540870896,0.03235945078752308,0.004856348083168599,0.05654203409681952,0.016273820299629954,0.0,0.06714278242810946,-0.0014339058281027802
0.95,coordinate,-1.9999999999988636,-171.15538376025344,2.8807354843664044,0.002617860932001727,-0.0064750042139808395,0.0031017887554190254,0.0022774402169418754,-0.0022774402169418754,0.0,5.863034768213705e-05,-5.837177420596643e-05,-5.8615770370240846e-05,-0.0014393070792057757,-0.0043179212376173275,0.0014393070792057757,0.0017210974465834904,0.00017872901478432988,0.0017210974465834904,0.0014393070792057757,0.0009643504638638207,0.1231213441895144,0.0,0.0,,-0.0007068933773406225
0.95,coordinate,-0.9999999999992134,-123.94263333328803,2.3130599395013007,0.007434246375348146,-0.007437803891949079,-2.438522041996122e-05,0.007064964298802853,-0.007064964298802853,0.0,5.8499758662214373e-05,-5.8498377539110944e-05,-5.8499758662214373e-05,-8.897244310091153e-07,-2.669173293027346e-06,8.897244310091153e-07,0.0003116720423140874,-0.0003116720423140874,3.322481381124404e-05,8.897244310091153e-07,8.897244310091153e-07,0.7808324160545022,0.0,0.0,,-0.0
0.95,coordinate,0.5000000000465697,35.74976646293122,2.1145354733919226,0.007765974673844488,-0.00961034994400203,0.018890932245783122,0.00845383554450628,-0.00845383554450628,0.0,5.853018627849569e-05,-5.846795008579605e-05,-5.853018543690322e-05,-0.01952002579192548,-0.019871681184395147,0.0001758276962348336,0.01877363473498519,0.018773634734985195,0.01877363473498519,0.009847926744080157,0.0004611093765875603,0.07612643834262961,0.004836049523922662,0.0,0.09093876014551018,0.0
0.95,coordinate,1.0000000000197873,38.64373977080269,2.311896165650238,0.008607933410291145,-0.0061905970240927555,0.014909106328390744,0.007072078883145159,-0.007072078883145159,0.0,5.851415902550098e-05,-5.848397872335249e-05,-5.8514156288129854e-05,-0.013221592851386023,-0.013758967381730753,0.00026868726517236506,0.014698933219506508,0.01469893321950651,0.014698933219506508,0.006745140058279194,0.0,0.083680443004607,0.0032382263965534145,0.0,0.10052982151968158,1.2570660427413688e-24
0.95,coordinate,1.9999999999779305,67.56666858423638,2.8807355400324797,0.0026178180089279626,-0.006474944003046699,0.003100753249203066,0.0022774401290147454,-0.0022774401290147454,0.0,7.295874270676134e-05,-4.859309815122334e-05,-5.865869264924223e-05,-0.0014459964023229262,-0.0043379892069687785,0.0014459964023229262,0.0017134155395293821,0.00018907843108804858,0.0017134155395293821,0.0014459964023229262,0.0009703729096685685,0.12297870360468677,0.0,0.0,,0.0007068805342780138
0.95,coordinate,2.499999999997065,68.95436235926277,3.197682610222836,-0.00945893046860238,-0.009964917254523867,0.054758949587833075,0.0003826651781189043,-0.0003826651781189043,0.0,6.17513841435738e-05,-4.68488272429182e-06,-3.034704878531139e-05,-0.06485553358607533,-0.06452975374889117,-0.00016288991859209068,0.054952186555210475,0.054952186555210496,0.054952186555210475,0.03234632183374162,0.0048702285561363825,0.05654777064387919,0.016254605876166856,0.0,0.06716261585828752,0.0014339056363487416
0.95,coordinate,2.9999999999999747,69.51588747613069,3.5348729988250542,-0.006071036523891258,-0.0035122283872047137,0.023050739039891792,0.0,-0.0,0.0,2.720254579592613e-05,5.927016650316154e-07,-1.0190648776856733e-05,-0.030451877748764553,-0.027866459767947112,-0.0012927089904087186,0.024353638679077368,0.024353638679077368,0.024353638679077368,0.014579584379177916,0.0024027650396392323,0.0690137184463422,0.007936146684793317,0.0,0.08034693087997505,7.116434379005958e-30
