study,width_factor,s,level,holding,points,type_i,type_iv,other_type,uncertified,min_delta,min_delta_s,min_delta_l,min_nec_type_i,min_wec_type_i,min_dec_type_i,max_abs_p_omega,max_abs_j_l,max_imaginary_eigenvalue,max_eigen_equation_error,l_min,l_max,source_frame_norm_proper_integral,source_frame_norm_volume_integral,type_iv_proper_length,imaginary_eigenvalue_proper_integral,max_projection_relative_error,max_transverse_to_density
phase_profile,1.0,-1.5,0,False,81,79,2,0,0,-1.5635177671262988e-05,-1.5,-1.2999999999999998,-0.06471806224597468,-0.06471806224597468,-0.23644892183474886,0.22724634829173657,0.00561843596012556,0.0019770671252680692,2.2204460492503106e-16,-4.0,4.0,16.456061977942102,1005.8914928395951,3.1540117145202524,0.0027759969271734775,0.0005350021877688117,373.89924118090306
phase_profile,1.0,-1.5,0,True,81,81,0,0,0,3.629502637904954e-15,-1.5,0.0,-0.02319100917359866,-0.02319100917359866,-0.09061336032281246,0.07825460376023446,0.0,0.0,1.1102230246251565e-16,-4.0,4.0,16.10784329901218,968.5347356690172,0.0,0.0,1.0847479283142334e-08,38.39885645698447
phase_profile,1.0,-1.5,1,False,161,156,5,0,0,-1.5796331319951478e-05,-1.5,-1.2999999999999998,-0.06472451631050745,-0.06472451631050745,-0.24078268183038104,0.23324002876535493,0.005668127709454452,0.001987229938881727,2.2204460492496154e-16,-4.0,4.0,16.45659006639917,1005.98017628606,4.5006485208981815,0.0030162533716729016,0.00017500663610837294,390.8810604679968
phase_profile,1.0,-1.5,1,True,161,161,0,0,0,3.62950717401628e-15,-1.5,0.0,-0.023262864345131296,-0.023262864345131296,-0.09143060648425409,0.07913799988139686,0.0,0.0,1.1102230246251565e-16,-4.0,4.0,16.106597073811457,968.4126361649528,0.0,0.0,1.0847523752962877e-08,38.27374931590142
phase_profile,1.0,-1.5,2,False,321,311,10,0,0,-1.718497140094545e-05,-1.5,-1.3249999999999995,-0.06472612720230542,-0.06472612720230542,-0.24244496333537036,0.23408160120450983,0.005735067034006887,0.0020727380081033775,2.220446049250136e-16,-4.0,4.0,16.456032510190838,1005.9084905206012,4.061298797701685,0.002965813740247413,7.353942488772495e-05,395.36960827842233
phase_profile,1.0,-1.5,2,True,321,321,0,0,0,3.629505058752513e-15,-1.5,0.0,-0.023337580153748275,-0.023337580153748275,-0.09153089495897898,0.07914449248162905,0.0,0.0,1.1102230246251565e-16,-4.0,4.0,16.107177791186572,968.4717440063258,0.0,0.0,1.0847534839219896e-08,38.24259746821504
phase_profile,1.0,-0.6662234042553191,0,False,81,67,14,0,0,-7.872318324924285e-06,-0.6662234042553191,-0.8999999999999999,-0.05314900421795279,-0.05314900421795279,-0.09061529977464919,0.07825622504129971,0.0033099544147176235,0.001402882597094665,2.220446045348321e-16,-4.0,4.0,11.468268423154896,728.6281907905184,107.4565401556635,0.004398992887955238,0.0008119155048347244,63.261041376543645
phase_profile,1.0,-0.6662234042553191,0,True,81,81,0,0,0,3.1083894477113316e-15,-0.6662234042553191,0.1000000000000005,-0.023191844911563234,-0.023191844911563234,-0.09061366801988825,0.07825459334080764,0.0,0.0,1.1102230246251565e-16,-4.0,4.0,11.18081151526436,701.2291020148971,0.0,0.0,1.0848393777806321e-08,41.11230424362271
phase_profile,1.0,-0.6662234042553191,1,False,161,136,25,0,0,-1.1521524419166655e-05,-0.6662234042553191,-0.8499999999999996,-0.05313765600693403,-0.05313765600693403,-0.09143268203038438,0.07913965933863099,0.0033157834905828704,0.0016971685552094307,2.482534153247273e-16,-4.0,4.0,11.467693966179713,728.537473262686,90.61025847615531,0.004007984327939238,0.0003005333576579845,63.671336325222256
phase_profile,1.0,-0.6662234042553191,1,True,161,161,0,0,0,3.1072249309607986e-15,-0.6662234042553191,0.1000000000000005,-0.023263587917403857,-0.023263587917403857,-0.09143104685017786,0.07913802433705686,0.0,0.0,1.1102230246251565e-16,-4.0,4.0,11.182342401998369,701.289000089984,0.0,0.0,1.0848437961530933e-08,40.98671039201641
