s,l,holding,level,radial_block_discriminant,stress_algebraic_type,baseline_delta,max_channel_change
-1.5,-1.2999999999999998,False,0,-1.5635177671262988e-05,type_iv_flux_dominant,-1.5635177671262988e-05,0.0
-1.5,-1.2999999999999998,True,0,4.978572545051668e-06,type_i_boost_diagonalizable,4.978572545051668e-06,0.0
-1.5,-1.2999999999999998,False,1,-1.5796331319951478e-05,type_iv_flux_dominant,-1.5796331319951478e-05,0.0
-1.5,-1.2999999999999998,True,1,4.971870151807252e-06,type_i_boost_diagonalizable,4.971870151807252e-06,0.0
-1.5,-1.2999999999999998,False,2,-1.5836684142874116e-05,type_iv_flux_dominant,-1.5836684142874116e-05,0.0
-1.5,-1.2999999999999998,True,2,4.970196040233398e-06,type_i_boost_diagonalizable,4.970196040233398e-06,0.0
-1.5,-1.2999999999999998,False,3,-1.5846776359595654e-05,type_iv_flux_dominant,-1.5846776359595654e-05,0.0
-1.5,-1.2999999999999998,True,3,4.969777607138202e-06,type_i_boost_diagonalizable,4.969777607138202e-06,0.0
-0.6662234042553191,-0.8499999999999996,False,0,-1.1686010779042568e-05,type_iv_flux_dominant,-1.1686010779042568e-05,0.0
-0.6662234042553191,-0.8499999999999996,True,0,4.029149975770347e-06,type_i_boost_diagonalizable,4.029149975770347e-06,0.0
-0.6662234042553191,-0.8499999999999996,False,1,-1.1521524419166655e-05,type_iv_flux_dominant,-1.1521524419166655e-05,0.0
-0.6662234042553191,-0.8499999999999996,True,1,4.02820469956503e-06,type_i_boost_diagonalizable,4.02820469956503e-06,0.0
-0.6662234042553191,-0.8499999999999996,False,2,-1.14803185596295e-05,type_iv_flux_dominant,-1.14803185596295e-05,0.0
-0.6662234042553191,-0.8499999999999996,True,2,4.027968423498108e-06,type_i_boost_diagonalizable,4.027968423498108e-06,0.0
-0.6662234042553191,-0.8499999999999996,False,3,-1.1470011808003184e-05,type_iv_flux_dominant,-1.1470011808003184e-05,0.0
-0.6662234042553191,-0.8499999999999996,True,3,4.027909353543139e-06,type_i_boost_diagonalizable,4.027909353543139e-06,0.0
-0.5784574468085106,-0.75,False,0,-3.605511977588083e-05,type_iv_flux_dominant,-3.605511977588083e-05,0.0
-0.5784574468085106,-0.75,True,0,2.4633526742570574e-05,type_i_boost_diagonalizable,2.4633526742570574e-05,0.0
-0.5784574468085106,-0.75,False,1,-3.62892964238025e-05,type_iv_flux_dominant,-3.62892964238025e-05,0.0
-0.5784574468085106,-0.75,True,1,2.4619656955391918e-05,type_i_boost_diagonalizable,2.4619656955391918e-05,0.0
-0.5784574468085106,-0.75,False,2,-3.6347860911405326e-05,type_iv_flux_dominant,-3.6347860911405326e-05,0.0
-0.5784574468085106,-0.75,True,2,2.4616191374009328e-05,type_i_boost_diagonalizable,2.4616191374009328e-05,0.0
-0.5784574468085106,-0.75,False,3,-3.636250327373867e-05,type_iv_flux_dominant,-3.636250327373867e-05,0.0
-0.5784574468085106,-0.75,True,3,2.4615325086215346e-05,type_i_boost_diagonalizable,2.4615325086215346e-05,0.0
0.6502659574468086,0.6500000000000004,False,0,-1.6384331409578695e-05,type_iv_flux_dominant,-1.6384331409578695e-05,0.0
0.6502659574468086,0.6500000000000004,True,0,6.668251056949984e-07,type_i_boost_diagonalizable,6.668251056949984e-07,0.0
0.6502659574468086,0.6500000000000004,False,1,-1.6405750368309476e-05,type_iv_flux_dominant,-1.6405750368309476e-05,0.0
0.6502659574468086,0.6500000000000004,True,1,6.667256299837202e-07,type_i_boost_diagonalizable,6.667256299837202e-07,0.0
0.6502659574468086,0.6500000000000004,False,2,-1.641110739686459e-05,type_iv_flux_dominant,-1.641110739686459e-05,0.0
0.6502659574468086,0.6500000000000004,True,2,6.667007711936832e-07,type_i_boost_diagonalizable,6.667007711936832e-07,0.0
0.6502659574468086,0.6500000000000004,False,3,-1.641244680648353e-05,type_iv_flux_dominant,-1.641244680648353e-05,0.0
0.6502659574468086,0.6500000000000004,True,3,6.666945613544613e-07,type_i_boost_diagonalizable,6.666945613544613e-07,0.0
1.2646276595744683,1.6500000000000004,False,0,-3.8553080564867035e-05,type_iv_flux_dominant,-3.8553080564867035e-05,0.0
1.2646276595744683,1.6500000000000004,True,0,1.6562658033918843e-05,type_i_boost_diagonalizable,1.6562658033918843e-05,0.0
1.2646276595744683,1.6500000000000004,False,1,-3.84210779167864e-05,type_iv_flux_dominant,-3.84210779167864e-05,0.0
1.2646276595744683,1.6500000000000004,True,1,1.6536526173803877e-05,type_i_boost_diagonalizable,1.6536526173803877e-05,0.0
1.2646276595744683,1.6500000000000004,False,2,-3.838807002782157e-05,type_iv_flux_dominant,-3.838807002782157e-05,0.0
1.2646276595744683,1.6500000000000004,True,2,1.653000574214938e-05,type_i_boost_diagonalizable,1.653000574214938e-05,0.0
1.2646276595744683,1.6500000000000004,False,3,-3.8379817530657564e-05,type_iv_flux_dominant,-3.8379817530657564e-05,0.0
1.2646276595744683,1.6500000000000004,True,3,1.6528376424247135e-05,type_i_boost_diagonalizable,1.6528376424247135e-05,0.0
1.5718085106382975,2.25,False,0,0.0015182941488186153,type_i_boost_diagonalizable,0.0015182941488186153,0.0
1.5718085106382975,2.25,True,0,0.0016427019191726242,type_i_boost_diagonalizable,0.0016427019191726242,0.0
1.5718085106382975,2.25,False,1,0.0015229648296442905,type_i_boost_diagonalizable,0.0015229648296442905,0.0
1.5718085106382975,2.25,True,1,0.0016464966850477498,type_i_boost_diagonalizable,0.0016464966850477498,0.0
1.5718085106382975,2.25,False,2,0.0015241344127511084,type_i_boost_diagonalizable,0.0015241344127511084,0.0
1.5718085106382975,2.25,True,2,0.001647448389455352,type_i_boost_diagonalizable,0.001647448389455352,0.0
1.5718085106382975,2.25,False,3,0.0015244269248755442,type_i_boost_diagonalizable,0.0015244269248755442,0.0
1.5718085106382975,2.25,True,3,0.001647686503535999,type_i_boost_diagonalizable,0.001647686503535999,0.0
1.6156914893617025,-2.05,False,0,-0.00018165078787136586,type_iv_flux_dominant,-0.00018165078787136586,0.0
1.6156914893617025,-2.05,True,0,0.00029223924451577527,type_i_boost_diagonalizable,0.00029223924451577527,0.0
1.6156914893617025,-2.05,False,1,-0.00018164306065781075,type_iv_flux_dominant,-0.00018164306065781075,0.0
1.6156914893617025,-2.05,True,1,0.000292235649548068,type_i_boost_diagonalizable,0.000292235649548068,0.0
1.6156914893617025,-2.05,False,2,-0.00018164112824672868,type_iv_flux_dominant,-0.00018164112824672868,0.0
1.6156914893617025,-2.05,True,2,0.00029223475125380195,type_i_boost_diagonalizable,0.00029223475125380195,0.0
1.6156914893617025,-2.05,False,3,-0.00018164064652310198,type_iv_flux_dominant,-0.00018164064652310198,0.0
1.6156914893617025,-2.05,True,3,0.0002922345266643798,type_i_boost_diagonalizable,0.0002922345266643798,0.0
1.878989361702128,-1.7999999999999998,False,0,-0.002064008825596269,type_iv_flux_dominant,-0.002064008825596269,0.0
1.878989361702128,-1.7999999999999998,True,0,0.00012543693100119097,type_i_boost_diagonalizable,0.00012543693100119097,0.0
1.878989361702128,-1.7999999999999998,False,1,-0.0020643899091340027,type_iv_flux_dominant,-0.0020643899091340027,0.0
1.878989361702128,-1.7999999999999998,True,1,0.00012544466641856893,type_i_boost_diagonalizable,0.00012544466641856893,0.0
1.878989361702128,-1.7999999999999998,False,2,-0.002064485201398105,type_iv_flux_dominant,-0.002064485201398105,0.0
1.878989361702128,-1.7999999999999998,True,2,0.00012544660231412856,type_i_boost_diagonalizable,0.00012544660231412856,0.0
1.878989361702128,-1.7999999999999998,False,3,-0.002064509028584651,type_iv_flux_dominant,-0.002064509028584651,0.0
1.878989361702128,-1.7999999999999998,True,3,0.00012544708601940424,type_i_boost_diagonalizable,0.00012544708601940424,0.0
1.922872340425532,-2.15,False,0,-0.0003800235176554653,type_iv_flux_dominant,-0.0003800235176554653,0.0
1.922872340425532,-2.15,True,0,0.00018557187017229665,type_i_boost_diagonalizable,0.00018557187017229665,0.0
1.922872340425532,-2.15,False,1,-0.0003800204721038108,type_iv_flux_dominant,-0.0003800204721038108,0.0
1.922872340425532,-2.15,True,1,0.00018557044098137048,type_i_boost_diagonalizable,0.00018557044098137048,0.0
1.922872340425532,-2.15,False,2,-0.00038001971065567666,type_iv_flux_dominant,-0.00038001971065567666,0.0
1.922872340425532,-2.15,True,2,0.00018557008347353155,type_i_boost_diagonalizable,0.00018557008347353155,0.0
1.922872340425532,-2.15,False,3,-0.00038001952340754994,type_iv_flux_dominant,-0.00038001952340754994,0.0
1.922872340425532,-2.15,True,3,0.00018556999274275338,type_i_boost_diagonalizable,0.00018556999274275338,0.0
2.0106382978723403,1.7000000000000002,False,0,-0.001140270506356458,type_iv_flux_dominant,-0.001140270506356458,0.0
2.0106382978723403,1.7000000000000002,True,0,0.00010551094075346262,type_i_boost_diagonalizable,0.00010551094075346262,0.0
2.0106382978723403,1.7000000000000002,False,1,-0.001140358056117087,type_iv_flux_dominant,-0.001140358056117087,0.0
2.0106382978723403,1.7000000000000002,True,1,0.00010551156244393943,type_i_boost_diagonalizable,0.00010551156244393943,0.0
2.0106382978723403,1.7000000000000002,False,2,-0.001140379940960336,type_iv_flux_dominant,-0.001140379940960336,0.0
2.0106382978723403,1.7000000000000002,True,2,0.00010551171794802047,type_i_boost_diagonalizable,0.00010551171794802047,0.0
2.0106382978723403,1.7000000000000002,False,3,-0.0011403854111974045,type_iv_flux_dominant,-0.0011403854111974045,0.0
2.0106382978723403,1.7000000000000002,True,3,0.00010551175755273025,type_i_boost_diagonalizable,0.00010551175755273025,0.0
2.054521276595745,1.8000000000000007,False,0,-0.001033095284025391,type_iv_flux_dominant,-0.001033095284025391,0.0
2.054521276595745,1.8000000000000007,True,0,0.00012044574287919904,type_i_boost_diagonalizable,0.00012044574287919904,0.0
2.054521276595745,1.8000000000000007,False,1,-0.0010331511048867561,type_iv_flux_dominant,-0.0010331511048867561,0.0
2.054521276595745,1.8000000000000007,True,1,0.00012044697939681627,type_i_boost_diagonalizable,0.00012044697939681627,0.0
2.054521276595745,1.8000000000000007,False,2,-0.0010331650569131874,type_iv_flux_dominant,-0.0010331650569131874,0.0
2.054521276595745,1.8000000000000007,True,2,0.00012044728868159364,type_i_boost_diagonalizable,0.00012044728868159364,0.0
2.054521276595745,1.8000000000000007,False,3,-0.0010331685472580881,type_iv_flux_dominant,-0.0010331685472580881,0.0
2.054521276595745,1.8000000000000007,True,3,0.0001204473664477805,type_i_boost_diagonalizable,0.0001204473664477805,0.0
2.1422872340425534,1.1000000000000003,False,0,-0.0014641704633683215,type_iv_flux_dominant,-0.0014641704633683215,0.0
2.1422872340425534,1.1000000000000003,True,0,6.534146539934749e-05,type_i_boost_diagonalizable,6.534146539934749e-05,0.0
2.1422872340425534,1.1000000000000003,False,1,-0.001464110308992141,type_iv_flux_dominant,-0.001464110308992141,0.0
2.1422872340425534,1.1000000000000003,True,1,6.534138631662226e-05,type_i_boost_diagonalizable,6.534138631662226e-05,0.0
2.1422872340425534,1.1000000000000003,False,2,-0.0014640952716523832,type_iv_flux_dominant,-0.0014640952716523832,0.0
2.1422872340425534,1.1000000000000003,True,2,6.53413664783207e-05,type_i_boost_diagonalizable,6.53413664783207e-05,0.0
2.1422872340425534,1.1000000000000003,False,3,-0.0014640915131124965,type_iv_flux_dominant,-0.0014640915131124965,0.0
2.1422872340425534,1.1000000000000003,True,3,6.534136136917179e-05,type_i_boost_diagonalizable,6.534136136917179e-05,0.0
