stress_algebraic_type,classification_radial_scale,radial_discriminant_normalized,radial_type_margin_normalized,radial_block_discriminant,rho_plus_p_l,radial_flux_ratio,boost_velocity_to_flux_frame,rest_frame_energy_density,rest_frame_radial_pressure,rest_frame_angular_pressure,type_i_heat_flux_compatible,minimal_type_i_regulator,nec_margin,wec_margin,dec_margin,classification_resolved,exact_vacuum,eigenbasis_rank,eigen_equation_relative_error,spherical_block_relative_error,jordan_chain_error,full_eigensystem_certified,s,l,holding,h_s,h_l,h_theta,rho,p_l,j_l,p_omega,alpha,beta,gamma_ll,gamma_omega,source_frame_frobenius,imaginary_eigenvalue_scale,raw_imaginary_eigenvalue_scale,legacy_j_l,spherical_projection_absolute_error,spherical_projection_relative_error,level,shoulder_off
type_i_boost_diagonalizable,0.009552963489828184,1.1380199938844594e-08,0.00010667801994246329,1.0385469344066152e-12,-1.0190912296779986e-06,0.0,0.0,0.009551944398598506,-0.009552963489828184,1.2301708884863854e-05,True,0.0,-1.0190912296779986e-06,-1.0190912296779986e-06,-1.0190912296779986e-06,True,False,4,1.1102230246251565e-16,0.0,,True,0.6502659574468086,0.0,True,0.000625,0.000625,0.0001,0.009551944398598506,-0.009552963489828184,-0.0,1.2301708884863854e-05,115.4327813484818,0.0,23334.492337065887,4.165067426406126,0.013509221143204023,0.0,0.0,-0.0,4.776481508629799e-11,4.999999752658645e-09,2,False
type_i_boost_diagonalizable,0.009552963503325945,1.1380802833033055e-08,0.00010668084567078129,1.0386019569280031e-12,-1.0191182251966663e-06,0.0,0.0,0.009551944385100748,-0.009552963503325945,1.0696576503181718e-05,True,0.0,-1.0191182251966663e-06,-1.0191182251966663e-06,-1.0191182251966663e-06,True,False,4,1.1102230246251565e-16,0.0,,True,0.6502659574468086,0.0,True,0.000625,0.000625,0.0001,0.009551944385100748,-0.009552963503325945,-0.0,1.0696576503181718e-05,115.42885976885141,0.0,23334.492337065887,4.165067426406126,0.013509218410605144,0.0,0.0,-0.0,4.7764815087992054e-11,4.9999997457712815e-09,2,True
type_i_boost_diagonalizable,0.009552763528252338,7.4477900162419916e-09,7.42660367439344e-05,6.796502454385547e-13,-8.337237086351174e-07,0.14906355685023104,-0.07495046608400086,0.009551934461884024,-0.009552758870912018,0.00015460220270982895,True,0.0,-8.244090279937305e-07,-8.244090279937305e-07,-8.244090279937305e-07,True,False,4,1.383875317198913e-17,0.0,,True,0.6502659574468086,0.0,False,0.0003125,0.0003125,0.0001,0.009551929804543703,-0.009552763528252338,6.213891071973217e-08,0.00015460220270982895,115.4327813484818,-0.021522593981852935,23334.492337065887,4.165067426406126,0.013510827424977582,0.0,0.0,6.216491588901169e-08,4.776481510662678e-11,5.000104416419619e-09,3,False
type_i_boost_diagonalizable,0.009552763522057514,7.447781289642604e-09,7.426485468708438e-05,6.796494482075929e-13,-8.337251250298966e-07,0.14907854696117978,-0.0749580884159992,0.00955193445522276,-0.009552758863767238,0.00015141779616125573,True,0.0,-8.244085444777255e-07,-8.244085444777255e-07,-8.244085444777255e-07,True,False,4,0.0,0.0,,True,0.6502659574468086,0.0,False,0.0003125,0.0003125,0.0001,0.009551929796932484,-0.009552763522057514,6.214526510226611e-08,0.00015141779616125573,115.42885976885141,-0.021522593981852935,23334.492337065887,4.165067426406126,0.013510755288272823,0.0,0.0,6.21670110141667e-08,4.7764815079521725e-11,5.0001044168247075e-09,3,True
type_i_boost_diagonalizable,0.009552963172558037,1.1365841762141376e-08,0.00010661070191186894,1.0372365510608625e-12,-1.0184481091645575e-06,0.0,0.0,0.009551944724448872,-0.009552963172558037,1.3891926548295643e-05,True,0.0,-1.0184481091645575e-06,-1.0184481091645575e-06,-1.0184481091645575e-06,True,False,4,0.0,0.0,,True,0.6502659574468086,0.0,True,0.0003125,0.0003125,0.0001,0.009551944724448872,-0.009552963172558037,-0.0,1.3891926548295643e-05,115.4327813484818,0.0,23334.492337065887,4.165067426406126,0.013509224232590974,0.0,0.0,-0.0,4.776481508629799e-11,4.999999918717137e-09,3,False
type_i_boost_diagonalizable,0.00955296317955573,1.136615412351448e-08,0.00010661216686436159,1.0372650583993941e-12,-1.018462104547535e-06,0.0,0.0,0.009551944717451183,-0.00955296317955573,1.0697928969847935e-05,True,0.0,-1.018462104547535e-06,-1.018462104547535e-06,-1.018462104547535e-06,True,False,4,1.1102230246251565e-16,0.0,,True,0.6502659574468086,0.0,True,0.0003125,0.0003125,0.0001,0.009551944717451183,-0.00955296317955573,-0.0,1.0697928969847935e-05,115.42885976885141,0.0,23334.492337065887,4.165067426406126,0.01350921841878943,0.0,0.0,-0.0,4.7764815087992054e-11,4.999999915231893e-09,3,True
type_i_boost_diagonalizable,0.009552763440579171,7.445298935793202e-09,7.42769842946163e-05,6.794229086956926e-13,-8.335452026698997e-07,0.14875587097920268,-0.07479401643771257,0.00955193453240891,-0.009552758803546762,0.0001577824339422404,True,0.0,-8.242711378517176e-07,-8.242711378517176e-07,-8.242711378517176e-07,True,False,4,3.4597290475745136e-18,0.0,,True,0.6502659574468086,0.0,False,0.00015625,0.00015625,0.0001,0.009551929895376501,-0.009552763440579171,6.199737131183808e-08,0.0001577824339422404,115.4327813484818,-0.021522593981852935,23334.492337065887,4.165067426406126,0.013510900957318212,0.0,0.0,6.20049351775563e-08,4.7764815079521725e-11,5.000104459472076e-09,4,False
type_i_boost_diagonalizable,0.009552763431365172,7.44519154068362e-09,7.42756158522197e-05,6.794131070121424e-13,-8.335405802754187e-07,0.14876683421901593,-0.07479959074954427,0.009551934528478951,-0.009552758793671116,0.00015142020292891205,True,0.0,-8.242651921650662e-07,-8.242651921650662e-07,-8.242651921650662e-07,True,False,4,0.0,0.0,,True,0.6502659574468086,0.0,False,0.00015625,0.00015625,0.0001,0.009551929890784896,-0.009552763431365172,6.200159666036697e-08,0.00015142020292891205,115.42885976885141,-0.021522593981852935,23334.492337065887,4.165067426406126,0.01351075534444674,0.0,0.0,6.200703297288565e-08,4.7764815079521725e-11,5.000104464294865e-09,4,True
type_i_boost_diagonalizable,0.009552963094838555,1.1362325158524604e-08,0.00010659420790326557,1.0369156120894148e-12,-1.0182905342236148e-06,0.0,0.0,0.009551944804304331,-0.009552963094838555,1.7070089595733706e-05,True,0.0,-1.0182905342236148e-06,-1.0182905342236148e-06,-1.0182905342236148e-06,True,False,4,0.0,0.0,,True,0.6502659574468086,0.0,True,0.00015625,0.00015625,0.0001,0.009551944804304331,-0.009552963094838555,-0.0,1.7070089595733706e-05,115.4327813484818,0.0,23334.492337065887,4.165067426406126,0.013509231518178283,0.0,0.0,-0.0,4.776481508968612e-11,4.999999959750012e-09,4,False
type_i_boost_diagonalizable,0.009552963098616498,1.1362493770722857e-08,0.00010659499880727452,1.036931000307719e-12,-1.018298090103148e-06,0.0,0.0,0.009551944800526395,-0.009552963098616498,1.0698267243493504e-05,True,0.0,-1.018298090103148e-06,-1.018298090103148e-06,-1.018298090103148e-06,True,False,4,0.0,0.0,,True,0.6502659574468086,0.0,True,0.00015625,0.00015625,0.0001,0.009551944800526395,-0.009552963098616498,-0.0,1.0698267243493504e-05,115.42885976885141,0.0,23334.492337065887,4.165067426406126,0.013509218420829378,0.0,0.0,-0.0,4.7764815087992054e-11,4.999999957595311e-09,4,True
type_i_boost_diagonalizable,0.009552763419386028,7.44469981192141e-09,7.427976347077836e-05,6.793682324579989e-13,-8.335020368344104e-07,0.14867993606970567,-0.07475540735102343,0.009551934549382225,-0.009552758787352997,0.00016413873233361541,True,0.0,-8.242379707715242e-07,-8.242379707715242e-07,-8.242379707715242e-07,True,False,4,2.2142330188350033e-16,0.0,,True,0.6502659574468086,0.0,False,7.8125e-05,7.8125e-05,0.0001,0.009551929917349194,-0.009552763419386028,6.196251477528949e-08,0.00016413873233361541,115.4327813484818,-0.021522593981852935,23334.492337065887,4.165067426406126,0.01351105240709595,0.0,0.0,6.196493719859081e-08,4.7764815079521725e-11,5.000104470564984e-09,5,False
type_i_boost_diagonalizable,0.009552763408669614,7.444543308071556e-09,7.427830268007971e-05,6.793539491308169e-13,-8.334944094010033e-07,0.1486888887347964,-0.07475995929675115,0.009551934546811835,-0.009552758776117993,0.00015142080492396319,True,0.0,-8.242293061573591e-07,-8.242293061573591e-07,-8.242293061573591e-07,True,False,4,1.3838951631953919e-17,0.0,,True,0.6502659574468086,0.0,False,7.8125e-05,7.8125e-05,0.0001,0.009551929914260213,-0.009552763408669614,6.196567875023712e-08,0.00015142080492396319,115.42885976885141,-0.021522593981852935,23334.492337065887,4.165067426406126,0.013510755358489893,0.0,0.0,6.196703791517825e-08,4.776481510662678e-11,5.000104479011571e-09,5,True
type_i_boost_diagonalizable,0.009552963076205945,1.1361481392987875e-08,0.00010659024999026823,1.036838606757279e-12,-1.0182527224403964e-06,0.0,0.0,0.009551944823483505,-0.009552963076205945,2.3425871103693275e-05,True,0.0,-1.0182527224403964e-06,-1.0182527224403964e-06,-1.0182527224403964e-06,True,False,4,4.336808689942018e-19,0.0,,True,0.6502659574468086,0.0,True,7.8125e-05,7.8125e-05,0.0001,0.009551944823483505,-0.009552963076205945,-0.0,2.3425871103693275e-05,115.4327813484818,0.0,23334.492337065887,4.165067426406126,0.01350925057096438,0.0,0.0,-0.0,4.776481508968612e-11,4.9999999695022786e-09,5,False
type_i_boost_diagonalizable,0.009552963078381575,1.1361578489072859e-08,0.00010659070545349092,1.0368474681316632e-12,-1.0182570736958635e-06,0.0,0.0,0.009551944821307879,-0.009552963078381575,1.069835223631111e-05,True,0.0,-1.0182570736958635e-06,-1.0182570736958635e-06,-1.0182570736958635e-06,True,False,4,0.0,0.0,,True,0.6502659574468086,0.0,True,7.8125e-05,7.8125e-05,0.0001,0.009551944821307879,-0.009552963078381575,-0.0,1.069835223631111e-05,115.42885976885141,0.0,23334.492337065887,4.165067426406126,0.013509218421348924,0.0,0.0,-0.0,4.776481508629799e-11,4.999999968008891e-09,5,True
type_i_boost_diagonalizable,0.009552763414414705,7.444559809528031e-09,7.428046765095191e-05,6.793554557926612e-13,-8.334918591892254e-07,0.14866147046500958,-0.07474601861959516,0.00955193455337504,-0.009552758783595182,0.00017685029611068322,True,0.0,-8.242302201415252e-07,-8.242302201415252e-07,-8.242302201415252e-07,True,False,4,2.2142345815480223e-16,0.0,,True,0.6502659574468086,0.0,False,3.90625e-05,3.90625e-05,0.0001,0.009551929922555515,-0.009552763414414705,6.195406270385017e-08,0.00017685029611068322,115.4327813484818,-0.021522593981852935,23334.492337065887,4.165067426406126,0.013511373215159774,0.0,0.0,6.195493429386438e-08,4.7764815079521725e-11,5.000104473167073e-09,6,False
type_i_boost_diagonalizable,0.009552763402948874,7.444378807978028e-09,7.427896089170481e-05,6.793389368133587e-13,-8.334827328333044e-07,0.14866941897730485,-0.07475005999051683,0.009551934551482845,-0.00955275877168207,0.00015142095223423654,True,0.0,-8.242201992251369e-07,-8.242201992251369e-07,-8.242201992251369e-07,True,False,4,2.2142339089038165e-16,0.0,,True,0.6502659574468086,0.0,False,3.90625e-05,3.90625e-05,0.0001,0.009551929920216041,-0.009552763402948874,6.19566968089707e-08,0.00015142095223423654,115.42885976885141,-0.021522593981852935,23334.492337065887,4.165067426406126,0.013510755361957602,0.0,0.0,6.195703693502219e-08,4.776481510662678e-11,5.000104482005919e-09,6,True
type_i_boost_diagonalizable,0.009552963071946691,1.1361286306102408e-08,0.00010658933486096256,1.0368208023779585e-12,-1.0182439797896958e-06,0.0,0.0,0.009551944827966901,-0.009552963071946691,3.6137308223904214e-05,True,0.0,-1.0182439797896958e-06,-1.0182439797896958e-06,-1.0182439797896958e-06,True,False,4,1.1102230246251565e-16,0.0,,True,0.6502659574468086,0.0,True,3.90625e-05,3.90625e-05,0.0001,0.009551944827966901,-0.009552963071946691,-0.0,3.6137308223904214e-05,115.4327813484818,0.0,23334.492337065887,4.165067426406126,0.013509306616573336,0.0,0.0,-0.0,4.776481509307425e-11,4.999999972086231e-09,6,False
type_i_boost_diagonalizable,0.009552963073323054,1.136134773117034e-08,0.00010658962299947561,1.0368264082735888e-12,-1.0182467325130923e-06,0.0,0.0,0.00955194482659054,-0.009552963073323054,1.0698372839402494e-05,True,0.0,-1.0182467325130923e-06,-1.0182467325130923e-06,-1.0182467325130923e-06,True,False,4,0.0,0.0,,True,0.6502659574468086,0.0,True,3.90625e-05,3.90625e-05,0.0001,0.00955194482659054,-0.009552963073323054,-0.0,1.0698372839402494e-05,115.42885976885141,0.0,23334.492337065887,4.165067426406126,0.013509218421539659,0.0,0.0,-0.0,4.776481508629799e-11,4.99999997065651e-09,6,True
type_i_boost_diagonalizable,0.009552763412223539,7.444510574476758e-09,7.428053842127875e-05,6.793509625217491e-13,-8.334885750367615e-07,0.14865730506329963,-0.07474390075029905,0.009551934554188821,-0.00955275878168322,0.00020227317597490993,True,0.0,-8.24227494398283e-07,-8.24227494398283e-07,-8.24227494398283e-07,True,False,4,2.2142349340307598e-16,0.0,,True,0.6502659574468086,0.0,False,1.953125e-05,1.953125e-05,0.0001,0.009551929923648502,-0.009552763412223539,6.195208268303443e-08,0.00020227317597490993,115.4327813484818,-0.021522593981852935,23334.492337065887,4.165067426406126,0.013512086550911465,0.0,0.0,6.195243228523755e-08,4.776481510662678e-11,5.000104477151377e-09,7,False
type_i_boost_diagonalizable,0.009552763400383371,7.44431733714284e-09,7.427900872815385e-05,6.793333269089552e-13,-8.334787000331689e-07,0.14866475176093072,-0.07474768697291524,0.009551934552635323,-0.009552758769431385,0.0001514209877801609,True,0.0,-8.24216796061969e-07,-8.24216796061969e-07,-8.24216796061969e-07,True,False,4,1.3838964399202355e-17,0.0,,True,0.6502659574468086,0.0,False,1.953125e-05,1.953125e-05,0.0001,0.009551929921683338,-0.009552763400383371,6.195445201925774e-08,0.0001514209877801609,115.42885976885141,-0.021522593981852935,23334.492337065887,4.165067426406126,0.013510755361977763,0.0,0.0,6.19545359290054e-08,4.7764815079521725e-11,5.000104480511349e-09,7,True
type_i_boost_diagonalizable,0.009552963071082025,1.1361246965400419e-08,0.00010658915031747096,1.0368172119938194e-12,-1.018242216760737e-06,0.0,0.0,0.009551944828865264,-0.009552963071082025,6.156016526940458e-05,True,0.0,-1.018242216760737e-06,-1.018242216760737e-06,-1.018242216760737e-06,True,False,4,0.0,0.0,,True,0.6502659574468086,0.0,True,1.953125e-05,1.953125e-05,0.0001,0.009551944828865264,-0.009552963071082025,-0.0,6.156016526940458e-05,115.4327813484818,0.0,23334.492337065887,4.165067426406126,0.013509490470000664,0.0,0.0,-0.0,4.776481509307425e-11,4.999999972538796e-09,7,False
type_i_boost_diagonalizable,0.009552963072059235,1.1361290576871504e-08,0.000106589354894715,1.0368211921491152e-12,-1.0182441711834717e-06,0.0,0.0,0.009551944827888051,-0.009552963072059235,1.069838554422095e-05,True,0.0,-1.0182441711834717e-06,-1.0182441711834717e-06,-1.0182441711834717e-06,True,False,4,1.1102230246251565e-16,0.0,,True,0.6502659574468086,0.0,True,1.953125e-05,1.953125e-05,0.0001,0.009551944827888051,-0.009552963072059235,-0.0,1.069838554422095e-05,115.42885976885141,0.0,23334.492337065887,4.165067426406126,0.013509218421583508,0.0,0.0,-0.0,4.7764815087992054e-11,4.999999971495324e-09,7,True
type_i_boost_diagonalizable,0.01583900476994584,0.6716676517721161,0.8195533245432707,0.0001685039988995054,0.012980909016686982,1.629171358920053e-12,8.145856794600265e-13,0.01583900476994584,-0.0028580957532588574,-0.0716704937562489,True,0.0,-0.05583148898630306,-0.05583148898630306,-0.05583148898630306,True,False,4,1.1102230246251565e-16,0.0,,True,1.878989361702128,0.0,False,0.0025,0.0025,0.0001,0.01583900476994584,-0.0028580957532588582,1.057406259136675e-14,-0.0716704937562489,1.7722697495164976,-2.1842559008603105e-12,6.02814341537899,3.6900022995161343,0.1026272972165115,0.0,0.0,1.0574062516490058e-14,5.3914248066000425e-11,7.522516617341235e-10,0,False
type_i_boost_diagonalizable,0.015839080770233174,0.671671057033117,0.8195554020508407,0.00016850647026855613,0.012981004208787398,1.7880481256139964e-12,8.940240628069982e-13,0.015839080770233174,-0.0028580765614457768,-0.07186766153865085,True,0.0,-0.05602858076841767,-0.05602858076841767,-0.05602858076841767,True,False,4,6.938893903907227e-18,0.0,,True,1.878989361702128,0.0,False,0.0025,0.0025,0.0001,0.015839080770233174,-0.0028580765614457763,1.1605330122054852e-14,-0.07186766153865085,1.7722623806613673,-2.1842559008603105e-12,6.02814341537899,3.6900022995161343,0.1029027046843046,0.0,0.0,1.1605330047174539e-14,5.3914248066000425e-11,7.501878713078653e-10,0,True
type_i_boost_diagonalizable,0.010782843552759604,0.1436519526482172,0.37901444912854865,1.6702371605566387e-05,-0.0040868535091885035,0.0,0.0,0.0066959900435711005,-0.010782843552759604,0.0019046547249981657,True,0.0,-0.0040868535091885035,-0.0040868535091885035,-0.0040868535091885035,True,False,4,1.1102230246251565e-16,0.0,,True,1.878989361702128,0.0,True,0.0025,0.0025,0.0001,0.0066959900435711005,-0.010782843552759604,-0.0,0.0019046547249981657,1.7722697495164976,0.0,6.02814341537899,3.6900022995161343,0.012975415869628547,0.0,0.0,-0.0,5.3914242211308694e-11,5.000002267260074e-09,0,False
type_i_boost_diagonalizable,0.010782843539726927,0.14365195116308443,0.3790144471693453,1.6702371392515805e-05,-0.004086853483123148,0.0,0.0,0.006695990056603779,-0.010782843539726927,0.0017086547420613791,True,0.0,-0.004086853483123148,-0.004086853483123148,-0.004086853483123148,True,False,4,0.0,0.0,,True,1.878989361702128,0.0,True,0.0025,0.0025,0.0001,0.006695990056603779,-0.010782843539726927,-0.0,0.0017086547420613791,1.7722623806613673,0.0,6.02814341537899,3.6900022995161343,0.01292071978240783,0.0,0.0,-0.0,5.3914242211308694e-11,5.000002273303324e-09,0,True
type_i_boost_diagonalizable,0.015840428277795117,0.6719234240866905,0.8197093534199611,0.00016859846654765029,0.012984547221511048,1.8750102893555243e-12,9.375051446777622e-13,0.015840428277795117,-0.002855881056284067,-0.07147850943132728,True,0.0,-0.05563808115353216,-0.05563808115353216,-0.05563808115353216,True,False,4,1.3877787807814457e-17,0.0,,True,1.878989361702128,0.0,False,0.00125,0.00125,0.0001,0.015840428277795117,-0.002855881056284068,1.2173079821477951e-14,-0.07147850943132728,1.7722697495164976,-2.1842559008603105e-12,6.02814341537899,3.6900022995161343,0.10235931733692002,0.0,0.0,1.2173079746889155e-14,5.3914248066000425e-11,7.542721365382185e-10,1,False
type_i_boost_diagonalizable,0.01584050429952504,0.6719268313409795,0.81971143174821,0.00016860093978804914,0.012984642458999367,1.695985362619113e-12,8.479926813095565e-13,0.01584050429952504,-0.0028558618405256694,-0.07186376618726065,True,0.0,-0.05602326188773561,-0.05602326188773561,-0.05602326188773561,True,False,4,2.7755575615628914e-17,0.0,,True,1.878989361702128,0.0,False,0.00125,0.00125,0.0001,0.01584050429952504,-0.0028558618405256702,1.1010881774652788e-14,-0.07186376618726065,1.7722623806613673,-2.1842559008603105e-12,6.02814341537899,3.6900022995161343,0.10289742127259544,0.0,0.0,1.1010881700060846e-14,5.3914248066000425e-11,7.502285349902779e-10,1,True
type_i_boost_diagonalizable,0.010782847155724426,0.14365239521363563,0.37901503296523165,1.670243422437365e-05,-0.004086861170185948,0.0,0.0,0.006695985985538479,-0.010782847155724426,0.002092750443542517,True,0.0,-0.004086861170185948,-0.004086861170185948,-0.004086861170185948,True,False,4,1.1102230246251565e-16,0.0,,True,1.878989361702128,0.0,True,0.00125,0.00125,0.0001,0.006695985985538479,-0.010782847155724426,-0.0,0.002092750443542517,1.7722697495164976,0.0,6.02814341537899,3.6900022995161343,0.013033235589834815,0.0,0.0,-0.0,5.391424199446826e-11,5.000000576456852e-09,1,False
type_i_boost_diagonalizable,0.010782847166141567,0.14365239640071703,0.37901503453123997,1.670243439466729e-05,-0.00408686119102023,0.0,0.0,0.006695985975121338,-0.010782847166141567,0.0017086614215679977,True,0.0,-0.00408686119102023,-0.00408686119102023,-0.00408686119102023,True,False,4,0.0,0.0,,True,1.878989361702128,0.0,True,0.00125,0.00125,0.0001,0.006695985975121338,-0.010782847166141567,-0.0,0.0017086614215679977,1.7722623806613673,0.0,6.02814341537899,3.6900022995161343,0.01292072246023799,0.0,0.0,-0.0,5.3914242211308694e-11,5.000000591736186e-09,1,True
