stress_algebraic_type,classification_radial_scale,radial_discriminant_normalized,radial_type_margin_normalized,radial_block_discriminant,rho_plus_p_l,radial_flux_ratio,boost_velocity_to_flux_frame,rest_frame_energy_density,rest_frame_radial_pressure,rest_frame_angular_pressure,type_i_heat_flux_compatible,minimal_type_i_regulator,nec_margin,wec_margin,dec_margin,classification_resolved,exact_vacuum,eigenbasis_rank,eigen_equation_relative_error,spherical_block_relative_error,jordan_chain_error,full_eigensystem_certified,s,l,holding,h_s,h_l,h_theta,rho,p_l,j_l,p_omega,alpha,beta,gamma_ll,gamma_omega,source_frame_frobenius,imaginary_eigenvalue_scale,raw_imaginary_eigenvalue_scale,legacy_j_l,spherical_projection_absolute_error,spherical_projection_relative_error,level,shoulder_off
type_i_boost_diagonalizable,0.01584078413112517,0.6719873645761087,0.8197483544193913,0.00016862208633684503,0.012985456724229804,2.089918992108e-12,1.044959496054e-12,0.01584078413112517,-0.002855327406895367,-0.07110120909535758,True,0.0,-0.05526042496423241,-0.05526042496423241,-0.05526042496423241,True,False,4,6.938893903907228e-18,0.0,,True,1.878989361702128,0.0,False,0.000625,0.000625,0.0001,0.01584078413112517,-0.0028553274068953667,1.3569276314582201e-14,-0.07110120909535758,1.7722697495164976,-2.1842559008603105e-12,6.02814341537899,3.6900022995161343,0.10183244672565318,0.0,0.0,1.3569276240067153e-14,5.3914248066000425e-11,7.582747004036371e-10,2,False
type_i_boost_diagonalizable,0.01584086015247756,0.6719907716276567,0.8197504325252438,0.00016862455974709975,0.012985551961587915,1.7355171857054586e-12,8.677585928527293e-13,0.01584086015247756,-0.0028553081908896448,-0.07186279229617903,True,0.0,-0.05602193214370148,-0.05602193214370148,-0.05602193214370148,True,False,4,2.7755575615628914e-17,0.0,,True,1.878989361702128,0.0,False,0.000625,0.000625,0.0001,0.01584086015247756,-0.002855308190889645,1.1268324297603528e-14,-0.07186279229617903,1.7722623806613673,-2.1842559008603105e-12,6.02814341537899,3.6900022995161343,0.10289610035585824,0.0,0.0,1.1268324223099988e-14,5.3914248066000425e-11,7.502387021554478e-10,2,True
type_i_boost_diagonalizable,0.010782848050729646,0.14365250510317967,0.3790151779324671,1.6702449773904034e-05,-0.004086863072566053,0.0,0.0,0.006695984978163593,-0.010782848050729646,0.00246907857336267,True,0.0,-0.004086863072566053,-0.004086863072566053,-0.004086863072566053,True,False,4,0.0,0.0,,True,1.878989361702128,0.0,True,0.000625,0.000625,0.0001,0.006695984978163593,-0.010782848050729646,-0.0,0.00246907857336267,1.7722697495164976,0.0,6.02814341537899,3.6900022995161343,0.013164297357466288,0.0,0.0,-0.0,5.391424199446826e-11,5.000000161443435e-09,2,False
type_i_boost_diagonalizable,0.010782848072746735,0.14365250761212953,0.3790151812422947,1.6702450133827365e-05,-0.0040868631166002325,0.0,0.0,0.0066959849561465026,-0.010782848072746735,0.0017086630901218926,True,0.0,-0.0040868631166002325,-0.0040868631166002325,-0.0040868631166002325,True,False,4,0.0,0.0,,True,1.878989361702128,0.0,True,0.000625,0.000625,0.0001,0.0066959849561465026,-0.010782848072746735,-0.0,0.0017086630901218926,1.7722623806613673,0.0,6.02814341537899,3.6900022995161343,0.01292072313007163,0.0,0.0,-0.0,5.3914242211308694e-11,5.00000017134388e-09,2,True
type_i_boost_diagonalizable,0.015840873095008243,0.672003351354131,0.8197581053889236,0.00016862799196318775,0.012985684116102153,2.4505924341449592e-12,1.2252962170724796e-12,0.015840873095008243,-0.00285518897890609,-0.0703482394110341,True,0.0,-0.05450736631602586,-0.05450736631602586,-0.05450736631602586,True,False,4,2.7755575615628914e-17,0.0,,True,1.878989361702128,0.0,False,0.0003125,0.0003125,0.0001,0.015840873095008243,-0.0028551889789060906,1.5911309623558153e-14,-0.0703482394110341,1.7722697495164976,-2.1842559008603105e-12,6.02814341537899,3.6900022995161343,0.10078112393192372,0.0,0.0,1.5911309549255837e-14,5.3914248066000425e-11,7.663908645910563e-10,3,False
type_i_boost_diagonalizable,0.015840949113396785,0.6720067580045005,0.819760183225652,0.00016863046526686734,0.012985779347689045,1.7453903557383422e-12,8.726951778691711e-13,0.015840949113396785,-0.0028551697657077406,-0.07186254860642774,True,0.0,-0.056021599493030955,-0.056021599493030955,-0.056021599493030955,True,False,4,6.310887241768093e-30,0.0,,True,1.878989361702128,0.0,False,0.0003125,0.0003125,0.0001,0.015840949113396785,-0.00285516976570774,1.13326270176013e-14,-0.07186254860642774,1.7722623806613673,-2.1842559008603105e-12,6.02814341537899,3.6900022995161343,0.10289576982377174,0.0,0.0,1.1332626943310492e-14,5.3914248066000425e-11,7.50241246255068e-10,3,True
type_i_boost_diagonalizable,0.010782848271612215,0.14365253226206973,0.3790152137607008,1.6702453615949958e-05,-0.004086863542614306,0.0,0.0,0.006695984728997908,-0.010782848271612215,0.003221804985781288,True,0.0,-0.004086863542614306,-0.004086863542614306,-0.004086863542614306,True,False,4,0.0,0.0,,True,1.878989361702128,0.0,True,0.0003125,0.0003125,0.0001,0.006695984728997908,-0.010782848271612215,-0.0,0.003221804985781288,1.7722697495164976,0.0,6.02814341537899,3.6900022995161343,0.013485773358335593,0.0,0.0,-0.0,5.391424199446826e-11,5.000000059020323e-09,3,False
type_i_boost_diagonalizable,0.010782848299398122,0.14365253542840337,0.3790152179377543,1.6702454070178813e-05,-0.004086863598186122,0.0,0.0,0.006695984701212,-0.010782848299398122,0.0017086635038841545,True,0.0,-0.004086863598186122,-0.004086863598186122,-0.004086863598186122,True,False,4,0.0,0.0,,True,1.878989361702128,0.0,True,0.0003125,0.0003125,0.0001,0.006695984701212,-0.010782848299398122,-0.0,0.0017086635038841545,1.7722623806613673,0.0,6.02814341537899,3.6900022995161343,0.012920723296538374,0.0,0.0,-0.0,5.3914242211308694e-11,5.0000000662457694e-09,3,True
type_i_boost_diagonalizable,0.0158408953249336,0.6720073523571813,0.8197605457406092,0.00016862946923151551,0.012985740996628399,3.154684137985727e-12,1.5773420689928635e-12,0.0158408953249336,-0.0028551543283052033,-0.06884268835839197,True,0.0,-0.053001793033458366,-0.053001793033458366,-0.053001793033458366,True,False,4,6.938893903907228e-18,0.0,,True,1.878989361702128,0.0,False,0.00015625,0.00015625,0.0001,0.0158408953249336,-0.002855154328305203,2.0482955571027287e-14,-0.06884268835839197,1.7722697495164976,-2.1842559008603105e-12,6.02814341537899,3.6900022995161343,0.09867987308339679,0.0,0.0,2.0482955497233158e-14,5.3914248066000425e-11,7.831514037206427e-10,4,False
type_i_boost_diagonalizable,0.015840971341145805,0.6720107587316936,0.8197626234034731,0.00016863194243394342,0.012985836223899615,1.747858438675176e-12,8.73929219337588e-13,0.015840971341145805,-0.00285513511724619,-0.07186248579632863,True,0.0,-0.05602151445518283,-0.05602151445518283,-0.05602151445518283,True,False,4,6.938893903907228e-18,0.0,,True,1.878989361702128,0.0,False,0.00015625,0.00015625,0.0001,0.015840971341145805,-0.0028551351172461893,1.1348701713598363e-14,-0.07186248579632863,1.7722623806613673,-2.1842559008603105e-12,6.02814341537899,3.6900022995161343,0.10289568455102382,0.0,0.0,1.134870163980393e-14,5.3914248066000425e-11,7.502419019897877e-10,4,True
type_i_boost_diagonalizable,0.010782848325398442,0.14365253976396142,0.37901522365725815,1.67024546548215e-05,-0.004086863669713182,0.0,0.0,0.00669598465568526,-0.010782848325398442,0.004727293345290704,True,0.0,-0.004086863669713182,-0.004086863669713182,-0.004086863669713182,True,False,4,0.0,0.0,,True,1.878989361702128,0.0,True,0.00015625,0.00015625,0.0001,0.00669598465568526,-0.010782848325398442,-0.0,0.004727293345290704,1.7722697495164976,0.0,6.02814341537899,3.6900022995161343,0.014345753143790673,0.0,0.0,-0.0,5.391424199446826e-11,5.0000000340796825e-09,4,False
type_i_boost_diagonalizable,0.010782848356060977,0.14365254325810034,0.37901522826675493,1.6702455156075915e-05,-0.004086863731038254,0.0,0.0,0.006695984625022723,-0.010782848356060977,0.0017086636198238828,True,0.0,-0.004086863731038254,-0.004086863731038254,-0.004086863731038254,True,False,4,1.1102230246251565e-16,0.0,,True,1.878989361702128,0.0,True,0.00015625,0.00015625,0.0001,0.006695984625022723,-0.010782848356060977,-0.0,0.0017086636198238828,1.7722623806613673,0.0,6.02814341537899,3.6900022995161343,0.012920723335005935,0.0,0.0,-0.0,5.3914242211308694e-11,5.000000039971239e-09,4,True
type_i_boost_diagonalizable,0.015840901056601974,0.6720083528638828,0.8197611559824948,0.0001686298423223234,0.012985755362023552,4.5584942810744525e-12,2.2792471405372262e-12,0.015840901056601974,-0.002855145694578421,-0.06583167871240365,True,0.0,-0.04999077765580168,-0.04999077765580168,-0.04999077765580168,True,False,4,6.938893903907228e-18,0.0,,True,1.878989361702128,0.0,False,7.8125e-05,7.8125e-05,0.0001,0.015840901056601974,-0.0028551456945784216,2.959774577660814e-14,-0.06583167871240365,1.7722697495164976,-2.1842559008603105e-12,6.02814341537899,3.6900022995161343,0.0944812460089758,0.0,0.0,2.95977457049886e-14,5.3914248066000425e-11,8.189711864614501e-10,5,False
type_i_boost_diagonalizable,0.01584097707154773,0.6720117590819948,0.8197632335495688,0.000168632315462155,0.01298585058677925,1.7484098871770372e-12,8.742049435885186e-13,0.01584097707154773,-0.0028551264847684783,-0.07186247065809961,True,0.0,-0.05602149358655188,-0.05602149358655188,-0.05602149358655188,True,False,4,6.938893903907228e-18,0.0,,True,1.878989361702128,0.0,False,7.8125e-05,7.8125e-05,0.0001,0.01584097707154773,-0.0028551264847684788,1.1352294779664286e-14,-0.07186247065809961,1.7722623806613673,-2.1842559008603105e-12,6.02814341537899,3.6900022995161343,0.10289566404857779,0.0,0.0,1.1352294707997176e-14,5.3914248066000425e-11,7.502420600324159e-10,5,True
type_i_boost_diagonalizable,0.010782848338127784,0.14365252940614054,0.3790152099931354,1.6702453489954627e-05,-0.004086863527199633,0.0,0.0,0.0066959848109281505,-0.010782848338127784,0.007738287764842573,True,0.0,-0.004086863527199633,-0.004086863527199633,-0.004086863527199633,True,False,4,0.0,0.0,,True,1.878989361702128,0.0,True,7.8125e-05,7.8125e-05,0.0001,0.0066959848109281505,-0.010782848338127784,-0.0,0.007738287764842573,1.7722697495164976,0.0,6.02814341537899,3.6900022995161343,0.016759123662479197,0.0,0.0,-0.0,5.391424286183e-11,5.0000001086161136e-09,5,False
type_i_boost_diagonalizable,0.010782848370226689,0.1436525330639603,0.3790152148185615,1.670245401469001e-05,-0.004086863591397444,0.0,0.0,0.006695984778829245,-0.010782848370226689,0.0017086635313238534,True,0.0,-0.004086863591397444,-0.004086863591397444,-0.004086863591397444,True,False,4,1.1102230246251565e-16,0.0,,True,1.878989361702128,0.0,True,7.8125e-05,7.8125e-05,0.0001,0.006695984778829245,-0.010782848370226689,-0.0,0.0017086635313238534,1.7722623806613673,0.0,6.02814341537899,3.6900022995161343,0.012920723403129001,0.0,0.0,-0.0,5.391424242814913e-11,5.000000053512362e-09,5,True
type_i_boost_diagonalizable,0.015840902904695874,0.672008723106789,0.8197613818038089,0.00016862997457565927,0.012985760454269102,7.365191886485287e-12,3.682595943242643e-12,0.015840902904695874,-0.0028551424504267716,-0.05980966464784733,True,0.0,-0.04396876174315145,-0.04396876174315145,-0.04396876174315145,True,False,4,1.1102230246251565e-16,0.0,,True,1.878989361702128,0.0,False,3.90625e-05,3.90625e-05,0.0001,0.015840902904695874,-0.002855142450426772,4.782130876881215e-14,-0.05980966464784733,1.7722697495164976,-2.1842559008603105e-12,6.02814341537899,3.6900022995161343,0.08610155639606143,0.0,0.0,4.7821308687123335e-14,5.3914248066000425e-11,9.0143036806579e-10,6,False
type_i_boost_diagonalizable,0.01584097891897131,0.672012129242628,0.8197634593224303,0.0001686324476818539,0.012985855677692322,1.7485850596018052e-12,8.742925298009026e-13,0.01584097891897131,-0.0028551232412789888,-0.07186245448378284,True,0.0,-0.05602147556481153,-0.05602147556481153,-0.05602147556481153,True,False,4,1.3877787807814454e-17,0.0,,True,1.878989361702128,0.0,False,3.90625e-05,3.90625e-05,0.0001,0.01584097891897131,-0.0028551232412789896,1.1353436612079033e-14,-0.07186245448378284,1.7722623806613673,-2.1842559008603105e-12,6.02814341537899,3.6900022995161343,0.10289564165066326,0.0,0.0,1.1353436530389872e-14,5.3914248066000425e-11,7.502422288918406e-10,6,True
type_i_boost_diagonalizable,0.010782848340951513,0.14365249761206864,0.37901516805013047,1.670244980201148e-05,-0.004086863076004808,0.0,0.0,0.006695985264946705,-0.010782848340951513,0.013760285239308383,True,0.0,-0.004086863076004808,-0.004086863076004808,-0.007064299974361678,True,False,4,0.0,0.0,,True,1.878989361702128,0.0,True,3.90625e-05,3.90625e-05,0.0001,0.006695985264946705,-0.010782848340951513,-0.0,0.013760285239308383,1.7722697495164976,0.0,6.02814341537899,3.6900022995161343,0.023233530440864996,0.0,0.0,-0.0,5.391424286183e-11,3.918105018388279e-09,6,False
type_i_boost_diagonalizable,0.010782848373768118,0.14365250135167335,0.37901517298344845,1.6702450338479375e-05,-0.004086863141638019,0.0,0.0,0.0066959852321301,-0.010782848373768118,0.0017086631154259858,True,0.0,-0.004086863141638019,-0.004086863141638019,-0.004086863141638019,True,False,4,0.0,0.0,,True,1.878989361702128,0.0,True,3.90625e-05,3.90625e-05,0.0001,0.0066959852321301,-0.010782848373768118,-0.0,0.0017086631154259858,1.7722623806613673,0.0,6.02814341537899,3.6900022995161343,0.012920723531002922,0.0,0.0,-0.0,5.3914242211308694e-11,5.000000031760448e-09,6,True
type_i_boost_diagonalizable,0.015840905332075616,0.6720090555885314,0.819761584590964,0.00016863010968673717,0.012985765656546293,1.2978303478441277e-11,6.4891517392206385e-12,0.015840905332075616,-0.0028551396755293226,-0.047765617523807355,True,0.0,-0.031924712191731736,-0.031924712191731736,-0.031924712191731736,True,False,4,6.938893903907228e-18,0.0,,True,1.878989361702128,0.0,False,1.953125e-05,1.953125e-05,0.0001,0.015840905332075616,-0.002855139675529323,8.426660379528901e-14,-0.047765617523807355,1.7722697495164976,-2.1842559008603105e-12,6.02814341537899,3.6900022995161343,0.06944202286200964,0.0,0.0,8.426660371624752e-14,5.3914248066000425e-11,1.128725028589322e-09,7,False
type_i_boost_diagonalizable,0.015840981346080887,0.6720124616926172,0.8197636620943056,0.00016863258278052235,0.012985860879453559,1.7486525117107159e-12,8.743262558553579e-13,0.015840981346080887,-0.0028551204666273275,-0.07186240650697218,True,0.0,-0.056021425160891286,-0.056021425160891286,-0.056021425160891286,True,False,4,6.938893903907228e-18,0.0,,True,1.878989361702128,0.0,False,1.953125e-05,1.953125e-05,0.0001,0.015840981346080887,-0.002855120466627328,1.1353879121791196e-14,-0.07186240650697218,1.7722623806613673,-2.1842559008603105e-12,6.02814341537899,3.6900022995161343,0.10289557493319365,0.0,0.0,1.135387904293799e-14,5.3914248066000425e-11,7.50242729768879e-10,7,True
type_i_boost_diagonalizable,0.010782848341478147,0.14365235125830267,0.3790149749789613,1.670243278711719e-05,-0.004086860994347274,0.0,0.0,0.006695987347130873,-0.010782848341478147,0.025804283346414707,True,0.0,-0.004086860994347274,-0.004086860994347274,-0.019108295999283834,True,False,4,1.1102230246251565e-16,0.0,,True,1.878989361702128,0.0,True,1.953125e-05,1.953125e-05,0.0001,0.006695987347130873,-0.010782848341478147,-0.0,0.025804283346414707,1.7722697495164976,0.0,6.02814341537899,3.6900022995161343,0.03863713424870387,0.0,0.0,-0.0,5.3914244596553473e-11,2.089352521832332e-09,7,False
type_i_boost_diagonalizable,0.010782848374653478,0.14365235503878382,0.37901497996620637,1.6702433329448994e-05,-0.004086861060697928,0.0,0.0,0.0066959873139555495,-0.010782848374653478,0.0017086620749830034,True,0.0,-0.004086861060697928,-0.004086861060697928,-0.004086861060697928,True,False,4,1.1102230246251565e-16,0.0,,True,1.878989361702128,0.0,True,1.953125e-05,1.953125e-05,0.0001,0.0066959873139555495,-0.010782848374653478,-0.0,0.0017086620749830034,1.7722623806613673,0.0,6.02814341537899,3.6900022995161343,0.012920724335438446,0.0,0.0,-0.0,5.3914242211308694e-11,5.000000031349908e-09,7,True
