variant,speed,s,total,content_radial_fall,content_end_falls,content_corners,content_interior,content_cone,content_rest,floor_radial_fall,floor_cone,radial_log_lapse_drop,analytic_radial_floor
warps,2.1,3.75,183.35710526636979,30.107721636178535,21.91720305184448,50.564467647862514,13.755032665577714,64.14325125719952,2.869429007707006,4.911074184131195,13.139200790915591,3.9986266080716426,7.4974248901343294
warps_fall_8p25,2.1,3.75,172.52917113622297,30.05620289379961,19.176582589126408,48.53924011141401,12.4916664441953,59.50344663357221,2.7620324641154386,4.965295364649773,12.657007416221813,3.9682412543999996,7.440452351999999
warps_fall_8p25_cone,2.1,3.75,127.88095094500713,30.35477419960251,4.392886761298124,34.83854217791205,12.501235504562953,42.68419015665513,3.1093221449763675,5.062057798572165,9.479976137985027,3.9682412543999996,7.440452351999999
warps_fall_8p25_cone_alpha,2.1,3.75,125.82863180082957,30.35477419960251,4.3928867612980795,34.029052827032324,12.501235504562953,41.47061273686065,3.0800697714730547,5.062057798572165,8.79127622701774,3.9682412543999996,7.440452351999999
warps_radial_1_fall_8p25_cone,2.1,3.75,133.37058638318425,30.38013350990151,4.392886761298124,38.543961641552016,12.501235504562953,44.35007208255929,3.2022968833103587,5.413967626968346,9.681799251137235,3.9682412543999996,7.440452351999999
warps_fall_7p75_cone,2.1,3.75,120.15198897909511,29.835310230528574,3.5220550922058895,33.357523625382186,11.065652863566402,39.445367157271626,2.926080010140433,5.086584941688173,9.07829160279749,3.8856575743999997,7.285607951999999
warps_fall_8p25_cone_shift_0p75,2.1,3.75,124.49721740733368,28.014503327267445,4.392029169427964,33.96726268749171,12.329909921220988,42.684190156846064,3.1093221450795006,4.792793366170727,9.47997613820677,3.9682412543999996,6.9444221952
warps_fall_8p25_cone_end_3,2.1,3.75,140.47059219657737,30.33041910313794,9.919901041270531,43.30961722087953,12.500693122893008,42.68419015671587,1.7257715516805017,5.062057798689174,9.479976138061959,3.9682412543999996,7.440452351999999
warps_fall_8p25_cone_hole_1p5,2.1,3.75,131.10402407258655,34.215666143648676,4.392886759120546,34.83854217693118,11.8634166913422,42.68419015647818,3.109322145065784,6.060123556651494,9.479976137793876,3.9682412543999996,8.4325126656
