variant,speed,alpha_v_radius,extent,outer_radius,cone_base,cone_tip,cone_half_angle,front_surfaces_max,front_surfaces_min,peak_nec_content,nec_content_over_sigma,front_window_over_sigma,peak_negative_energy,peak_positive_energy,peak_stress,max_alpha,pattern_samples,pattern_type_i,pattern_type_iv,pattern_other,pattern_estimated_band_samples,pattern_envelope_violations,pattern_worst_envelope_ratio,pattern_min_null,front_samples,front_type_i,front_type_iv,front_other,front_estimated_band_samples,front_envelope_violations,front_worst_envelope_ratio,front_min_null
warps,2.1,10.125,5.75,10.75,14.0,57.998711305964285,14.999999999999998,1,1,182.14192445980441,1511.5965930320813,381.8742092409648,0.009014848622725218,0.0,2.1253361917297373,171.27993809537668,1904,234010,0,0,0,0,0.5040328796924103,-0.6960991402623767,2968,49368,0,0,0,0,0.0,-0.15886818380576356
warps_fall_8p25,2.1,9.625,5.75,10.25,13.5,56.132685902179844,14.999999999999998,1,1,171.35650520674886,1431.2824870169768,354.1664919280767,0.009014848622725218,0.0,2.125336191729737,169.87783619253253,1904,226234,0,0,0,0,0.5040328796924103,-0.7029053574962258,2856,47976,0,0,0,0,0.0,-0.15874078341105774
warps_fall_8p25_cone,2.1,9.625,5.75,10.25,13.5,56.132685902179844,14.999999999999998,1,1,127.03753856956789,1165.3686872370524,254.11115156427945,0.009014848622725218,0.0,1.8642467776824379,129.89990249233497,1904,230602,0,0,0,0,0.5040328796924103,-0.6928617067336303,2856,47964,0,0,0,0,0.0,-0.10583441043641316
warps_fall_8p25_cone_alpha,2.1,9.625,5.75,10.25,13.5,56.132685902179844,14.999999999999998,1,0,124.97849310651628,1153.014414455127,246.8428510119403,0.009014848622725218,0.0,1.8642467776824379,129.89990249233497,1904,230338,0,0,0,0,0.5040328796924103,-0.6928617067336303,2856,47412,0,0,0,0,0.0,-0.16217837963668214
warps_radial_1_fall_8p25_cone,2.1,9.9,5.75,10.25,13.75,57.06569860407207,14.999999999999998,1,1,132.66468462602953,1217.7928528188547,263.98520392524307,0.009014848622725218,0.0,4.56929307854429,130.7914036996768,1904,230878,0,0,0,0,0.5040328796924103,-0.6928617067336303,2912,48444,0,0,0,0,0.0,-0.1058359321590418
warps_fall_7p75_cone,2.1,9.125,5.75,9.75,13.0,54.26666049839541,14.999999999999998,2,0,119.35621575004296,1098.8366648823778,234.75786559802407,0.009014848622725218,0.0,1.8642467776824379,124.0532466336032,1904,222250,0,0,0,0,0.5040328796924103,-0.6928617067336303,2772,46464,0,0,0,0,0.0,-0.10597136678046719
warps_fall_8p25_cone_shift_0p75,2.1,9.600000000000001,5.5,10.25,13.5,55.882685902179844,14.999999999999998,1,1,118.8936091963821,1076.5768008011937,254.11115156418003,0.00881392923500021,0.0,1.8413234494478188,115.57581762878506,1848,218604,0,0,0,0,0.6554421638733235,-0.48928268875130976,2856,47964,0,0,0,0,0.0,-0.10583441043641316
warps_fall_8p25_cone_end_3,2.1,9.625,6.75,10.25,13.5,57.132685902179844,14.999999999999998,1,1,132.27939776751575,1232.7891080890752,254.11115156455676,0.009014848622725218,0.0,1.870019282927397,129.89990249233497,2184,266332,0,0,0,0,0.5040328796924103,-0.6928617067336303,2856,47964,0,0,0,0,0.0,-0.10583441043641316
warps_fall_8p25_cone_hole_1p5,2.1,9.625,6.25,10.25,13.5,56.632685902179844,14.999999999999998,1,1,129.71556413878523,1197.281989458846,254.11115156422764,0.010837492487576619,0.0,1.8642467776824379,129.89990249233497,2044,249632,0,0,0,0,0.5040328796924103,-0.4897916764827789,2856,47964,0,0,0,0,0.0,-0.10583441043641316
