s,x,required_negative_null,worst_direction
0.0,-2.0984375,0.03533902067845271,-0.09794832256014951
0.0,-2.0953125000000004,0.033910198514763,-0.07660635393136078
0.0,-2.0921875,0.03252328977482714,-0.061576036359450616
0.0,-2.0890625,0.03117675748903132,-0.05054614063728835
0.0,-2.0859375,0.029937056039078806,-0.04238947713254961
0.0,-2.0828125,0.02880005679581004,-0.0361244098528534
0.0,-2.0796875000000004,0.027696591229566372,-0.031026606408297984
0.0,-2.0765625,0.026626096937139493,-0.02681242234303324
0.0,-2.0734375,0.025646623419474473,-0.023371449036088985
0.0,-2.0703125,0.024754663612854787,-0.02050871484796104
0.0,-2.0671875,0.023890216737019517,-0.018019392393515212
0.0,-2.0640625000000004,0.023052813457228795,-0.015845445838412194
0.0,-2.0609375,0.022454254275414753,-0.01386577237565734
0.0,-2.0578125,0.0220861960133503,-0.012071596351702078
0.0,-2.0546875,0.021733544383198158,-0.010491409459621076
0.0,-2.0515625,0.021396068146090973,-0.0090901643873024
0.0,-2.0484375000000004,0.02118131203699775,-0.007875277164328056
0.0,-2.0453125,0.021083348758225366,-0.006809830647633631
0.0,-2.0421875,0.020992393997784724,-0.005839007066025567
0.0,-2.0390625,0.020908358146408876,-0.004951626651670571
0.0,-2.0359375,0.020829907829362452,-0.004158293959572916
0.0,-2.0328125000000004,0.020756316953284337,-0.0034434475861617113
0.0,-2.0296875,0.020688542390790318,-0.0027788018284328757
0.0,-2.0265625,0.02062650935058563,-0.0021599413332641123
0.0,-2.0234375,0.02069568190256613,-0.0015804696934237352
0.0,-2.0203125,0.020892827591597024,-0.001041126446511423
0.0,-2.0171875000000004,0.02109139170607964,-0.0005383635131728693
0.0,-2.0140625,0.021291402655602944,-6.806926549694999e-05
0.0,-2.0109375,0.02147218321229162,0.0003664736826828791
0.0,-2.0078125,0.021339848643693624,0.000794563141932355
0.0,-2.0046875,0.020960333947934413,0.0012571169900051052
0.0,-2.0015625000000004,0.02082707088327137,0.0017030979690367588
0.0,-1.9984375,0.0209720772995447,0.0020822651533361006
0.0,-1.9953125000000003,0.02095151214361561,0.002471471922540407
0.0,-1.9921875,0.020806435201051736,0.0028871999504106543
0.0,-1.9890625000000002,0.020789107615758876,0.003263626866795983
0.0,-1.9859375,0.020898087990889956,0.0035774529649218213
0.0,-1.9828125,0.02084924490367525,0.0039213899101578015
0.0,-1.9796875000000003,0.02069032829331355,0.004301442167424198
0.0,-1.9765625,0.02064696245118231,0.004632512862653679
0.0,-1.9734375000000002,0.02071633804286251,0.004895404362461493
0.0,-1.9703125,0.020637727945531904,0.005201971460069638
0.0,-1.9671875,0.020456329016362424,0.005552321853598157
0.0,-1.9640625000000003,0.020384958875714718,0.005846833105181858
0.0,-1.9609375,0.02042486852609475,0.006067910113463264
0.0,-1.9578125000000002,0.020330461270759763,0.006340651779576854
0.0,-1.9546875,0.02014030093515273,0.006661647017120233
0.0,-1.9515625,0.02005425149898566,0.006922845514337027
0.0,-1.9484375000000003,0.020080558500464345,0.0071075599541519695
0.0,-1.9453125,0.01998732074635064,0.007348772395754446
0.0,-1.9421875000000002,0.019803719194090064,0.007641205789190817
0.0,-1.9390625,0.019719066186369132,0.007871608955059822
0.0,-1.9359375,0.019787076859088492,0.008018412169534413
0.0,-1.9328125000000003,0.019784043773865737,0.008220579409206254
0.0,-1.9296875,0.019691563305368327,0.008477228512196509
0.0,-1.9265625000000002,0.01969303615015703,0.00867105653444593
0.0,-1.9234375,0.01987088969676259,0.00878172562267421
0.0,-1.9203125,0.019989287492573445,0.00896286582591786
0.0,-1.9171875000000003,0.020002373737346747,0.009211152508571557
0.0,-1.9140625,0.020117663296291124,0.009387811964545219
0.0,-1.9109375000000002,0.020411569714438613,0.00946447130060497
0.0,-1.9078125,0.02061870295789194,0.00962192001927087
0.0,-1.9046875,0.020704644587276885,0.009860592760699291
0.0,-1.9015625000000003,0.020904353308114198,0.010018719635759489
0.0,-1.8984375,0.02117266253348572,0.01009337055096222
0.0,-1.8953125000000002,0.02119920293184241,0.01030186879662932
0.0,-1.8921875,0.021080097456195306,0.010614454444919303
0.0,-1.8890625,0.021104663931312096,0.010823180662701087
0.0,-1.8859375000000003,0.021283894801684102,0.010904964473108607
0.0,-1.8828125,0.0213068689935454,0.011089738235107663
0.0,-1.8796875000000002,0.021213292483197758,0.011360855986538779
0.0,-1.8765625,0.02123623699789026,0.011542087926719357
0.0,-1.8734375,0.021396549529890715,0.011613558040659474
0.0,-1.8703125000000003,0.0214284140431791,0.01178011064662756
0.0,-1.8671875,0.021353956127297687,0.012027644737589488
0.0,-1.8640625000000002,0.02138591800473618,0.012189386254681392
0.0,-1.8609375,0.0215433132035093,0.01224774603102077
0.0,-1.8578125,0.02157622311509012,0.012401388735526151
0.0,-1.8546875000000003,0.021505970437749326,0.012635454751619443
0.0,-1.8515625,0.021538945415421607,0.012783534176391975
0.0,-1.8484375000000002,0.021694300083673592,0.012828387678116438
0.0,-1.8453125,0.021729262476482655,0.012967966111567227
0.0,-1.8421875,0.021663854793985478,0.013187236468239534
0.0,-1.8390625000000003,0.021698810111556267,0.013320680104193329
0.0,-1.8359375,0.021853485382453824,0.01335146072966442
0.0,-1.8328125000000002,0.021891390624605305,0.013476421495953137
0.0,-1.8296875,0.021831325193704114,0.01368058312371338
0.0,-1.8265625,0.02186912950301229,0.013799823441905617
0.0,-1.8234375000000003,0.02202454668007909,0.013817866193234246
0.0,-1.8203125,0.022066431797247547,0.013930458748961545
0.0,-1.8171875000000002,0.022012341928467138,0.014123181735839225
0.0,-1.8140625,0.022054047892912976,0.01423381538601578
0.0,-1.8109375,0.022211566240291417,0.014246911881261
0.0,-1.8078125000000003,0.022258052477180074,0.014357510521902931
0.0,-1.8046875,0.02221004813726696,0.014548001249161424
0.0,-1.8015625000000002,0.02225575858795613,0.014631173238504585
0.0,-1.7984375,0.022414822786029638,0.014584516309041918
0.0,-1.7953125,0.022463665743475247,0.01460375142463462
0.0,-1.7921875000000003,0.0224186556779508,0.014676485598725395
0.0,-1.7890625,0.02246620205746835,0.01464778057242526
0.0,-1.7859375000000002,0.02262505744425775,0.014509259773532155
0.0,-1.7828125,0.02267427799711387,0.014452408196199218
0.0,-1.7796875,0.02263093256171172,0.01446428038592366
0.0,-1.7765625000000003,0.022679421303848035,0.014395141548170079
0.0,-1.7734375,0.022836660192809194,0.014235205412314962
0.0,-1.7703125000000002,0.022884406392144046,0.014162924312060397
0.0,-1.7671875,0.02284103181997211,0.014161755199460736
0.0,-1.7640625,0.022888320183312202,0.014087098012458771
0.0,-1.7609375000000003,0.02304122519910888,0.013928933164753757
0.0,-1.7578125,0.023085419718018474,0.013855684803277169
0.0,-1.7546875000000002,0.023040609920466266,0.01385136633763338
0.0,-1.7515625,0.02308465005752462,0.013779696070574802
0.0,-1.7484375,0.02323034161399864,0.013631302670229363
0.0,-1.7453125000000003,0.02326902206205372,0.013563657699902837
0.0,-1.7421875,0.023221644974986543,0.01356111650658421
0.0,-1.7390625000000002,0.02326053871718109,0.013496146387587457
0.0,-1.7359375,0.023396557900511292,0.013360075742218492
0.0,-1.7328125,0.023428691789628312,0.013299002023738795
0.0,-1.7296875000000003,0.023378608657298145,0.013297908149778511
0.0,-1.7265625,0.02341134226845997,0.013238759689599406
0.0,-1.7234375000000002,0.023535025496868582,0.013113872146134643
0.0,-1.7203125,0.023558495328958765,0.013057553854522317
0.0,-1.7171875,0.02350457408780189,0.013055638965969845
0.0,-1.7140625000000003,0.023529138057314665,0.013000302386979285
0.0,-1.7109375,0.023637344733447245,0.012885012812369846
0.0,-1.7078125000000002,0.023650111811980627,0.012831655989390768
0.0,-1.7046875,0.023591308933545677,0.012826978260169588
0.0,-1.7015625,0.02360577276098466,0.01277391608860163
0.0,-1.6984375000000003,0.023696901789576605,0.01266690316559646
0.0,-1.6953125,0.023699873040432362,0.012614658251835541
0.0,-1.6921875000000002,0.023638008306204994,0.012605008453652903
0.0,-1.6890625,0.02364324654872101,0.012552151466625567
0.0,-1.6859375,0.02371939351159056,0.01245124245600177
0.0,-1.6828125000000003,0.023717521653659316,0.012397496494961474
0.0,-1.6796875,0.02365793735299366,0.012380147944675787
0.0,-1.6765625000000002,0.023658674795632575,0.012324781350763361
0.0,-1.6734375,0.023756300724070933,0.012221114835827262
0.0,-1.6703125,0.02381737835165958,0.01215213527770345
0.0,-1.6671875000000003,0.023826565004273444,0.012115335436918558
0.0,-1.6640625,0.0238884179828011,0.012047304483540118
0.0,-1.6609375000000002,0.024012383600076008,0.0119439188632887
0.0,-1.6578125,0.024063569860366965,0.011885510749627123
0.0,-1.6546875,0.024054198641638096,0.011863528932395898
0.0,-1.6515625000000003,0.024105937975066126,0.011806825174596657
0.0,-1.6484375,0.02422995341709068,0.011709977008209178
0.0,-1.6453125000000002,0.0242826036469965,0.011655652080784722
0.0,-1.6421875,0.024275903989870205,0.011635999347996204
0.0,-1.6390625,0.024329108221519426,0.011583485011486483
0.0,-1.6359375000000003,0.024453913130932023,0.01149271311139167
0.0,-1.6328125,0.024509863168868096,0.011441802013616961
0.0,-1.6296875000000002,0.024507919385585997,0.011423450009061201
0.0,-1.6265625,0.024564370805506996,0.011373916807224762
0.0,-1.6234375,0.024689929540746156,0.011288200363693787
0.0,-1.6203125000000003,0.024747316754630263,0.011240250418817493
0.0,-1.6171875,0.024747974404426495,0.011223108549205281
0.0,-1.6140625000000002,0.02480586524729765,0.011176332242669137
0.0,-1.6109375,0.024930735731781426,0.011095308825869682
0.0,-1.6078125,0.02498830972609471,0.011050178646206952
0.0,-1.6046875000000003,0.02499052294280597,0.01103431370905855
0.0,-1.6015625,0.02504866254748698,0.010990535279811364
0.0,-1.5984375000000002,0.025175646098070256,0.010914040891961713
0.0,-1.5953125,0.025240615694877025,0.010871142507278019
0.0,-1.5921875,0.025251748455907535,0.0108560718604019
0.0,-1.5890625,0.025317136734106,0.010814925045056165
0.0,-1.5859375,0.02544898438254526,0.010743175614904824
0.0,-1.5828125000000002,0.025518712662218317,0.010703969301300005
0.0,-1.5796875,0.025534839555311408,0.010691639394991674
0.0,-1.5765625,0.025604854432920685,0.010654089001921878
0.0,-1.5734375,0.025739515910898333,0.010587013081979188
0.0,-1.5703125,0.025810997768485815,0.010551356019253593
0.0,-1.5671875000000002,0.02582915995790511,0.010541493600544237
0.0,-1.5640625,0.025900895063309157,0.01050706652540966
0.0,-1.5609375,0.026036517440947666,0.010443927734784822
0.0,-1.5578125,0.026109421683014365,0.010410811170756392
0.0,-1.5546875,0.026129725447451433,0.010402331885713798
0.0,-1.5515625000000002,0.026202889996193413,0.010370176370093794
0.0,-1.5484375,0.026338573645411333,0.01031043047066378
0.0,-1.5453125,0.026412032737902755,0.010279447133417751
0.0,-1.5421875,0.026433747898929116,0.010272034646652325
0.0,-1.5390625,0.026507509709133185,0.010241902157452439
0.0,-1.5359375000000002,0.026642315128569856,0.010185348237969799
0.0,-1.5328125,0.026715628349811445,0.010156296939443548
0.0,-1.5296875,0.026738240284781244,0.010149733195133894
0.0,-1.5265625,0.02681192360066226,0.010121421165883576
0.0,-1.5234375,0.026945775541184217,0.01006780015204894
0.0,-1.5203125000000002,0.027019886334065175,0.010040308252674946
0.0,-1.5171875,0.027044518973063,0.01003418891214167
0.0,-1.5140625,0.027119041991902827,0.010007327508829036
0.0,-1.5109375,0.027257065254260155,0.009955834227450205
0.0,-1.5078125,0.027341403980104338,0.00992877439250012
0.0,-1.5046875000000002,0.027377326146998164,0.009922183317125986
0.0,-1.5015625,0.027461881086742343,0.009895960018349042
0.0,-1.4984375,0.027600232293154888,0.009847233109990616
0.0,-1.4953125,0.027675959717827086,0.009823475088662492
0.0,-1.4921875,0.027702714999681705,0.009819845793798049
0.0,-1.4890625000000002,0.02777886047683672,0.009796663539550752
0.0,-1.4859375,0.027910063621786364,0.009750965448760673
0.0,-1.4828125,0.027981689837676984,0.009728423550239384
