x,lower_free_pressure,upper_free_pressure,required_drop_density,optimistic_temporal_allowance,positive_acceleration
-2.0992187500000004,0.010032322845822719,0.015285929474227444,0.15734867330244479,2.243980785124462e-43,True
-2.09765625,0.00981495203973284,0.014825625055066429,0.15376065725744154,7.084811331365666e-43,True
-2.09609375,0.00960083433269195,0.014367936209018136,0.1501615963232268,1.2129821016986073e-42,True
-2.09453125,0.009389970399085153,0.013912862318087926,0.14655174039589933,1.708624494223887e-42,True
-2.09296875,0.009182360740112715,0.013460402594334979,0.1429313372817699,2.1691858812392916e-42,True
-2.0914062500000004,0.008978005685431282,0.01301055608154595,0.13930063269131507,2.5714864755055262e-42,True
-2.08984375,0.008776905394795262,0.012563321656907961,0.13565987023349893,2.8953773750161545e-42,True
-2.08828125,0.008579059859700441,0.012118698032685667,0.13200929141049642,3.1237284685540765e-42,True
-2.08671875,0.008390994257810829,0.011718601806436012,0.12876467395914717,3.254055932570964e-42,True
-2.08515625,0.008212168624838,0.011362629181670733,0.1259276485718804,3.276455523661499e-42,True
-2.0835937500000004,0.008035877436642924,0.011008726777025224,0.1230833399502518,3.169211695029596e-42,True
-2.08203125,0.007862120304106334,0.010656893289908966,0.12023193761358501,2.9238171777691426e-42,True
-2.08046875,0.007690896709568595,0.010307127291682905,0.11737362939263017,2.5341229884720193e-42,True
-2.07890625,0.007522206008134284,0.009959427228987313,0.11450860142656324,1.9963275961798058e-42,True
-2.07734375,0.007356047428977112,0.009613791425070902,0.11163703816028206,1.308965828605801e-42,True
-2.0757812500000004,0.0071924200766441465,0.009270218081119296,0.10875912234198135,4.728975188801986e-43,True
-2.07421875,0.007037829514973473,0.008963607839851118,0.10622535349393308,5.090548363904157e-43,True
-2.07265625,0.006891823062389893,0.008693617365734763,0.10403667744896741,1.6071894682319172e-42,True
-2.07109375,0.006747742719709415,0.008425228757723224,0.10184319444717567,2.751626122117414e-42,True
-2.06953125,0.006605587552801096,0.008158440459937522,0.09964506329650359,3.875975754175465e-42,True
-2.0679687500000004,0.006465356528128773,0.007893250820717389,0.09744244130477629,4.9207809010051504e-42,True
-2.06640625,0.006327048513818256,0.007629658093716684,0.09523548427901797,5.833485352446215e-42,True
-2.06484375,0.006190662280723965,0.007367660438999194,0.09302434652502783,6.568403065008785e-42,True
-2.06328125,0.006056196503493042,0.007107255924131159,0.09080918084717893,7.086686320968119e-42,True
-2.06171875,0.005929447648736516,0.006904920778387754,0.08918706891397372,7.416959572092878e-42,True
-2.0601562500000004,0.005809655389875029,0.006760090725055249,0.08815960432868168,7.540317228959167e-42,True
-2.05859375,0.0056907680358806315,0.006616099050186147,0.08713043397956355,7.367515579028061e-42,True
-2.05703125,0.005572784813408496,0.006472944852652848,0.08609964249314624,6.8694073911541e-42,True
-2.05546875,0.005455704900051275,0.006330627183022387,0.08506731368451777,6.020423244591631e-42,True
-2.05390625,0.005339527424902213,0.006189145044125518,0.08403353055697521,4.7985543316406235e-42,True
-2.0523437500000004,0.005224251469117207,0.006048497391624783,0.08299837530179655,3.185334875599183e-42,True
-2.05078125,0.0051098760664753055,0.00590868313458092,0.08196192929812963,1.1658241668048777e-42,True
-2.04921875,0.005001545268262026,0.005782545818029795,0.08104864622443864,1.2701556982943803e-42,True
-2.04765625,0.004899098220089287,0.005669954307113048,0.0802585721801088,4.054084254398506e-42,True
-2.04609375,0.004797335754620568,0.005558019694997348,0.0794673960963851,7.02044373919174e-42,True
-2.0445312500000004,0.004696257048686137,0.005446741100298414,0.07867518936600483,1.0007765242520927e-41,True
-2.04296875,0.0045958612419286305,0.005336117604971038,0.07788202266112042,1.2865282146877328e-41,True
-2.04140625,0.00449614743725864,0.005226148254768651,0.07708796593353907,1.5452882180934208e-41,True
-2.03984375,0.004397114701308429,0.005116832059700962,0.07629308841506073,1.7641058328057722e-41,True
-2.03828125,0.004298762064884789,0.0050081679944907805,0.07549745861792134,1.9310858599789631e-41,True
-2.0367187500000004,0.004205854077316135,0.004907617172546466,0.07476811468573741,2.0384830407280178e-41,True
-2.03515625,0.00411830261759108,0.004815101852871902,0.07410506368010554,2.0768215122374485e-41,True
-2.03359375,0.0040313122216806205,0.004723133393646024,0.07344137479949939,2.033728072068112e-41,True
-2.03203125,0.003944882015175036,0.004631710887839072,0.0727771056136666,1.900592619088936e-41,True
-2.03046875,0.0038590110950228727,0.004540833400045445,0.07211231308362012,1.6696764557243205e-41,True
-2.0289062500000004,0.0037736985299064827,0.004450499966861289,0.0714470535622682,1.33410768546916e-41,True
-2.02734375,0.0036889433606159734,0.004360709597260488,0.07078138279512225,8.878765201998027e-42,True
-2.02578125,0.0036047446004224236,0.004271461272969961,0.07011535592108847,3.2583049817893015e-42,True
-2.02421875,0.0035244994146784304,0.0042351252562674285,0.07004428641823088,3.59634846116075e-42,True
-2.02265625,0.0034474723114141215,0.004251155080531696,0.07056867656000217,1.1750656508417585e-41,True
-2.0210937500000004,0.0033700206106357187,0.004266998215045501,0.07109342028003796,2.083497021892083e-41,True
-2.01953125,0.0032921449133508024,0.004282655570581858,0.07161851104073844,3.0417468056927277e-41,True
-2.01796875,0.003213845833378779,0.004298128062859987,0.07214394240080896,4.0055857352019006e-41,True
-2.01640625,0.0031351239972711472,0.004313416612414416,0.07266970801237418,4.929748728907807e-41,True
-2.01484375,0.003055980044233156,0.004328522144464911,0.07319580161808872,5.767946283822423e-41,True
-2.0132812500000004,0.0029764146260465815,0.004343445588787419,0.07372221704824897,6.472875960668805e-41,True
-2.01171875,0.002900007208687637,0.004360969487667548,0.0742677324278828,7.000699297219623e-41,True
-2.01015625,0.0028546241277303125,0.004381065445337464,0.07472205473499181,7.302587474277243e-41,True
-2.00859375,0.0028650171275817994,0.004400943117643842,0.0749534953718446,7.323063094575385e-41,True
-2.00703125,0.002923500265226019,0.004420603571854967,0.07499114822585745,7.009615064133358e-41,True
-2.0054687500000004,0.0030004349785774913,0.004440047880662746,0.07495162395138305,6.308552265879719e-41,True
-2.00390625,0.003058716783493483,0.004459277122033212,0.07498224514160473,5.165017264834029e-41,True
-2.00234375,0.003068373935951967,0.004478292379058223,0.07520307527941983,3.5230001140444857e-41,True
-2.00078125,0.0030212783527361004,0.004497094739808298,0.07564779056138787,1.3253522591201137e-41,True
-1.99921875,0.0029465309017615545,0.004505885037413437,0.07608334299524366,1.4782180586906513e-41,True
-1.9976562500000001,0.0028866092179482064,0.0045047689016094695,0.07634032217491447,4.81026608621877e-41,True
-1.99609375,0.00285518296202569,0.004503582146815026,0.0764813585232786,8.494700505538819e-41,True
-1.99453125,0.0028483221381745537,0.004502325405432444,0.07652162645152476,1.235219565132842e-40,True
-1.9929687500000002,0.0028508732557481174,0.004500999309307217,0.07652174967205029,1.6202068224964477e-40,True
-1.99140625,0.0028438661577072023,0.004499604489680948,0.07655826497151931,1.986230574153129e-40,True
-1.9898437500000001,0.0028119778347776075,0.004498141577144949,0.0766935071904776,2.314959504518007e-40,True
-1.98828125,0.002751053340443132,0.004496611201594454,0.07694492143782296,2.58793508889965e-40,True
-1.98671875,0.0026766776567900678,0.004483591742077365,0.07711036935683398,2.77949351176533e-40,True
-1.9851562500000002,0.002616129025189316,0.004459206919593068,0.07707972500091077,2.8701964861185922e-40,True
-1.98359375,0.0025812731979049973,0.004434920152198695,0.0769438958451448,2.8494773705461636e-40,True
-1.9820312500000001,0.0025685939714334086,0.004410731473559682,0.07671671935024892,2.70041604281388e-40,True
-1.98046875,0.002564536538493719,0.004386640911441948,0.07645327473830181,2.4063363990116682e-40,True
-1.97890625,0.002552132776413029,0.004362648487773093,0.0762230475209296,1.950806306332296e-40,True
-1.9773437500000002,0.0025176772008579295,0.004338754218703411,0.07608259401111116,1.3176375289863822e-40,True
-1.97578125,0.0024574536509561497,0.004314958114666844,0.0760477115464437,4.908856274400427e-41,True
-1.9742187500000001,0.002385240554820109,0.004279734298283992,0.07591945213431751,5.419423328363756e-41,True
-1.97265625,0.002326077195642238,0.004233208115709582,0.07559536607175632,1.7446856102051904e-40,True
