x,lower_free_pressure,upper_free_pressure,required_drop_density,optimistic_temporal_allowance,positive_acceleration
-2.0998046875,0.010114675419990433,0.015459218055470863,0.1586912804457142,5.463392036515708e-44,True
-2.0994140625,0.010059722889732007,0.01534365145821974,0.15779638618719088,1.6690062813428553e-43,True
-2.0990234375,0.010004973618543285,0.01522824836576164,0.15690078390678627,2.82715954219197e-43,True
-2.0986328125,0.009950427621065646,0.015113008772469573,0.1560044775579298,4.01550570374583e-43,True
-2.0982421875000004,0.009896084911251955,0.014997932672040401,0.15510747108593556,5.228871585344098e-43,True
-2.0978515625,0.00984194550236795,0.01488302005749609,0.1542097684279924,6.462204004102902e-43,True
-2.0974609375,0.009788009406994452,0.014768270921186618,0.15331137351316712,7.710569670043416e-43,True
-2.0970703125,0.009734276637028163,0.01465368525478987,0.1524122902623845,8.969155080420557e-43,True
-2.0966796875,0.009680747203683924,0.014539263049314695,0.15151252258843195,1.0233266413183766e-42,True
-2.0962890625000004,0.009627421117496048,0.014425004295101981,0.1506120743959487,1.1498329419625715e-42,True
-2.0958984375,0.009574298388319736,0.014310908981825835,0.14971094958141604,1.2759889316199481e-42,True
-2.0955078125,0.009521379025333261,0.014196977098496554,0.14880915203316142,1.4013610675483082e-42,True
-2.0951171875,0.009468663037038798,0.014083208633460523,0.14790668563133916,1.5255277316349097e-42,True
-2.0947265625,0.009416150431264673,0.013969603574403255,0.14700355424793515,1.6480792193269204e-42,True
-2.0943359375000004,0.009363841215166676,0.013856161908350439,0.14609976174675637,1.768617728481066e-42,True
-2.0939453125,0.009311735395229497,0.013742883621669165,0.1451953119834219,1.8867573481305023e-42,True
-2.0935546875,0.009259832977268942,0.013629768700070913,0.14429020880536808,2.002124047166832e-42,True
-2.0931640625,0.009208133966432695,0.01351681712861138,0.14338445605182823,2.1143556629429335e-42,True
-2.0927734375,0.009156638367202609,0.01340402889169355,0.14247805755383866,2.2231018897897437e-42,True
-2.0923828125000004,0.00910534618339606,0.013291403973068846,0.1415710171342295,2.3280242674526345e-42,True
-2.0919921875,0.009054257418167306,0.013178942355838195,0.14066333860761476,2.4287961694452348e-42,True
-2.0916015625,0.009003372074009731,0.013066644022455083,0.13975502578039803,2.525102791319181e-42,True
-2.0912109375,0.008952690152756652,0.012954508954725436,0.1388460824507539,2.616641138854481e-42,True
-2.0908203125,0.008902211655583553,0.012842537133810639,0.13793651240863358,2.7031200161648897e-42,True
-2.0904296875000004,0.008851936583009437,0.012730728540228626,0.1370263194357554,2.7842600137228163e-42,True
-2.0900390625,0.008801864934898271,0.012619083153855114,0.1361155073055971,2.8597934963021556e-42,True
-2.0896484375,0.008751996710461136,0.012507600953926525,0.1352040797834012,2.929464590837834e-42,True
-2.0892578125,0.008702331908257062,0.012396281919039878,0.13429204062615593,2.9930291742057377e-42,True
-2.0888671875,0.0086528705261953,0.01228512602715587,0.13337939358260278,3.0502548609186416e-42,True
-2.0884765625000004,0.008603612561536625,0.01217413325559992,0.13246614239322665,3.100920990741857e-42,True
-2.0880859375,0.008554558010894789,0.012063303581063386,0.13155229079024852,3.144818616227023e-42,True
-2.0876953125,0.008505706870238708,0.011952636979606562,0.13063784249763177,3.181750490163754e-42,True
-2.0873046875,0.008458707338806866,0.011852625513300873,0.12982664179901957,3.214376457646862e-42,True
-2.0869140625,0.008413525679417378,0.01176324400681164,0.12911878052558948,3.2426562338559624e-42,True
-2.0865234375000004,0.008368502441123174,0.011673991971777405,0.12841045060675121,3.263596842802457e-42,True
-2.0861328125,0.008323637620892655,0.011584869390835693,0.12770165504322745,3.2770097963104986e-42,True
-2.0857421875,0.008278931215182885,0.011495876246122605,0.126992396829175,3.28271589500002e-42,True
-2.0853515625,0.008234383219940179,0.011407012519272704,0.12628267895217019,3.280545218284866e-42,True
-2.0849609375,0.00818999363060195,0.011318278191421494,0.12557250439321466,3.2703371143060245e-42,True
-2.0845703125000004,0.00814576244209773,0.011229673243206189,0.12486187612672787,3.251940189800767e-42,True
-2.0841796875,0.008101689648850307,0.011141197654766724,0.12415079712054132,3.225212299907363e-42,True
-2.0837890625,0.008057775244777486,0.011052851405748075,0.12343927033590352,3.190020537905835e-42,True
-2.0833984375,0.008014019223292729,0.01096463447530023,0.1227272987274662,3.146241224894091e-42,True
-2.0830078125,0.00797042157730694,0.01087654684208053,0.12201488524328954,3.093759899400552e-42,True
-2.0826171875000004,0.007926982299229536,0.010788588484254565,0.12130203282483562,3.032471306932507e-42,True
-2.0822265625,0.00788370138096955,0.010700759379497132,0.12058874440696332,2.962279389460236e-42,True
-2.0818359375,0.007840578813937429,0.010613059504994563,0.11987502291793292,2.8830972748384174e-42,True
-2.0814453125,0.0077976145890456235,0.010525488837444669,0.11916087127939297,2.7948472661619295e-42,True
-2.0810546875,0.007754808696710409,0.01043804735305911,0.11844629240638575,2.69746083105982e-42,True
-2.0806640625000004,0.0077121611268529495,0.0103507350275643,0.11773128920734155,2.5908785909247053e-42,True
-2.0802734375,0.007669671868900392,0.010263551836202329,0.11701586458407306,2.4750503100780188e-42,True
-2.0798828125,0.007627340911787671,0.010176497753733322,0.11630002143178134,2.349934884874115e-42,True
-2.0794921875,0.0075851682439581096,0.010089572754435379,0.1155837626390421,2.2155003327374933e-42,True
-2.0791015625,0.007543153853365195,0.01000277681210691,0.11486709108781201,2.0717237811400742e-42,True
-2.0787109375000004,0.007501297727473694,0.009916109900067594,0.11415000965342342,1.918591456513375e-42,True
-2.0783203125,0.007459599853260731,0.009829571991159261,0.11343252120457863,1.756098673097089e-42,True
-2.0779296875,0.007418060217217566,0.009743163057748257,0.11271462860335654,1.5842498217275478e-42,True
-2.0775390625,0.007376678805350218,0.009656883071725375,0.1119963347051991,1.403058358558348e-42,True
-2.0771484375,0.007335455603181249,0.009570732004508233,0.1112776423589182,1.2125467937230188e-42,True
-2.0767578125000004,0.007294390595750854,0.009484709827042173,0.1105585544066905,1.0127466799318116e-42,True
-2.0763671875,0.007253483767617959,0.00939881650980119,0.10983907368405219,8.036986010055786e-43,True
-2.0759765625,0.007212735102861963,0.009313052022790246,0.10911920301990562,5.854521603505932e-43,True
-2.0755859375,0.007172144585083435,0.009227416335545283,0.10839894523650696,3.5806596936474876e-43,True
