case,s,node,fraction,l,velocity,heat,required_negative_null_plus,required_negative_null_minus,required_before_plus,required_before_minus,fd_error,spline_error,geometry_rho,geometry_p_l,geometry_j_l,geometry_p_omega,reservoir_rho,reservoir_p_l,reservoir_j_l,reservoir_p_omega,endpoint_rho,endpoint_p_l,endpoint_j_l,endpoint_p_omega,remainder_rho,remainder_p_l,remainder_j_l,remainder_p_omega
prior_thermal_n64,0.0,48,0.75,-0.8999999999999999,-0.00801882346413532,6.601419691421513,0.0013416326323448507,0.0012995828543087735,2.2088335658082955e-08,3.2293516102623555e-07,4.947289357753432e-10,1.7605606803721088e-08,0.007721900657942068,-0.007722073169628409,-7.521173533923483e-08,2.8234978782154228e-08,0.005201856914660862,-0.003881421683082392,-1.0587656215361281e-05,0.0,3.028400547966729e-14,3.1717612951110323e-14,-2.899719668397154e-14,-2.5624785048718173e-13,0.002520043743250922,-0.0038406514865777343,1.0512444509019244e-05,2.8235235030004716e-08
prior_thermal_n64,0.0,49,0.765625,-0.875,-0.011200399392684982,6.744877043486848,0.001357982242378889,0.0012987940512660817,3.5888652103774737e-09,3.147145467874254e-07,4.595024308405414e-10,1.2174857531403509e-08,0.007799964873855271,-0.007800104182816223,-6.332982268431889e-08,6.828278139514549e-07,0.005248800075918092,-0.003920571080801605,-1.4874829198596117e-05,0.0,-1.8868887685569712e-08,3.8711632732625555e-08,1.4451597709943098e-08,-1.1954007042129816e-06,0.0025511836668248647,-0.00387957181364735,1.4797047778201855e-05,1.8782285181644366e-06
prior_thermal_n64,0.0,50,0.78125,-0.8500000000000001,-0.015509226122034741,6.875283564043938,0.0013816850975837942,0.0012988043338684715,2.2254336673739413e-09,2.386314513663505e-07,2.401944450831201e-10,1.9493301165221963e-08,0.007877692247952945,-0.007877792146016622,-4.414909428635155e-08,1.5067086392626734e-06,0.005299599024430605,-0.00395947473714699,-2.077929243325546e-05,0.0,-1.95227787081707e-08,4.005315754824359e-08,1.4952410138392606e-08,-1.236826527329728e-06,0.0025781127463010475,-0.00391835746202718,2.0720190928830717e-05,2.7435351665924012e-06
prior_thermal_n64,0.0,51,0.796875,-0.825,-0.021265040917377312,6.977211275059681,0.001414712659590322,0.0012994460856052927,1.5294875505031843e-08,1.2401657339258477e-07,7.91834289033772e-11,2.410895127513777e-08,0.007954982492380762,-0.007955041195252505,-1.920342077162675e-08,2.4854151828339575e-06,0.005355031413938338,-0.0039980216970649796,-2.8843823920729235e-05,0.0,-1.041526617896044e-08,2.1368118885107754e-08,7.977003700261476e-09,-6.598392131006121e-07,0.002599961493708603,-0.0039570408663064105,2.8816643496257348e-05,3.1452543959345696e-06
prior_thermal_n64,0.0,52,0.8125,-0.8,-0.028816298356360195,7.033364813313668,0.0014584168267821652,0.001299561761650812,4.0367891817341084e-08,5.362359862959745e-10,4.1691017592002214e-10,2.4102374230072618e-08,0.00803173206245591,-0.008031752514463841,9.957887765420887e-09,3.6001898470905427e-06,0.00541502536154397,-0.004036056519391383,-3.970380836888056e-05,0.0,2.650689773883463e-14,2.9463859454599235e-14,-2.619234038969597e-14,-2.4902818071149347e-13,0.002616706700885434,-0.003995695995101922,3.971376628283832e-05,3.6001900961187235e-06
prior_thermal_n64,0.0,53,0.828125,-0.7749999999999999,-0.038486289692250715,7.02579286325053,0.001513208051303835,0.0012970287414204148,7.641590454822652e-08,0.0,7.620289323028668e-10,1.9340356987916795e-08,0.008107835005272204,-0.008107823964979229,4.251415998830815e-08,4.831575312417248e-06,0.005478497428166698,-0.0040733626747348935,-5.39984409837411e-05,0.0,5.055936780404892e-09,-1.037271348481043e-08,-3.872327125620951e-09,3.203063367152325e-07,0.002629332521168725,-0.00403445091753085,5.404482747085503e-05,4.511268975702016e-06
prior_thermal_n64,0.0,54,0.84375,-0.75,-0.05047368462532768,6.942635797002567,0.001579375736253893,0.0012901065529364588,1.2641775523054492e-07,0.0,1.2352270451325363e-09,5.473879911353239e-09,0.008183183157080227,-0.008183149711135141,7.867584613572257e-08,6.126696817283776e-06,0.005544435504464193,-0.004109655412894618,-7.223461346454379e-05,0.0,5.2311453772185905e-09,-1.073217469001094e-08,-4.006518679058817e-09,3.3140635327806925e-07,0.0026387424214706573,-0.004073483566065833,7.231729582935857e-05,5.795290464005707e-06
prior_thermal_n64,0.0,55,0.859375,-0.7250000000000001,-0.06470909705765697,6.782540682421191,0.0016578007376313502,0.0012788310945304046,1.9414565327791763e-07,0.0,2.1267327935304656e-09,2.7737775297439945e-08,0.008257666779491904,-0.0082576198800568,1.1985245101562344e-07,7.313763193108672e-06,0.005612969153838649,-0.0041446034035821575,-9.462042086079028e-05,0.0,2.790793859160746e-09,-5.7255343708015045e-09,-2.1374634304504184e-09,1.7680306913897909e-07,0.0026446948348593955,-0.004113010750940273,9.474241077523636e-05,7.1369601239696925e-06
prior_thermal_n64,0.0,56,0.875,-0.7,-0.08071647114962274,6.547435946980359,0.0017486629061753366,0.0012646680392287915,2.814560240244452e-07,0.0,3.779188063097354e-09,7.338419405412462e-08,0.008331175059261819,-0.008331119104095468,1.6870554570891284e-07,7.951401576650689e-06,0.005684626603455665,-0.004177905175638291,-0.00012083001116696982,0.0,2.3788053180837246e-14,2.725375859711606e-14,-2.395759211642815e-14,-2.4722339372918313e-13,0.002646548455782366,-0.00415321392848443,0.00012099871673663632,7.951401823874083e-06
prior_thermal_n64,0.0,57,0.890625,-0.675,-0.09760118490422692,6.2411211651561125,0.0018515058999438619,0.0012507196547707424,3.8455166088956133e-07,0.0,5.928011360695731e-09,1.5333890729043455e-07,0.008403597176306097,-0.008403524731472545,2.2882345862428515e-07,7.159121334736327e-06,0.005760585307185055,-0.00420940150968488,-0.00014996877539139876,0.0,-1.3547040142674049e-09,2.7793946939193797e-09,1.037556743235367e-09,-8.582613645415383e-08,0.002643013223825056,-0.004194126001182358,0.00015019656129327982,7.2449474711904806e-06
prior_thermal_n64,0.0,58,0.90625,-0.6499999999999999,-0.11430421213379593,5.867707883163566,0.0019657633468497236,0.001240887087942529,4.885461897380809e-07,0.0,5.027688835135963e-09,4.875237099793449e-08,0.008474823073829272,-0.008474704848531125,3.0372222809824577e-07,3.6426220091146605e-06,0.005842570397179517,-0.004239128428544935,-0.00018091641601270214,0.0,-1.4016516859053688e-09,2.8757113771691598e-09,1.0735140018143286e-09,-8.880037569343677e-08,0.0026322540783014414,-0.004235579295697568,0.00018121906472679856,3.7314223848080972e-06
prior_thermal_n64,0.0,59,0.921875,-0.625,-0.13007425417168386,5.095891514268956,0.001980202532038426,0.00117210333223876,5.659191088227635e-07,0.0,3.0466137015522987e-09,5.530724507441613e-09,0.008544740129611733,-0.008544522821645863,3.917930283982425e-07,-3.1926264704621643e-06,0.0058450473108945635,-0.004268677857213456,-0.0002016335796242476,0.0,-7.477621049503343e-10,1.5341854603058162e-09,5.72702729442815e-10,-4.737455120513556e-08,0.0026996935664792745,-0.004275846498617867,0.0002020247999499164,-3.1452519192570287e-06
prior_thermal_n64,0.0,60,0.9375,-0.6000000000000001,-0.14473998938754473,3.314613370210563,0.001604234013872164,0.0008938083016014769,5.868382777158804e-07,0.0,1.4321802291880894e-08,7.249889899665667e-07,0.008613222418933048,-0.008612849491017885,4.798830508018781e-07,-1.1864384449101142e-05,0.005553025539331591,-0.004303631453726558,-0.0001771265449947073,0.0,2.1850508076576268e-14,2.510012724243056e-14,-2.216258112549612e-14,-2.4925314331423745e-13,0.0030601968795796065,-0.004309218037316427,0.00017760642806767174,-1.1864384199847999e-05
prior_thermal_n64,0.0,61,0.953125,-0.575,-0.158583444628478,1.5485043047454088,0.0010839392546519284,0.0005697556973820933,5.375971237053351e-07,0.0,2.227377655535158e-08,1.7127391930428759e-06,0.008680129706524754,-0.008679565730555144,5.506993483441243e-07,-1.8752685798518278e-05,0.005169950479378472,-0.004342538645706306,-0.00012799491192802851,0.0,3.6301942949608157e-10,-7.44704975400928e-10,-2.780410861756536e-10,2.2996721089970372e-08,0.0035101788641268518,-0.004337026340143863,0.0001285458893174588,-1.877568251960825e-05
prior_thermal_n64,0.0,62,0.96875,-0.55,-0.17195640384000024,0.713722724586745,0.0008324750387936286,0.0004133762759925833,4.2192166185129273e-07,0.0,4.104269196834339e-08,1.813117137500357e-06,0.008745329649277895,-0.008744544421271852,6.034846158829423e-07,-3.167809055569193e-05,0.00500134491566179,-0.004377633635347277,-0.00010417091840863225,0.0,3.7559838950325523e-10,-7.705137536420477e-10,-2.8767574612375873e-10,2.37936595169299e-08,0.003743984358017716,-0.004366910015410822,0.00010477469070026132,-3.170188421520886e-05
prior_thermal_n64,0.0,63,0.984375,-0.5249999999999999,-0.1858188425225976,0.556163853664255,0.0008846472776961408,0.0004139937388985966,0.0,0.0,6.555473558089654e-08,3.1553602975362377e-07,0.008808932556412455,-0.008807409727891609,7.607214943061543e-07,-7.3384621515989e-05,0.005056455158820762,-0.004405611611337511,-0.00011690250972190948,0.0,2.0038861513503075e-10,-4.110536507917524e-10,-1.5348317042465155e-10,1.2693642911784183e-08,0.0037524771972030774,-0.004401797705500446,0.00011766338469938606,-7.339731515890078e-05
prior_thermal_n64,0.0,64,1.0,-0.5,-0.20214036673420838,0.548586207161991,0.0010793008619871185,0.0004702412591508848,0.0,0.0,1.1590163513327569e-07,1.3160253683877686e-06,0.008871128282563305,-0.008867708709842211,1.1363819706988812e-06,-0.00014184174898456808,0.005205769922712473,-0.004427579289465285,-0.00015112851871797249,0.0,1.99909968404812e-14,2.2916954320121855e-14,-2.0387077542907288e-14,-2.518414177371651e-13,0.003665358359830841,-0.004440129420399843,0.00015226490070905844,-0.00014184174873272667
prior_thermal_n64,0.5,0,0.0,-2.1,3.4806602869821435e-25,0.42709044285419534,0.05988939920400539,0.0628958565771271,0.004040390859005778,0.007046848232127489,1.0738546462017717e-06,1.0865920723891753e-05,0.0014439174778941451,-0.006987537023460779,-0.0007516143432804278,0.011782443575186558,0.055090432130474744,0.000758576214524868,1.9439142541377445e-26,0.0,0.0,0.0,0.0,0.0,-0.0536465146525806,-0.007746113237985647,-0.0007516143432804278,0.011782443575186558
prior_thermal_n64,0.5,1,0.015625,-2.0937943178012555,0.5838414110445338,0.4051245571046934,0.02301813251630891,0.2844961341435847,0.0038426302693782277,0.006747193700952014,9.9712767565735e-07,1.2966098209225146e-06,0.0016044244543365056,-0.006899844248850513,-0.0007262325564689233,0.01112799472254783,0.104940219182443,0.04352200216233869,0.06464335954892551,0.0,-2.725030588142199e-07,-2.353062900716532e-07,-9.169857547691785e-08,8.696835515780498e-07,-0.10333552222504769,-0.05042161110489913,-0.06536950040681895,0.01112712503899625
prior_thermal_n64,0.5,2,0.03125,-2.091684248313154,0.41174781071761773,0.4290243023944759,0.031226736792308668,0.16474626107136922,0.003776639097751987,0.006646564663121354,9.716435854373318e-07,3.893373804910241e-06,0.0016578206961468233,-0.006870625254106564,-0.0007176984590243924,0.01091209646486075,0.07278348494330827,0.019991412108093992,0.0326623996784228,0.0,-6.454252053942458e-07,-5.572523176761258e-07,-2.1706768205069382e-07,2.0586678122125045e-06,-0.07112501882195606,-0.02686148010988288,-0.03337988106976514,0.010910037797048537
prior_thermal_n64,0.5,3,0.046875,-2.0827176463437986,-0.6983120073545694,0.4637934699822745,0.23934220301212578,0.013664294959199963,0.003501354417919166,0.0062221158265633025,8.668767351484308e-07,3.027942979431583e-06,0.0018780975215572488,-0.006749903310941853,-0.000682004486484413,0.010031396648526418,0.08009959744660215,0.041541916416819494,-0.05709966736539249,0.0,-5.405722034331902e-06,-4.6649451090377904e-06,-1.8141343233789257e-06,1.7202729540500966e-05,-0.07821609420301057,-0.0482871547826523,0.05641947701323145,0.010014193918985916
prior_thermal_n64,0.5,4,0.0625,-2.079430972423667,-0.28024621610718337,0.6135398447113777,0.18680526920164117,0.06403468220007649,0.0034019877114298894,0.006066722663853906,8.299390277730079e-07,1.522672397735042e-06,0.0019561725392590614,-0.006707064121201173,-0.0006691607372280362,0.009723204779801386,0.09870533145513635,0.021980289058080565,-0.03135883048849718,0.0,-8.877031970921456e-06,-7.65936232929261e-06,-2.9769991220322385e-06,2.822740593611835e-05,-0.09674028188390638,-0.028679693816952446,0.03069264675039117,0.009694977373865267
prior_thermal_n64,0.5,5,0.078125,-2.0743666928793387,0.34796927258019694,0.6703977827206211,0.026876891463803503,0.10680553124655179,0.0032499275506809346,0.005826365706299578,7.745947579081147e-07,8.22016987863522e-06,0.0020737044765321514,-0.006642552703402075,-0.0006496317245738778,0.009263323847571236,0.05239633486264798,0.009906729864039409,0.019338050406782412,0.0,-1.648282703089247e-05,-1.4218771348774336e-05,-5.522185669216866e-06,5.235224230495389e-05,-0.050306147559084934,-0.01653506379609271,-0.019982159945687073,0.009210971605266282
prior_thermal_n64,0.5,6,0.09375,-2.0635213999667585,-0.05778708285375561,0.7052767569649655,0.08572169934317672,0.07099543317127485,0.0029267973042187744,0.0053045371520593415,6.626023861030367e-07,4.396716392393585e-06,0.002314261155341979,-0.006510556901745976,-0.0006089139937048034,0.008337951435916705,0.06232508316799483,0.011917815861091906,-0.004276001504935609,0.0,-4.329464482381912e-05,-3.733387344111991e-05,-1.4479031744661527e-05,0.00013720353593084684,-0.05996752736782903,-0.018391038889396763,0.0036815665429754665,0.008200747899985858
prior_thermal_n64,0.5,7,0.109375,-2.0607636069361766,-0.599315753164487,0.7576082359305649,0.14087835100593538,0.013833892137661494,0.0028449238261843693,0.005169853560151586,6.355616185629853e-07,4.139402672792905e-06,0.0023730465076483723,-0.006478337592216215,-0.000598807383887846,0.008115201771421231,0.05031550644392996,0.023033226434700512,-0.03234234715056028,0.0,-5.257191828456775e-05,-4.533047311529778e-05,-1.7574950396041737e-05,0.00016651675505845726,-0.04788988801799702,-0.02946623355380143,0.031761114717068474,0.007948685016362774
prior_thermal_n64,0.5,8,0.125,-2.040789585856276,-0.8302317427106927,0.9791383071694592,0.1065717416986324,0.005066957744152535,0.0022541836881940524,0.004169408621907501,4.5727207865445957e-07,2.6383255311247453e-06,0.0027709020035041492,-0.006261274554201422,-0.0005287267493825885,0.006645457920241851,0.033309480083339504,0.019298073483002182,-0.025855002222048326,0.0,-0.00014961230883584435,-0.00012896408681065236,-4.9920515954226334e-05,0.00047234025999188264,-0.030388965770999508,-0.025430383950392953,0.025376195988619964,0.006173117660249968
prior_thermal_n64,0.5,9,0.140625,-2.0195368221522263,-0.8464671416305901,1.2068840850381093,0.10639730129867425,0.003804314554929661,0.0016388149324559776,0.0030800308437668247,3.010547028033453e-07,9.896462621443447e-08,0.003143130069495558,-0.006061371271523052,-0.00046039118369371876,0.005336774028851385,0.032974472968759334,0.019766912069931215,-0.026008550663763858,0.0,-0.000300105890702911,-0.00025871242321318165,-0.00010008720586600704,0.0009450528028732396,-0.02953123700856087,-0.025569570918241087,0.025648246685936148,0.004391721225978145
prior_thermal_n64,0.5,10,0.15625,-1.9964170381943456,-0.8607295072405424,1.3186087416780454,0.10086549803159155,0.0025000658082962174,0.0010167867027345394,0.0019407022115527795,1.6824205476689835e-07,1.2081668670956003e-06,0.0034935161522754382,-0.005878874540606647,-0.000393509751146379,0.004174154340890803,0.031153960139321604,0.019050077323478614,-0.02482233693302839,0.0,-0.0004867534346957794,-0.0004198604964917699,-0.00016253087394181896,0.0015300386773792576,-0.027173690552350388,-0.024509091367593494,0.024591358055823832,0.002644115663511545
prior_thermal_n64,0.5,11,0.171875,-1.9728050409054982,-0.8745269818459976,1.4115036034247554,0.09870230354768156,0.0013710486728442176,0.0004782409659828004,0.0009309650672048792,7.627384951544233e-08,1.4600755792511938e-06,0.003799179928513288,-0.005727668575265601,-0.0003331439240013697,0.0032259803181065123,0.030319193102893775,0.019012879990775264,-0.024445994744014852,0.0,-0.0006567568748890685,-0.0005671287552694042,-0.00021996289869585,0.0020624848009688085,-0.02586325629949142,-0.024173419810771462,0.024332813718709333,0.0011634955171377038
prior_thermal_n64,0.5,12,0.1875,-1.9492111231429206,-0.8873903675231898,1.516154167556781,0.09829479209167868,0.0005163020212979597,7.595257138241253e-05,0.00016666097421568285,2.888992445791716e-08,1.2353544899717031e-06,0.004058827317012796,-0.005608927469647345,-0.00028052235093576727,0.0024795422302735185,0.029981672195022215,0.01930256808866706,-0.0244672996183035,0.0,-0.0007661314817834567,-0.0006626618980520441,-0.0002578452502274497,0.002405713617293989,-0.025156713396225962,-0.02424883366026236,0.02444462251759518,7.382861297952972e-05
prior_thermal_n64,0.5,13,0.203125,-1.9257192233136884,-0.8977195510388769,1.652493570102192,0.09839066846834005,0.0,0.0,0.0,4.341305496601694e-08,6.262038079703821e-07,0.0042785575285187545,-0.005519337585869544,-0.0002352834415244338,0.0018996619355740076,0.029817855453117544,0.019609970839126988,-0.024570749425974734,0.0,-0.0007979082184332797,-0.0006916635093742021,-0.00027035093882580544,0.0025071236322384235,-0.02474138970616551,-0.02443764491562233,0.024605816923276104,-0.0006074616966644159
prior_thermal_n64,0.5,14,0.21875,-1.9022849735352767,-0.9051179074613525,1.8067225934679303,0.09753359871705236,0.0,0.0,0.0,6.743083609235881e-08,1.2122788396653345e-07,0.004465359863826408,-0.005454885763652814,-0.00019666790334151087,0.0014521359416032058,0.02944084650885969,0.019604982231358162,-0.02440156124380208,0.0,-0.0007687747574004161,-0.0006682831758074361,-0.00026275766464740115,0.0024188233070290186,-0.024206711887632865,-0.02439158481920354,0.024467651005107973,-0.0009666873654258128
prior_thermal_n64,0.5,15,0.234375,-1.8788422476952593,-0.9109216406648147,1.9229561348064934,0.09435016191037428,0.0,0.0,0.0,7.743857406380429e-08,4.742434641020511e-08,0.00462544004219456,-0.0054118644886211355,-0.00016388443391680108,0.001108559888896622,0.02845834241887444,0.019016438816544544,-0.023634451856387545,0.0,-0.0007214104803787998,-0.0006293168163297328,-0.0002492743401478842,0.0022743064927241373,-0.02311149189630108,-0.023798986488835945,0.023719841762618626,-0.0011657466038275154
prior_thermal_n64,0.5,16,0.25,-1.855383769173759,-0.915794689777987,1.944558671465143,0.08810444969879314,0.0,0.0,0.0,7.786236417737461e-08,2.8917164361826064e-08,0.004763727573486027,-0.005387069746964297,-0.00013624997317199038,0.0008466665378690355,0.0266668493748223,0.017689671691172717,-0.022092734109846555,0.0,-0.0006705355048130672,-0.000587474541082012,-0.0002348141159328987,0.0021193571438026,-0.021232586296523207,-0.022489266897055,0.022191298252607464,-0.0012726906059335645
prior_thermal_n64,0.5,17,0.265625,-1.83202553504532,-0.9200954588711177,1.8442955919401631,0.07929977525225779,0.0,0.0,0.0,7.232603703780354e-08,5.6747761722889846e-08,0.004883872390875662,-0.005377628749053502,-0.00011320949337944413,0.0006491565352165032,0.024204037606401,0.015741966480490584,-0.019903943221617256,0.0,-0.0006171410905847415,-0.0005435509387507215,-0.00021961969002410342,0.001956584941509372,-0.018703024124940595,-0.020576044290793363,0.020010353418261916,-0.001307428406292869
prior_thermal_n64,0.5,18,0.28125,-1.808990989343835,-0.9245377476024338,1.6700110570343125,0.07032094873725137,0.0,0.0,0.0,6.370078684046591e-08,1.4878537920118024e-07,0.0049886701611268815,-0.005380736896832218,-9.425279132824134e-05,0.0005019908120225544,0.02170670400844266,0.013732915805366772,-0.017665406197444104,0.0,-0.0005625016640836183,-0.0004985739652992166,-0.00020401550244385217,0.0017894793971678154,-0.01615553218323216,-0.018615078736899774,0.017775168908559714,-0.001287488585145261
prior_thermal_n64,0.5,19,0.296875,-1.7864778689162375,-0.929971784108342,1.6945967926357068,0.06797161058257968,0.0,0.0,0.0,5.404830512995267e-08,2.051425424367051e-07,0.005080709538965841,-0.005393660896040641,-7.880745906761782e-05,0.0003931303043638889,0.02099077195134481,0.013254763453537788,-0.017077740313719177,0.0,-0.0005078437779195172,-0.00045353502149512195,-0.0001883184553669018,0.001621446498579571,-0.015402218634459452,-0.01819488932808331,0.01718725131001846,-0.001228316194215682
prior_thermal_n64,0.5,20,0.3125,-1.7641550679993512,-0.935467859745754,1.8746869916051354,0.06926106186436579,0.0,0.0,0.0,4.446331126770281e-08,1.923458074274938e-07,0.005164010651156719,-0.005414466168370575,-6.60431021001193e-05,0.00031121833756442134,0.021250208806381007,0.01361803232456692,-0.01739540124540663,0.0,-0.0004529975406265327,-0.00040827852698150816,-0.00017246249859951174,0.0014517978152489156,-0.015633200614597755,-0.018624219965955986,0.017501820641906023,-0.0011405794776844942
prior_thermal_n64,0.5,21,0.328125,-1.741845977817121,-0.9402453780990749,1.940617705905574,0.06743171590844822,0.0,0.0,0.0,3.558950630391539e-08,1.1947526018735513e-07,0.005241094655997792,-0.005441838089463751,-5.542555959976801e-05,0.00024902054506115026,0.020689743442997104,0.013237318545407504,-0.016931382234924727,0.0,-0.0003980655637923858,-0.00036287333266547594,-0.00015646801619280114,0.0012807773788533856,-0.015050583223206924,-0.018316283302205777,0.01703242469151776,-0.0010317568337922353
prior_thermal_n64,0.5,22,0.34375,-1.7196727967381855,-0.9446401984875622,1.9101680847793243,0.06379253843167662,0.0,0.0,0.0,2.7851512168493124e-08,7.025126232639272e-09,0.005313004169674218,-0.005474440231891276,-4.6649589823944074e-05,0.00020192391745384186,0.01966131114613715,0.012417227191240996,-0.016013293108414893,0.0,-0.0003438689870675824,-0.000317981827618357,-0.00014056390479272982,0.0011108593413452692,-0.014004437989395348,-0.017573685595513915,0.01610720742338368,-0.0009089354238914273
prior_thermal_n64,0.5,23,0.359375,-1.6976506867695484,-0.9488335917080165,1.8300180518893452,0.05938915030435346,0.0,0.0,0.0,2.1382608557716067e-08,1.2260114364855525e-07,0.00538089229001775,-0.005511240997075137,-3.9397680516637943e-05,0.0001660843217585292,0.018443283064883603,0.011403667682014378,-0.014902915470755786,0.0,-0.0002909469804231516,-0.00027403474698613694,-0.00012489849866454157,0.0009436543319937872,-0.0127714437944427,-0.016640873932103378,0.01498841628890369,-0.000777570010235258
prior_thermal_n64,0.5,24,0.375,-1.6756713722429781,-0.952698254066136,1.7514091384014923,0.05509397946537256,0.0,0.0,0.0,1.613289923150401e-08,1.582639603301772e-07,0.00544601995264101,-0.005551633361198171,-3.337124807487962e-05,0.00013847118625822462,0.0172686600901059,0.010400954955857942,-0.013818580740385515,0.0,-0.00023951225318187078,-0.00023119823852259876,-0.00010952125896737602,0.0007797257295544202,-0.011583127884283017,-0.015721390078533515,0.013894730751278013,-0.0006412545432961956
prior_thermal_n64,0.5,25,0.390625,-1.6535895164419068,-0.9558934824435361,1.7195205350901057,0.051641785369649196,0.0,0.0,0.0,1.311366338522385e-08,3.9958317260620105e-08,0.0055095125418370425,-0.005595305471812423,-2.832855176404853e-05,0.00011687058920409942,0.016332940421075432,0.009581727239615657,-0.012944162186221127,0.0,-0.0001896606855238314,-0.00018955791822788007,-9.443805691013607e-05,0.0006191998402958328,-0.01063376719371456,-0.0149874747932002,0.013010271691367216,-0.0005023292510917334
prior_thermal_n64,0.5,26,0.40625,-1.6313522584496136,-0.9580906266135978,1.7494477493909972,0.04918567855748297,0.0,0.0,0.0,1.0854256713918597e-08,2.2095629260607784e-08,0.005572056767065138,-0.005641930031344154,-2.409899568580276e-05,9.975817899096558e-05,0.01567643987880177,0.0089826975091197,-0.012318277607442994,0.0,-0.00014173186288726335,-0.00014940413696732125,-7.972334081134072e-05,0.0004629438847612722,-0.00996265124884937,-0.014475223403496534,0.012373901952568532,-0.00036318570577030664
prior_thermal_n64,0.5,27,0.421875,-1.6090144607354586,-0.9592668915554314,1.829385340698779,0.04740672801907843,0.0,0.0,0.0,8.948873723643724e-09,4.0022329744776207e-08,0.005633930277632827,-0.0056910419449589375,-2.055848545532986e-05,8.605509216452284e-05,0.015212742724913615,0.00853113227032128,-0.011861679281765508,0.0,-9.631700691293655e-05,-0.00011123802948515945,-6.55274001475791e-05,0.0003126336857071382,-0.009482495440367852,-0.014110936185795057,0.011906648196457759,-0.00022657859354261535
prior_thermal_n64,0.5,28,0.4375,-1.586636767226108,-0.9596378111697725,1.9332023684957738,0.04568138928661747,0.0,0.0,0.0,7.359010224111673e-09,3.464650223012104e-08,0.0056953178409395976,-0.005742210354251112,-1.7598545067590733e-05,7.492984825383474e-05,0.014774924511084708,0.008082384965580119,-0.01141896217367233,0.0,-5.399416405146585e-05,-7.554990762991496e-05,-5.200205555651563e-05,0.00016995814815184623,-0.009025612506093645,-0.013749045412201316,0.011453365684161254,-9.502829989801149e-05
prior_thermal_n64,0.5,29,0.453125,-1.5641218120553226,-0.9595471602586279,2.0069702205478688,0.04277476490933567,0.0,2.9507986822591796e-05,0.0,6.033897508375685e-09,2.0451256354823218e-08,0.005756766351234338,-0.005795423516189942,-1.5108947279438338e-05,6.56892476808799e-05,0.01403654358210231,0.007345193330103749,-0.010681760005153512,0.0,-1.4918314981265534e-05,-4.245535807993314e-05,-3.9221194743531376e-05,3.577797743945983e-05,-0.008264858915886707,-0.013098161488213758,0.010705872252617604,2.9911270241420074e-05
prior_thermal_n64,0.5,30,0.46875,-1.5409363825465012,-0.9587861274301918,2.063646238574262,0.03837686732362104,3.0578985709343864e-05,7.00413212868631e-05,1.3620425495275273e-05,4.910479505654264e-09,8.169770323210421e-09,0.005819950618838771,-0.005851818239357589,-1.2966462241763503e-05,5.769453195847734e-05,0.012918409541451785,0.006243482739822339,-0.009572466860530027,0.0,2.1434931406622644e-05,-1.1471678534371637e-05,-2.7071686189660457e-05,-9.097739820714802e-05,-0.007119893854019637,-0.012083829300645556,0.009586572084477924,0.00014867193016562536
prior_thermal_n64,0.5,31,0.484375,-1.5162270904936281,-0.9559686229762904,2.2065734251781097,0.03353102056603739,0.00010786178891847645,0.00010833669780849764,9.092457046237234e-05,3.935393488516126e-09,1.7965523035163786e-09,0.005887392718967961,-0.005913503779012877,-1.106819834247632e-05,5.043279031629069e-05,0.011702908405505988,0.005016902137836513,-0.008351436662443198,0.0,5.5597351374067635e-05,1.792222271645049e-05,-1.5421230179007646e-05,-0.0002114592829569316,-0.005871113037912095,-0.010948328139565842,0.00835578969427973,0.0002618920732732223
prior_thermal_n64,0.5,32,0.5,-1.4892911578039365,-0.9494821686923492,2.4694419327805925,0.028933401881439044,0.00018300229291661613,0.00014401220871511342,0.00016367000206669708,3.0838849173972505e-09,2.7567055013369554e-09,0.0059612338438786395,-0.005982413925799804,-9.3655118806707e-06,4.360524359945997e-05,0.010577699519047842,0.0038266614627390848,-0.0071925143454685024,0.0,8.716284879293069e-05,4.5498174676809926e-05,-4.451063542774789e-06,-0.00032336152123203175,-0.004703628523962133,-0.009854573563215698,0.007187599897130607,0.0003669667648314917
prior_thermal_n64,0.5,33,0.515625,-1.4601672471525613,-0.9376591013945903,2.8514532746173713,0.02558741264998051,0.00025441476060971725,0.00017537394121021203,0.00022811021045591638,2.359916825324382e-09,5.510901317255172e-09,0.0060416342723229235,-0.00605868166388251,-7.868456546173059e-06,3.715985747875212e-05,0.009810046319843165,0.002909125309618884,-0.006346433539654124,0.0,0.00011462720642044425,7.006747785303346e-05,5.315610765253023e-06,-0.00042056164445434125,-0.0038830392539406858,-0.009037874451354427,0.006333249472342698,0.00045772150193309336
prior_thermal_n64,0.5,34,0.53125,-1.4307998867058873,-0.9205150001811779,3.327485016618193,0.02478852007972237,0.0003209683724598334,0.00019968030697529066,0.000278849863819353,1.9120763551178305e-09,2.33590644568881e-10,0.0061234415939071555,-0.006137268135753416,-6.645568028994592e-06,3.13941827749472e-05,0.009748322898022833,0.0025671562426709434,-0.0061366803160266496,0.0,0.00013578546815103072,8.965307540003132e-05,1.3146821182020989e-05,-0.0004949509699655786,-0.003760666772266709,-0.00879407745382439,0.0061168879268156335,0.0005263451527405259
