case,s,node,fraction,l,velocity,heat,required_negative_null_plus,required_negative_null_minus,required_before_plus,required_before_minus,fd_error,spline_error,geometry_rho,geometry_p_l,geometry_j_l,geometry_p_omega,reservoir_rho,reservoir_p_l,reservoir_j_l,reservoir_p_omega,endpoint_rho,endpoint_p_l,endpoint_j_l,endpoint_p_omega,remainder_rho,remainder_p_l,remainder_j_l,remainder_p_omega,magnetic,string,buffer,rest_mass,sigma,fast_speed2,extra_enthalpy_at_speed_half,gas_pressure
equilibrated_n128,0.0,0,0.0,-2.1,4.062611865024905e-12,0.2500000000000001,14.209510769312804,14.210093498285566,0.0037921137928360756,0.004374842534749157,1.1680849602343363e-06,8.156199696563587e-06,0.002333737565835256,-0.006417215729627872,-0.0001456821854782704,0.008657957029985196,7.107627469157379,7.098091186478014,5.771232116158998e-11,0.0,0.0,0.0,0.0,0.0,-7.105293731591543,-7.1045084022076415,-0.00014568224319059156,0.008657957029985196,7.09811431179511,2.312531709734192e-05,0.009490032045171215,0.007592025636136972,1495.909450676054,0.9993319569199404,42.57919583872549,0.001138803845420546
equilibrated_n128,0.0,1,0.007812499999999999,-2.0875,5.498436997148726e-12,0.2500013300521971,12.683301394130101,12.68383623504047,0.003398296711620703,0.003933137343110375,1.0007677966614517e-06,4.187344465268923e-06,0.0025980748332075005,-0.006265975606407043,-0.00013378793518045853,0.007611124201722828,6.344448790703233,6.335454306854686,6.97196483118732e-11,0.0,-1.173860135462144e-06,-1.0098856985411383e-06,-7.777730804066477e-08,4.854600423707438e-06,-6.341849542009891,-6.341719272575395,-0.00013371022759206617,0.0076062696012991204,6.33547754910328,2.3242248593872733e-05,0.008947999351359957,0.007158391864260104,1416.0657148774571,0.9992943164247775,38.003917295268316,0.0010737639844692263
equilibrated_n128,0.0,2,0.015625,-2.075,7.1905488688585095e-12,0.2500694152871206,11.396456779078049,11.396944623794772,0.003025618584988992,0.003513462974010409,8.476045179747413e-07,6.266481909325376e-06,0.002841817841495997,-0.006127225417215066,-0.00012253020234117716,0.006670137958059636,5.700953691893858,5.692477468763053,8.192502354467885e-11,0.0,-8.535179333010051e-06,-7.331616886359078e-06,-5.691050858228303e-07,3.5079012750955945e-05,-5.698103338873029,-5.6985973625633815,-0.00012196117918037787,0.00663505894530868,5.692500828728588,2.3359965534443452e-05,0.008429503199735958,0.006743228093297394,1350.613599365357,0.999260143579149,34.14657546917179,0.0010117400938853657
equilibrated_n128,0.0,3,0.0234375,-2.0625,9.099786902919063e-12,0.2506337057868361,10.2137324452176,10.214173177622422,0.002666215488735196,0.0031069475218831414,7.088198299759138e-07,3.1424161290776256e-06,0.0030659503660693636,-0.006000792877586352,-0.00011192378195276084,0.005827792364113965,5.1095251926050596,5.101541037309643,9.291852674381694e-11,0.0,-2.5976073671665695e-05,-2.2284932536154e-05,-1.74077366577442e-06,0.00010620112927527803,-5.106433266165318,-5.107519545254693,-0.00011018310120551315,0.0057215912348386865,5.101564515791958,2.347848231634792e-05,0.007937198330784706,0.006346541192723586,1285.4824342754189,0.9992226866272269,30.601449896420966,0.0009541793499582763
equilibrated_n128,0.0,4,0.03125,-2.0500000000000003,1.1149721362387773e-11,0.25279831892537685,9.130809835507256,9.13120291692662,0.002316036877180633,0.0027091178894231836,5.84367000810472e-07,4.634810757369115e-06,0.003271542309311806,-0.005886389320971209,-0.00010197523445382647,0.005076785619546259,4.56800900423752,4.560484794596115,1.017801623152797e-10,0.0,-5.5071537324446915e-05,-4.7198091033048244e-05,-3.7049813931887997e-06,0.00022417622416252367,-4.5646823903908835,-4.566323985826053,-9.827035484079998e-05,0.004852609395383735,4.560508392409332,2.3597813217786843e-05,0.007477014014969963,0.0059682503576342465,1219.8742394433382,0.9991809148168643,27.355573340441023,0.0009043595125024175
equilibrated_n128,0.0,5,0.0390625,-2.0375,1.3247861607911672e-11,0.2582056243638155,8.142926607113582,8.143271600278874,0.0019743373312490955,0.0023193300651391073,4.7395526113751946e-07,2.261441890234403e-06,0.003459723708155112,-0.005783627887950775,-9.268360466907976e-05,0.004409843481239693,4.0740279765189005,4.066924293479134,1.0785020902954833e-10,0.0,-9.538582540993106e-05,-8.168465619163042e-05,-6.435421196576705e-06,0.0003869076985125558,-4.070472866985336,-4.072626236710892,-8.624829132271208e-05,0.0040229357827271375,4.066948011451689,2.371797255418857e-05,0.007056247094658,0.0056081827628340465,1152.7226745023177,0.9991332405766998,24.39463182161548,0.0008663202461359474
equilibrated_n128,0.0,6,0.046875,-2.025,1.5281764148929053e-11,0.2683696007809092,7.245003670664777,7.245300669278541,0.0016430378410206997,0.0019400360120196297,3.770827802897572e-07,3.286896232569843e-06,0.003631660485442828,-0.005692041154173044,-8.404121569614999e-05,0.003819823618191601,3.6250438302679244,3.618316802777214,1.1069132883983326e-10,0.0,-0.00014486111481558185,-0.00012398262739446932,-9.791672946417515e-06,0.0005859557313032916,-3.621267308667666,-3.623884861303993,-7.424965344106131e-05,0.00323386788688831,3.6183406417516895,2.383897447545533e-05,0.006679349541759596,0.005266090844220215,1083.441020455558,0.9990778659409436,21.703364500968377,0.0008424970832801972
equilibrated_n128,0.0,7,0.0546875,-2.0125,1.713032289884763e-11,0.28377047139192685,6.4317117606044105,6.4319617022248705,0.0013260010596500154,0.0015759422394909905,2.9307248417334564e-07,1.550622847822699e-06,0.0037885330750679702,-0.0056110985809793585,-7.603450918957283e-05,0.0032998014165130547,3.2183888136655394,3.2119969460995303,1.1015458442892728e-10,0.0,-0.00020026005099254632,-0.000171333805348339,-1.3549214229329038e-05,0.0008083570472909951,-3.214400020539479,-3.2174367108751616,-6.248540511482822e-05,0.00249144436922206,3.212020906932672,2.3960833143041388e-05,0.006343945899722811,0.004941651207200921,1012.6255670222586,0.9990134424066099,19.26578149569631,0.000831539926681438
equilibrated_n128,0.0,8,0.0625,-2.0,1.8664569562056994e-11,0.30319897535808943,5.69758432324667,5.697789172910125,0.0010282615267423727,0.0012331107649019256,2.2110885572641792e-07,2.2195732860778167e-06,0.003931517468198844,-0.005540222780492233,-6.864490599528539e-05,0.0028431382136737187,2.851321939377365,2.8452341225552105,1.0632376688209799e-10,0.0,-0.00025763611417945864,-0.0002203830522917813,-1.743259645539714e-05,0.0010384844099036055,-2.8471327857949866,-2.850553962283411,-5.121241586365513e-05,0.0018046538037701132,2.8452582061177165,2.408356250668323e-05,0.00603964969714173,0.004634480084272758,942.1931233741049,0.9989397717442822,17.06550958700916,0.0008278053399775617
equilibrated_n128,0.0,9,0.0703125,-1.9875,1.974720389798791e-11,0.323814783498107,5.03708784264952,5.037250643433582,0.0007552484167002853,0.000918048802949486,1.6027358046635798e-07,1.0012674952503825e-06,0.004061769103138422,-0.0054788046497589405,-6.184966406942809e-05,0.002443533276420805,2.5210659193149483,2.5152666751167776,9.945348664032576e-11,0.0,-0.00031280806397061405,-0.0002675788728250186,-2.1149567507127944e-05,0.0012598798441267578,-2.516691342147839,-2.5204779008937117,-4.0700196015786786e-05,0.0011836534322940471,2.515290882293279,2.420717650145696e-05,0.0057508298451679095,0.0043441347814319325,874.7575393512061,0.9988581314404203,15.085994463914508,0.0008231007403078932
