case,s,node,fraction,l,velocity,heat,required_negative_null_plus,required_negative_null_minus,required_before_plus,required_before_minus,fd_error,spline_error,geometry_rho,geometry_p_l,geometry_j_l,geometry_p_omega,reservoir_rho,reservoir_p_l,reservoir_j_l,reservoir_p_omega,endpoint_rho,endpoint_p_l,endpoint_j_l,endpoint_p_omega,remainder_rho,remainder_p_l,remainder_j_l,remainder_p_omega,magnetic,string,buffer,rest_mass,sigma,fast_speed2,extra_enthalpy_at_speed_half,gas_pressure
energy_matched_n64,0.0,10,0.15625,-1.85,-1.0259201415689735e-10,0.8784015055593142,0.11069578105149382,0.11067617119653105,0.0,0.0,5.0833698975335205e-08,1.1087595311852234e-07,0.004935758484661719,-0.005254446652765733,-1.7888641492039334e-05,0.00040738086519760485,0.05751970701553093,0.053521882039722836,-1.1391980276360973e-11,0.0,-0.0003613926532464115,-0.00031290844609892666,-2.2791093840750823e-05,0.0014981517501384684,-0.0522225558776228,-0.05846342024638964,4.902463740691764e-06,-0.0010907708849408634,0.05354751114436915,2.562910464631751e-05,0.003946566766515453,0.0021010240647887047,27.1362499672838,0.9644586609387258,0.31733850009969944,0.0009426832469881545
energy_matched_n64,0.0,11,0.171875,-1.8250000000000002,-2.2212562755501428e-10,0.9926193411224576,0.08473103576859516,0.0847076906178799,0.0,0.0,4.724820417046803e-08,1.51799591714772e-07,0.0050305208410209995,-0.005270972423623562,-1.4134620536244917e-05,0.00029049020685782245,0.044407082843160715,0.04068178938451197,-1.8900419141520218e-11,0.0,-0.00032614489290730853,-0.00028381572413040465,-1.9970889314637773e-05,0.001369434972785143,-0.039050417109232405,-0.045668946084005124,5.836287678811999e-06,-0.0010789447659273203,0.040707690018519156,2.5900634007186e-05,0.0036734921906343763,0.001843549399939614,22.162938101408805,0.9568275839782528,0.24057264792048058,0.0009161010795461978
energy_matched_n64,0.0,12,0.1875,-1.8,-4.4195761128179773e-10,1.132647606921195,0.06498315223004858,0.06495950110251175,0.0,0.0,4.0979074010483955e-08,1.614144289918706e-07,0.005115940808593638,-0.005297304400671625,-1.116525738577696e-05,0.00020755181087607938,0.03442088809747978,0.03091262248477651,-2.887464227358804e-11,0.0,-0.0002897863606429758,-0.0002537611474111484,-1.707801039534216e-05,0.0012357437730702338,-0.029015160928243168,-0.03595616573803699,5.912781884207475e-06,-0.0010281919621941543,0.030938798871022292,2.617638624578087e-05,0.003455912840211701,0.0016204800216388507,17.904849052343028,0.9471035184025413,0.18217688038592203,0.0008986895300325047
energy_matched_n64,0.0,13,0.203125,-1.7750000000000001,-8.417694595622283e-10,1.2995446623935185,0.050019707679154556,0.04999832608321377,0.0,0.0,3.384236974638961e-08,1.527275822950933e-07,0.005194505715049918,-0.005331409430103398,-8.826342243638477e-06,0.00014907227070471232,0.02684202305646704,0.023506256445939535,-4.23816440266288e-11,0.0,-0.00025293800687783264,-0.0002232283293980614,-1.4171698847189585e-05,0.0010987693532416608,-0.02139457933453929,-0.028614437546644875,5.345398985195135e-06,-0.0009496970825369485,0.023532712884686273,2.6456438746733693e-05,0.0032828537330340316,0.0014276103381340806,14.336741626887658,0.93479710199676,0.1379134235750836,0.0008873435599653807
energy_matched_n64,0.0,14,0.21875,-1.75,-1.5619001406354045e-09,1.4711026799960718,0.03868083856328935,0.038663591767388046,0.0,0.0,2.6930403808822414e-08,1.3460235267863645e-07,0.005268140855280507,-0.005371675311497343,-6.989376053648017e-06,0.00010802267153342798,0.02107362036470801,0.017903838700743517,-6.087889879593946e-11,0.0,-0.00021613516308023844,-0.00019264319324942237,-1.1301014150075086e-05,0.0009601697475732611,-0.015589344346347265,-0.023082870818991436,4.311698975325864e-06,-0.0008521470760398331,0.017930579562900367,2.674086215685145e-05,0.0031162999396507894,0.0012610969041787219,11.507608324062451,0.9200486636540917,0.10446717743775141,0.0008686540736777716
energy_matched_n64,0.0,15,0.234375,-1.725,-2.8471643320616906e-09,1.6066077724978434,0.030050146050751122,0.030038292204992812,0.0,0.0,2.0816806594098802e-08,1.1276206674930593e-07,0.005338319587273901,-0.005416842437900631,-5.549095065081052e-06,7.9272935622738e-05,0.01663743963214301,0.013670565640630619,-8.629187158857872e-11,0.0,-0.00017989175597953904,-0.00016241723954885475,-8.512470212786192e-06,0.0008215946983453563,-0.01111922828888957,-0.018924990838982397,2.9634614395767296e-06,-0.0007423217627226184,0.013697595360487626,2.7029719857012457e-05,0.002912814551798363,0.001117473285597967,9.405058315182318,0.9038928980781519,0.0792727576111274,0.0008280355581025986
energy_matched_n64,0.0,16,0.25,-1.7000000000000002,-5.120588391003045e-09,1.6587650013294049,0.023425583835806892,0.023419854969894623,0.0,0.0,1.5729596204495683e-08,9.06707557479222e-08,0.005406158705696318,-0.0054659387661892935,-4.420485519943504e-06,5.912757555955629e-05,0.01316857316904619,0.010472049854496653,-1.2105389981043278e-10,0.0,-0.00014472171230507964,-0.00013296196887998098,-5.852580944110363e-06,0.0006846939478382644,-0.007617692751044792,-0.015805026651805967,1.4322164780666694e-06,-0.0006255663722787081,0.010499372921936437,2.7323067439785407e-05,0.0026418771796699663,0.0009936482458393298,7.948418649233391,0.8882484113452079,0.060354360351948654,0.0007560505641106204
energy_matched_n64,0.0,17,0.265625,-1.675,-9.106173940586738e-09,1.6005519994779065,0.018297972150726673,0.018298660713548794,0.0,0.0,1.1685497163898802e-08,7.024534790929754e-08,0.005472498057671539,-0.005518221667724671,-3.535687544851803e-06,4.495601229868615e-05,0.010415000319009798,0.008053350483751396,-1.6817601480571814e-10,0.0,-0.00011109878940597808,-0.00010465919127061465,-3.3633786633074836e-06,0.0005510406841089129,-0.004831403471932281,-0.013466912960205453,-1.721407055295135e-07,-0.0005060846718102268,0.008080971435943433,2.7620952192039283e-05,0.00230640793087432,0.0008868916796654556,7.007408644211586,0.8751156529618503,0.04617942068478628,0.0006551227172292091
energy_matched_n64,0.0,18,0.28125,-1.6500000000000001,-1.603107246236188e-08,1.4780057334333772,0.014342024288096363,0.01434911166956941,0.0,0.0,8.586497555528939e-09,5.239540229516024e-08,0.00553796511703101,-0.005573128218430285,-2.8410466295369952e-06,3.490573650589012e-05,0.008246454445030343,0.006221058454039046,-2.3192974763513653e-10,0.0,-7.93360671104438e-05,-7.777195452533276e-05,-1.0689693315272027e-06,0.0004219018783206639,-0.00262915326088889,-0.011716414717943997,-1.7718453682621573e-06,-0.00038699614181477376,0.006248981866620764,2.7923412581721375e-05,0.001969549165827852,0.000794812190809164,6.345596215664062,0.8638640117642788,0.03552434203389673,0.0005496008180107824
energy_matched_n64,0.0,19,0.296875,-1.625,-2.7954829197292267e-08,1.5610069783904623,0.011463064393763139,0.011476285030371604,0.0,0.0,6.635772587665345e-09,3.7411025573914295e-08,0.005603026169953192,-0.00563023413478169,-2.2944592028146914e-06,2.7684719169775992e-05,0.00671656589239192,0.004828140926606314,-3.227303072579107e-10,0.0,-4.9706455866457974e-05,-5.2533615892902304e-05,1.0110226796084868e-06,0.00029846794741348486,-0.0010638332665722696,-0.010405841445495102,-3.30515915211592e-06,-0.0002707832282437089,0.0048563714043542375,2.8230477747932285e-05,0.0018319640102897388,0.0007153295659666998,5.301819661387524,0.8413156748792424,0.027306264415835686,0.0005175494225640552
energy_matched_n64,0.0,20,0.3125,-1.6,-4.829945728577626e-08,1.8072537300907876,0.009360340934208629,0.009379219318997347,0.0,0.0,5.165639393664434e-09,2.522775919828511e-08,0.005668025999929248,-0.0056892206065655634,-1.8630772254780341e-06,2.239958923204094e-05,0.005636313036525621,0.0037639328821851468,-4.5402677622656227e-10,0.0,-2.2482866122002697e-05,-2.9177532622091023e-05,2.856972998477517e-06,0.00018192930832734705,5.4195829525630415e-05,-0.009423975956128618,-4.719596197179325e-06,-0.0001595297190953061,0.0037924750491785497,2.8542166993425224e-05,0.00181529582035362,0.0006466447264440585,4.178354851761599,0.8068884754663317,0.020939554474717677,0.0005283160061105894
energy_matched_n64,0.0,21,0.328125,-1.5750000000000002,-8.269296265603833e-08,1.9473993322962337,0.007681518087919636,0.007705407364395283,0.0,2.2740682065512592e-05,4.025411136365786e-09,1.559900398429145e-08,0.0057332183408597085,-0.005749848221951768,-1.5213822930576427e-06,1.8437364686122283e-05,0.004735562326299838,0.0029471056266350817,-6.353025741307855e-10,0.0,2.0868674843494202e-06,-7.921975353868457e-06,4.451572128428446e-06,7.352078042102379e-05,0.000995569147075521,-0.00868903187323298,-5.972319118911958e-06,-5.50834157349015e-05,0.002975964115913732,2.8858489278702013e-05,0.0017307397211073507,0.0005872091040201808,3.4389505014765245,0.7747215249038323,0.016125044974375044,0.0005105033834277996
energy_matched_n64,0.0,22,0.34375,-1.55,-1.4029600998943248e-07,1.9965167835065798,0.006332817481768869,0.006360959454773305,3.400543891085689e-05,6.215094670709043e-05,3.1415206087556657e-09,8.202386458016291e-09,0.005798788807692475,-0.005811936655247801,-1.2496068763662672e-06,1.538033377607451e-05,0.0039811938512074084,0.002317616424254705,-8.836979493277552e-10,0.0,2.3855213551660938e-05,1.107513170198641e-05,5.786770072692117e-06,-2.5345207271489975e-05,0.0017937397429334048,-0.008140628211204492,-7.0354932511090555e-06,4.0725541047564485e-05,0.002346795866971543,2.9179442716962516e-05,0.0016052185415187763,0.000535694827525818,2.92395808579575,0.745155279914972,0.012475556660310482,0.0004754820104082316
energy_matched_n64,0.0,23,0.359375,-1.525,-2.3586418108651943e-07,1.9989264047414397,0.005257117863963343,0.005288670145719908,6.506914150372582e-05,9.66263217312609e-05,2.45540524544674e-09,2.701214604791213e-09,0.005864872084651621,-0.00587534914883722,-1.032463347413848e-06,1.2945621858225028e-05,0.0033617145602165915,0.0018303317130075414,-1.224617742397257e-09,0.0,4.269971648840282e-05,2.767095094349192e-05,6.8568317094699185e-06,-0.00011321182329739201,0.002460457807946627,-0.007733351812788253,-7.88807043914137e-06,0.00012615744515561704,0.0018598367270765501,2.950501406929776e-05,0.001472372819070453,0.0004909666395089137,2.526312226071537,0.7164176238829415,0.009686647543388847,0.0004362195616649269
energy_matched_n64,0.0,24,0.375,-1.5,-3.929170623274006e-07,2.003457032678502,0.004411497941032934,0.004445547780092686,9.160832281793142e-05,0.00012566495130570082,1.9213978342397242e-09,1.2231055849223546e-09,0.0059315646955091905,-0.005939980767099294,-8.581352049791041e-07,1.0942799462765372e-05,0.0028686438137272077,0.0014512424097737862,-1.697357004526357e-09,0.0,5.849792070304611e-05,4.172264476866646e-05,7.656021916963242e-06,-0.00018862223620388054,0.0030044229610789366,-0.007432945821641747,-8.51245976493782e-06,0.0001995650356666459,0.0014810775880128037,2.9835178239684844e-05,0.001357731047474051,0.0004520560915976274,2.181695101939709,0.6857021279662047,0.007528734480602771,0.0004024063750509438
energy_matched_n64,0.0,25,0.390625,-1.475,-6.485545429992165e-07,2.050787539012613,0.003758719632337888,0.0037943214915026713,0.0001133359012517299,0.00014894721732496574,1.5043265053776844e-09,3.856596866179038e-09,0.0059989343625654005,-0.006005749504539806,-7.174851496148463e-07,9.244464489874601e-06,0.0024906849361052245,0.0011546940665267073,-2.3642271131098976e-09,0.0,7.118456586028849e-05,5.3141851453653526e-05,8.185343868694116e-06,-0.00025053328219811914,0.0034370648605998875,-0.007213585422520167,-8.900464791195853e-06,0.00025977774668799376,0.001184863964294725,3.016989776955129e-05,0.0012756510740394137,0.0004181382865003697,1.8576615320720786,0.6500635261465327,0.005833532711728936,0.0003795306479488419
energy_matched_n64,0.0,26,0.40625,-1.4500000000000002,-1.0607004012917128e-06,2.149276868699028,0.0032576608698530705,0.003293952371691879,0.00013039166243726131,0.00016669643263073474,1.3492871830786044e-09,5.4486266641187015e-09,0.006067026852495764,-0.006072589614592934,-6.034386289013574e-07,7.766023974663346e-06,0.002205905127498441,0.0009213574457400357,-3.3170886663748746e-09,0.0,8.092317264973259e-05,6.205811278709571e-05,8.472753919466998e-06,-0.0002995564681271253,0.00378019855234759,-0.007056005173120065,-9.072875459701981e-06,0.00030732249210178864,0.0009518665680684423,3.0509122331924883e-05,0.0012235294370945549,0.0003885112322944147,1.5559357040543058,0.6087538515097354,0.004487669971316099,0.00036672140585203533
energy_matched_n64,0.0,27,0.421875,-1.425,-1.718892375812975e-06,2.281722739773093,0.002868064224363146,0.0029042993032472493,0.00014303865402307128,0.00017929246894547068,1.243530108308644e-09,6.213268399095981e-09,0.00613587108227764,-0.0061404467403089425,-5.10507011192885e-07,6.451917143996881e-06,0.0019883006913623993,0.0007367155109585268,-4.684009574122428e-09,0.0,8.793445701720743e-05,6.865544643576054e-05,8.552946719406968e-06,-0.00033671696849788116,0.0040596359338980325,-0.00694581769770323,-9.05876972102573e-06,0.00034316888564187806,0.0007675682991759359,3.0852788225460476e-05,0.0011898796039529502,0.0003625777368490373,1.290161284597138,0.5633495305655253,0.0034155301911026653,0.00035979854667028563
energy_matched_n64,0.0,28,0.4375,-1.4,-2.7602181240663984e-06,2.42230339656426,0.002556712975818622,0.0025922665704739044,0.00015155838038081367,0.000187138529894723,1.1631054113280721e-09,6.33321945708498e-09,0.006205482670639434,-0.006209274120802246,-4.344204598382522e-07,5.266294462625102e-06,0.0018152716160457559,0.0005898697019627377,-6.63871465685741e-09,0.0,9.243913490854188e-05,7.311787006641532e-05,8.460616918639084e-06,-0.0003630399578173675,0.004297771919685136,-0.006872261692831399,-8.888398663820479e-06,0.0003683062522799926,0.000621070519813364,3.120081786895082e-05,0.0011630002783451167,0.00033982968298856353,1.0680487896307507,0.5164524139788068,0.002563422840535068,0.00035456725076369244
energy_matched_n64,0.0,29,0.453125,-1.375,-4.392678189789353e-06,2.5236615520872094,0.0022913900257714804,0.0023256770058634564,0.00015596197358419225,0.0001902864743394577,1.0916118369439767e-09,5.9643940682816945e-09,0.006275866643209608,-0.006279029893782159,-3.718461966201704e-07,4.186740662739062e-06,0.0016627519877394571,0.0004726573041161856,-9.380165822426815e-09,0.0,9.449538306414832e-05,7.546559032512615e-05,8.20927899219619e-06,-0.0003781313764197107,0.004518619272406002,-0.00682715278822347,-8.571745022993934e-06,0.0003823181170824498,0.0005042104233722478,3.155311929726611e-05,0.0011269884450287393,0.00031983447569224624,0.8947925342027618,0.4722377347656416,0.0018982740952047474,0.0003454069319398039
energy_matched_n64,0.0,30,0.46875,-1.35,-6.929227475932956e-06,2.5993595807100274,0.0020646005012490034,0.0020967391753925987,0.0001551346813174173,0.00018732627921966416,1.0176680454058394e-09,5.240300461718125e-09,0.006347019317410008,-0.006349675006500622,-3.2017276081955583e-07,3.2000463586626725e-06,0.001530534664797279,0.00037890469325498164,-1.3230939662808238e-08,0.0,9.351122140277288e-05,7.506356977515373e-05,7.727726714742159e-06,-0.00037592022794761566,0.004722973431209956,-0.006803643269530757,-8.034668535898906e-06,0.0003791202743062783,0.0004108142788233358,3.19095856600342e-05,0.0010878108002222286,0.000302223430538063,0.7553046517637271,0.4302983251396265,0.0013770748727177863,0.0003346149700820666
energy_matched_n64,0.0,31,0.484375,-1.3250000000000002,-1.0837129871040201e-05,2.7322273961047996,0.001889742152924088,0.0019184703138560735,0.0001476852405161332,0.00017648891539941115,9.338309247155753e-10,4.275687637869709e-09,0.006418929689045147,-0.006421171676406116,-2.7734503497086553e-07,2.299331965436792e-06,0.0014382606353792798,0.00030375852005303,-1.8878487823042554e-08,0.0,8.873213063774524e-05,7.111295995905744e-05,6.923573685848625e-06,-0.0003489162818709321,0.004891936923028122,-0.006796043156418203,-7.182040232996447e-06,0.0003512156138363689,0.00033602861457320476,3.2270094724763414e-05,0.0010699619258767229,0.0002866818691147828,0.6281132186976918,0.3857921006256015,0.0009462097615625057,0.00033104979502766375
energy_matched_n64,0.0,32,0.5,-1.3,-1.6809229994191197e-05,2.9144760200130957,0.0017527641707950413,0.0017764399013630917,0.00013222796098466647,0.00015601264775320478,8.359570503533008e-10,3.169310587698438e-09,0.006491580448431787,-0.006493482248898931,-2.417381870473773e-07,1.4820414580663278e-06,0.0013770852782495544,0.00024339645346057632,-2.7239050122004428e-08,0.0,7.940359148239477e-05,6.281491241939641e-05,5.704433505087204e-06,-0.00028962930765950813,0.005035091578699837,-0.006799693614778904,-5.9189326420125766e-06,0.00029111134911757446,0.0002760309613892271,3.263450838651823e-05,0.0010684198080159414,0.0002729406956521264,0.5167088055056137,0.3406776591722644,0.0005877659603194211,0.0003328979410565907
energy_matched_n64,0.0,33,0.515625,-1.275,-2.586653791582982e-05,3.100890609505897,0.001633539551214616,0.0016504282389442255,0.00010839825724084214,0.00012544473730769312,7.228407468349859e-10,2.0058376476094582e-09,0.006564948566677467,-0.006566568187047633,-2.120613763814402e-07,7.484773694964448e-07,0.0013302269447960397,0.00019483545300911427,-3.944808431043951e-08,0.0,6.533961675763977e-05,4.996226014646207e-05,4.049558640331307e-06,-0.00019588829898789414,0.005169382005123788,-0.006811365900203209,-4.222171932402307e-06,0.0001966367763573906,0.00022783812417541486,3.300267218668607e-05,0.0010693861474135524,0.00026076924484030536,0.4261101094800426,0.298791872133493,0.0002976425976389367,0.0003352659017907484
energy_matched_n64,0.0,34,0.53125,-1.25,-3.950545030071011e-05,3.291136301549228,0.0015306738663492263,0.0015400927957771925,7.990241785293453e-05,8.955058268587228e-05,5.959568766056071e-10,8.569901366820762e-10,0.006639005998029432,-0.006640389588662607,-1.8728417557297956e-07,1.006610854052384e-07,0.0012950288068079427,0.0001556280239858629,-5.730885124286952e-08,0.0,4.86283477147534e-05,3.471456192147427e-05,2.2247570326614606e-06,-8.679914634944441e-05,0.005295348843506735,-0.006830732174569944,-2.3547323569915704e-06,8.689980743484965e-05,0.00018900243656566246,3.337441484381154e-05,0.0010726519531344563,0.00024996921042736326,0.352402167382193,0.26057497975201266,6.13626662595184e-05,0.00033813316712281603
energy_matched_n64,0.0,35,0.546875,-1.225,-5.990839520747318e-05,3.602588700147518,0.0014727749076064508,0.0014753705781956207,5.146602666664503e-05,5.440224978728618e-05,4.5916945539111284e-10,2.1790300889908817e-10,0.006713719777018893,-0.006714904399559877,-1.6658028870036838e-07,-4.586131861094479e-07,0.0012974797893511541,0.00012365881532291556,-8.513813286784907e-08,0.0,3.1926457712597234e-05,1.9823057973384566e-05,5.674754914599177e-07,1.3213035557788278e-05,0.005384313529955141,-0.006858386272856177,-6.489176472924371e-07,-1.3671648743897725e-05,0.0001574083580223507,3.3749547799924066e-05,0.00110632187842839,0.00024036948563162537,0.28456159295332856,0.2215242885310735,-0.00016187173029428594,0.00035136567750762815
energy_matched_n64,0.0,36,0.5625,-1.2000000000000002,-9.024417761336168e-05,4.317706717258822,0.0015230153912266938,0.001520733537504437,2.7816450672241692e-05,2.6074231542864778e-05,3.1827431556162613e-10,1.1717996297130567e-09,0.0067890525065175044,-0.006790068238983879,-1.4928439154681887e-07,-9.265984989164109e-07,0.0013979725144346554,9.695660882335733e-05,-1.3490864821998555e-07,0.0,1.7890620110032974e-05,8.038988531144702e-06,-5.848391738910465e-07,7.972313203575014e-05,0.005373189371972816,-0.006895063836338381,5.704634305642132e-07,-8.064973053466655e-05,0.00013108446143487548,3.412786478623814e-05,0.0012327601760388218,0.00023182176859018027,0.2126682285537222,0.1753721451145455,-0.000446253407429569,0.00039638862116865955
energy_matched_n64,0.0,37,0.578125,-1.175,-0.0001350943806847955,5.185102408354649,0.001616796016271439,0.0016124770209724663,1.2505311330366214e-05,9.053004482986332e-06,1.8032668917587404e-10,1.9699736601054466e-09,0.006864962323016542,-0.0068658338651023075,-1.3485886631948145e-07,-1.301309132712997e-06,0.001529777932086724,7.407942862855235e-05,-2.1667211289820827e-07,0.0,8.528426065390453e-06,1.3791897555201357e-06,-9.97935578164452e-07,9.577102260556366e-05,0.0053266559648644275,-0.00694129248348638,1.079748824743179e-06,-9.707233173827665e-05,0.00010858854076992665,3.45091414125592e-05,0.0013866802206330537,0.00022419680857021346,0.15661655680118278,0.13540922951538248,-0.0007351489760134937,0.00045014411577096674
energy_matched_n64,0.0,38,0.59375,-1.15,-0.0002010554239481854,5.736887651456803,0.001648371896331917,0.0016441403869280654,4.376870598593583e-06,1.4669661770883164e-06,6.592522968501546e-11,2.590571355045697e-09,0.006941403068865731,-0.006942150967784169,-1.2286792737820298e-07,-1.5821140760637637e-06,0.001588796578643771,5.4537644598379166e-05,-3.3040124558660924e-07,0.0,3.2511379348722536e-06,-1.0771184654686313e-06,-8.503440327545195e-07,7.425656366505894e-05,0.0053493553522870885,-0.00699561149391708,1.0578773509629258e-06,-7.58386777411227e-05,8.943071295459363e-05,3.489313478517697e-05,0.0014644726644750378,0.00021738119147027133,0.12213367326545684,0.10884057414482771,-0.000927888386747476,0.0004774017873392527
