scenario,path_kind,duration,time_skew,level,control,a_times_8pi,b_times_8pi,max_density_change,max_radial_pressure_change,max_angular_mismatch,max_three_channel_mismatch,min_comoving_entropy_rate_per_entropy,max_comoving_entropy_rate_per_entropy,min_entropy_factor,max_entropy_factor,max_heat_drift,min_heat_rest_energy,min_geometric_radial_discriminant,points,tensor_kinetic_ratio,rate_shear_hessian_eigenvalue,rate_trace_hessian_eigenvalue,rate_quadratic_form_nonnegative,tensor_kinetic_strictly_positive,fixed_path_rate_gate_pass
direct_fast,direct,4.0,-0.65,1,near_match_positive_tensor_kinetic,0.975,-0.95,0.00024174465012166517,0.000672159552313535,0.0008989836392126298,0.0008989836392126298,-0.00023163761012683776,0.00246599961733699,0.9950274152850661,1.0,0.09520850050843424,0.0001909426315461278,-0.0002931836997466351,33153,0.04999999999999993,-0.037799298984325144,0.07858275315162332,False,True,False
direct_fast,direct,4.0,-0.65,1,negative_tensor_kinetic,1.0,-1.25,0.0024174465012166604,0.006721595523135374,0.0024174465012166586,0.006721595523135374,-0.024029643106561367,0.002178308591259976,1.0,1.049284114742096,0.09520850050843424,0.0001909426315461278,-0.0002931836997466351,33153,-0.25,-0.0497359197162173,0.0696302876027042,False,False,False
direct_fast,direct,4.0,-0.65,2,zero_rate,0.0,0.0,0.0,0.0,0.030502944874605878,0.030502944874605878,-0.0,-0.0,1.0,1.0,0.09520850050843424,0.000190809517174474,-0.0002931836997466351,131841,1.0,0.0,0.0,True,True,False
direct_fast,direct,4.0,-0.65,2,exact_tensor_match,1.0,-1.0,0.0,0.0,6.938893903907228e-18,6.938893903907228e-18,-0.0,-0.0,1.0,1.0,0.09520850050843424,0.000190809517174474,-0.0002931836997466351,131841,0.0,-0.039788735772973836,0.07957747154594766,False,False,False
direct_fast,direct,4.0,-0.65,2,positive_bulk,1.0,0.0,0.009669786004866638,0.02689424812591838,0.009669786004866638,0.02689424812591838,-0.01196472034727636,0.10975037468479049,0.7938206291894276,1.0,0.09520850050843424,0.000190809517174474,-0.0002931836997466351,131841,1.0,0.0,0.1193662073189215,True,True,False
direct_fast,direct,4.0,-0.65,2,positive_squared_rate,0.0,1.0,0.009669786004866638,0.02689424812591838,0.03597594906705636,0.03597594906705636,-0.01196472034727636,0.10975037468479049,0.7938206291894276,1.0,0.09520850050843424,0.000190809517174474,-0.0002931836997466351,131841,2.0,0.039788735772973836,0.039788735772973836,True,True,False
direct_fast,direct,4.0,-0.65,2,near_match_positive_tensor_kinetic,0.975,-0.95,0.00024174465012166517,0.0006723562031479574,0.0008993987266764127,0.0008993987266764127,-0.0002316800921304851,0.0024695317188481642,0.9950274152850661,1.0,0.09520850050843424,0.000190809517174474,-0.0002931836997466351,131841,0.04999999999999993,-0.037799298984325144,0.07858275315162332,False,True,False
direct_fast,direct,4.0,-0.65,2,negative_tensor_kinetic,1.0,-1.25,0.0024174465012166604,0.0067235620314795965,0.0024174465012166586,0.0067235620314795965,-0.024062331143472192,0.002180085869603749,1.0,1.049284114742096,0.09520850050843424,0.000190809517174474,-0.0002931836997466351,131841,-0.25,-0.0497359197162173,0.0696302876027042,False,False,False
direct_slow,direct,14.255,0.65,0,zero_rate,0.0,0.0,0.0,0.0,0.015927220646417158,0.015927220646417158,-0.0,-0.0,1.0,1.0,0.09519324404019214,9.177292383473334e-05,-9.035762613951292e-05,8385,1.0,0.0,0.0,True,True,False
direct_slow,direct,14.255,0.65,0,exact_tensor_match,1.0,-1.0,0.0,0.0,1.734723475976807e-18,1.734723475976807e-18,-0.0,-0.0,1.0,1.0,0.09519324404019214,9.177292383473334e-05,-9.035762613951292e-05,8385,0.0,-0.039788735772973836,0.07957747154594766,False,False,False
direct_slow,direct,14.255,0.65,0,positive_bulk,1.0,0.0,0.0028413640298368243,0.015607718663995093,0.002841364029836824,0.015607718663995093,-0.0035421224526323066,0.035916684915156996,0.9415380450413281,1.0,0.09519324404019214,9.177292383473334e-05,-9.035762613951292e-05,8385,1.0,0.0,0.1193662073189215,True,True,False
direct_slow,direct,14.255,0.65,0,positive_squared_rate,0.0,1.0,0.0028413640298368243,0.015607718663995093,0.0164096848818576,0.0164096848818576,-0.0035421224526323066,0.035916684915156996,0.9415380450413281,1.0,0.09519324404019214,9.177292383473334e-05,-9.035762613951292e-05,8385,2.0,0.039788735772973836,0.039788735772973836,True,True,False
direct_slow,direct,14.255,0.65,0,near_match_positive_tensor_kinetic,0.975,-0.95,7.103410074592037e-05,0.000390192966599876,0.00041024212204644403,0.00041024212204644403,-8.248229613271916e-05,0.000873664804405901,0.9985525323168182,1.0,0.09519324404019214,9.177292383473334e-05,-9.035762613951292e-05,8385,0.04999999999999993,-0.037799298984325144,0.07858275315162332,False,True,False
direct_slow,direct,14.255,0.65,0,negative_tensor_kinetic,1.0,-1.25,0.0007103410074592062,0.003901929665998774,0.0007103410074592066,0.003901929665998774,-0.00867059482620872,0.0008098372317387673,1.0,1.0144365588361877,0.09519324404019214,9.177292383473334e-05,-9.035762613951292e-05,8385,-0.25,-0.0497359197162173,0.0696302876027042,False,False,False
direct_slow,direct,14.255,0.65,1,zero_rate,0.0,0.0,0.0,0.0,0.015965882347650062,0.015965882347650062,-0.0,-0.0,1.0,1.0,0.09519324404019214,9.177292383473334e-05,-9.047408958561459e-05,33153,1.0,0.0,0.0,True,True,False
direct_slow,direct,14.255,0.65,1,exact_tensor_match,1.0,-1.0,0.0,0.0,1.734723475976807e-18,1.734723475976807e-18,-0.0,-0.0,1.0,1.0,0.09519324404019214,9.177292383473334e-05,-9.047408958561459e-05,33153,0.0,-0.039788735772973836,0.07957747154594766,False,False,False
direct_slow,direct,14.255,0.65,1,positive_bulk,1.0,0.0,0.002841764478681753,0.015607718663995093,0.002841764478681753,0.015607718663995093,-0.0035615416773376062,0.035916684915156996,0.9413644197310255,1.0,0.09519324404019214,9.177292383473334e-05,-9.047408958561459e-05,33153,1.0,0.0,0.1193662073189215,True,True,False
direct_slow,direct,14.255,0.65,1,positive_squared_rate,0.0,1.0,0.002841764478681753,0.015607718663995093,0.0164096848818576,0.0164096848818576,-0.0035615416773376062,0.035916684915156996,0.9413644197310255,1.0,0.09519324404019214,9.177292383473334e-05,-9.047408958561459e-05,33153,2.0,0.039788735772973836,0.039788735772973836,True,True,False
direct_slow,direct,14.255,0.65,1,near_match_positive_tensor_kinetic,0.975,-0.95,7.10441119670436e-05,0.000390192966599876,0.00041024212204644403,0.00041024212204644403,-8.307528402820078e-05,0.0008738562913324859,0.9985482760485923,1.0,0.09519324404019214,9.177292383473334e-05,-9.047408958561459e-05,33153,0.04999999999999993,-0.037799298984325144,0.07858275315162332,False,True,False
direct_slow,direct,14.255,0.65,1,negative_tensor_kinetic,1.0,-1.25,0.0007104411196704385,0.003901929665998774,0.0007104411196704385,0.003901929665998774,-0.008680109554148588,0.0008153508042482788,1.0,1.0144788978756663,0.09519324404019214,9.177292383473334e-05,-9.047408958561459e-05,33153,-0.25,-0.0497359197162173,0.0696302876027042,False,False,False
direct_slow,direct,14.255,0.65,2,zero_rate,0.0,0.0,0.0,0.0,0.01596640088502565,0.01596640088502565,-0.0,-0.0,1.0,1.0,0.09520850050843427,9.170894495797765e-05,-9.061977331839678e-05,131841,1.0,0.0,0.0,True,True,False
direct_slow,direct,14.255,0.65,2,exact_tensor_match,1.0,-1.0,0.0,0.0,3.469446951953614e-18,3.469446951953614e-18,-0.0,-0.0,1.0,1.0,0.09520850050843427,9.170894495797765e-05,-9.061977331839678e-05,131841,0.0,-0.039788735772973836,0.07957747154594766,False,False,False
direct_slow,direct,14.255,0.65,2,positive_bulk,1.0,0.0,0.0028442485088803053,0.015607718663995093,0.002844248508880305,0.015607718663995093,-0.0035615416773376062,0.03596854756491487,0.9413161715783566,1.0,0.09520850050843427,9.170894495797765e-05,-9.061977331839678e-05,131841,1.0,0.0,0.1193662073189215,True,True,False
direct_slow,direct,14.255,0.65,2,positive_squared_rate,0.0,1.0,0.0028442485088803053,0.015607718663995093,0.01641650628831958,0.01641650628831958,-0.0035615416773376062,0.03596854756491487,0.9413161715783566,1.0,0.09520850050843427,9.170894495797765e-05,-9.061977331839678e-05,131841,2.0,0.039788735772973836,0.039788735772973836,True,True,False
direct_slow,direct,14.255,0.65,2,near_match_positive_tensor_kinetic,0.975,-0.95,7.11062127220074e-05,0.000390192966599876,0.00041041265720799004,0.00041041265720799004,-8.307528402820078e-05,0.0008761735015925463,0.9985470933339362,1.0,0.09520850050843427,9.170894495797765e-05,-9.061977331839678e-05,131841,0.04999999999999993,-0.037799298984325144,0.07858275315162332,False,True,False
direct_slow,direct,14.255,0.65,2,negative_tensor_kinetic,1.0,-1.25,0.0007110621272200763,0.003901929665998774,0.0007110621272200766,0.003901929665998774,-0.008699281595999683,0.0008153508042482788,1.0,1.0144906627620183,0.09520850050843427,9.170894495797765e-05,-9.061977331839678e-05,131841,-0.25,-0.0497359197162173,0.0696302876027042,False,False,False
waypoints_fast,waypoints,4.0,-0.65,0,zero_rate,0.0,0.0,0.0,0.0,13.851045591824327,13.851045591824327,0.0,0.0,1.0,1.0,0.006046903955576481,0.0200047636480297,-0.029541651073219474,8385,1.0,0.0,0.0,True,True,False
waypoints_fast,waypoints,4.0,-0.65,0,exact_tensor_match,1.0,-1.0,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,1.0,1.0,0.006046903955576481,0.0200047636480297,-0.029541651073219474,8385,0.0,-0.039788735772973836,0.07957747154594766,False,False,False
waypoints_fast,waypoints,4.0,-0.65,0,positive_bulk,1.0,0.0,0.9451608599401103,13.929105665398792,0.9451608599401098,13.929105665398792,-3.814142618204579,1.0132224789875848,0.8752218939154963,1.0,0.006046903955576481,0.0200047636480297,-0.029541651073219474,8385,1.0,0.0,0.1193662073189215,True,True,False
waypoints_fast,waypoints,4.0,-0.65,0,positive_squared_rate,0.0,1.0,0.9451608599401103,13.929105665398792,13.772985518249865,13.929105665398792,-3.814142618204579,1.0132224789875848,0.8752218939154963,1.0,0.006046903955576481,0.0200047636480297,-0.029541651073219474,8385,2.0,0.039788735772973836,0.039788735772973836,True,True,False
waypoints_fast,waypoints,4.0,-0.65,0,near_match_positive_tensor_kinetic,0.975,-0.95,0.023629021498502677,0.3482276416349686,0.3443246379562481,0.3482276416349686,-0.09106317444494054,0.024758650955190743,0.9969457638973699,1.0,0.006046903955576481,0.0200047636480297,-0.029541651073219474,8385,0.04999999999999993,-0.037799298984325144,0.07858275315162332,False,True,False
waypoints_fast,waypoints,4.0,-0.65,0,negative_tensor_kinetic,1.0,-1.25,0.2362902149850276,3.4822764163496984,0.23629021498502745,3.4822764163496984,-0.2460198240616213,0.9031696113127926,1.0,1.0303740641829937,0.006046903955576481,0.0200047636480297,-0.029541651073219474,8385,-0.25,-0.0497359197162173,0.0696302876027042,False,False,False
waypoints_fast,waypoints,4.0,-0.65,1,zero_rate,0.0,0.0,0.0,0.0,13.851045591824327,13.851045591824327,0.0,0.0,1.0,1.0,0.012356436512067736,0.0200047636480297,-0.07193109577215587,33153,1.0,0.0,0.0,True,True,False
waypoints_fast,waypoints,4.0,-0.65,1,exact_tensor_match,1.0,-1.0,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,1.0,1.0,0.012356436512067736,0.0200047636480297,-0.07193109577215587,33153,0.0,-0.039788735772973836,0.07957747154594766,False,False,False
waypoints_fast,waypoints,4.0,-0.65,1,positive_bulk,1.0,0.0,2.4859107183553313,13.929105665398792,2.4859107183553295,13.929105665398792,-5.0656878936794945,5.021971378587757,0.7743818766872181,1.0,0.012356436512067736,0.0200047636480297,-0.07193109577215587,33153,1.0,0.0,0.1193662073189215,True,True,False
waypoints_fast,waypoints,4.0,-0.65,1,positive_squared_rate,0.0,1.0,2.4859107183553313,13.929105665398792,13.772985518249865,13.929105665398792,-5.0656878936794945,5.021971378587757,0.7743818766872181,1.0,0.012356436512067736,0.0200047636480297,-0.07193109577215587,33153,2.0,0.039788735772973836,0.039788735772973836,True,True,False
waypoints_fast,waypoints,4.0,-0.65,1,near_match_positive_tensor_kinetic,0.975,-0.95,0.06214776795888308,0.3482276416349686,0.3443246379562481,0.3482276416349686,-0.12167309479232015,0.09147756194991563,0.9945785138912245,1.0,0.012356436512067736,0.0200047636480297,-0.07193109577215587,33153,0.04999999999999993,-0.037799298984325144,0.07858275315162332,False,True,False
waypoints_fast,waypoints,4.0,-0.65,1,negative_tensor_kinetic,1.0,-1.25,0.6214776795888329,3.4822764163496984,0.6214776795888355,3.4822764163496984,-0.849734059018721,1.2034128487499078,1.0,1.0536909688200689,0.012356436512067736,0.0200047636480297,-0.07193109577215587,33153,-0.25,-0.0497359197162173,0.0696302876027042,False,False,False
waypoints_fast,waypoints,4.0,-0.65,2,zero_rate,0.0,0.0,0.0,0.0,22.242245273593056,22.242245273593056,0.0,0.0,1.0,1.0,0.01237309885638402,0.019990817461567684,-0.07193109577215587,131841,1.0,0.0,0.0,True,True,False
waypoints_fast,waypoints,4.0,-0.65,2,exact_tensor_match,1.0,-1.0,0.0,0.0,3.552713678800501e-15,3.552713678800501e-15,0.0,0.0,1.0,1.0,0.01237309885638402,0.019990817461567684,-0.07193109577215587,131841,0.0,-0.039788735772973836,0.07957747154594766,False,False,False
waypoints_fast,waypoints,4.0,-0.65,2,positive_bulk,1.0,0.0,2.5364746729480285,22.16881868549306,2.536474672948028,22.16881868549306,-7.786455925350744,17.598949957329843,0.6157154378681764,1.0,0.01237309885638402,0.019990817461567684,-0.07193109577215587,131841,1.0,0.0,0.1193662073189215,True,True,False
waypoints_fast,waypoints,4.0,-0.65,2,positive_squared_rate,0.0,1.0,2.5364746729480285,22.16881868549306,22.31567186169305,22.31567186169305,-7.786455925350744,17.598949957329843,0.6157154378681764,1.0,0.01237309885638402,0.019990817461567684,-0.07193109577215587,131841,2.0,0.039788735772973836,0.039788735772973836,True,True,False
waypoints_fast,waypoints,4.0,-0.65,2,near_match_positive_tensor_kinetic,0.975,-0.95,0.06341186682370051,0.5542204671373248,0.5578917965423287,0.5578917965423287,-0.18477052362018842,0.23323909582003335,0.9910580756564481,1.0,0.01237309885638402,0.019990817461567684,-0.07193109577215587,131841,0.04999999999999993,-0.037799298984325144,0.07858275315162332,False,True,False
waypoints_fast,waypoints,4.0,-0.65,2,negative_tensor_kinetic,1.0,-1.25,0.6341186682370074,5.542204671373266,0.6341186682370079,5.542204671373266,-2.0594515907513653,1.8215995068141486,1.0,1.0880188651438105,0.01237309885638402,0.019990817461567684,-0.07193109577215587,131841,-0.25,-0.0497359197162173,0.0696302876027042,False,False,False
waypoints_slow,waypoints,14.255,0.65,0,zero_rate,0.0,0.0,0.0,0.0,0.7271752164099428,0.7271752164099428,-0.0,-0.0,1.0,1.0,0.027290320970328834,0.001069511365961864,-0.0022211196615249487,8385,1.0,0.0,0.0,True,True,False
waypoints_slow,waypoints,14.255,0.65,0,exact_tensor_match,1.0,-1.0,0.0,0.0,1.1102230246251565e-16,1.1102230246251565e-16,-0.0,-0.0,1.0,1.0,0.027290320970328834,0.001069511365961864,-0.0022211196615249487,8385,0.0,-0.039788735772973836,0.07957747154594766,False,False,False
waypoints_slow,waypoints,14.255,0.65,0,positive_bulk,1.0,0.0,0.05373208973456214,0.731263791243057,0.053732089734562116,0.731263791243057,-0.9941921099641248,0.4141646486691025,0.8801305162181094,1.0,0.027290320970328834,0.001069511365961864,-0.0022211196615249487,8385,1.0,0.0,0.1193662073189215,True,True,False
waypoints_slow,waypoints,14.255,0.65,0,positive_squared_rate,0.0,1.0,0.05373208973456214,0.731263791243057,0.7230866415768287,0.731263791243057,-0.9941921099641248,0.4141646486691025,0.8801305162181094,1.0,0.027290320970328834,0.001069511365961864,-0.0022211196615249487,8385,2.0,0.039788735772973836,0.039788735772973836,True,True,False
waypoints_slow,waypoints,14.255,0.65,0,near_match_positive_tensor_kinetic,0.975,-0.95,0.001343302243364049,0.01828159478107636,0.018077166039420778,0.01828159478107636,-0.021046315451321122,0.01000972734114918,0.9970633741612671,1.0,0.027290320970328834,0.001069511365961864,-0.0022211196615249487,8385,0.04999999999999993,-0.037799298984325144,0.07858275315162332,False,True,False
waypoints_slow,waypoints,14.255,0.65,0,negative_tensor_kinetic,1.0,-1.25,0.013433022433640536,0.1828159478107643,0.013433022433640529,0.1828159478107643,-0.09916695601987081,0.20300505556947168,1.0,1.0292105784487593,0.027290320970328834,0.001069511365961864,-0.0022211196615249487,8385,-0.25,-0.0497359197162173,0.0696302876027042,False,False,False
waypoints_slow,waypoints,14.255,0.65,1,zero_rate,0.0,0.0,0.0,0.0,0.7271752164099428,0.7271752164099428,-0.0,-0.0,1.0,1.0,0.05864940266999935,0.001069511365961864,-0.004490335254678327,33153,1.0,0.0,0.0,True,True,False
waypoints_slow,waypoints,14.255,0.65,1,exact_tensor_match,1.0,-1.0,0.0,0.0,1.1102230246251565e-16,1.1102230246251565e-16,-0.0,-0.0,1.0,1.0,0.05864940266999935,0.001069511365961864,-0.004490335254678327,33153,0.0,-0.039788735772973836,0.07957747154594766,False,False,False
waypoints_slow,waypoints,14.255,0.65,1,positive_bulk,1.0,0.0,0.14721764490923087,0.731263791243057,0.14721764490923095,0.731263791243057,-1.137475183033046,1.5555134299845825,0.7262577155501226,1.0,0.05864940266999935,0.001069511365961864,-0.004490335254678327,33153,1.0,0.0,0.1193662073189215,True,True,False
waypoints_slow,waypoints,14.255,0.65,1,positive_squared_rate,0.0,1.0,0.14721764490923087,0.731263791243057,0.7230866415768287,0.731263791243057,-1.137475183033046,1.5555134299845825,0.7262577155501226,1.0,0.05864940266999935,0.001069511365961864,-0.004490335254678327,33153,2.0,0.039788735772973836,0.039788735772973836,True,True,False
waypoints_slow,waypoints,14.255,0.65,1,near_match_positive_tensor_kinetic,0.975,-0.95,0.003680441122730759,0.01828159478107636,0.018077166039420778,0.01828159478107636,-0.027343770237456707,0.025608695754229877,0.9934831237580473,1.0,0.05864940266999935,0.001069511365961864,-0.004490335254678327,33153,0.04999999999999993,-0.037799298984325144,0.07858275315162332,False,True,False
waypoints_slow,waypoints,14.255,0.65,1,negative_tensor_kinetic,1.0,-1.25,0.03680441122730772,0.1828159478107643,0.0368044112273076,0.1828159478107643,-0.23358930484852408,0.27050488609796947,1.0,1.06441595038214,0.05864940266999935,0.001069511365961864,-0.004490335254678327,33153,-0.25,-0.0497359197162173,0.0696302876027042,False,False,False
waypoints_slow,waypoints,14.255,0.65,2,zero_rate,0.0,0.0,0.0,0.0,1.45560095602591,1.45560095602591,-0.0,-0.0,1.0,1.0,0.05872866376909958,0.001068765763304648,-0.0045066854845379764,131841,1.0,0.0,0.0,True,True,False
waypoints_slow,waypoints,14.255,0.65,2,exact_tensor_match,1.0,-1.0,0.0,0.0,2.220446049250313e-16,2.220446049250313e-16,-0.0,-0.0,1.0,1.0,0.05872866376909958,0.001068765763304648,-0.0045066854845379764,131841,0.0,-0.039788735772973836,0.07957747154594766,False,False,False
waypoints_slow,waypoints,14.255,0.65,2,positive_bulk,1.0,0.0,0.15021208322814167,1.4507860359857416,0.1502120832281416,1.4507860359857416,-2.33338299623967,4.001731968092462,0.6157154378681764,1.0,0.05872866376909958,0.001068765763304648,-0.0045066854845379764,131841,1.0,0.0,0.1193662073189215,True,True,False
waypoints_slow,waypoints,14.255,0.65,2,positive_squared_rate,0.0,1.0,0.15021208322814167,1.4507860359857416,1.4604158760660786,1.4604158760660786,-2.33338299623967,4.001731968092462,0.6157154378681764,1.0,0.05872866376909958,0.001068765763304648,-0.0045066854845379764,131841,2.0,0.039788735772973836,0.039788735772973836,True,True,False
waypoints_slow,waypoints,14.255,0.65,2,near_match_positive_tensor_kinetic,0.975,-0.95,0.0037553020807035292,0.03626965089964343,0.03651039690165203,0.03651039690165203,-0.054843363434107596,0.05303500198676741,0.9910580756564481,1.0,0.05872866376909958,0.001068765763304648,-0.0045066854845379764,131841,0.04999999999999993,-0.037799298984325144,0.07858275315162332,False,True,False
waypoints_slow,waypoints,14.255,0.65,2,negative_tensor_kinetic,1.0,-1.25,0.037553020807035424,0.36269650899643546,0.037553020807035487,0.36269650899643546,-0.4682877835001819,0.5393296295672145,1.0,1.0880188651438105,0.05872866376909958,0.001068765763304648,-0.0045066854845379764,131841,-0.25,-0.0497359197162173,0.0696302876027042,False,False,False
