scenario,path_kind,control,u,angular_time_demand,rate_radial_pressure,rate_angular_pressure,density_change,comoving_entropy_rate_per_entropy,scaled_angular_demand,scaled_rate_angular_pressure,scaled_entropy_rate
waypoints_fast,waypoints,zero_rate,0.001953125,7.361068387706094e-21,0.0,0.0,0.0,-0.0,0.06789387232854406,0.0,-0.0
waypoints_fast,waypoints,zero_rate,0.00390625,9.177963763085753e-19,0.0,0.0,0.0,-0.0,0.06613419869352466,0.0,-0.0
waypoints_fast,waypoints,zero_rate,0.0078125,1.1149933529163838e-16,0.0,0.0,0.0,-0.0,0.06276854560893508,0.0,-0.0
waypoints_fast,waypoints,zero_rate,0.015625,1.2871297764784827e-14,0.0,0.0,0.0,-0.0,0.056608566227792624,0.0,-0.0
waypoints_fast,waypoints,zero_rate,0.03125,1.3465238750197197e-12,0.0,0.0,0.0,-0.0,0.0462662080519431,0.0,-0.0
waypoints_fast,waypoints,zero_rate,0.0625,1.1752282351250273e-10,0.0,0.0,0.0,-0.0,0.03154729271998619,0.0,-0.0
waypoints_fast,waypoints,zero_rate,0.125,7.629030151536669e-09,0.0,0.0,0.0,-0.0,0.015999235840355428,0.0,-0.0
waypoints_fast,waypoints,exact_tensor_match,0.000244140625,3.5918947646450046e-27,0.0,3.591894764645005e-27,0.0,-0.0,0.06947734915708732,0.06947734915708734,-0.0
waypoints_fast,waypoints,exact_tensor_match,0.00048828125,4.582488092221671e-25,0.0,4.582488092221671e-25,0.0,-0.0,0.06924860215954202,0.06924860215954202,-0.0
waypoints_fast,waypoints,exact_tensor_match,0.0009765625,5.827048271686108e-23,0.0,5.827048271686108e-23,0.0,-0.0,0.06879364363068492,0.06879364363068492,-0.0
waypoints_fast,waypoints,exact_tensor_match,0.001953125,7.361068387706094e-21,0.0,7.361068387706094e-21,0.0,-0.0,0.06789387232854406,0.06789387232854406,-0.0
waypoints_fast,waypoints,exact_tensor_match,0.00390625,9.177963763085753e-19,0.0,9.177963763085755e-19,0.0,-0.0,0.06613419869352466,0.06613419869352467,-0.0
waypoints_fast,waypoints,exact_tensor_match,0.0078125,1.1149933529163838e-16,0.0,1.1149933529163838e-16,0.0,-0.0,0.06276854560893508,0.06276854560893508,-0.0
waypoints_fast,waypoints,exact_tensor_match,0.015625,1.2871297764784827e-14,0.0,1.2871297764784827e-14,0.0,-0.0,0.056608566227792624,0.056608566227792624,-0.0
waypoints_fast,waypoints,exact_tensor_match,0.03125,1.3465238750197197e-12,0.0,1.3465238750197197e-12,0.0,-0.0,0.0462662080519431,0.0462662080519431,-0.0
waypoints_fast,waypoints,exact_tensor_match,0.0625,1.1752282351250273e-10,0.0,1.1752282351250273e-10,0.0,-0.0,0.03154729271998619,0.03154729271998619,-0.0
waypoints_fast,waypoints,exact_tensor_match,0.125,7.629030151536669e-09,0.0,7.629030151536669e-09,0.0,-0.0,0.015999235840355428,0.015999235840355428,-0.0
waypoints_fast,waypoints,positive_bulk,0.000244140625,3.5918947646450046e-27,3.591894764645005e-27,3.591894764645005e-27,2.9664114076404347e-61,-1.4238327856694083e-62,0.06947734915708732,0.06947734915708734,-2.182017394977025e-08
waypoints_fast,waypoints,positive_bulk,0.00048828125,4.582488092221671e-25,4.582488092221671e-25,4.582488092221671e-25,1.935817613563865e-56,-4.640376909354872e-58,0.06924860215954202,0.06924860215954202,-2.1702139042734913e-08
waypoints_fast,waypoints,positive_bulk,0.0009765625,5.827048271686108e-23,5.827048271686108e-23,5.827048271686108e-23,1.2579158894407877e-51,-1.5041602611350008e-53,0.06879364363068492,0.06879364363068492,-2.146809262164924e-08
waypoints_fast,waypoints,positive_bulk,0.001953125,7.361068387706094e-21,7.361068387706094e-21,7.361068387706094e-21,8.104980405084014e-47,-4.823213990193379e-49,0.06789387232854406,0.06789387232854406,-2.1008059811189594e-08
waypoints_fast,waypoints,positive_bulk,0.00390625,9.177963763085753e-19,9.177963763085755e-19,9.177963763085755e-19,5.134493861905257e-42,-1.5136130086171906e-44,0.06613419869352466,0.06613419869352467,-2.0119367858382048e-08
waypoints_fast,waypoints,positive_bulk,0.0078125,1.1149933529163838e-16,1.1149933529163838e-16,1.1149933529163838e-16,3.1449335811336914e-37,-4.5509043813471955e-40,0.06276854560893508,0.06276854560893508,-1.8460661345907365e-08
waypoints_fast,waypoints,positive_bulk,0.015625,1.2871297764784827e-14,1.2871297764784827e-14,1.2871297764784827e-14,1.8021575858286864e-32,-1.257588081952558e-35,0.056608566227792624,0.056608566227792624,-1.5568186395771758e-08
waypoints_fast,waypoints,positive_bulk,0.03125,1.3465238750197197e-12,1.3465238750197205e-12,1.3465238750197205e-12,9.069731883245429e-28,-2.951419728989296e-31,0.0462662080519431,0.046266208051943127,-1.115014848404741e-08
waypoints_fast,waypoints,positive_bulk,0.0625,1.1752282351250273e-10,1.175228235125385e-10,1.175228235125385e-10,3.5788067202802735e-23,-5.1169483402968976e-27,0.03154729271998619,0.0315472927199958,-5.899439779490608e-09
waypoints_fast,waypoints,positive_bulk,0.125,7.629030151536669e-09,7.629030152475434e-09,7.629030152475434e-09,9.387654064891538e-19,-5.379817748745766e-23,0.015999235840355428,0.015999235842324162,-1.8928550944197355e-09
waypoints_fast,waypoints,positive_squared_rate,0.000244140625,3.5918947646450046e-27,3.591894764645005e-27,2.9664114076404347e-61,2.9664114076404347e-61,-1.4238327856694083e-62,0.06947734915708732,5.737874147673437e-36,-2.182017394977025e-08
waypoints_fast,waypoints,positive_squared_rate,0.00048828125,4.582488092221671e-25,4.582488092221671e-25,1.935817613563865e-56,1.935817613563865e-56,-4.640376909354872e-58,0.06924860215954202,2.9253248688776638e-33,-2.1702139042734913e-08
waypoints_fast,waypoints,positive_squared_rate,0.0009765625,5.827048271686108e-23,5.827048271686108e-23,1.2579158894407877e-51,1.2579158894407877e-51,-1.5041602611350008e-53,0.06879364363068492,1.4850849586410835e-30,-2.146809262164924e-08
waypoints_fast,waypoints,positive_squared_rate,0.001953125,7.361068387706094e-21,7.361068387706094e-21,8.104980405084014e-47,8.104980405084014e-47,-4.823213990193379e-49,0.06789387232854406,7.4755249627507785e-28,-2.1008059811189594e-08
waypoints_fast,waypoints,positive_squared_rate,0.00390625,9.177963763085753e-19,9.177963763085755e-19,5.134493861905257e-42,5.134493861905257e-42,-1.5136130086171906e-44,0.06613419869352466,3.699792742914018e-25,-2.0119367858382048e-08
waypoints_fast,waypoints,positive_squared_rate,0.0078125,1.1149933529163838e-16,1.1149933529163838e-16,3.1449335811336914e-37,3.1449335811336914e-37,-4.5509043813471955e-40,0.06276854560893508,1.7704402130123315e-22,-1.8460661345907365e-08
waypoints_fast,waypoints,positive_squared_rate,0.015625,1.2871297764784827e-14,1.2871297764784827e-14,1.8021575858286864e-32,1.8021575858286864e-32,-1.257588081952558e-35,0.056608566227792624,7.925972882813462e-20,-1.5568186395771758e-08
waypoints_fast,waypoints,positive_squared_rate,0.03125,1.3465238750197197e-12,1.3465238750197205e-12,9.069731883245429e-28,9.069731883245429e-28,-2.951419728989296e-31,0.0462662080519431,3.1163361457622085e-17,-1.115014848404741e-08
waypoints_fast,waypoints,positive_squared_rate,0.0625,1.1752282351250273e-10,1.175228235125385e-10,3.5788067202802735e-23,3.5788067202802735e-23,-5.1169483402968976e-27,0.03154729271998619,9.606786138942997e-15,-5.899439779490608e-09
waypoints_fast,waypoints,positive_squared_rate,0.125,7.629030151536669e-09,7.629030152475434e-09,9.387654064891538e-19,9.387654064891538e-19,-5.379817748745766e-23,0.015999235840355428,1.968733749749542e-12,-1.8928550944197355e-09
waypoints_fast,waypoints,near_match_positive_tensor_kinetic,0.000244140625,3.5918947646450046e-27,8.979736911612482e-29,3.50209739552888e-27,7.41602851910106e-63,-3.559581964173524e-64,0.06947734915708732,0.06774041542816014,-5.455043487442568e-10
waypoints_fast,waypoints,near_match_positive_tensor_kinetic,0.00048828125,4.582488092221671e-25,1.145622023055414e-26,4.467925889916129e-25,4.839544033909646e-58,-1.160094227338719e-59,0.06924860215954202,0.06751738710555347,-5.425534760683733e-10
waypoints_fast,waypoints,near_match_positive_tensor_kinetic,0.0009765625,5.827048271686108e-23,1.4567620679215222e-24,5.681372064893954e-23,3.144789723601959e-53,-3.760400652837506e-55,0.06879364363068492,0.06707380253991779,-5.367023155412316e-10
waypoints_fast,waypoints,near_match_positive_tensor_kinetic,0.001953125,7.361068387706094e-21,1.8402670969265175e-22,7.177041678013441e-21,2.026245101270997e-48,-1.2058034975483458e-50,0.06789387232854406,0.06619652552033045,-5.252014952797403e-10
waypoints_fast,waypoints,near_match_positive_tensor_kinetic,0.00390625,9.177963763085753e-19,2.294490940771431e-20,8.94851466900861e-19,1.28362346547631e-43,-3.7840325215429805e-46,0.06613419869352466,0.06448084372618655,-5.029841964595517e-10
waypoints_fast,waypoints,near_match_positive_tensor_kinetic,0.0078125,1.1149933529163838e-16,2.7874833822909505e-18,1.0871185190934742e-16,7.862333952834203e-39,-1.1377260953368e-41,0.06276854560893508,0.0611993319687117,-4.6151653364768455e-10
waypoints_fast,waypoints,near_match_positive_tensor_kinetic,0.015625,1.2871297764784827e-14,3.217824441196196e-16,1.2549515320665205e-14,4.505393964571701e-34,-3.1439702048813986e-37,0.056608566227792624,0.0551933520720978,-3.8920465989429437e-10
waypoints_fast,waypoints,near_match_positive_tensor_kinetic,0.03125,1.3465238750197197e-12,3.3663096875492906e-14,1.3128607781442266e-12,2.2674329708113493e-29,-7.378549322473246e-33,0.0462662080519431,0.04510955285064452,-2.787537121011855e-10
waypoints_fast,waypoints,near_match_positive_tensor_kinetic,0.0625,1.1752282351250273e-10,2.9380705878134535e-12,1.1458475292469105e-10,8.947016800700655e-25,-1.2792370850742255e-28,0.03154729271998619,0.030758610401986776,-1.4748599448726532e-10
waypoints_fast,waypoints,near_match_positive_tensor_kinetic,0.125,7.629030151536669e-09,1.907257538118852e-10,7.43830439777172e-09,2.346913516222877e-20,-1.3449544371864425e-24,0.015999235840355428,0.015599254944395758,-4.732137736049342e-11
waypoints_fast,waypoints,negative_tensor_kinetic,0.000244140625,3.5918947646450046e-27,-8.979736911612513e-28,3.591894764645005e-27,-7.4160285191010875e-62,3.5595819641735206e-63,0.06947734915708732,0.06947734915708734,5.4550434874425625e-09
waypoints_fast,waypoints,negative_tensor_kinetic,0.00048828125,4.582488092221671e-25,-1.145622023055418e-25,4.582488092221671e-25,-4.839544033909663e-57,1.160094227338718e-58,0.06924860215954202,0.06924860215954202,5.425534760683728e-09
waypoints_fast,waypoints,negative_tensor_kinetic,0.0009765625,5.827048271686108e-23,-1.4567620679215272e-23,5.827048271686108e-23,-3.1447897236019695e-52,3.760400652837502e-54,0.06879364363068492,0.06879364363068492,5.36702315541231e-09
waypoints_fast,waypoints,negative_tensor_kinetic,0.001953125,7.361068387706094e-21,-1.840267096926524e-21,7.361068387706094e-21,-2.026245101271004e-47,1.2058034975483447e-49,0.06789387232854406,0.06789387232854406,5.2520149527973986e-09
waypoints_fast,waypoints,negative_tensor_kinetic,0.00390625,9.177963763085753e-19,-2.2944909407714387e-19,9.177963763085755e-19,-1.2836234654763147e-42,3.7840325215429764e-45,0.06613419869352466,0.06613419869352467,5.029841964595512e-09
waypoints_fast,waypoints,negative_tensor_kinetic,0.0078125,1.1149933529163838e-16,-2.78748338229096e-17,1.1149933529163838e-16,-7.86233395283423e-38,1.1377260953367989e-40,0.06276854560893508,0.06276854560893508,4.615165336476841e-09
waypoints_fast,waypoints,negative_tensor_kinetic,0.015625,1.2871297764784827e-14,-3.2178244411962073e-15,1.2871297764784827e-14,-4.505393964571717e-33,3.143970204881395e-36,0.056608566227792624,0.056608566227792624,3.8920465989429395e-09
waypoints_fast,waypoints,negative_tensor_kinetic,0.03125,1.3465238750197197e-12,-3.3663096875493017e-13,1.3465238750197195e-12,-2.2674329708113576e-28,7.37854932247324e-32,0.0462662080519431,0.04626620805194309,2.7875371210118525e-09
waypoints_fast,waypoints,negative_tensor_kinetic,0.0625,1.1752282351250273e-10,-2.9380705878134634e-11,1.175228235124938e-10,-8.947016800700685e-24,1.2792370850742244e-27,0.03154729271998619,0.03154729271998379,1.474859944872652e-09
waypoints_fast,waypoints,negative_tensor_kinetic,0.125,7.629030151536669e-09,-1.9072575381188586e-09,7.629030151301978e-09,-2.346913516222885e-19,1.3449544371864416e-23,0.015999235840355428,0.015999235839863245,4.732137736049339e-10
waypoints_slow,waypoints,zero_rate,0.000244140625,1.2755320088195388e-29,0.0,0.0,0.0,-0.0,0.00024672377267309685,0.0,-0.0
waypoints_slow,waypoints,zero_rate,0.00048828125,1.6311067226441326e-27,0.0,0.0,0.0,-0.0,0.0002464858789439362,0.0,-0.0
waypoints_slow,waypoints,zero_rate,0.0009765625,2.083790136869425e-25,0.0,0.0,0.0,-0.0,0.00024601051749216306,0.0,-0.0
waypoints_slow,waypoints,zero_rate,0.001953125,2.656966214424431e-23,0.0,0.0,0.0,-0.0,0.00024506187884990185,0.0,-0.0
waypoints_slow,waypoints,zero_rate,0.00390625,3.37470733062248e-21,0.0,0.0,0.0,-0.0,0.0002431732908268141,0.0,-0.0
waypoints_slow,waypoints,zero_rate,0.0078125,4.253179228585316e-19,0.0,0.0,0.0,-0.0,0.00023943270486245953,0.0,-0.0
waypoints_slow,waypoints,zero_rate,0.015625,5.277601183032889e-17,0.0,0.0,0.0,-0.0,0.0002321113547003614,0.0,-0.0
waypoints_slow,waypoints,zero_rate,0.03125,6.350354252386815e-15,0.0,0.0,0.0,-0.0,0.0002181965106561272,0.0,-0.0
waypoints_slow,waypoints,zero_rate,0.0625,7.216637437237996e-13,0.0,0.0,0.0,-0.0,0.0001937201361251653,0.0,-0.0
waypoints_slow,waypoints,zero_rate,0.125,7.555654846446523e-11,0.0,0.0,0.0,-0.0,0.00015845356672535018,0.0,-0.0
waypoints_slow,waypoints,exact_tensor_match,0.000244140625,1.2755320088195388e-29,0.0,1.2755320088195388e-29,0.0,-0.0,0.00024672377267309685,0.00024672377267309685,-0.0
waypoints_slow,waypoints,exact_tensor_match,0.00048828125,1.6311067226441326e-27,0.0,1.6311067226441326e-27,0.0,-0.0,0.0002464858789439362,0.0002464858789439362,-0.0
waypoints_slow,waypoints,exact_tensor_match,0.0009765625,2.083790136869425e-25,0.0,2.0837901368694253e-25,0.0,-0.0,0.00024601051749216306,0.0002460105174921631,-0.0
waypoints_slow,waypoints,exact_tensor_match,0.001953125,2.656966214424431e-23,0.0,2.656966214424431e-23,0.0,-0.0,0.00024506187884990185,0.00024506187884990185,-0.0
waypoints_slow,waypoints,exact_tensor_match,0.00390625,3.37470733062248e-21,0.0,3.37470733062248e-21,0.0,-0.0,0.0002431732908268141,0.0002431732908268141,-0.0
waypoints_slow,waypoints,exact_tensor_match,0.0078125,4.253179228585316e-19,0.0,4.253179228585316e-19,0.0,-0.0,0.00023943270486245953,0.00023943270486245953,-0.0
waypoints_slow,waypoints,exact_tensor_match,0.015625,5.277601183032889e-17,0.0,5.277601183032889e-17,0.0,-0.0,0.0002321113547003614,0.0002321113547003614,-0.0
waypoints_slow,waypoints,exact_tensor_match,0.03125,6.350354252386815e-15,0.0,6.350354252386815e-15,0.0,-0.0,0.0002181965106561272,0.0002181965106561272,-0.0
waypoints_slow,waypoints,exact_tensor_match,0.0625,7.216637437237996e-13,0.0,7.216637437237996e-13,0.0,-0.0,0.0001937201361251653,0.0001937201361251653,-0.0
waypoints_slow,waypoints,exact_tensor_match,0.125,7.555654846446523e-11,0.0,7.555654846446524e-11,0.0,-0.0,0.00015845356672535018,0.0001584535667253502,-0.0
waypoints_slow,waypoints,positive_bulk,0.000244140625,1.2755320088195388e-29,1.2755320088195388e-29,1.2755320088195388e-29,1.0532694816296482e-63,-5.635452916057514e-65,0.00024672377267309685,0.00024672377267309685,-8.63630646461781e-11
waypoints_slow,waypoints,positive_bulk,0.00048828125,1.6311067226441326e-27,1.6311067226441326e-27,1.6311067226441326e-27,6.888525222573699e-59,-1.842948578986609e-60,0.0002464858789439362,0.0002464858789439362,-8.619111570257887e-11
waypoints_slow,waypoints,positive_bulk,0.0009765625,2.083790136869425e-25,2.0837901368694253e-25,2.0837901368694253e-25,4.495922093272967e-54,-6.014936964473878e-56,0.00024601051749216306,0.0002460105174921631,-8.584804904317133e-11
waypoints_slow,waypoints,positive_bulk,0.001953125,2.656966214424431e-23,2.656966214424431e-23,2.656966214424431e-23,2.9222794713856723e-49,-1.9553054888632354e-51,0.00024506187884990185,0.00024506187884990185,-8.516556541489721e-11
waypoints_slow,waypoints,positive_bulk,0.00390625,3.37470733062248e-21,3.37470733062248e-21,3.37470733062248e-21,1.883824591883964e-44,-6.305565765771389e-47,0.0002431732908268141,0.0002431732908268141,-8.381534545126282e-11
waypoints_slow,waypoints,positive_bulk,0.0078125,4.253179228585316e-19,4.253179228585316e-19,4.253179228585316e-19,1.1944665462501819e-39,-2.001098163689717e-42,0.00023943270486245953,0.00023943270486245953,-8.117418522614007e-11
waypoints_slow,waypoints,positive_bulk,0.015625,5.277601183032889e-17,5.277601183032889e-17,5.277601183032889e-17,7.326665745938706e-35,-6.149750147692495e-38,0.0002321113547003614,0.0002321113547003614,-7.61302193942972e-11
waypoints_slow,waypoints,positive_bulk,0.03125,6.350354252386815e-15,6.350354252386819e-15,6.350354252386819e-15,4.207126359245851e-30,-1.7732029483925915e-33,0.0002181965106561272,0.00021819651065612734,-6.698971336651846e-11
waypoints_slow,waypoints,positive_bulk,0.0625,7.216637437237996e-13,7.216637437240126e-13,7.216637437240126e-13,2.1294846901013585e-25,-4.5335651561829077e-29,0.0001937201361251653,0.00019372013612522246,-5.226844761099573e-11
waypoints_slow,waypoints,positive_bulk,0.125,7.555654846446523e-11,7.555654847323962e-11,7.555654847323962e-11,8.774379366146045e-21,-9.634918112460516e-25,0.00015845356672535018,0.00015845356674375143,-3.3899854391423766e-11
waypoints_slow,waypoints,positive_squared_rate,0.000244140625,1.2755320088195388e-29,1.2755320088195388e-29,1.0532694816296482e-63,1.0532694816296482e-63,-5.635452916057514e-65,0.00024672377267309685,2.037319474166717e-38,-8.63630646461781e-11
waypoints_slow,waypoints,positive_squared_rate,0.00048828125,1.6311067226441326e-27,1.6311067226441326e-27,6.888525222573699e-59,6.888525222573699e-59,-1.842948578986609e-60,0.0002464858789439362,1.0409645000794943e-35,-8.619111570257887e-11
waypoints_slow,waypoints,positive_squared_rate,0.0009765625,2.083790136869425e-25,2.0837901368694253e-25,4.495922093272967e-54,4.495922093272967e-54,-6.014936964473878e-56,0.00024601051749216306,5.3078479507163485e-33,-8.584804904317133e-11
waypoints_slow,waypoints,positive_squared_rate,0.001953125,2.656966214424431e-23,2.656966214424431e-23,2.9222794713856723e-49,2.9222794713856723e-49,-1.9553054888632354e-51,0.00024506187884990185,2.6953270760253366e-30,-8.516556541489721e-11
waypoints_slow,waypoints,positive_squared_rate,0.00390625,3.37470733062248e-21,3.37470733062248e-21,1.883824591883964e-44,1.883824591883964e-44,-6.305565765771389e-47,0.0002431732908268141,1.3574386768063995e-27,-8.381534545126282e-11
waypoints_slow,waypoints,positive_squared_rate,0.0078125,4.253179228585316e-19,4.253179228585316e-19,1.1944665462501819e-39,1.1944665462501819e-39,-2.001098163689717e-42,0.00023943270486245953,6.724248865748553e-25,-8.117418522614007e-11
waypoints_slow,waypoints,positive_squared_rate,0.015625,5.277601183032889e-17,5.277601183032889e-17,7.326665745938706e-35,7.326665745938706e-35,-6.149750147692495e-38,0.0002321113547003614,3.222301672195091e-22,-7.61302193942972e-11
waypoints_slow,waypoints,positive_squared_rate,0.03125,6.350354252386815e-15,6.350354252386819e-15,4.207126359245851e-30,4.207126359245851e-30,-1.7732029483925915e-33,0.0002181965106561272,1.4455576098480382e-19,-6.698971336651846e-11
waypoints_slow,waypoints,positive_squared_rate,0.0625,7.216637437237996e-13,7.216637437240126e-13,2.1294846901013585e-25,2.1294846901013585e-25,-4.5335651561829077e-29,0.0001937201361251653,5.716291938323769e-17,-5.226844761099573e-11
waypoints_slow,waypoints,positive_squared_rate,0.125,7.555654846446523e-11,7.555654847323962e-11,8.774379366146045e-21,8.774379366146045e-21,-9.634918112460516e-25,0.00015845356672535018,1.840120723647191e-14,-3.3899854391423766e-11
waypoints_slow,waypoints,near_match_positive_tensor_kinetic,0.000244140625,1.2755320088195388e-29,3.1888300220488364e-31,1.2436437085990503e-29,2.6331737040741116e-65,-1.4088632290143796e-66,0.00024672377267309685,0.00024055567835626942,-2.1590766161544542e-12
waypoints_slow,waypoints,near_match_positive_tensor_kinetic,0.00048828125,1.6311067226441326e-27,4.0777668066103174e-29,1.590329054578029e-27,1.722131305643419e-60,-4.607371447466525e-62,0.0002464858789439362,0.00024032373197033774,-2.1547778925644733e-12
waypoints_slow,waypoints,near_match_positive_tensor_kinetic,0.0009765625,2.083790136869425e-25,5.2094753421735454e-27,2.0316953834476892e-25,1.1239805233182378e-55,-1.503734241118471e-57,0.00024601051749216306,0.000239860254554859,-2.146201226079285e-12
waypoints_slow,waypoints,near_match_positive_tensor_kinetic,0.001953125,2.656966214424431e-23,6.642415536061055e-25,2.59054205906382e-23,7.305698678464156e-51,-4.888263722158093e-53,0.00024506187884990185,0.0002389353318786543,-2.129139135372432e-12
waypoints_slow,waypoints,near_match_positive_tensor_kinetic,0.00390625,3.37470733062248e-21,8.436768326556172e-23,3.2903396473569176e-21,4.709561479709894e-46,-1.5763914414428486e-48,0.0002431732908268141,0.00023709395855614374,-2.0953836362815722e-12
waypoints_slow,waypoints,near_match_positive_tensor_kinetic,0.0078125,4.253179228585316e-19,1.0632948071463254e-20,4.1468497478706826e-19,2.9861663656254446e-41,-5.002745409224296e-44,0.00023943270486245953,0.00023344688724089802,-2.0293546306535035e-12
waypoints_slow,waypoints,near_match_positive_tensor_kinetic,0.015625,5.277601183032889e-17,1.3194002957582178e-18,5.1456611534570665e-17,1.8316664364846702e-36,-1.5374375369231247e-39,0.0002321113547003614,0.00022630857083285236,-1.9032554848574313e-12
waypoints_slow,waypoints,near_match_positive_tensor_kinetic,0.03125,6.350354252386815e-15,1.5875885630966993e-16,6.1915953960771445e-15,1.0517815898114593e-31,-4.433007370981482e-35,0.0002181965106561272,0.00021274159788972402,-1.6747428341629628e-12
waypoints_slow,waypoints,near_match_positive_tensor_kinetic,0.0625,7.216637437237996e-13,1.8041593593100255e-14,7.0362215013071e-13,5.323711725253379e-27,-1.1333912890457279e-30,0.0001937201361251653,0.0001888771327220376,-1.3067111902748944e-12
waypoints_slow,waypoints,near_match_positive_tensor_kinetic,0.125,7.555654846446523e-11,1.888913711830984e-12,7.366763475307297e-11,2.1935948415365036e-22,-2.4087295281151313e-26,0.00015845356672535018,0.00015449222755767648,-8.47496359785595e-13
waypoints_slow,waypoints,negative_tensor_kinetic,0.000244140625,1.2755320088195388e-29,-3.188830022048848e-30,1.2755320088195388e-29,-2.633173704074121e-64,1.4088632290143784e-65,0.00024672377267309685,0.00024672377267309685,2.1590766161544525e-11
waypoints_slow,waypoints,negative_tensor_kinetic,0.00048828125,1.6311067226441326e-27,-4.077766806610331e-28,1.6311067226441326e-27,-1.722131305643425e-59,4.607371447466522e-61,0.0002464858789439362,0.0002464858789439362,2.154777892564472e-11
waypoints_slow,waypoints,negative_tensor_kinetic,0.0009765625,2.083790136869425e-25,-5.209475342173563e-26,2.0837901368694253e-25,-1.1239805233182419e-54,1.5037342411184696e-56,0.00024601051749216306,0.0002460105174921631,2.1462012260792832e-11
waypoints_slow,waypoints,negative_tensor_kinetic,0.001953125,2.656966214424431e-23,-6.642415536061078e-24,2.656966214424431e-23,-7.305698678464182e-50,4.8882637221580885e-52,0.00024506187884990185,0.00024506187884990185,2.1291391353724302e-11
waypoints_slow,waypoints,negative_tensor_kinetic,0.00390625,3.37470733062248e-21,-8.436768326556202e-22,3.37470733062248e-21,-4.709561479709911e-45,1.5763914414428473e-47,0.0002431732908268141,0.0002431732908268141,2.0953836362815705e-11
waypoints_slow,waypoints,negative_tensor_kinetic,0.0078125,4.253179228585316e-19,-1.0632948071463292e-19,4.253179228585316e-19,-2.9861663656254555e-40,5.002745409224292e-43,0.00023943270486245953,0.00023943270486245953,2.0293546306535018e-11
waypoints_slow,waypoints,negative_tensor_kinetic,0.015625,5.277601183032889e-17,-1.3194002957582224e-17,5.277601183032889e-17,-1.8316664364846767e-35,1.5374375369231237e-38,0.0002321113547003614,0.0002321113547003614,1.90325548485743e-11
waypoints_slow,waypoints,negative_tensor_kinetic,0.03125,6.350354252386815e-15,-1.587588563096705e-15,6.350354252386814e-15,-1.0517815898114629e-30,4.433007370981479e-34,0.0002181965106561272,0.00021819651065612718,1.6747428341629614e-11
waypoints_slow,waypoints,negative_tensor_kinetic,0.0625,7.216637437237996e-13,-1.8041593593100317e-13,7.216637437237464e-13,-5.323711725253397e-26,1.1333912890457269e-29,0.0001937201361251653,0.000193720136125151,1.3067111902748933e-11
waypoints_slow,waypoints,negative_tensor_kinetic,0.125,7.555654846446523e-11,-1.8889137118309913e-11,7.555654846227165e-11,-2.1935948415365113e-21,2.408729528115129e-25,0.00015845356672535018,0.00015845356672074991,8.474963597855942e-12
