a_times_8pi,b_times_8pi,max_stress_residual,rank,condition_number,tensor_kinetic_ratio,rate_shear_hessian_eigenvalue,rate_trace_hessian_eigenvalue,rate_quadratic_form_nonnegative,tensor_kinetic_strictly_positive,scenario,level,path_kind
0.9999999999999999,-1.0,6.938893903907228e-18,2,2.1205053717649878,0.0,-0.039788735772973836,0.07957747154594766,False,False,direct_fast,0,direct
0.9999999999999998,-0.9999999999999997,1.3877787807814457e-17,2,2.121877405236982,3.3306690738754696e-16,-0.03978873577297382,0.07957747154594766,False,False,direct_fast,1,direct
0.9999999999999998,-1.0000000000000004,1.6380063555736153e-17,2,2.122558157744225,-4.440892098500626e-16,-0.03978873577297385,0.07957747154594763,False,False,direct_fast,2,direct
1.0,-1.0,3.469446951953614e-18,2,2.3477867642734482,0.0,-0.039788735772973836,0.07957747154594766,False,False,direct_slow,0,direct
1.0000000000000004,-1.0000000000000002,1.0408340855860843e-17,2,2.348383089616692,-2.220446049250313e-16,-0.03978873577297384,0.07957747154594771,False,False,direct_slow,1,direct
1.0000000000000004,-1.0000000000000007,1.0408340855860843e-17,2,2.3486678971160764,-6.661338147750939e-16,-0.039788735772973864,0.07957747154594769,False,False,direct_slow,2,direct
0.9999999999999998,-0.9999999999999998,3.552713678800501e-15,2,2.646397833295171,1.1102230246251565e-16,-0.03978873577297383,0.07957747154594766,False,False,waypoints_fast,0,waypoints
1.0,-0.9999999999999999,1.7763568394002505e-15,2,2.4753413503757797,1.1102230246251565e-16,-0.03978873577297383,0.07957747154594767,False,False,waypoints_fast,1,waypoints
0.9999999999999998,-1.0000000000000002,8.47518026547546e-15,2,2.5736096916347178,-2.220446049250313e-16,-0.03978873577297384,0.07957747154594765,False,False,waypoints_fast,2,waypoints
1.0000000000000002,-0.9999999999999996,4.954400870100921e-16,2,2.636231199816724,5.551115123125783e-16,-0.039788735772973816,0.07957747154594771,False,False,waypoints_slow,0,waypoints
0.9999999999999998,-0.9999999999999989,6.322358531851921e-16,2,2.458214173767725,9.992007221626409e-16,-0.039788735772973795,0.07957747154594769,False,False,waypoints_slow,1,waypoints
1.0,-0.9999999999999999,2.220446049250313e-16,2,2.575929320775765,1.1102230246251565e-16,-0.03978873577297383,0.07957747154594767,False,False,waypoints_slow,2,waypoints
