relative_speed,s,left_l,right_l,left_fraction,right_fraction,minimum_packet_gap
0.1,0.0,-1.3221375876347157,-1.2793006421503372,0.48616400772830276,0.5129370986560392,0.9293006421503373
0.1,0.1,-1.325313599139847,-1.2969665182370067,0.49077869178579436,0.5082268689588211,1.046966518237007
0.1,0.25,-1.3642703583164635,-1.352456940628838,0.49621438607096446,0.5030732375513068,1.252456940628838
0.1,0.5,-1.4889593061130166,-1.4879010912821828,0.49964749762470795,0.5002586736856395,1.637901091282183
0.1,0.65,-1.5726178236717219,-1.5724740317566406,0.4999505524342327,0.5000360110990758,1.8724740317566404
0.1,0.7,-1.6001320054171528,-1.6000824152502593,0.4999828144413576,0.5000124877445506,1.9500824152502592
0.1,0.745,-1.6247771320486752,-1.6247665535933882,0.4999963108570545,0.5000026707136492,2.019766553593388
0.1,0.7818464160649061,-1.644905780944698,-1.644905780944698,0.5,0.5,2.076752197009604
0.3,0.0,-1.3707276541054012,-1.239961035611747,0.4557952161841243,0.5375243527426582,0.889961035611747
0.3,0.1,-1.3598664543343235,-1.2726414992405224,0.46946560311887964,0.5231639313393407,1.0226414992405224
0.3,0.25,-1.380425815771844,-1.3433078802421505,0.48664922704331454,0.5082613465572756,1.2433078802421504
0.3,0.5,-1.4905955566641216,-1.4871588786430034,0.4986572532971081,0.5006622275714209,1.6371588786430036
0.3,0.65,-1.572843060965946,-1.57237420895549,0.4998099324056669,0.500091666040568,1.87237420895549
0.3,0.7,-1.6002098167265109,-1.6000480389005352,0.4999339079840705,0.5000317834957791,1.950048038900535
0.3,0.745,-1.6247937460213724,-1.624759226512028,0.4999858235985934,0.500006804246563,2.019759226512028
0.3,0.7818464160649061,-1.644905780944698,-1.644905780944698,0.5,0.5,2.076752197009604
0.5773502691896258,0.0,-1.4576574029301343,-1.1880613173450834,0.40146412316866614,0.569961676659323,0.8380613173450834
0.5773502691896258,0.1,-1.4274815290644314,-1.2428708625811897,0.42697501106604524,0.541704519853867,0.9928708625811898
0.5773502691896258,0.25,-1.4162896342876385,-1.3333198574697664,0.4651473828414075,0.513925201500525,1.2333198574697666
0.5773502691896258,0.5,-1.4952140655552775,-1.4864299028340195,0.49586217266086435,0.5010585843630287,1.6364299028340197
0.5773502691896258,0.65,-1.573501596083142,-1.572277319656053,0.4993987961091196,0.5001456854452453,1.8722773196560532
0.5773502691896258,0.7,-1.6004385050794088,-1.60001473523921,0.49979017133119397,0.5000504771374568,1.9500147352392099
0.5773502691896258,0.745,-1.6248427191348194,-1.6247521358601924,0.49995491023983646,0.5000108043990523,2.0197521358601924
0.5773502691896258,0.7818464160649061,-1.644905780944698,-1.644905780944698,0.5,0.5,2.076752197009604
0.9,0.0,-1.6559254733913369,-1.1316931102045062,0.27754657913041453,0.6051918061221836,0.7816931102045063
0.9,0.1,-1.6063436338503727,-1.212495265427316,0.31386974629726816,0.560831935451616,0.9624952654273161
0.9,0.25,-1.5425281480649486,-1.32435671510308,0.3828339564625909,0.5190078829638641,1.22435671510308
0.9,0.5,-1.5244843705049864,-1.4858415769852982,0.47814804359670987,0.501378467331634,1.6358415769852983
0.9,0.65,-1.578527945442406,-1.5721999501025978,0.4962607483319258,0.500188821862188,1.8721999501025977
0.9,0.7,-1.6022427100850787,-1.5999881852405577,0.49865618096687525,0.5000653798881335,1.9499881852405578
0.9,0.745,-1.6252367142509963,-1.6247464886155916,0.49970620821708184,0.500013990261237,2.0197464886155916
0.9,0.7818464160649061,-1.644905780944698,-1.644905780944698,0.5,0.5,2.076752197009604
0.99,0.0,-1.8926912491681918,-1.1168237216014716,0.12956796926988023,0.6144851739990803,0.7668237216014716
0.99,0.1,-1.8393493731252744,-1.2048072477334526,0.16714422574964302,0.5656629351162797,0.9548072477334527
0.99,0.25,-1.760303943712123,-1.3222301607681084,0.2396206114519927,0.5202137768186037,1.2222301607681083
0.99,0.5,-1.6422384701486004,-1.4857105120280465,0.39748895029573084,0.5014497296222455,1.6357105120280466
0.99,0.65,-1.6141583385145568,-1.5721828138243243,0.4740160001481311,0.5001983759776176,1.8721828138243244
0.99,0.7,-1.618077617002195,-1.599982310087745,0.48870352491755564,0.5000686776637266,1.9499823100877447
0.99,0.745,-1.6293200612229508,-1.6247452396153297,0.49712867207554734,0.5000146948779102,2.0197452396153297
0.99,0.7818464160649061,-1.644905780944698,-1.644905780944698,0.5,0.5,2.076752197009604
1.0,0.0,-2.07495039165983,-1.1151941940299013,0.015656005212606235,0.6155036287313117,0.7651941940299013
1.0,0.1,-2.017458454652795,-1.2039729484902728,0.05516333059403242,0.5661866150664289,0.9539729484902729
1.0,0.25,-1.9339155087492115,-1.32200232343388,0.12760804731682435,0.5203429753237667,1.22200232343388
1.0,0.5,-1.7979318460295324,-1.4856966563352914,0.28618650222594116,0.5014572632027269,1.6356966563352913
1.0,0.65,-1.7166704919903437,-1.5721810043603164,0.4014090396213827,0.5001993848214122,1.8721810043603164
1.0,0.7,-1.689508565781383,-1.5999816898273518,0.44073707337215445,0.5000690258214089,1.9499816898273514
1.0,0.745,-1.6650101044176793,-1.624745107767924,0.4746000021243611,0.5000147692589036,2.019745107767924
1.0,0.7818464160649061,-1.644905780944698,-1.644905780944698,0.5,0.5,2.076752197009604
