relative_speed,s,left_l,right_l,left_fraction,right_fraction,minimum_packet_gap
0.1,0.0,-1.3217167741398397,-1.279561991428155,0.4864270161626003,0.512773755357403,0.9295619914281551
0.1,0.1,-1.3249340746990217,-1.2971546162429952,0.49104127526892627,0.5080750161820021,1.0471546162429952
0.1,0.25,-1.3645840539637075,-1.3529695297519018,0.49638202970024703,0.5030008740670477,1.2529695297519017
0.1,0.5,-1.4899038032250183,-1.4887890036396512,0.4996446165493996,0.5002694060873514,1.6387890036396513
0.1,0.65,-1.5734383063517505,-1.5732659436146017,0.49994328693817963,0.5000426100561293,1.8732659436146015
0.1,0.7,-1.600920483709246,-1.6008506125538198,0.4999768324388512,0.5000173653785003,1.9508506125538196
0.1,0.745,-1.6255371037366642,-1.6255142421662423,0.4999923750601139,0.5000056991092559,2.020514242166242
0.1,0.8175636702943396,-1.6651180536121148,-1.6651180536121148,0.5,0.5,2.132681723906454
0.3,0.0,-1.3697323377080448,-1.2404731874724557,0.456417288932472,0.5372042578297151,0.8904731874724557
0.3,0.1,-1.3588423331773298,-1.2731178985412919,0.47008504654224015,0.5228400455167822,1.023117898541292
0.3,0.25,-1.3803268891340297,-1.3439275087306122,0.48727683618935574,0.5080640585879179,1.243927508730612
0.3,0.5,-1.491621900605676,-1.4880059474815202,0.49864798235514174,0.5006895163059707,1.63800594748152
0.3,0.65,-1.5737080034058535,-1.5731462263325793,0.49978209894126097,0.5001084557820771,1.873146226332579
0.3,0.7,-1.6010300467501604,-1.6008021612572976,0.49991090765960744,0.5000441880528741,1.9508021612572972
0.3,0.745,-1.6255729962388468,-1.6254984037742626,0.49997068175161535,0.5000145090486768,2.0204984037742624
0.3,0.8175636702943396,-1.6651180536121148,-1.6651180536121148,0.5,0.5,2.132681723906454
0.5773502691896258,0.0,-1.4561942932840188,-1.1889119761397697,0.40237856669748834,0.569430014912644,0.8389119761397698
0.5773502691896258,0.1,-1.4260771952349616,-1.243552773992684,0.4279092905535435,0.541174647810796,0.993552773992684
0.5773502691896258,0.25,-1.4156994554399396,-1.3340630009731098,0.46584463523584335,0.5135878040941705,1.23406300097311
0.5773502691896258,0.5,-1.4964480350815392,-1.4872371936835218,0.4958484375220711,0.5011019532976065,1.637237193683522
0.5773502691896258,0.65,-1.5744951092497412,-1.5730300372149302,0.49931167476565685,0.5001723609816406,1.8730300372149302
0.5773502691896258,0.7,-1.6013516717531224,-1.600755220228482,0.4997173838477218,0.5000701746419041,1.9507552202284821
0.5773502691896258,0.745,-1.6256787136140167,-1.6254830745128528,0.499906786522981,0.5000230357895583,2.020483074512853
0.5773502691896258,0.8175636702943396,-1.6651180536121148,-1.6651180536121148,0.5,0.5,2.132681723906454
0.9,0.0,-1.6557447477194407,-1.1327583189280594,0.27765953267534965,0.6045260506699628,0.7827583189280595
0.9,0.1,-1.6062853014392102,-1.213465539481645,0.31416147433060493,0.5600951466016509,0.963465539481645
0.9,0.25,-1.5433157147610634,-1.3252162820565112,0.38309741368104944,0.518607799186601,1.2252162820565111
0.9,0.5,-1.5264933982789024,-1.4866170076426988,0.4778830673779863,0.5014346835756196,1.6366170076426987
0.9,0.65,-1.5804382212125552,-1.572937263134619,0.4957596956165495,0.5002233876718898,1.8729372631346188
0.9,0.7,-1.603869916405826,-1.6007177972413102,0.49820214000795937,0.5000908920358863,1.95071779724131
0.9,0.745,-1.626524784416907,-1.6254708643825715,0.4993954241541685,0.5000298275464639,2.0204708643825713
0.9,0.8175636702943396,-1.6651180536121148,-1.6651180536121148,0.5,0.5,2.132681723906454
0.99,0.0,-1.9001786071335656,-1.11790384631419,0.1248883705415216,0.6138100960536313,0.76790384631419
0.99,0.1,-1.8468180626537383,-1.205813168582272,0.1627462608075549,0.5649209604023397,0.955813168582272
0.99,0.25,-1.7679384545903247,-1.3231180573353025,0.23616088694038914,0.5198093810809518,1.2231180573353027
0.99,0.5,-1.6508765706703987,-1.4864788744993493,0.39253125020829926,0.5015087921110656,1.6364788744993493
0.99,0.65,-1.6213951256482373,-1.5729167158147985,0.47006907799978653,0.5002346889073255,1.8729167158147986
0.99,0.7,-1.6249338173536785,-1.6007095159061266,0.4855278567057661,0.500095476589303,1.9507095159061265
0.99,0.745,-1.6349007834340141,-1.6254681637060295,0.4943329983099876,0.5000313297694648,2.0204681637060293
0.99,0.8175636702943396,-1.6651180536121148,-1.6651180536121148,0.5,0.5,2.132681723906454
1.0,0.0,-2.1,-1.116274852863433,0.0,0.6148282169603544,0.766274852863433
1.0,0.1,-2.0600898690842078,-1.204982096537051,0.029296207908012115,0.5654445108746533,0.9549820965370511
1.0,0.25,-1.9748231881564213,-1.3228932656840213,0.10149400556850009,0.5199381116098843,1.2228932656840215
1.0,0.5,-1.8375940572005816,-1.4864642722124024,0.2619000540902393,0.5015166262490108,1.6364642722124025
1.0,0.65,-1.7562121789249197,-1.5729145461879785,0.3739897996687745,0.5002358822242017,1.8729145461879786
1.0,0.7,-1.729078987289131,-1.6007086416137313,0.4128178396088944,0.5000959605982338,1.9507086416137311
1.0,0.745,-1.7046306014723627,-1.6254678786127976,0.44786305426682177,0.5000314883495849,2.0204678786127976
1.0,0.8175636702943396,-1.6651180536121148,-1.6651180536121148,0.5,0.5,2.132681723906454
