zone,coord_volume,proper_volume,proper_volume_ordinary,proper_volume_nec_respecting,proper_volume_nec_violating,proper_volume_negative_rest_energy,proper_volume_nec_respecting_negative_energy,proper_volume_without_static_frame,proper_volume_violating_z,proper_volume_violating_r,proper_volume_violating_phi,type_iv,unresolved,eulerian_positive,eulerian_negative,rest_negative,killing_energy,komar_density,komar_abs,nec_content_coord,nec_content_proper,min_null,min_rest_energy,max_abs_component,max_source_speed,max_static_frame_speed,max_source_speed_vs_static,max_alpha
service_region,27882.027499691114,2594737.9893753356,0.0,861269.9897663707,1720204.8116722633,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,62.1820292333288,15736.330670378069,126.40465868472714,135.82909347628762,-3.185210884869001,-0.0,8.431960987599542,,0.280375106474595,,9066.772320630902
conformal_rise,100147.69061113542,8504515731.208168,0.0,2402946694.414329,5811298729.55238,2017507262.475594,1700996138.8101776,0.0,178576.27387164222,9499.488930535259,53584.146228362086,0,0,1311062883.6666672,-1310483417.5933464,-1310483417.5529118,1994259671513771.2,-2429558768610.336,7863017228860047.0,10278.481878011607,1056674346.8588978,-3.5168093993411023,-2.382548362713942,9.0900734098083,0.0,0.2803751064745954,0.0,27027667.3658736
sheath_rise,569020.9693814513,157367328956.11264,0.0,114403608055.92212,40539557122.46486,8582576125.467849,8582492757.858715,0.0,40538529098.38474,1244283.5163784649,40538655115.29641,0,0,0.0,-7822.090569002102,-19468.588802284965,-454803220714.3323,-6969952379170044.0,3.135291463280321e+19,4171.5300820096145,1451158321.8637505,-0.06173627515160776,-0.00045644037574308217,2.6604278485608304,0.07599526799952053,0.28037510647459496,0.3180738610317233,80568340905.40797
sheath_plateau,81939.01959092899,22660895369.680218,0.0,4545843.037562559,6700941.685285197,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1883573.86427268,171702996.9956905,0.0005553422176197111,1.388839699504979,-3.584805485716865e-07,-0.0,2.6604278485608304,,0.0,,80568340905.40797
outer_falls,819390.1959092899,18582637098.653625,5503700.663697433,898286620.2217396,17456410987.39905,4074214493.7147007,29384064.97304603,0.0,7337873869.336245,692944668.6808842,12725603125.488264,0,0,4794494366.874385,-4791878902.309891,-4791878902.309891,2.091355891309275e+19,-1.8715534557558268e+16,6.828029896903675e+19,89073.39310292281,5519024770.88762,-2.652774535810175,-7.2813815741422365,19.855005291953255,0.0,0.0,0.0,80568340905.40797
