regulator,difference_rho,difference_pr,difference_pt,difference_polarization,estimate_rho,estimate_pr,estimate_pt,estimate_polarization
2.0,-5.927819704511445e-05,-2.071639183271583e-05,6.384227798724133e-05,-0.0008654261521417329,-0.015150266519601375,0.01502460087135906,0.015157778373558202,0.026677182328851714
4.0,6.861096986262265e-05,6.555185563150655e-05,-7.18088459871959e-06,-0.0009917228409066022,-0.015224572508976316,0.01501379567464688,0.015230597354522988,0.02663733626483188
8.0,0.001135462967695898,0.0004924778728761093,-0.000822827608471174,-0.0010856237398586014,-0.015240111490317221,0.015009771562442138,0.015254399985234377,0.026629885990624914
16.0,0.006023089663819129,0.0021519084649536235,-0.004407329314613741,-0.0011734573839352204,-0.014955659064934164,0.014902745283978542,0.015291776477808034,0.026628502971293332
