speed,packet,start_positive,start_negative,start_negative_share,start_norm
2.1,axis_wavelength_0p5,126860.44988959184,2.616811799294699e-05,2.0627483199313572e-10,26.584153606060987
2.1,axis_wavelength_1,87609.26213057498,4.99009606061219e-05,5.695854452389456e-10,18.359201037407832
2.1,axis_wavelength_2,262916.0939581534,0.00010334315255273606,3.9306514468666916e-10,55.07424891737546
2.1,ring_wavelength_1,1213421.4677687709,2.564533866133003e-06,2.1134732936967284e-12,254.15140962204202
