channel,catch_abs_burden,catch_points,catch_fraction_of_global_abs,catch_packet_abs_burden,catch_packet_fraction_of_global_abs,catch_support_abs_burden,catch_support_fraction_of_global_abs,peak_abs_in_catch
rho,36.18569000808331,10122,0.7247575372612887,10.394083729169552,0.20818148068912765,5.986346979672371,0.11989960929886137,0.012442905166369433
j_l,0.2330662729649297,10122,0.10682110739362106,0.025386044892695768,0.011635168801064532,0.12572273495080993,0.05762241615294144,0.002753035381471418
delta_rho,1.0819221703036459e-05,10122,0.23343230241754293,8.911531129395696e-06,0.1922725392545211,0.0,0.0,6.920829168262366e-08
delta_j_l,0.018759436116674043,10122,0.8747004046881944,0.017644796857203812,0.8227278717572409,7.565393357855048e-15,3.5275328056685914e-13,2.580641304630149e-05
