channel,points,abs_burden,signed_burden,neg_burden,pos_burden,peak_abs,peak_signed,min_signed,global_abs_burden,support_shell_load_fraction
rho,10164,8.653739390578057,8.641186757982142,0.006276316297957597,8.647463074280097,0.008849725556677129,0.008849725556677129,-0.004757521395011094,49.92799405001247,0.17332439556673707
j_l,10164,1.1592715081428349,9.400522885993565e-05,0.5795887514569874,0.5796827566858473,0.02048485387768379,0.02048485387768379,-0.020484828377545228,2.1818372665442665,0.5313281269500741
delta_rho,10164,3.3275167524299117e-06,-3.2933595529902255e-06,3.3104381527100686e-06,1.7078599719843163e-08,2.011993686275304e-07,1.357151397339551e-08,-2.011993686275304e-07,4.634843417550669e-05,0.07179350956775953
delta_j_l,10164,9.400522885973156e-05,9.400522885973072e-05,4.2534372889867325e-19,9.400522885973114e-05,8.877660853535106e-06,8.877660853535106e-06,-3.469446951953614e-18,0.02144669879667112,0.004383202736745793
