design,s,type_iv,samples_with_type_iv,unresolved,worst_envelope_ratio
flat_plateau_e10,-8.0,0,0,0,3.320792352117615e-79
flat_plateau_e10,-7.8,0,0,0,1.9968887443065326e-73
flat_plateau_e10,-7.6,0,0,0,2.101192489234334e-68
flat_plateau_e10,-7.4,0,0,0,7.929840743520302e-65
flat_plateau_e10,-7.2,0,0,0,3.265780278918206e-61
flat_plateau_e10,-7.0,0,0,0,5.7302602136811615e-58
flat_plateau_e10,-6.8,0,0,0,1.741956100249286e-54
flat_plateau_e10,-6.6,0,0,0,7.167580013230499e-51
flat_plateau_e10,-6.4,0,0,0,2.208366843571107e-47
flat_plateau_e10,-6.2,0,0,0,5.207949161819445e-44
flat_plateau_e10,-6.0,0,0,0,9.619245623978398e-41
flat_plateau_e10,-5.8,0,0,0,1.4119349433414829e-37
flat_plateau_e10,-5.6,0,0,0,1.5892693032689628e-34
flat_plateau_e10,-5.4,0,0,0,1.3706629956464514e-31
flat_plateau_e10,-5.2,0,0,0,9.048109181075217e-29
flat_plateau_e10,-5.0,0,0,0,4.6759450547990124e-26
flat_plateau_e10,-4.8,0,0,0,1.9184101410646493e-23
flat_plateau_e10,-4.6,0,0,0,6.033588982374094e-21
flat_plateau_e10,-4.4,0,0,0,1.45331197723589e-18
flat_plateau_e10,-4.2,0,0,0,2.6774948944925233e-16
flat_plateau_e10,-4.0,0,0,0,3.765652471179298e-14
flat_plateau_e10,-3.8,0,0,0,3.565025891994526e-12
flat_plateau_e10,-3.6,0,0,0,5.910347539125431e-11
flat_plateau_e10,-3.4,0,0,0,1.6293525994484325e-10
flat_plateau_e10,-3.2,0,0,0,3.4333588390241073e-10
flat_plateau_e10,-3.0,0,0,0,2.5126969557559984e-09
flat_plateau_e10,-2.8,0,0,0,6.36157044082878e-06
flat_plateau_e10,-2.6,0,0,0,6.413576541797472e-05
flat_plateau_e10,-2.4,0,0,0,0.00016734333025350705
flat_plateau_e10,-2.2,0,0,0,0.00026211313615013627
flat_plateau_e10,-2.0,0,0,0,0.00030832244410792105
flat_plateau_e10,-1.8,0,0,0,0.00036286384504985404
flat_plateau_e10,-1.6,0,0,0,0.00042796541459749787
flat_plateau_e10,-1.4,0,0,0,0.00048203912110684647
flat_plateau_e10,-1.2,0,0,0,0.0011136795174277834
flat_plateau_e10,-1.0,0,0,0,0.001349278212387528
flat_plateau_e10,-0.8,0,0,0,0.0013806363219253264
flat_plateau_e10,-0.6,0,0,0,0.0013553531960511355
flat_plateau_e10,-0.4,0,0,0,0.0012512598027976767
flat_plateau_e10,-0.2,0,0,0,0.0009964786804714633
flat_plateau_e10,0.0,0,0,0,0.0007309450614740027
flat_plateau_e10,0.2,0,0,0,0.0007307578753561653
flat_plateau_e10,0.4,0,0,0,0.0005341196169740692
flat_plateau_e10,0.6,0,0,0,0.00028248215383477757
flat_plateau_e10,0.8,0,0,0,0.0001852973908307869
flat_plateau_e10,1.0,0,0,0,7.496351479432676e-05
flat_plateau_e10,1.2,0,0,0,8.944184661798705e-06
flat_plateau_e10,1.4,0,0,0,0.0
flat_plateau_e10,1.6,0,0,0,0.0
flat_plateau_e10,1.8,0,0,0,0.0
flat_plateau_e10,2.0,0,0,0,0.0
flat_plateau_e10,2.2,0,0,0,0.0
flat_plateau_e10,2.4,0,0,0,0.0
flat_plateau_e10,2.6,0,0,0,0.0
flat_plateau_e10,2.8,0,0,0,0.0
flat_plateau_e10,3.0,0,0,0,0.0
