x,time,required_endpoint_completion,closed_cell_force_lower_bound,witness_applies,acceleration,pressure_to_electric,dec_skin_force_per_energy_min,dec_skin_force_per_energy_max
-2.0984375,1.282490234375,-0.014234440312957267,0.08331978926661761,False,0.7589788707028087,2.9275859469743644,0.5752856435866388,0.9426720978189785
-2.0953125000000004,1.282490234375,-0.012994652665166742,0.07833217000198475,False,0.7579230812075732,3.0367502476928587,0.5756146023187302,0.9402315600964163
-2.0921875,1.282490234375,-0.011812211069613603,0.07338838473786319,False,0.7567881463841832,3.175871531347507,0.5758630915285815,0.937713201239785
-2.0890625,1.282490234375,-0.010683437508407584,0.06848976071405995,False,0.7555755858860997,3.357213146578242,0.5760324262024521,0.9351187455697474
-2.0859375,1.282490234375,-0.009809963598876063,0.06420037303387169,False,0.7542869150848253,3.5482769723576775,0.5761239207387572,0.9324499094308933
-2.0828125,1.282490234375,-0.009542181161670122,0.060869527603487725,False,0.7529236445574177,3.7385979598837236,0.57613888843808,0.9297084006767553
-2.0796875000000004,1.282490234375,-0.009313230691229175,0.05757551962975323,False,0.7514872795879032,3.9883264342333797,0.5760786410053594,0.9268959181704469
-2.0765625,1.282490234375,-0.009119473288534546,0.05431921454208245,False,0.7499793196825342,4.327299577609112,0.5759444880642384,0.92401415130083
-2.0734375,1.282490234375,-0.008869697019504137,0.05130597047324974,False,0.7484003725802811,4.701156307064665,0.5757370884647252,0.9210636566958371
-2.0703125,1.282490234375,-0.008561387634894033,0.04853189496057465,False,0.7467466878418538,5.089453073286794,0.5754539132058871,0.9180394624778205
-2.0671875,1.282490234375,-0.008279143462197255,0.04579159939410048,False,0.7450190529900778,5.627939740048087,0.5750957578696934,0.9149423481104622
-2.0640625000000004,1.282490234375,-0.008019708130690036,0.043085743845369874,False,0.7432191402213016,6.41863076359688,0.5746640675097736,0.9117742129328297
-2.0609375,1.282490234375,-0.007852282347514037,0.04097021190266389,False,0.7413486119013424,6.999279829866098,0.574160281668835,0.9085369421338497
-2.0578125,1.282490234375,-0.007770183796200704,0.03943263097755693,False,0.7394091200893456,7.069195622551836,0.5735858339022637,0.9052324062764274
-2.0546875,1.282490234375,-0.0076969435683917585,0.037913782454721254,False,0.7374023060783912,7.153266403619061,0.572942151316371,0.9018624608404113
-2.0515625,1.282490234375,-0.007629797193960849,0.036413973080204,False,0.7353297999527016,7.254197755432871,0.5722306541211943,0.898428945784209
-2.0484375000000004,1.282490234375,-0.007772128941202149,0.03523688147093768,False,0.7331924212151311,7.26378728579981,0.5714522757866936,0.8949325666435686
-2.0453125,1.282490234375,-0.008115069972042819,0.034373942269888595,False,0.73098705201246,7.166788314196654,0.5706055887203483,0.8913685153045716
-2.0421875,1.282490234375,-0.00844816441648964,0.03351903736765145,False,0.7287146637802374,7.069015246843649,0.5696916217183439,0.887737705842131
-2.0390625,1.282490234375,-0.008769256141341152,0.032672368430955535,False,0.7263770198978317,6.970348937691882,0.5687118782326559,0.8840421615630074
-2.0359375,1.282490234375,-0.009068298648753428,0.03187696932243788,False,0.72397586856763,6.839278707111519,0.5676678516552373,0.8802838854800227
