s,x_maximum_difference,x_rms_difference,x_relative_rms_difference,x_interior_relative_rms_difference,x_end_regions_squared_error_fraction,velocity_maximum_difference,velocity_rms_difference,velocity_relative_rms_difference,velocity_interior_relative_rms_difference,velocity_end_regions_squared_error_fraction,heat_maximum_difference,heat_rms_difference,heat_relative_rms_difference,heat_interior_relative_rms_difference,heat_end_regions_squared_error_fraction,charge_maximum_difference,charge_rms_difference,charge_relative_rms_difference,charge_interior_relative_rms_difference,charge_end_regions_squared_error_fraction,density_maximum_difference,density_rms_difference,density_relative_rms_difference,density_interior_relative_rms_difference,density_end_regions_squared_error_fraction,radial_maximum_difference,radial_rms_difference,radial_relative_rms_difference,radial_interior_relative_rms_difference,radial_end_regions_squared_error_fraction,current_maximum_difference,current_rms_difference,current_relative_rms_difference,current_interior_relative_rms_difference,current_end_regions_squared_error_fraction,angular_maximum_difference,angular_rms_difference,angular_relative_rms_difference,angular_interior_relative_rms_difference,angular_end_regions_squared_error_fraction,density_eulerian_volume_relative_l1_difference,radial_eulerian_volume_relative_l1_difference,current_eulerian_volume_relative_l1_difference,angular_eulerian_volume_relative_l1_difference
0.05,0.0020997977418142355,0.0003539628471617834,0.00025627684693075323,6.621058173254014e-05,0.9559227377078143,0.06269005630226884,0.008898976036629579,0.07921159944405874,0.043206219638670024,0.763000648175267,0.5087838354533902,0.09298164047521304,0.02310755881053585,0.016348014195512173,0.5999838246887241,0.0,0.0,0.0,0.0,0.0,0.0003936200893562645,5.344472796658608e-05,0.009410072130793761,0.0055732509448508955,0.8094955107374098,8.319532586042707e-05,1.0636355064051929e-05,0.003179317229880749,0.0010229063857851836,0.9295770904023679,0.0005907025341202968,6.412965348297595e-05,0.19878314431822816,0.05357923340166095,0.9721031307232004,0.0,0.0,0.0,0.0,0.0,0.003420807000989102,0.0003075684229304996,0.06348876620376245,0.0
0.055,0.002198822376791698,0.00037549201177396267,0.0002717997810055489,7.943753867257588e-05,0.9435866941948031,0.06816210384442195,0.009488565452318399,0.07746266288207004,0.042836470334555864,0.7527954125826032,0.5087827073123314,0.09296925265591613,0.02310055713853749,0.01633947489538682,0.6001294491995901,0.0,0.0,0.0,0.0,0.0,0.0004863501188616462,6.034516284919508e-05,0.010595206669554484,0.005604155793590167,0.8482800419759684,0.00010092327402440966,1.2930476591690303e-05,0.0038713544310051257,0.0012395171436742933,0.9302591527868869,0.0006535970671917662,7.086929644949242e-05,0.19881427482321326,0.05350358646811487,0.9720992076604911,0.0,0.0,0.0,0.0,0.0,0.003482444847193708,0.00035520280141731624,0.06250531802799567,0.0
0.06,0.0022922132094732595,0.0003956855328889706,0.00028634232233846086,9.37194021727757e-05,0.9292428801070309,0.07339374551581154,0.01022004626142463,0.07699541599042817,0.042452268906780305,0.7517592908717842,0.5087806238746886,0.09295642485099123,0.023092601067772715,0.016330057041932886,0.6002781814088356,0.0,0.0,0.0,0.0,0.0,0.0005922345892497797,6.875659966842486e-05,0.012034703704870852,0.005639566069957279,0.8811207535104185,0.00012031196723233818,1.5469822759149138e-05,0.0046399707997160635,0.0014784959831841788,0.9309253417762228,0.0007173874918254586,7.770082520128795e-05,0.19880615143997726,0.05343408642875856,0.97209069456168,0.0,0.0,0.0,0.0,0.0,0.0035528632222698534,0.00041003991902429813,0.062107821889048724,0.0
0.065,0.002391838756778508,0.0004164193837764596,0.0003012614745726894,0.00010901297541532983,0.9135012709135841,0.07835641933930411,0.011002725868884216,0.07692378793264774,0.042053658469542385,0.7542350000175875,0.5087777498113839,0.09294318430157883,0.023083696652383027,0.01631976405034823,0.6004300978599354,0.0,0.0,0.0,0.0,0.0,0.0007126650751903326,7.874597685029475e-05,0.013736442768387936,0.005680132118059319,0.9076220649797785,0.0001413354461564831,1.825868125898284e-05,0.005487260613467561,0.001740259583533774,0.9315728144627481,0.0007820727670559603,8.462037700394777e-05,0.1987512584356383,0.05337098410996869,0.9720697084476194,0.0,0.0,0.0,0.0,0.0,0.0036313070273183983,0.0004712873526115957,0.062055936023584654,0.0
0.07,0.002505199574188488,0.0004391318996931244,0.00031759621144703877,0.0001252729313100652,0.8972061967366749,0.08301909250863809,0.0117839869319806,0.0768411981925278,0.04164228320928106,0.7573316652287047,0.5087742726517073,0.09292956702322329,0.02307385147176527,0.016308603109467957,0.6005851413258412,0.0,0.0,0.0,0.0,0.0,0.0008492628630311378,9.03910011083486e-05,0.015709483042224397,0.005726537488115207,0.9283795558308859,0.0001639562476779383,2.1303449301318345e-05,0.006416050702890065,0.0020252659694466953,0.9322133558751103,0.0008476218861357838,9.162308304705856e-05,0.19864065538829323,0.053315019989544125,0.9720293466524133,0.0,0.0,0.0,0.0,0.0,0.0037165943937065996,0.0005384830390097932,0.06210252018849693,0.0
0.075,0.0026350382086636204,0.00046471574972476977,0.0003359895916098271,0.00014245293731239407,0.881215181557161,0.08734770192489245,0.012535068480024949,0.07658686875720173,0.04122105721591017,0.7598310075998548,0.5087703763435352,0.09291561765120217,0.023063074624926717,0.01629658549677154,0.6007431052724622,0.0,0.0,0.0,0.0,0.0,0.001003914293741956,0.00010379013875687351,0.01796568534167796,0.005779491494920343,0.9443714449295173,0.00018812195422579004,2.4612352708968258e-05,0.007429826750929627,0.0023340175081894357,0.9328617480001202,0.000913965172115536,9.870135162463189e-05,0.19846196388184248,0.053267289483883005,0.9719623610047534,0.0,0.0,0.0,0.0,0.0,0.0038088425213886443,0.0006106693872927795,0.06212888759890823,0.0
0.08,0.0027806803340929553,0.0004935993491931398,0.0003567480635779009,0.0001605070154198858,0.8662156555607574,0.09130448024574474,0.013239093370937045,0.07610466672251728,0.04079366750984267,0.7612373136401931,0.5087662275598896,0.09290139127588923,0.02305137721922592,0.016283726958529653,0.6009036320801626,0.0,0.0,0.0,0.0,0.0,0.0011788121909795096,0.00011906911904578123,0.020520669365107224,0.005839722559303884,0.9566010651438693,0.00021376088193098388,2.819537636188762e-05,0.008532724553386892,0.002667063802879142,0.9335319969961747,0.0009809831642130905,0.00010584328237961466,0.19819818022737073,0.05322903738762658,0.9718604992779549,0.0,0.0,0.0,0.0,0.0,0.003909827817537336,0.0006872914262112437,0.06203923610862904,0.0
0.085,0.0029395545014939684,0.0005258733766258137,0.0003799333590898062,0.0001793908793070297,0.852632721626007,0.09484713804050565,0.013886157588444905,0.07538676685603903,0.04036372112768844,0.7613749358641931,0.50876196917618,0.09288695135085287,0.02303878494466543,0.016270058370545768,0.6010662351558116,0.0,0.0,0.0,0.0,0.0,0.0013765040512568032,0.0001363855863430821,0.023394397095079546,0.005907970047693873,0.9659410293746123,0.0002407767081376291,3.2064403977025175e-05,0.009729587117335124,0.0030250089701839133,0.9342365076160328,0.0010484923892122343,0.0001130310559653482,0.19782683172732346,0.05320134467559346,0.971714181640515,0.0,0.0,0.0,0.0,0.0,0.004015640480695125,0.0007679462844331342,0.06188940310701977,0.0
0.09,0.003108566465892637,0.0005614229341754817,0.00040545835717154677,0.00019906292700877547,0.8406390075094606,0.09792786766081527,0.014471370216643787,0.07445027667863738,0.03993378703387471,0.7602292521467742,0.5087577189448211,0.09287235964632914,0.02302536869619668,0.016255650168916405,0.6012304367643516,0.0,0.0,0.0,0.0,0.0,0.0015999475247017916,0.00015593300135017786,0.026611579129190266,0.005984985833161298,0.9730921615777395,0.0002690418082791381,3.623358381172127e-05,0.011026094502251142,0.0034085295622056752,0.9349862083599252,0.0011162271326362828,0.00012023903048324444,0.19731895432576357,0.05318478537468557,0.9715121656317924,0.0,0.0,0.0,0.0,0.0,0.0041287119823337085,0.0008526238164842813,0.061649470980684164,0.0
0.095,0.0032852229033611957,0.0006000414373216912,0.0004331696010351232,0.00021948469616285839,0.8302269805386607,0.10049216737126032,0.014993121666549137,0.07332300023067088,0.039505212481167264,0.7578571324741639,0.5087535710934548,0.09285767756415413,0.023011209359671336,0.01624058171308487,0.6013957488478094,0.0,0.0,0.0,0.0,0.0,0.0018525733361555805,0.00017794464078777533,0.030201994906552697,0.006071523760502403,0.9785942919385493,0.00029838911013043215,4.071992244005119e-05,0.012428965658166452,0.003818371176425976,0.9357920107437003,0.0011838161328372118,0.00012743135093708547,0.19663805217155358,0.05317942874321076,0.9712408555191376,0.0,0.0,0.0,0.0,0.0,0.004245702154462187,0.0009411057273148792,0.06134762940685492,0.0
0.1,0.0035194150579265226,0.0006414840815389909,0.0004628860476595977,0.00024062060564099857,0.8212773236293296,0.1024774184893194,0.015450156428961196,0.07202756884994092,0.03907799261316673,0.754289880967481,0.5087495987819901,0.092842967133298,0.022996388098368428,0.01622493308215551,0.6015616540260925,0.0,0.0,0.0,0.0,0.0,0.0021383550659922253,0.00020269798863109125,0.03420079704839474,0.00616833059835722,0.9828542872110391,0.0003286021818670495,4.554417120710498e-05,0.013946255655203663,0.004255349661995048,0.9366659051108767,0.001250752723705486,0.00013455887852434825,0.1957384992721435,0.0531848552099701,0.970883243041832,0.0,0.0,0.0,0.0,0.0,0.004369432733010937,0.0010333447162101162,0.06101244786540493,0.0
0.105,0.003829413977828544,0.0006854706617870009,0.0004944012022674895,0.0002624371649289347,0.8136009952325922,0.10381117089619253,0.01584015325321938,0.070576586381625,0.03865097693559119,0.7494947979883051,0.508745855390492,0.09282829073257594,0.02298098640079564,0.016208785222298207,0.6017276000863132,0.0,0.0,0.0,0.0,0.0,0.0024618837911616585,0.00023051952931779732,0.03864877975942686,0.006276136837954081,0.9861756550796503,0.000359403311786166,5.0732052337072645e-05,0.015587765369802864,0.0047203559181380125,0.9376217754069957,0.0013163565669468307,0.0001415553737560357,0.19456358725155204,0.05320027641372292,0.9704173303175503,0.0,0.0,0.0,0.0,0.0,0.00449886097583689,0.0011293486527121257,0.060633481569908144,0.0
0.11,0.004142757101737171,0.0007316791089367092,0.0005274785625137457,0.0002849019054491176,0.8069693041685202,0.10440909087109261,0.016159417495857174,0.06897370070839934,0.03822223507597848,0.7433665548731397,0.5087423760880947,0.09281371112067012,0.022965086191950698,0.016192220233768904,0.6018929897579546,0.0,0.0,0.0,0.0,0.0,0.0028284431171023867,0.0002617897533240957,0.0435925537835713,0.006395653142089797,0.9887839962547135,0.00039043940880535526,5.6315907281715975e-05,0.01736559250926044,0.005214360765363343,0.9386760686033958,0.0013797246312437057,0.00014833269096220305,0.19304309966514344,0.053224689806796614,0.9698138716010204,0.0,0.0,0.0,0.0,0.0,0.00463258545096424,0.0012291231896231715,0.060192378746833954,0.0
0.115,0.0044571333477900765,0.0007797368004051644,0.0005618454796481708,0.000307982091090524,0.8011345471886965,0.10417252685974351,0.016402824541180815,0.06721533922804056,0.037789587300054814,0.7357150908336707,0.5087391793848877,0.0927992916764436,0.022948769980780274,0.016175321743475763,0.6020571674208213,0.0,0.0,0.0,0.0,0.0,0.0032440759877822353,0.00029694782138076667,0.04908450921675342,0.006527554450583732,0.9908471422203958,0.00042126573616652627,6.233687920358256e-05,0.019294863641857778,0.005738420546778373,0.939848260569018,0.0014396685650822293,0.00015477469800573288,0.19109025027780943,0.05325706258278026,0.9690330219030981,0.0,0.0,0.0,0.0,0.0,0.004773844747826646,0.0013345354922118845,0.05972317706466364,0.0
0.12,0.004769908739310491,0.0008292141429875311,0.000597188683523648,0.00033164368195188576,0.7958436302055926,0.10298566237527992,0.016563825639743433,0.06529222138705197,0.037351139756750924,0.726243933584372,0.5087362689614618,0.09278509731065933,0.022932121162246133,0.016158175415827786,0.6022194042954354,0.0,0.0,0.0,0.0,0.0,0.003715627648212476,0.0003364948001130415,0.055182366434680837,0.006672464201238991,0.992490347668136,0.0004631935943066013,6.884770787191605e-05,0.021394677525943775,0.006293683306722203,0.9411609531651774,0.0014946349864097621,0.00016072961739075262,0.188597871765946,0.05329649177073799,0.9680192711174763,0.0,0.0,0.0,0.0,0.0,0.0049216218082609895,0.0014456279484063488,0.05918777719298032,0.0
0.125,0.0050780694632583945,0.0008796319584492498,0.0006331597673940968,0.0003558509321566763,0.7908508452945693,0.10071226530900576,0.016635351082087895,0.06319389357530046,0.03690575027840604,0.7145450889680948,0.5087336365941955,0.09277119614732261,0.02291522449492305,0.016140869589435766,0.6023788834082346,0.0,0.0,0.0,0.0,0.0,0.004250737856434827,0.00038099364511789513,0.061948006805074764,0.006830944985920616,0.9938075032282416,0.0005436201274235768,7.591612496301965e-05,0.023689263740085776,0.006881395352430354,0.942639306364712,0.0015426047910915871,0.0001660005168601947,0.18543378690111165,0.05334231608983024,0.9666935069486062,0.0,0.0,0.0,0.0,0.0,0.005075161646242634,0.0015615443462475697,0.05861683696844756,0.0
0.13,0.0053781545615421145,0.000930477068826618,0.0006693865644811579,0.0003805665621081535,0.7859273649216163,0.09719212301706442,0.016611062292274985,0.06091353004146113,0.03645313916910998,0.700099571899067,0.5087312654669347,0.09275766169312304,0.02289816668547894,0.016123496041642732,0.6025346818858952,0.0,0.0,0.0,0.0,0.0,0.004857737491839034,0.0004310628203045491,0.06944510136064443,0.007003493229883789,0.9948693396903084,0.0006382375765070988,8.362860989771854e-05,0.02620928951052465,0.007502907960759466,0.9443093470744994,0.0015809674772238804,0.00017033369523927427,0.18143529665995858,0.05339411224707325,0.9649400942378589,0.0,0.0,0.0,0.0,0.0,0.005236068932406315,0.0016824310168674834,0.05798050200569437,0.0
0.135,0.005666177603153244,0.000981214646587749,0.0007054821683529553,0.0004057523947509613,0.7808634615425931,0.09223740603495634,0.016486909474513745,0.058452846799512084,0.03599398479165575,0.6822839364418393,0.5087291340295597,0.0927445760195226,0.02288103721115538,0.016106150910906093,0.6026857536307597,0.0,0.0,0.0,0.0,0.0,0.0055453770971722795,0.00048735848638489896,0.07773481712737164,0.007190528659451456,0.9957294211925712,0.0007495239810359096,9.209375980835415e-05,0.02899308523931036,0.008159684212441249,0.946194510994319,0.0016063672849617756,0.00017340501148515995,0.17640298655619358,0.05345168628892702,0.9625846636009096,0.0,0.0,0.0,0.0,0.0,0.005405814529759164,0.0018081804236942266,0.05729425275430287,0.0
0.14,0.005937537789104219,0.0010313005010897408,0.0007410538807511765,0.00043137058037460513,0.7754668696882332,0.08562947993978551,0.01626332177143731,0.05582825782947805,0.035529847244547434,0.660412712901907,0.508727219040404,0.09273203339269423,0.022863929239296754,0.016088935758072923,0.6028309084163106,0.0,0.0,0.0,0.0,0.0,0.006322274496800888,0.0005505374821462237,0.0868685874165684,0.007392401371540794,0.9964284974733582,0.0008801864848202387,0.00010144362970456795,0.03208726642374327,0.008853306126635777,0.9483097785081707,0.0016145207365956785,0.0001748048130372824,0.17009445689902922,0.05351501449465722,0.9593541812818042,0.0,0.0,0.0,0.0,0.0,0.005583747016018004,0.0019388161344022342,0.05653817127058782,0.0
0.145,0.006186923139257949,0.0010801898468536175,0.0007757096025145307,0.0004573849235047223,0.7695577870555741,0.07711714944746051,0.01594803172677701,0.053078045620897976,0.03506278333043534,0.6338584761530973,0.5087254980589169,0.09272014452907867,0.022846940690949294,0.016071958809039645,0.602968786962113,0.0,0.0,0.0,0.0,0.0,0.007195913291757906,0.0006211894196289324,0.09687657523387617,0.007609405153775524,0.9969976911354154,0.0010329924001252597,0.00011182988250099472,0.03554572433470723,0.009585481495990233,0.9506530681527399,0.001600011481836659,0.00017402348197052212,0.16221952558358418,0.05358412230830957,0.9548011082478204,0.0,0.0,0.0,0.0,0.0,0.005767977630832507,0.002074497471693679,0.0557876788928158,0.0
0.15,0.006408212401525226,0.001127338861291104,0.0008090590250762464,0.0004837618248928294,0.7629605269245112,0.06641806190538044,0.015560163494363401,0.05027241891222592,0.03459479993723406,0.6023549775649959,0.5087239512805066,0.09270904158274851,0.022830175474703524,0.01605533638203327,0.6030978327006776,0.0,0.0,0.0,0.0,0.0,0.00817095825623764,0.0006997217487531847,0.10775018218031439,0.00784178280726462,0.9974608467241575,0.0012104260515575544,0.00012340937594315573,0.03942520625260541,0.010358050865223482,0.9531943569960037,0.0015560812296147805,0.00017044264257551104,0.15244051748056422,0.05365895087095165,0.948149676412039,0.0,0.0,0.0,0.0,0.0,0.005957615960388946,0.0022153469246350387,0.05503798197131827,0.0
0.155,0.006594389058427019,0.0011722039193541548,0.0008407131485583499,0.0005104707924553223,0.7554944223921451,0.053226081981406104,0.015137351823558194,0.04753148948695674,0.034127624613991055,0.5667225801725357,0.5087225619585052,0.09269888347688059,0.02281374479794912,0.016039194516790267,0.603216256206943,0.0,0.0,0.0,0.0,0.0,0.009246597510294968,0.0007861779446991016,0.11941701628347254,0.008089728002345295,0.9978362521213054,0.001414072504995954,0.0001363112042414994,0.04377478991126217,0.011172994749881638,0.9558643611775124,0.001474458724271741,0.00016334370376060956,0.14038580621696714,0.053739315756938605,0.937959637557058,0.0,0.0,0.0,0.0,0.0,0.006156357868786274,0.0023611584159965414,0.05426553302702385,0.0
0.16,0.006737491298656195,0.0012142453295140257,0.0008702870246036987,0.0005374845294649478,0.7469665543070199,0.037887742646572464,0.014745656151620656,0.04504900894433321,0.03366232629982815,0.5302648705904487,0.5087213168617088,0.09268986160176429,0.022797768593240172,0.016023670753845934,0.6033219963731831,0.0,0.0,0.0,0.0,0.0,0.010412629919464816,0.0008799700039086308,0.13170767694935193,0.008353404776617546,0.9981378790827733,0.0016436133188565045,0.00015057546308184226,0.048615876706764156,0.012032441449643742,0.9585459509096614,0.0013453064888391242,0.00015196105804541233,0.12569557877521842,0.0538248500661979,0.9213233608280815,0.0,0.0,0.0,0.0,0.0,0.006358311560031969,0.002512274857019255,0.05350817363673937,0.0
0.165,0.006828636570876068,0.0012529383053433802,0.0008974076662282981,0.0005647782807850632,0.7371672545657819,0.03964137108735949,0.01449009771688599,0.043114453993651686,0.033199049015120836,0.500666756735251,0.5087202060771991,0.09268218168383723,0.022782371174400406,0.016008905869243965,0.6034129790977973,0.0,0.0,0.0,0.0,0.0,0.011644204498902213,0.0009795204979803943,0.14431642982796425,0.008632935339823334,0.9983762794811329,0.0018953516559017175,0.00016605609318388987,0.053909871796461735,0.012938675282497387,0.9610715283129164,0.0011574186150068988,0.0001356504623415941,0.1081487516618425,0.053914989256292976,0.8917559676014557,0.0,0.0,0.0,0.0,0.0,0.006564897514617402,0.00266850600851607,0.05273008173814368,0.0
0.17,0.006858176890534029,0.0012877984998173092,0.0009217323415697843,0.0005923288360745307,0.7258710119505152,0.041654566214696376,0.014517430207735636,0.0421095317224826,0.03273718138113911,0.49045844183229936,0.5087192226939887,0.09267587836658446,0.022767635684910803,0.015994963282296343,0.6034895271902514,0.0,0.0,0.0,0.0,0.0,0.012895669940855219,0.0010818496835726184,0.1567633514855209,0.008928391542641667,0.9985591760768957,0.002160331098549857,0.00018229118433714525,0.05951422296976693,0.013894145213505647,0.9632269376959475,0.0008988619413408203,0.0001143885121076381,0.08802020279527409,0.0540090788288898,0.8332903165231474,0.0,0.0,0.0,0.0,0.0,0.006778138764692261,0.0028308145253779448,0.05195184417255416,0.0
