reference_fraction,l,heat,velocity,effective_n,endpoint_heat_rate,electrical_heat_rate,relaxation_heat_rate,net_heat_rate,thermal_inventory,field_slice_inventory,endpoint_power,endpoint_force
0.0,-2.1,0.7006151659770288,4.0068469639621855e-41,5.997748564422623,0.0,0.0,0.9462123146623794,0.9462123146623794,0.044020949168540394,0.0,0.0,0.0
0.015625,-2.0988776632812147,0.5889173855866379,0.03581885168120125,2.4486026000909242,1.928644796506389e-05,0.0,0.5825246842081023,0.5825439706560674,0.07400554128521131,0.0,-9.611846907071787e-07,-1.6306577592086489e-06
0.03125,-2.0945285648902896,0.6884119587501182,0.9924185691196384,0.18644216345239692,-0.004210255475521011,0.0,0.07807279434915163,0.07386253887363062,0.08650839809010893,0.0,-2.1683436416045052e-05,-3.680127644795478e-05
0.046875,-2.090184996234881,0.7825648782609932,0.13991528850642154,1.7761978495653301,0.0015190378888252267,0.0,0.35266299761353376,0.354182035502359,0.09834000290008474,0.0,-6.614762861597914e-05,-0.00011232521728450619
0.0625,-2.0872983731368207,0.9151349716302597,-0.7047293550115642,0.8879496974108803,0.014250527952407086,0.0,0.11957121004322274,0.13382173799562982,0.1149992521566687,0.0,-0.00010683357376717227,-0.00018148921378417573
0.078125,-2.079936043062982,1.1162084385947804,-0.9918188316048002,0.09128032121875158,0.3921541616765062,0.0,0.10312210606347982,0.495276267739986,0.14026688922257136,0.0,-0.00024234407589253463,-0.00041223251073715543
0.09375,-2.069861966237669,1.2487797258812598,0.9591395425978111,0.31256058496200884,-0.05473433338355569,0.0,0.036963626320625144,-0.017770707062930546,0.15692628851121712,0.0,-0.00047663916705157825,-0.0008127234211163744
0.109375,-2.0690839755891273,1.4208985231724252,0.38800895195581775,3.3650729826166006,0.0028227686797610983,0.0,5.20257425611192,5.205397024791681,0.17855537447580247,0.0,-0.0004961016887248772,-0.0008460928288653818
0.125,-2.0665884630344316,1.7466576287797047,0.32203300799937645,1.5039020976423003,0.009544802983868318,0.0,1.3208654888106834,1.3304102917945517,0.21949147099643476,0.0,-0.0005592275674092292,-0.0009544477200010573
0.140625,-2.061633385753513,2.0513440272179246,-0.4848036862950077,0.8497627461220287,0.08531575312583742,0.0,0.7037988809923359,0.7891146341181733,0.2577794930357244,0.0,-0.000686140776094453,-0.0011729235372273609
0.15625,-2.0546423028579373,2.4490641530841497,-0.9828482795718264,0.15544460119405087,0.8781222285725153,0.0,0.0016303521830772771,0.8797525807555926,0.30775847805996986,0.0,-0.0008630293372391619,-0.0014791612572547437
0.171875,-2.0482399903828994,2.735227097360506,0.8754091158903561,0.4271665575940245,-0.07201812303603174,0.0,0.22666950172996336,0.15465137869393164,0.3437187741986988,0.0,-0.001016283120427808,-0.0017466916175204398
0.1875,-2.042189556220093,3.1195417852941896,-0.24709673434350243,0.691828578888029,0.14448558035356837,0.0,1.4533104398965797,1.597796020250148,0.3920131822098632,0.0,-0.0011483964796576358,-0.0019797275926707607
0.203125,-2.033196651691241,3.3723807583457828,0.6618338296096536,0.6216658793077225,-0.019464948663597773,0.0,2.1699588067597193,2.1504938580961217,0.423785864621066,0.0,-0.001314207685094444,-0.002277526973628109
0.21875,-2.029700159093739,3.5900164178119573,-0.9679712498035382,0.38125522501308157,0.6086542199534778,0.0,0.43783428131895274,1.0464885012724305,0.45113476817859005,0.0,-0.0013671878325893752,-0.002374854405189319
0.234375,-2.026472555707218,3.7758316289633593,0.1512355905936646,0.8118113642493173,0.08176055529862122,0.0,11.395058932933457,11.476819488232078,0.47448499626972923,0.0,-0.0014098830759311522,-0.0024546494670572554
0.25,-2.017429145420438,3.522269588228202,0.5995149700675064,0.36056490722593976,-0.014007315473927168,0.0,3.871530522072309,3.8575232065983815,0.44262145049361706,0.0,-0.001496179110682468,-0.0026239753979827255
0.265625,-2.0049156208844567,3.222217604814305,-0.979812015177964,0.05036630731066792,5.684999484990742,0.0,0.0515840413528279,5.73658352634357,0.4049158062220914,0.0,-0.0015325209054787537,-0.002721852833089452
0.28125,-1.9808206296982143,2.895215000694892,-0.9831752937319864,0.03222002784991963,8.679986035883731,0.0,0.012695295699794329,8.692681331583525,0.3638234470698404,0.0,-0.0013536054666690063,-0.0024940463958803916
0.296875,-1.9576297772543216,2.7406308862208384,-0.986506766910272,0.026937261438323517,8.368077901937692,0.0,0.009338849988258957,8.377416751925951,0.3443978343341056,0.0,-0.0009685414349914885,-0.0019049892148242748
0.3125,-1.9348537077271775,2.7729475041899088,-0.989395406701623,0.021934208171147704,6.79095737647744,0.0,0.0060067062861905995,6.796964082763631,0.34845886031812556,0.0,-0.0005404180845388655,-0.0012188606631484094
0.328125,-1.9121709245816811,2.7310035066925304,-0.9911782707786296,0.018318320919300742,4.567912647805553,0.0,0.004287307375951954,4.572199955181505,0.3431880221421275,0.0,-0.00022258473734468372,-0.0006928564007064182
