s,x_maximum_difference,x_rms_difference,x_relative_rms_difference,x_interior_relative_rms_difference,x_end_regions_squared_error_fraction,velocity_maximum_difference,velocity_rms_difference,velocity_relative_rms_difference,velocity_interior_relative_rms_difference,velocity_end_regions_squared_error_fraction,heat_maximum_difference,heat_rms_difference,heat_relative_rms_difference,heat_interior_relative_rms_difference,heat_end_regions_squared_error_fraction,charge_maximum_difference,charge_rms_difference,charge_relative_rms_difference,charge_interior_relative_rms_difference,charge_end_regions_squared_error_fraction,density_maximum_difference,density_rms_difference,density_relative_rms_difference,density_interior_relative_rms_difference,density_end_regions_squared_error_fraction,radial_maximum_difference,radial_rms_difference,radial_relative_rms_difference,radial_interior_relative_rms_difference,radial_end_regions_squared_error_fraction,current_maximum_difference,current_rms_difference,current_relative_rms_difference,current_interior_relative_rms_difference,current_end_regions_squared_error_fraction,angular_maximum_difference,angular_rms_difference,angular_relative_rms_difference,angular_interior_relative_rms_difference,angular_end_regions_squared_error_fraction,density_eulerian_volume_relative_l1_difference,radial_eulerian_volume_relative_l1_difference,current_eulerian_volume_relative_l1_difference,angular_eulerian_volume_relative_l1_difference
0.0,4.440892098500626e-16,8.805125543753056e-17,6.382312678693128e-17,6.118326716649038e-17,0.9952976494477841,0.001200033738158579,0.00023442454044773708,0.004346132367717202,0.017705187274543493,0.5000492520009265,0.38129056760699065,0.07983195336399546,0.025112148321949343,0.02053761564546638,0.4617010370559026,0.008145792897501086,0.0016722886300242522,0.01524336274133159,0.0010642132935090576,0.9961435777938312,0.00016682623559217524,3.7995370752169686e-05,0.006781614380897918,0.005403699536587578,0.6548319573986915,3.639235999825744e-05,4.762310816875959e-06,0.0013429317024300244,0.00011229851765292549,0.9951862760814301,1.674816490435056e-05,2.2496730524047245e-06,0.04577409205222845,0.019287923108325288,0.9919057402948174,3.8266875532834996e-05,5.035584968723879e-06,0.026795496477492835,0.002054014076179099,0.9955692242704177,0.0032561014474719934,0.00042454772594886314,0.027525499823902254,0.008018613986205765
0.005,9.937006967897233e-05,1.4236283738273456e-05,1.031891204268629e-05,8.858452428251767e-07,0.9951361023217856,0.03334245775516653,0.004900498344891969,0.08967254435029437,0.04437040104420644,0.9857928451668994,0.38129100689562234,0.07982054986531315,0.025115177148651878,0.020538732760148917,0.4618410845655695,0.008145792897501086,0.0016722886300242522,0.01524336274133159,0.0010642132935090576,0.9961435777938312,0.00016705252951561712,3.795876389315909e-05,0.006773312526062021,0.005414864989000442,0.6523201590033192,3.562927847242277e-05,4.678846543685411e-06,0.0013194540591282616,0.00010822544660264933,0.9953688657635921,5.814950302846676e-05,7.758660138693063e-06,0.13837436140513443,0.05530632063163768,0.9792420119400977,3.826613693711059e-05,5.035622670459857e-06,0.026795649673089797,0.0020541319150758916,0.9955687882287351,0.0032722436954224603,0.0004278232246950867,0.053294419429570604,0.008120340826210694
0.01,0.00036486259679457955,5.282902011206163e-05,3.829076511358803e-05,3.518652429208207e-06,0.9944267749805706,0.05799211610079705,0.008758250911842418,0.15121238421050356,0.052126264994527785,0.9835007588861981,0.38129154103129936,0.0798095291146528,0.025117068664167068,0.020538660553578985,0.46198286677503364,0.008145792897501086,0.0016722886300242522,0.01524336274133159,0.0010642132935090576,0.9961435777938312,0.00016705547700788994,3.7973029581534966e-05,0.0067724684898725065,0.005426830825551469,0.6505393268199369,3.495134183390588e-05,4.794606158101164e-06,0.0013523736622863684,0.00010828600390284354,0.9955865793346603,0.00011653184959982051,1.4341224404695744e-05,0.1900999364285433,0.060061051835422506,0.9761855287996928,3.826307193696785e-05,5.035604604307292e-06,0.026796026440414643,0.0020545090064927416,0.9955673471519471,0.0032912722339474626,0.0004611435281128768,0.07239517059174307,0.008198719338076843
0.015,0.0007483243768510173,0.00010940917604024817,7.929556027287145e-05,7.857542264053438e-06,0.9935192309964705,0.07521729983028935,0.01165195105019118,0.18417173085181895,0.053577596603804074,0.9795909707080142,0.38129146823751414,0.07979851857098758,0.0251177241078669,0.020537366918383232,0.4621236863004805,0.008145792897501086,0.0016722886300242522,0.01524336274133159,0.0010642132935090576,0.9961435777938312,0.00016683370204513374,3.811835150486843e-05,0.006793370648197534,0.0054397252891845525,0.6509568879561701,3.435444182698592e-05,5.088252900021345e-06,0.0014357052662429806,0.00012657524153292422,0.9946492378600783,0.0001752306080574699,2.083317671368244e-05,0.20751867154342873,0.060826435499945264,0.9746706156506593,3.825790079884408e-05,5.035526713116935e-06,0.02679660811525368,0.002055184985826992,0.9955647230666678,0.0033172440029095368,0.0005035597464092403,0.08431405738712112,0.00826556266433036
0.02,0.0012050882187344403,0.00017784248637156354,0.00012888242117719,1.3858207946032743e-05,0.9923688498789478,0.08558345925231134,0.013657236357618011,0.19467377749743514,0.05372874957812672,0.9741324384619036,0.38129047764524815,0.07978719385363361,0.025117053579962155,0.020534823118707336,0.46226121734518355,0.008145792897501086,0.0016722886300242522,0.01524336274133159,0.0010642132935090576,0.9961435777938312,0.00016638530961016543,3.852122049305463e-05,0.006858472550551725,0.00545374775146788,0.6557847743566481,3.381574704881731e-05,5.537390932116134e-06,0.001563212063204526,0.00017431873372170654,0.991438720367208,0.00023432871191362932,2.724123315731953e-05,0.213124720935675,0.060946055842337095,0.9736439929429795,3.8250831459369326e-05,5.035393436364756e-06,0.02679742029381461,0.002056204906291303,0.9955607288778164,0.003352231610674291,0.0005527524509369656,0.09115981505206788,0.008328106910284626
0.025,0.0016968036558194788,0.00025283390880764405,0.00018320863111971074,2.147477758478376e-05,0.9909313099290041,0.09015208807303701,0.014959005354527927,0.19143685492148682,0.05350601740331951,0.9669541733122464,0.3812884372147254,0.079775321713227,0.0251149925541689,0.02053100406309612,0.4623940934474178,0.008145792897501086,0.0016722886300242522,0.01524336274133159,0.0010642132935090576,0.9961435777938312,0.00016570787979819195,3.9350794649615154e-05,0.006997663906224555,0.005469164720337277,0.6675457972307433,3.331648588117495e-05,6.159080302766752e-06,0.0017398340985377034,0.0002511919156689259,0.9856473917760038,0.0002939074716571326,3.362900576476542e-05,0.2148038422423927,0.060898295665682584,0.9729137780014881,3.824202715645993e-05,5.035213146966725e-06,0.02679850849989553,0.002057618006309645,0.9955551654144248,0.00339925163680686,0.0006069241078146816,0.09494334414415671,0.00840368708878221
0.03,0.002193959930112621,0.00033040810056156973,0.0002393884363051578,3.0661320056437885e-05,0.9891713645613918,0.09046398594592259,0.015820210118981184,0.1820490808120946,0.0531521044580644,0.9582519985687559,0.3812853437488357,0.07976276679914629,0.025111505521846232,0.020525888388613037,0.4625220044839309,0.008145792897501086,0.0016722886300242522,0.01524336274133159,0.0010642132935090576,0.9961435777938312,0.00016479846334203473,4.080865067946149e-05,0.007246342982181806,0.005486306671671542,0.6881684784447141,3.2847661098977556e-05,7.007631620246471e-06,0.001981098223597543,0.0003535499072377235,0.9780677129946522,0.00035404543030953376,4.005732919021705e-05,0.21520382473743294,0.060800154011758756,0.9724085501452899,3.823161138390418e-05,5.03499419961488e-06,0.026799917212419342,0.002059476654264397,0.9955478187260391,0.003466546820005163,0.0006671024682708608,0.09692747263851778,0.00850041241366432
0.035,0.002677728462993967,0.00040817071870060203,0.0002956825228989606,4.13727589354402e-05,0.9870759455732364,0.08835531579502962,0.016518542988937398,0.17169832635251014,0.052747703441207605,0.9488570432071194,0.38128131968235035,0.07974948062251412,0.025106582932454352,0.02051945845963633,0.4626455523401658,0.008145792897501086,0.0016722886300242522,0.01524336274133159,0.0010642132935090576,0.9961435777938312,0.00018740112379660168,4.310940924223431e-05,0.007641859532963097,0.005505562354038289,0.7178353736427514,4.328085534651815e-05,8.136519468779923e-06,0.002302397200017403,0.0004791675267239701,0.9701682893702231,0.0004148169869700852,4.656708779553941e-05,0.21523981102877196,0.0606897393941167,0.9720735534369532,3.821968100060067e-05,5.034742472977012e-06,0.026801676851690565,0.002061835444908155,0.9955384592620551,0.0035551974359710153,0.0007335026585343006,0.09795260673022621,0.008622452217014916
0.04,0.0031403249983465997,0.0004852757260439561,0.0003514740021374494,5.3564718978641784e-05,0.9846673022137404,0.08573559669447889,0.017279099702925328,0.1631669256418158,0.052321694791339406,0.9401118986653172,0.3812766050884422,0.07973547617765264,0.025100233333983483,0.020511700350507187,0.46276591253242394,0.008145792897501086,0.0016722886300242522,0.01524336274133159,0.0010642132935090576,0.9961435777938312,0.0002484298117554507,4.645627087388512e-05,0.008219073148918574,0.005527380818435346,0.7543680092804175,5.633411772711528e-05,9.570644398833669e-06,0.002711154313622986,0.0006270594754906307,0.9631487558334889,0.00047629071084972894,5.317779714275917e-05,0.2152071928243392,0.06058099531019865,0.9718578592288672,3.820632066739161e-05,5.034460675409493e-06,0.02680380016061004,0.0020647502944259113,0.995526844067889,0.00366280233135049,0.0008087749543849213,0.09853671468287732,0.008774966971087034
0.045,0.003584300188807954,0.000562184321519716,0.0004070931154596014,6.719258431515354e-05,0.98201410042932,0.08437745232325117,0.01823265586814758,0.1573667822182459,0.051882888414696994,0.9332518277125981,0.3812715461449958,0.07972080757761266,0.02509247703386968,0.020502603884155732,0.4628845608661526,0.008145792897501086,0.0016722886300242522,0.01524336274133159,0.0010642132935090576,0.9961435777938312,0.0003197258467802465,5.101973181736965e-05,0.009006516467367874,0.005552271892796263,0.7938396848218157,7.11300149926087e-05,1.130808552008718e-05,0.0032072943471747406,0.0007968720030450826,0.9574664709913403,0.0005385272370046128,5.989408820955971e-05,0.2151778300171664,0.06047878361242315,0.9717183013172723,3.819161372579287e-05,5.034148736074231e-06,0.026806284364979102,0.002068277374604412,0.9955127215088015,0.0037915592035068853,0.0008943000540473911,0.0989694668172429,0.008961994341194034
