s,steps,minimum_heat,coldest_l,maximum_abs_velocity,maximum_sound2,minimum_stretch,maximum_stretch,minimum_relative_cell_width,minimum_packet_gap,minimum_rest_dec_margin,maximum_relaxation_strain,canonical_energy,slice_energy,field_slice_energy,thermal_inventory,canonical_balance_residual,momentum_balance_residual,thermal_balance_residual,canonical_geometry_integral,canonical_endpoint_integral,heat_endpoint_integral,heat_electrical_integral,heat_relaxation_integral,entropy_relaxation_integral,momentum_free_integral,anchor_left_integral,anchor_right_integral
0.11,841,0.2511328343674468,-2.1,0.3435962208094632,0.14171100214298613,0.0021630841164640476,0.25154984188322904,0.6712066877797996,0.26,0.004226039484517913,0.3768474178076531,32361.085608371617,122.45347944923947,0.0,26.49609701493681,6.286257941625716e-09,-1.5631940186722204e-12,-1.3495053700302928e-15,-186.8796196215599,1.9788851716739433,0.01533978306614668,0.0,4.906467660027535e-05,7.15602002010159e-05,-186.25600723211227,-0.034058019216170674,138.49168943392576
0.115,877,0.25141586562229107,-2.1,0.35757297659254367,0.14684247805393522,0.002138570521660574,0.26259435784372337,0.6439761159930614,0.265,0.004140357679129611,0.4128337882976074,32161.137074997554,122.34541492904805,0.0,26.522226110518897,6.17347143557931e-09,-1.5631940186722204e-12,-5.806159998455043e-15,-203.0373645032918,2.2252313281862826,0.017414492094338003,0.0,5.364300861399112e-05,8.336826527643098e-05,-196.9617247258528,-0.0351481546728751,146.89460182734254
0.12,913,0.25175564365878056,-2.1,0.37136440387722025,0.15245545850269487,0.0021162374197239656,0.2748400978268726,0.6162550834694103,0.27,0.004060005345035138,0.45078590205491675,31954.021432696223,122.22624219022289,0.0,26.549138902075025,6.1652958718199775e-09,-1.4495071809506044e-12,-2.4905560993592886e-15,-219.76879490779908,2.4749226007394296,0.019550987279805306,0.0,5.879972742626376e-05,9.727277054862337e-05,-207.82486801337134,-0.03615242936885836,155.44755110692174
0.125,949,0.2521612729012165,-2.1,0.38497204958606007,0.15858928352635457,0.0020959330959765474,0.2884215696357379,0.5881782990084993,0.275,0.003984926261845899,0.4907158918813439,31739.936023092818,122.09605010209785,0.0,26.57669926733931,6.1202214496465125e-09,-1.3642420526593924e-12,-7.051012282937177e-15,-237.05666919821212,2.726421300038484,0.02173834297893145,0.0,6.462821091508713e-05,0.0001136157204541378,-218.83719741215188,-0.037058570308782825,164.14266870441213
0.13,984,0.25264299225929227,-2.1,0.39839811903370786,0.16528186207903267,0.0020775121986972176,0.30348239141013006,0.5598994729640536,0.28,0.003914955537759342,0.5326029837567134,31519.08730837157,121.95495267749078,0.0,26.604770883031094,6.1931485944976755e-09,-1.3073986337985843e-12,-1.2957397408886266e-14,-254.88307040654053,2.9782401966720586,0.023965604950393654,0.0,7.123443841489524e-05,0.000132787250560354,-229.98998785776868,-0.03785212936460364,172.9716454223881
0.135,1019,0.2529902952933628,-2.0867101353241333,0.4116453912987041,0.17256617510909442,0.0020608402697844907,0.32016994463249737,0.5315945870346735,0.28500000000000003,0.003849833250840179,0.5763767020010355,31291.68870790338,121.80310244843047,0.0,26.63321718528345,6.178538610933217e-09,-1.4779288903810084e-12,-3.454658812602788e-15,-273.22957913107876,3.2289432628656076,0.02622178587533079,0.0,7.873832155137497e-05,0.00015523026677033644,-241.27415372949218,-0.03851612796732608,181.92586514076643
0.14,1054,0.25328274911169274,-2.08741335978917,0.4247171412513001,0.18046482922489476,0.0020457907822146147,0.3386254688581009,0.5034656084331974,0.29000000000000004,0.003789254125132112,0.6218937859103575,31057.961895876786,121.64067812441853,0.0,26.661901334528043,5.658874107677915e-09,-1.7053025658242404e-12,-1.78344525933332e-14,-292.0771709849577,3.4771463832146825,0.02849586138570975,0.0,8.727488150498557e-05,0.00018144385426646076,-252.68038334313854,-0.03903071435844201,190.9965484643181
0.145,1089,0.25362038291005906,-2.088106386463344,0.43761706037518333,0.1889818988037227,0.002032244418901332,0.35896716564642595,0.47574454146625367,0.29500000000000004,0.003732911255478595,0.6689071327541911,30818.132317982243,121.46788369232029,0.0,26.690686179180148,5.725456122157501e-09,-1.4779288903810084e-12,-9.93804093421854e-15,-311.40657395869266,3.721517946164607,0.030776766615858035,0.0,9.69948076134026e-05,0.00021198370005200772,-264.1992344299164,-0.03937290388889285,200.1748341029356
0.15,1123,0.25401216069674976,-2.088782561342146,0.4503491821056989,0.19809121165134796,0.0020200883618020776,0.3812631038492836,0.4486975463141734,0.30000000000000004,0.003680510182621659,0.7170253113920242,30572.428377175813,121.28494848026828,0.0,26.719434204926667,5.658237920463878e-09,-1.5063505998114124e-12,-3.1177933883322277e-15,-331.19833375020835,3.960779379434757,0.03305339306685193,0.0,0.00010806355746467541,0.0002474565780685065,-275.82131752220636,-0.0395165310495545,209.45193266883086
0.155,1157,0.2544682048637555,-2.0894342855251775,0.46291781218993344,0.20772038479583807,0.0020092150409515355,0.4054902323231891,0.42262857899290446,0.30500000000000005,0.0036317688791054764,0.7656622349159043,30321.08242407119,121.09212181424637,0.0,26.748007455947864,5.6433600685987725e-09,-1.4495071809506044e-12,-9.87945564304105e-15,-351.432735407952,4.193705605807601,0.03531458545088325,0.0,0.00012065824354849861,0.0002885053892153015,-287.5373913090976,-0.03943262999020042,218.81923134964907
0.16,1191,0.2549995808826692,-2.0900529605765006,0.4753274587112888,0.21773060691658827,0.0019995233628318045,0.43147644444377076,0.39788157693998155,0.31000000000000005,0.0035864247249904613,0.8139792410432601,30064.322408021064,120.88966953225973,0.0,26.776267343024813,5.71820693627124e-09,-1.5063505998114124e-12,-4.8758630418939025e-15,-372.0904679648625,4.419125291345827,0.037549133560517624,0.0,0.00013496049367125255,0.00033577883151598005,-299.3384823599328,-0.039090578154496354,228.26842029884637
0.165,1225,0.25561780445701554,-2.0906290097370843,0.48758273700170024,0.22789384912824714,0.0019909184603357265,0.45882599130247875,0.37483961051663206,0.31500000000000006,0.0035442220027490923,0.8608271828477283,29802.378731431098,120.67787601067644,0.0,26.804074287064452,7.020872804676294e-09,-1.1937117960769683e-12,-7.994167348463143e-15,-393.15207885698743,4.635920712888275,0.039745756552800396,0.0,0.00015114379948290068,0.0003898799846624769,-311.2160077640251,-0.03846046071686071,237.791621980648
