s,steps,minimum_heat,coldest_l,maximum_abs_velocity,maximum_sound2,minimum_stretch,maximum_stretch,minimum_relative_cell_width,minimum_packet_gap,minimum_rest_dec_margin,maximum_relaxation_strain,canonical_energy,slice_energy,field_slice_energy,thermal_inventory,canonical_balance_residual,momentum_balance_residual,thermal_balance_residual,canonical_geometry_integral,canonical_endpoint_integral,heat_endpoint_integral,heat_electrical_integral,heat_relaxation_integral,entropy_relaxation_integral,momentum_free_integral,anchor_left_integral,anchor_right_integral
0.0,0,0.2500000000000001,-2.1,0.20214036673420838,0.09980578861122105,0.0021490754871863658,0.1641496547740229,1.0,0.15000000000000002,0.0065260085930964815,0.0,34644.92092054466,122.01065615881365,5.17749346533699,21.06751639378555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,10,0.2500000000000001,-2.1,0.20371378988262828,0.09992861148533304,0.002148107013996108,0.16437408768498796,0.9979094246996403,0.15500000000000003,0.006311829327906984,0.03692575146356614,34635.46663644851,122.14274485568284,5.179830601911792,21.058096348040454,4.665957120909762e-10,-1.8474111129762605e-13,-8.806867957471795e-15,-0.6452717409042208,-0.10707628278202928,-0.0007496234222412398,0.0,0.0,0.0,-6.361578451699316,-0.001427471524618987,3.8784047055298716
0.01,20,0.2500000000000001,-2.1,0.2308466771105966,0.10011230005502175,0.002147281919913081,0.16470985415066036,0.9921243003572369,0.16000000000000003,0.0060760424494449156,0.07539526632447835,34616.0537901669,122.26240714491767,5.180771994722965,21.05046674473213,1.962101121128455e-09,-4.5297099404706387e-13,-4.945688534285677e-15,-2.1045431508470767,-0.1926300955583206,-0.0013567679624165113,0.0,0.0,0.0,-13.016868445516858,-0.0028498654340813273,8.025277807644018
0.015,30,0.2500000000000001,-2.1,0.25166937297316816,0.10035732372011913,0.0021466025881998548,0.16515794917992763,0.9835376409168664,0.16500000000000004,0.00583216651129375,0.1148046900390316,34586.96908370119,122.36985279055835,5.1803410415700055,21.04461649711111,3.674192525893352e-09,-6.892264536872972e-13,-4.776744903913384e-15,-4.354663236296799,-0.25699741144260807,-0.0018223158760149545,0.0,0.0,0.0,-19.95268108400499,-0.0042662861305319474,12.444367146115093
0.02,40,0.2500000000000001,-2.1,0.2655083631363721,0.10066432667220634,0.0021460765128574573,0.1657197354762083,0.9731475793362834,0.17000000000000004,0.005592058471957394,0.15443194209222266,34548.35489012744,122.46509647594361,5.178576910438222,21.04053573120358,4.594747751293869e-09,-8.313350008393172e-13,-4.25083973194802e-15,-7.383956136326907,-0.30052440187013674,-0.00214705290890726,0.0,0.0,0.0,-27.155994698480463,-0.005675836095085533,17.137608634829945
0.025,50,0.2500000000000001,-2.1,0.27276803600565663,0.1010341319797773,0.0021457162918779547,0.16639695360544313,0.9619160332273737,0.17500000000000004,0.00536376710302338,0.19358755287783147,34500.163679555364,122.54795247635181,5.175524881147231,21.038215758450534,4.3775456235962785e-09,-8.881784197001252e-13,-8.845016519168764e-15,-11.195847943407102,-0.3235672828372065,-0.002331670474649845,0.0,0.0,0.0,-34.61834202799285,-0.007077613925209307,22.104018741257757
0.03,60,0.2500000000000001,-2.1,0.27470750124385007,0.10146774711043853,0.00214554134238391,0.16719173558889897,0.9506572698428264,0.18000000000000005,0.005150821282239572,0.23174698576174002,34442.33330808521,122.6183060857578,5.171226688176339,21.037649045766678,3.543926218082326e-09,-9.094947017729282e-13,-5.3898467883289634e-15,-15.794917898512697,-0.32649206782262624,-0.0023767680371242924,0.0,0.0,0.0,-42.33643464756544,-0.008470712225683824,27.339003030027268
0.035,70,0.2500000000000001,-2.1,0.2730589246857987,0.1019663702746537,0.002145575065174676,0.1681066208648404,0.9399714121900073,0.18500000000000005,0.004953458463494161,0.2686383331594868,34374.80141054442,122.6761055067476,5.165713218849646,21.03882917048699,2.8550756775941194e-09,-9.521272659185342e-13,-1.2262037688311596e-15,-21.18575314984573,-0.3096744714306717,-0.00228285669577323,0.0,0.0,0.0,-50.31013014964087,-0.009854215329031713,32.834334992807
0.04,80,0.2500000000000001,-2.1,0.26967682982614016,0.10253139874444632,0.0021458480094881955,0.16914457682285722,0.9302273935069941,0.19000000000000006,0.004770039099281795,0.3042206935529741,34297.5222720651,122.72131579344352,5.159001277104331,21.041750780306522,2.510930483190406e-09,-9.734435479913373e-13,-2.517805071999981e-15,-27.371606491732727,-0.2734995729502021,-0.002050362373491121,0.0,0.0,0.0,-58.5399054191317,-0.011227196796112959,38.57841647302236
0.045,90,0.2500000000000001,-2.1,0.2662828292326168,0.10316443815934956,0.0021463963134553243,0.1703090222138077,0.9215780916581476,0.19500000000000006,0.004598061240577531,0.3386485950330522,34210.545706461206,122.75399954753335,5.15109498845487,21.046409538948524,2.5448402383017456e-09,-1.0160761121369433e-12,-4.983837095982647e-15,-34.34811961679553,-0.21836162239792872,-0.0016796301402175948,0.0,0.0,0.0,-67.02457560760067,-0.012588716644247527,44.556860482053665
