s,x_maximum_difference,x_rms_difference,x_relative_rms_difference,velocity_maximum_difference,velocity_rms_difference,velocity_relative_rms_difference,heat_maximum_difference,heat_rms_difference,heat_relative_rms_difference,charge_maximum_difference,charge_rms_difference,charge_relative_rms_difference,density_maximum_difference,density_rms_difference,density_relative_rms_difference,radial_maximum_difference,radial_rms_difference,radial_relative_rms_difference,current_maximum_difference,current_rms_difference,current_relative_rms_difference,angular_maximum_difference,angular_rms_difference,angular_relative_rms_difference
0.0,4.440892098500626e-16,8.805125543753056e-17,6.382312678693128e-17,0.001200033738158579,0.00023442454044773708,0.004346132367717202,0.38129056760699065,0.07983195336399546,0.025112148321949343,0.008145792897501086,0.0016722886300242522,0.01524336274133159,0.00016682623559217524,3.7995370752169686e-05,0.006781614380897918,3.639235999825744e-05,4.762310816875959e-06,0.0013429317024300244,1.674816490435056e-05,2.2496730524047245e-06,0.04577409205222845,3.8266875532834996e-05,5.035584968723879e-06,0.026795496477492835
0.005,9.937006967897233e-05,1.4236283738273456e-05,1.031891204268629e-05,0.03334245775516653,0.004900498344891969,0.08967254435029437,0.38129100689562234,0.07982054986531315,0.025115177148651878,0.008145792897501086,0.0016722886300242522,0.01524336274133159,0.00016705252951561712,3.795876389315909e-05,0.006773312526062021,3.562927847242277e-05,4.678846543685411e-06,0.0013194540591282616,5.814950302846676e-05,7.758660138693063e-06,0.13837436140513443,3.826613693711059e-05,5.035622670459857e-06,0.026795649673089797
0.01,0.00036486259679457955,5.282902011206163e-05,3.829076511358803e-05,0.05799211610079705,0.008758250911842418,0.15121238421050356,0.38129154103129936,0.0798095291146528,0.025117068664167068,0.008145792897501086,0.0016722886300242522,0.01524336274133159,0.00016705547700788994,3.7973029581534966e-05,0.0067724684898725065,3.495134183390588e-05,4.794606158101164e-06,0.0013523736622863684,0.00011653184959982051,1.4341224404695744e-05,0.1900999364285433,3.826307193696785e-05,5.035604604307292e-06,0.026796026440414643
0.015,0.0007483243768510173,0.00010940917604024817,7.929556027287145e-05,0.07521729983028935,0.01165195105019118,0.18417173085181895,0.38129146823751414,0.07979851857098758,0.0251177241078669,0.008145792897501086,0.0016722886300242522,0.01524336274133159,0.00016683370204513374,3.811835150486843e-05,0.006793370648197534,3.435444182698592e-05,5.088252900021345e-06,0.0014357052662429806,0.0001752306080574699,2.083317671368244e-05,0.20751867154342873,3.825790079884408e-05,5.035526713116935e-06,0.02679660811525368
0.02,0.0012050882187344403,0.00017784248637156354,0.00012888242117719,0.08558345925231134,0.013657236357618011,0.19467377749743514,0.38129047764524815,0.07978719385363361,0.025117053579962155,0.008145792897501086,0.0016722886300242522,0.01524336274133159,0.00016638530961016543,3.852122049305463e-05,0.006858472550551725,3.381574704881731e-05,5.537390932116134e-06,0.001563212063204526,0.00023432871191362932,2.724123315731953e-05,0.213124720935675,3.8250831459369326e-05,5.035393436364756e-06,0.02679742029381461
0.025,0.0016968036558194788,0.00025283390880764405,0.00018320863111971074,0.09015208807303701,0.014959005354527927,0.19143685492148682,0.3812884372147254,0.079775321713227,0.0251149925541689,0.008145792897501086,0.0016722886300242522,0.01524336274133159,0.00016570787979819195,3.9350794649615154e-05,0.006997663906224555,3.331648588117495e-05,6.159080302766752e-06,0.0017398340985377034,0.0002939074716571326,3.362900576476542e-05,0.2148038422423927,3.824202715645993e-05,5.035213146966725e-06,0.02679850849989553
0.03,0.002193959930112621,0.00033040810056156973,0.0002393884363051578,0.09046398594592259,0.015820210118981184,0.1820490808120946,0.3812853437488357,0.07976276679914629,0.025111505521846232,0.008145792897501086,0.0016722886300242522,0.01524336274133159,0.00016479846334203473,4.080865067946149e-05,0.007246342982181806,3.2847661098977556e-05,7.007631620246471e-06,0.001981098223597543,0.00035404543030953376,4.005732919021705e-05,0.21520382473743294,3.823161138390418e-05,5.03499419961488e-06,0.026799917212419342
0.035,0.002677728462993967,0.00040817071870060203,0.0002956825228989606,0.08835531579502962,0.016518542988937398,0.17169832635251014,0.38128131968235035,0.07974948062251412,0.025106582932454352,0.008145792897501086,0.0016722886300242522,0.01524336274133159,0.00018740112379660168,4.310940924223431e-05,0.007641859532963097,4.328085534651815e-05,8.136519468779923e-06,0.002302397200017403,0.0004148169869700852,4.656708779553941e-05,0.21523981102877196,3.821968100060067e-05,5.034742472977012e-06,0.026801676851690565
0.04,0.0031403249983465997,0.0004852757260439561,0.0003514740021374494,0.08573559669447889,0.017279099702925328,0.1631669256418158,0.3812766050884422,0.07973547617765264,0.025100233333983483,0.008145792897501086,0.0016722886300242522,0.01524336274133159,0.0002484298117554507,4.645627087388512e-05,0.008219073148918574,5.633411772711528e-05,9.570644398833669e-06,0.002711154313622986,0.00047629071084972894,5.317779714275917e-05,0.2152071928243392,3.820632066739161e-05,5.034460675409493e-06,0.02680380016061004
0.045,0.003584300188807954,0.000562184321519716,0.0004070931154596014,0.08437745232325117,0.01823265586814758,0.1573667822182459,0.3812715461449958,0.07972080757761266,0.02509247703386968,0.008145792897501086,0.0016722886300242522,0.01524336274133159,0.0003197258467802465,5.101973181736965e-05,0.009006516467367874,7.11300149926087e-05,1.130808552008718e-05,0.0032072943471747406,0.0005385272370046128,5.989408820955971e-05,0.2151778300171664,3.819161372579287e-05,5.034148736074231e-06,0.026806284364979102
0.05,0.004020152335663774,0.0006402268615229546,0.00046349914669548397,0.08552810683335127,0.01941061155789875,0.15403623623211693,0.3812665836059135,0.0797055551360128,0.025083341451881628,0.008145792897501086,0.0016722886300242522,0.01524336274133159,0.00040215825672894855,5.692896181613806e-05,0.010024846264290078,8.766154408058023e-05,1.3336190356549302e-05,0.0037877733071201083,0.0006015766238638038,6.671332417380661e-05,0.21515159444326576,3.817564150440932e-05,5.033804688486624e-06,0.026809115951609393
0.055,0.004462620433268727,0.0007210855256739524,0.0005219051135326914,0.09071382962321459,0.020785937725938286,0.15250361576975296,0.38126224182428814,0.07968981262867314,0.025072857143848996,0.008145792897501086,0.0016722886300242522,0.01524336274133159,0.0004967493502106863,6.427835693986048e-05,0.011288001409659867,0.00010591669789617375,1.5643638773306672e-05,0.004449988199021252,0.0006654750188965506,7.363164042550339e-05,0.21511468207935203,3.815847314047829e-05,5.03342540964684e-06,0.026812274691015523
