flavors,beta,finite_crossing,energy_q_crossing,bvp_stiffness_at_crossing
1,0.5268944290087761,False,,
4,0.8543534979371314,False,,
16,1.2395308721447869,True,13.455302831454164,5.329070518200751e-15
64,1.6002626901307377,True,5.851866233971499,-9.103828801926284e-15
0,2.2571428571428593,True,3.1451158559002104,1.2212453270876722e-14
