x_um,section_um,density_proxy
-3.0,-3.0,-0.002202626235382143
-2.75,-3.0,-0.0030147967235552987
-2.5,-3.0,-0.0042581914128445655
-2.25,-3.0,-0.005726173908732631
-2.0,-3.0,-0.008203407537789503
-1.75,-3.0,-0.01107666008641138
-1.5,-3.0,-0.015037651562352667
-1.25,-3.0,-0.01837867691657111
-1.0,-3.0,-0.021126355196441966
-0.75,-3.0,-0.020816351982489874
-0.5,-3.0,-0.02290507996302876
-0.25,-3.0,-0.02626120145023808
0.0,-3.0,-0.03176970985532064
0.25,-3.0,-0.035623399535029326
0.5,-3.0,-0.030137530659615087
0.75,-3.0,-0.02828590054109401
1.0,-3.0,-0.024918140618105357
1.25,-3.0,-0.019281201775818626
1.5,-3.0,-0.016791812590749817
1.75,-3.0,-0.01220201759293643
2.0,-3.0,-0.012824045496626536
2.25,-3.0,-0.009523397678987394
2.5,-3.0,-0.007714462986685818
2.75,-3.0,-0.0056234005347601985
3.0,-3.0,-0.005310420138460352
-3.0,-2.75,-0.0021304832095838874
-2.75,-2.75,-0.003628877164606935
-2.5,-2.75,-0.0048987246138810555
-2.25,-2.75,-0.007159276463996454
-2.0,-2.75,-0.00982237509095366
-1.75,-2.75,-0.014762923376747328
-1.5,-2.75,-0.018527268594171295
-1.25,-2.75,-0.02545543792093979
-1.0,-2.75,-0.0311282097613737
-0.75,-2.75,-0.031215793876020168
-0.5,-2.75,-0.03486716956427556
-0.25,-2.75,-0.044568171779216674
0.0,-2.75,-0.048652369172882765
0.25,-2.75,-0.05091701633634141
0.5,-2.75,-0.04847047566917292
0.75,-2.75,-0.04279766656970767
1.0,-2.75,-0.03647339455991941
1.25,-2.75,-0.03327368514551417
1.5,-2.75,-0.024918850999135704
1.75,-2.75,-0.020392596526760284
2.0,-2.75,-0.016262316411185317
2.25,-2.75,-0.014081479594096048
2.5,-2.75,-0.010556029249746546
2.75,-2.75,-0.009800644345266729
3.0,-2.75,-0.0069707118805916075
-3.0,-2.5,-0.00300135150510538
-2.75,-2.5,-0.004848538109333442
-2.5,-2.5,-0.006704778973464915
-2.25,-2.5,-0.008459975615297759
-2.0,-2.5,-0.012286545559210287
-1.75,-2.5,-0.018839203334480022
-1.5,-2.5,-0.02848973191078575
-1.25,-2.5,-0.0353441792221645
-1.0,-2.5,-0.04862947794931475
-0.75,-2.5,-0.054964643206182454
-0.5,-2.5,-0.06167615998349493
-0.25,-2.5,-0.07311085916996037
0.0,-2.5,-0.08376161496527204
0.25,-2.5,-0.08766195938289294
0.5,-2.5,-0.07723266295774482
0.75,-2.5,-0.06634994229484026
1.0,-2.5,-0.05847381166289647
1.25,-2.5,-0.04792333442121752
1.5,-2.5,-0.03246550174910681
1.75,-2.5,-0.028895411044489245
2.0,-2.5,-0.024931615281449302
2.25,-2.5,-0.01806943714948707
2.5,-2.5,-0.017010263443989503
2.75,-2.5,-0.011449408513263898
3.0,-2.5,-0.00983018525843067
-3.0,-2.25,-0.0048710435411397435
-2.75,-2.25,-0.006127022550419145
-2.5,-2.25,-0.009064651319041578
-2.25,-2.25,-0.011700228302275897
-2.0,-2.25,-0.016990435935538273
-1.75,-2.25,-0.023491691840191134
-1.5,-2.25,-0.037395412099822264
-1.25,-2.25,-0.0532732464498366
-1.0,-2.25,-0.06812014798827032
-0.75,-2.25,-0.08062478377219393
-0.5,-2.25,-0.09300842037553776
-0.25,-2.25,-0.12959859981237404
0.0,-2.25,-0.14967167772066375
0.25,-2.25,-0.14465700060496156
0.5,-2.25,-0.1280910003125064
0.75,-2.25,-0.10881730764040021
1.0,-2.25,-0.09541506395669995
1.25,-2.25,-0.07256615573098005
1.5,-2.25,-0.05303765603711662
1.75,-2.25,-0.04242189845822328
2.0,-2.25,-0.036987937214455265
2.25,-2.25,-0.028596861776968487
2.5,-2.25,-0.020929438811175306
2.75,-2.25,-0.017685301310413702
3.0,-2.25,-0.010989701850041575
-3.0,-2.0,-0.006316550250590534
-2.75,-2.0,-0.00845774885804951
-2.5,-2.0,-0.012229735730349491
-2.25,-2.0,-0.018571202075455203
-2.0,-2.0,-0.02372847955896748
-1.75,-2.0,-0.03195539267805548
-1.5,-2.0,-0.047709881158393995
-1.25,-2.0,-0.07685664785752623
