x_um,section_um,density_proxy
-3.0,-3.0,-1.25e-05
-2.75,-3.0,-6.819344157887064e-05
-2.5,-3.0,-0.00012534936293232284
-2.25,-3.0,-0.0001722071141580533
-2.0,-3.0,-0.00024223086512255944
-1.75,-3.0,-0.00033748594768435384
-1.5,-3.0,-0.0008808110900143318
-1.25,-3.0,-0.0011652762618200286
-1.0,-3.0,-0.0016373204844204064
-0.75,-3.0,-0.001995635055496111
-0.5,-3.0,-0.0017775631417716277
-0.25,-3.0,-0.002180714859772135
0.0,-3.0,-0.0026323953076859852
0.25,-3.0,-0.0028948598972493352
0.5,-3.0,-0.002149495268479926
0.75,-3.0,-0.0015547968908009367
1.0,-3.0,-0.0013367125425143825
1.25,-3.0,-0.0010948954681268249
1.5,-3.0,-0.0007384521497849444
1.75,-3.0,-0.00024038102483901522
2.0,-3.0,-0.00022893495139640797
2.25,-3.0,-0.0001898375515161447
2.5,-3.0,-0.00010569344157887063
2.75,-3.0,-0.00010646982440711343
3.0,-3.0,-8.601562535209133e-05
-3.0,-2.75,-1.25e-05
-2.75,-2.75,-7.47454153633547e-05
-2.5,-2.75,-0.000244086277834064
-2.25,-2.75,-0.0003714399320535215
-2.0,-2.75,-0.00035879867894498944
-1.75,-2.75,-0.00046322293284806394
-1.5,-2.75,-0.000994479943502535
-1.25,-2.75,-0.0018457048444577013
-1.0,-2.75,-0.0025743942407026915
-0.75,-2.75,-0.0034715926606831474
-0.5,-2.75,-0.003519012826452356
-0.25,-2.75,-0.003963963436812408
0.0,-2.75,-0.004786926264906972
0.25,-2.75,-0.00507875428248716
0.5,-2.75,-0.003793748698668816
0.75,-2.75,-0.0029614048975750242
1.0,-2.75,-0.0022269134428773013
1.25,-2.75,-0.0019320682370103483
1.5,-2.75,-0.0011915966241156006
1.75,-2.75,-0.0005581532190510808
2.0,-2.75,-0.0005303511324854232
2.25,-2.75,-0.0004427920287542619
2.5,-2.75,-0.0003168170431216979
2.75,-2.75,-0.0002801755753273113
3.0,-2.75,-0.00019656196055990345
-3.0,-2.5,-8.72454153633547e-05
-2.75,-2.5,-0.0001341441099372741
-2.5,-2.5,-0.00040976094910554183
-2.25,-2.5,-0.0006122672450053724
-2.0,-2.5,-0.0009144119893097282
-1.75,-2.5,-0.0008298412145327655
-1.5,-2.5,-0.0013954093969884562
-1.25,-2.5,-0.0027681288717393386
-1.0,-2.5,-0.004055307331603738
-0.75,-2.5,-0.005538686500200951
-0.5,-2.5,-0.006093122634342966
-0.25,-2.5,-0.007232828106212747
0.0,-2.5,-0.008384607889208709
0.25,-2.5,-0.008360324548348199
0.5,-2.5,-0.006917867358991432
0.75,-2.5,-0.005122573100066859
1.0,-2.5,-0.004170275177043554
1.25,-2.5,-0.00334075814382916
1.5,-2.5,-0.001622752167456744
1.75,-2.5,-0.0011881193477109669
2.0,-2.5,-0.0013391621532404768
2.25,-2.5,-0.0009466807006526196
2.5,-2.5,-0.0007042491112852289
2.75,-2.5,-0.00044583071570088054
3.0,-2.5,-0.0003495217065816933
-3.0,-2.25,-0.0001791895360330533
-2.75,-2.25,-0.00034281682843584333
-2.5,-2.25,-0.0005852235570122734
-2.25,-2.25,-0.001011624445439177
-2.0,-2.25,-0.001598339939134677
-1.75,-2.25,-0.0018236516796926755
-1.5,-2.25,-0.0022986440043898755
-1.25,-2.25,-0.003821549838029955
-1.0,-2.25,-0.006659642483134314
-0.75,-2.25,-0.008930913034116705
-0.5,-2.25,-0.010574777957743704
-0.25,-2.25,-0.013943555994235005
0.0,-2.25,-0.015435481685052854
0.25,-2.25,-0.014589098674820349
0.5,-2.25,-0.012531797357272527
0.75,-2.25,-0.009193703943459678
1.0,-2.25,-0.007897651576269041
1.25,-2.25,-0.005265196312613545
1.5,-2.25,-0.0032552794358190877
1.75,-2.25,-0.002658590198333907
2.0,-2.25,-0.0021460840030442505
2.25,-2.25,-0.0017791930696737382
2.5,-2.25,-0.0012848197623123684
2.75,-2.25,-0.0008100521069629195
3.0,-2.25,-0.0005643700920174781
-3.0,-2.0,-0.0002441058087319727
-2.75,-2.0,-0.0005809732840521297
-2.5,-2.0,-0.0010134814047929057
-2.25,-2.0,-0.0015971511666178933
-2.0,-2.0,-0.0026446602350888027
-1.75,-2.0,-0.0036320792620736673
-1.5,-2.0,-0.004871315387929524
-1.25,-2.0,-0.006932453155285304
-1.0,-2.0,-0.01123089813267039
-0.75,-2.0,-0.016240901956579
-0.5,-2.0,-0.020328101422334516
-0.25,-2.0,-0.02593494409668387
0.0,-2.0,-0.0300793307425031
0.25,-2.0,-0.02840778683061126
0.5,-2.0,-0.022639233205761552
0.75,-2.0,-0.019249488765553456
1.0,-2.0,-0.013846387274893403
1.25,-2.0,-0.009581746954964122
1.5,-2.0,-0.006767314856298625
1.75,-2.0,-0.005386044447353582
2.0,-2.0,-0.0038839369900742
2.25,-2.0,-0.0028134999384949962
2.5,-2.0,-0.001808868089532267
2.75,-2.0,-0.0011302752395070882
3.0,-2.0,-0.0006047168128069133
-3.0,-1.75,-0.00039743681255941253
-2.75,-1.75,-0.0008750328806522406
-2.5,-1.75,-0.0016132697693187817
-2.25,-1.75,-0.0024992530651697657
-2.0,-1.75,-0.0042266919586598384
-1.75,-1.75,-0.006025977593961097
