path_kind,moving,duration,time_skew,u,radius,mass_onset_order,predicted_angular_coefficient,angular_residual,scaled_angular_residual,angular_coefficient_ratio,material_density,material_onset_order,predicted_material_coefficient,scaled_material_density,predicted_current_coefficient,current,initial_boundary_enthalpy,roundoff_floor,log_f_onset_coefficient
waypoints,True,4.0,-0.65,0.00048828125,6.25,9,0.06970698809118026,0.0,0.0,0.0,9.074134860987935e-55,16,0.08765554412823463,0.08691294507299827,0.003747414522781176,1.2057149760986465e-29,-0.00016020795655557235,9.106767963639883e-18,0.09538272998102627
waypoints,True,4.0,-0.65,0.0009765625,6.25,9,0.06970698809118026,0.0,0.0,0.0,-3.5873234790241214e-43,16,0.08765554412823463,-524287.91382293444,0.003747414522781176,3.073535532190069e-27,-0.00016020795655557235,9.106767963639883e-18,0.09538272998102627
waypoints,True,4.0,-0.65,0.001953125,6.25,9,0.06970698809118026,0.0,0.0,0.0,3.799205293209335e-45,16,0.08765554412823463,0.0847251092007702,0.003747414522781176,7.801685180524664e-25,-0.00016020795655557235,9.106767963639883e-18,0.09538272998102627
waypoints,True,4.0,-0.65,0.00390625,6.25,9,0.06970698809118026,9.0801931945661e-19,0.0654296875,0.9386388551806982,2.4067912916686543e-40,16,0.08765554412823463,0.08189886374137124,0.003747414522781176,1.963637223862854e-22,-0.00016020795655557235,9.106767963639987e-18,0.09538272998102627
waypoints,True,4.0,-0.65,0.0078125,6.25,9,0.06970698809118026,1.1149664091297806e-16,0.06276702880859375,0.9004409819929576,1.474185958640952e-35,16,0.08765554412823463,0.07654411121947569,0.003747414522781176,4.8597975268192444e-20,-0.00016020795655557235,9.106767963652559e-18,0.09538272998102627
waypoints,True,4.0,-0.65,0.015625,6.25,9,0.06970698809118026,1.2871282273514695e-14,0.056608498096466064,0.8120921538371346,8.447604185425213e-31,16,0.08765554412823463,0.06692881572590484,0.003747414522781176,1.1633457802120884e-17,-0.00016020795655557235,9.106767965103171e-18,0.09538272998102627
waypoints,True,4.0,-0.65,0.03125,6.25,9,0.06970698809118026,1.3465238716788355e-12,0.046266207937151194,0.6637241000376126,4.251432040133662e-26,16,0.08765554412823463,0.05139665963654482,0.003747414522781176,2.6098146286363392e-15,-0.00016020795655557235,9.106768116718199e-18,0.09538272998102627
waypoints,True,4.0,-0.65,0.0625,6.25,9,0.06970698809118026,1.1752282350410703e-10,0.03154729271773249,0.4525700160286231,1.6775637642534777e-21,16,0.08765554412823463,0.030945589426512727,0.003747414522781176,5.184197745203761e-13,-0.00016020795655557235,9.106781322778928e-18,0.09538272998102627
waypoints,True,4.0,-0.65,0.125,6.25,9,0.06970698809118026,7.629030140531446e-09,0.015999235817275803,0.22952126114454977,4.40045691707482e-17,16,0.08765554412823463,0.0123861850824988,0.003747414522781176,8.396358541615561e-11,-0.00016020795655557235,9.107634629220633e-18,0.09538272998102627
waypoints,False,14.255,0.65,0.000244140625,6.25,9,0.00024696195686324106,0.0,0.0,0.0,-2.81243301276518e-33,8,-0.00022305327559255748,-0.00022282389979584176,0.00022305327559255748,2.81243301276518e-33,-0.00016020795655557235,9.106767963639883e-18,0.09538272998102627
