s,center,force_integral,maximum_abs_normal_force_density,proper_width,hoop_cone_failed_cells
0.0,-1.7,-2.5628479871245062,0.07716885288392533,5.54988937554485,3
0.01,-1.7,-2.561603337259225,0.07750305827632584,5.524793170917438,3
0.02,-1.7,-2.560351058618327,0.07785288697449752,5.498758951891191,3
0.03,-1.7,-2.5590894853246926,0.07821870945263046,5.471788686617208,3
0.04,-1.7,-2.557816944652867,0.07860090195578828,5.44388558189515,3
0.05,-1.7,-2.556531761787653,0.07899984696422677,5.4150540700826895,3
0.06,-1.7,-2.555232254357998,0.07941593363832901,5.3852997957294395,3
0.07,-1.7,-2.5539167524966917,0.07984955822300886,5.354629603286729,3
0.08,-1.7,-2.5525835517009536,0.0803011245976131,5.323051513087052,3
0.09,-1.7,-2.551170183131271,0.08077106524772622,5.290574699127679,3
0.1,-1.7,-2.549602736070778,0.08125982760735563,5.257209466730815,3
0.11,-1.7,-2.547864337352406,0.0817678487380696,5.222967229906019,3
0.12,-1.7,-2.5459385497111757,0.08229557525801598,5.1878604896650655,3
0.13,-1.7,-2.543809308519064,0.0828434639177361,5.151902801661983,3
0.14,-1.7,-2.5414609724792676,0.08341198213735886,5.115108745557053,3
0.15,-1.7,-2.5388782605212086,0.08400160852743836,5.0774938943611145,3
0.16,-1.7,-2.5360462568864843,0.08461283339646557,5.039074783620329,3
0.17,-1.7,-2.5329521518254214,0.08524615763352825,4.999868881589598,3
0.18,-1.7,-2.529625131305334,0.08590205709434844,4.959894549907083,3
0.19,-1.7,-2.526073731568685,0.08658104043877199,4.919171006054906,3
0.2,-1.7,-2.5222879403955396,0.08728364690127838,4.877718286035596,3
0.21,-1.7,-2.518257928225742,0.08801043020153967,4.83555720715269,3
0.22,-1.7,-2.513973957871622,0.08876195905874537,4.792709331939604,3
0.23,-1.7,-2.509426400023548,0.08953881783863707,4.749196923840685,3
0.24,-1.7,-2.504605790892544,0.09034160717069904,4.7050429048427755,3
0.25,-1.7,-2.49950269590642,0.09117094455458373,4.6602708136481015,3
0.26,-1.7,-2.494123851261712,0.09202745521549933,4.614904764297053,3
0.27,-1.7,-2.4885837948794833,0.09291171493675761,4.568969406178953,3
0.28,-1.7,-2.4829082619891913,0.09382437033127848,4.522489877068981,3
0.29,-1.7,-2.477098499973904,0.09476610201408284,4.475491758336894,3
0.3,-1.7,-2.4711552882266137,0.09573761057804576,4.428001031066183,3
0.31,-1.7,-2.4650789428192823,0.09673961724470939,4.380044033004144,3
0.32,-1.7,-2.458869323017794,0.09777286448940742,4.3316474171732064,3
0.33,-1.7,-2.452525837349956,0.09883811679814666,4.282838104751378,3
0.34,-1.7,-2.4460474489236006,0.09993616140312465,4.233643240357391,3
0.35000000000000003,-1.7,-2.4394359381506447,0.10106781569654018,4.18409014861255,3
0.36,-1.7,-2.432705192236858,0.10223393130757433,4.134206291903677,3
0.37,-1.7,-2.4258592800117142,0.10343536598621127,4.084019230069903,3
0.38,-1.7,-2.4189007216081304,0.10467300191673422,4.033556575521071,3
0.39,-1.7,-2.4118315200798097,0.10594774767541029,3.982845950963434,3
0.4,-1.7,-2.404653172294381,0.10726053903722663,3.931914948724368,3
0.41000000000000003,-1.7,-2.397366679353148,0.10861233978549484,3.880791091597742,3
0.42,-1.7,-2.3899725587656793,0.11000414250094301,3.829501795826941,3
0.43,-1.7,-2.3824708561797223,0.11143696948225112,3.778074330560583,3
0.44,-1.7,-2.3747937690085976,0.11291195032618413,3.7265357800547902,3
0.45,-1.7,-2.366840671313378,0.11443028703679153,3.6749130077202334,3
0.46,-1.7,-2.3586109676944336,0.11599310740768924,3.623232621928581,3
0.47000000000000003,-1.7,-2.3501048363771257,0.11760157176912985,3.5715209440938263,3
0.48,-1.7,-2.341322557297751,0.11925687472537926,3.5198039741169853,3
0.49,-1.7,-2.332264513696135,0.12096024616252295,3.468107358630809,3
0.5,-1.7,-2.3229311946670137,0.1227129522569987,3.416456361238034,3
0.51,-1.7,-2.3133231966521244,0.12451629649220802,3.364875834648299,3
0.52,-1.7,-2.303439895176936,0.12637162149167305,3.313390195134566,3
0.53,-1.7,-2.293191200941436,0.1282803692543484,3.2620233950780064,3
0.54,-1.7,-2.282510302268692,0.13024400745913023,3.2107988982701228,3
0.55,-1.7,-2.27138170023038,0.13226400844626718,3.159739657251979,3
