history,temporal_subdivision,efficiency,voltage_fraction,charging_work,discharge_work,converter_loss,bank_initial,bank_capacity,heat_initial,heat_capacity,initial_work_lower_bound_any_recovery,bank_capacity_lower_bound_any_recovery,hardware_negative_null_lower_bound_at_fade,isotropic_wall_control_negative_null_at_fade
refined,2,1.0,0.0,46.94347423202691,4.647240920309462,0.0,42.90031854436428,43.33424360368892,0.5919287156582196,43.1476776254367,42.90031854436428,42.90031854436428,190317326542.1859,0.21796546578153353
refined,2,0.98,0.5,46.94347423202691,4.647240920309462,1.0509749047740862,58.7090656672662,59.09194344284967,0.5309351084518577,44.12127588643131,43.93607980655379,58.58143974207171,291232259594.7883,0.26278660990226216
refined,4,1.0,0.0,46.94347663569776,4.647239606046668,0.0,42.90032273676905,43.33424728793927,0.5919285498180917,43.14768749747875,42.90032273676905,42.90032273676905,190317106455.403,0.21796522879555796
refined,4,0.98,0.5,46.94347663569776,4.647239606046668,1.0509749275433375,58.70907117089273,59.091948660781156,0.5309351668674882,44.12128569927994,43.93608400569744,58.581445340929925,291231841662.80774,0.26278630303780465
coarse,2,1.0,0.0,43.85129328189513,1.409894364323093,0.0,43.03310105289935,43.04871620505909,0.17322673379287706,42.861472789462525,43.03310105289935,43.03310105289935,193097593942.85556,0.17862839200253233
coarse,2,0.98,0.5,43.85129328189513,1.409894364323093,0.9231222399782002,58.59360698765092,58.608909836767474,0.1631364181865471,43.75873601647005,43.94137952845906,58.588506037945415,262956141525.4184,0.20619600740404495
coarse,4,1.0,0.0,43.85131620952368,1.409903492083755,0.0,43.03311670516863,43.04873160985345,0.17322776759212377,42.861509533339394,43.03311670516863,43.03311670516863,193096658839.11798,0.17862791550684928
coarse,4,0.98,0.5,43.85131620952368,1.409903492083755,0.9231228904442,58.59362856085672,58.60893116744784,0.16313748441837067,43.75877190206558,43.94139576899477,58.58852769199303,262954871766.93802,0.20619539909166382
