s,l,required_negative_null,worst_null_direction_cosine,required_negative_radial_plus,required_negative_radial_minus,velocity,heat,electric_density,geometry_rho,geometry_p_r,geometry_j,geometry_p_t,endpoint_rho,endpoint_p_r,endpoint_j,endpoint_p_t,reservoir_rho,reservoir_p_r,reservoir_j,reservoir_p_t
0.0,-2.1,0.045263237310658254,-0.00459723947718464,0.013282145837930177,0.013864874579997475,4.062611865024905e-12,0.24999999999999956,0.023382115062706557,0.002333737565835256,-0.006417215729627872,-0.0001456821854782704,0.008657957029985196,0.0,0.0,0.0,0.0,0.03287214710787777,-0.023382115062706557,3.8554316786179134e-14,0.023382115062706557
0.0,-2.075,0.04864103254669206,-0.0033014580365266313,0.011455121298482472,0.01194296568774634,7.19054886885851e-12,0.2500693431968559,0.02484826957488508,0.002841817841495997,-0.006127225417215066,-0.00012253020234117716,0.006670137958059636,-8.535179333010051e-06,-7.331616886359078e-06,-5.691050858228303e-07,3.5079012750955945e-05,0.03327777228849979,-0.02484826957488508,6.0612751202422e-14,0.02484826957488508
0.0,-2.0500000000000003,0.051778329972996355,-0.0023516085708381214,0.0097930335473258,0.010186114559901817,1.1149721362387775e-11,0.2527954127708383,0.026240162725767447,0.003271542309311806,-0.005886389320971209,-0.00010197523445382647,0.005076785619546259,-5.5071537324446915e-05,-4.7198091033048244e-05,-3.7049813931887997e-06,0.00022417622416252367,0.033717159396079346,-0.026240162725767447,8.336642950147883e-14,0.026240162725767447
0.0,-2.025,0.05476141837881489,-0.0016039904851489974,0.00832228691878552,0.00861928509019273,1.5281764148929053e-11,0.26835052329185083,0.027546219846216195,0.003631660485442828,-0.005692041154173044,-8.404121569614999e-05,0.003819823618191601,-0.00014486111481558185,-0.00012398262739446932,-9.791672946417515e-06,0.0005859557313032916,0.034225468924185154,-0.027546219846216195,1.0207070910147343e-13,0.027546219846216195
0.0,-2.0,0.0576104648046509,-0.0010153047490028722,0.007067655173067417,0.007272504411677861,1.8664569562056987e-11,0.30314372631471453,0.028782413274073812,0.003931517468198844,-0.005540222780492233,-6.864490599528539e-05,0.0028431382136737187,-0.00025763611417945864,-0.0002203830522917813,-1.743259645539714e-05,0.0010384844099036055,0.034821806920624296,-0.028782413274073812,1.1272268282868645e-13,0.028782413274073812
0.0,-1.975,0.06023421256066475,-0.000575645697134561,0.005974300906219521,0.006099095129035063,2.0220174078879458e-11,0.34203822262809247,0.029976107576056916,0.004180409434054272,-0.005426217005925765,-5.562271202265144e-05,0.002095061062681076,-0.000361817046601799,-0.00030955850887069215,-2.4424156429214138e-05,0.0014570009913454235,0.03543837357728521,-0.029976107576056916,1.1044796940998091e-13,0.029976107576056916
0.0,-1.9500000000000002,0.06255586528068156,-0.00027739301283179614,0.005001726316844223,0.005065551366719801,1.855533539249866e-11,0.36517894939104134,0.031149670586435876,0.004387110055161066,-0.005345004968658351,-4.4757447286936675e-05,0.0015298226094682594,-0.00042909351537977056,-0.00036744550458615426,-2.8801184908449044e-05,0.0017302629134125337,0.03602195353468653,-0.031149670586435876,9.0406844231943e-14,0.031149670586435876
0.0,-1.925,0.06476773316028941,-0.00010071768714202831,0.0043149553821367455,0.004339305132825102,1.1447341873687834e-11,0.41537551305768283,0.032324568160628744,0.004559562882615446,-0.005291625629604002,-3.580262193996018e-05,0.0011081733930072462,-0.00044678526431601135,-0.00038320518938804617,-2.9715184318525984e-05,0.001808059801661571,0.036749626124825165,-0.032324568160628744,5.0655151327041553e-14,0.032324568160628744
0.0,-1.9000000000000001,0.06723848896125073,-8.499426545746308e-06,0.004130195841511975,0.004132341342247963,-5.113071157460653e-12,0.5951168610802897,0.03353297930402881,0.004704718005117572,-0.0052614312831419565,-2.850270557802124e-05,0.0007973872025559231,-0.0004259864374951972,-0.0003662161816575296,-2.7966330371696752e-05,0.001733864060794624,0.037899737237037115,-0.03353297930402881,-2.232754403887729e-14,0.03353297930402881
0.0,-1.875,0.06965954938831047,4.365188633361945e-05,0.003959322879931655,0.003947850123060011,-3.856036599476479e-11,0.7799235167719685,0.0347831600518906,0.004828483396093774,-0.0052502466557285835,-2.2608647584884044e-05,0.0005708465746137839,-0.0003948872864968522,-0.00034054127728515483,-2.5476836638248204e-05,0.0016201946108887744,0.03905041185753363,-0.0347831600518906,-1.6454679141741599e-13,0.0347831600518906
