s,model,x,required_negative_null,worst_direction,auxiliary_rho
0.0,wave_and_heat_bound,-2.09375,0.12224383207489317,-1.0,0.02420411391489465
0.0,wave_and_heat_bound,-2.08125,0.11649079958382429,-1.0,0.024095896517053815
0.0,wave_and_heat_bound,-2.06875,0.10964609662072955,-1.0,0.023441947411434405
0.0,wave_and_heat_bound,-2.0562500000000004,0.10408454789807063,-1.0,0.022952139246583656
0.0,wave_and_heat_bound,-2.04375,0.09988449322326906,-1.0,0.022965895915948494
0.0,wave_and_heat_bound,-2.03125,0.09627277196833552,-1.0,0.023182075398128648
0.0,wave_and_heat_bound,-2.01875,0.0930603925364066,-1.0,0.02301018400322616
0.0,wave_and_heat_bound,-2.00625,0.0901614625852191,-1.0,0.022455617721635117
0.0,wave_and_heat_bound,-1.99375,0.08722892522373897,-1.0,0.021724059837874742
0.0,wave_and_heat_bound,-1.9812500000000002,0.08425426364073882,-1.0,0.020885557950152685
0.0,wave_and_heat_bound,-1.96875,0.0812951544907192,-1.0,0.01998535980351813
0.0,wave_and_heat_bound,-1.9562500000000003,0.07841564626702471,-1.0,0.01906685637850087
0.0,wave_and_heat_bound,-1.94375,0.07567606695504611,-1.0,0.018168475741497544
0.0,wave_and_heat_bound,-1.93125,0.07319677233260224,-1.0,0.017356675186614212
0.0,wave_and_heat_bound,-1.9187500000000002,0.07102646516142115,-1.0,0.016749716661081118
0.0,wave_and_heat_bound,-1.90625,0.06915653950213681,-1.0,0.016286560842040027
0.0,wave_and_heat_bound,-1.8937500000000003,0.06718938607060744,-1.0,0.015809166819400665
0.0,wave_and_heat_bound,-1.88125,0.06497945585311148,-1.0,0.015314142186549843
0.0,wave_and_heat_bound,-1.86875,0.06272776255621956,-1.0,0.014813227248198125
0.0,wave_and_heat_bound,-1.8562500000000002,0.060477951900230885,-1.0,0.01430814129171598
0.0,wave_and_heat_bound,-1.84375,0.05821709920495735,-1.0,0.013795472889817655
0.0,wave_and_heat_bound,-1.8312500000000003,0.05592780723438546,-1.0,0.0132707627484737
0.0,wave_and_heat_bound,-1.81875,0.05359448103027358,-1.0,0.012730014388961685
0.0,wave_and_heat_bound,-1.80625,0.05120955335829887,-1.0,0.012171341077414658
0.0,wave_and_heat_bound,-1.7937500000000002,0.04877792978459254,-1.0,0.011596364307301855
0.0,wave_and_heat_bound,-1.78125,0.04631901273356491,-1.0,0.011010957899071496
0.0,wave_and_heat_bound,-1.7687500000000003,0.04386567409485845,-1.0,0.010424905568084064
0.0,wave_and_heat_bound,-1.75625,0.04146228649855346,-1.0,0.009850915478995855
0.0,wave_and_heat_bound,-1.74375,0.039147698704231085,-1.0,0.00930005523773678
0.0,wave_and_heat_bound,-1.7312500000000002,0.036827747290380686,-1.0,0.008750918170629327
0.0,wave_and_heat_bound,-1.71875,0.034377621833440966,-1.0,0.008173071428990746
0.0,wave_and_heat_bound,-1.7062500000000003,0.031751499735539326,-1.0,0.007553294182325948
0.0,wave_and_heat_bound,-1.69375,0.029095998729651955,-0.8897292706422095,0.006905417634705196
0.0,wave_and_heat_bound,-1.68125,0.0271227996357107,-0.6947627892899545,0.006282264920331109
0.0,wave_and_heat_bound,-1.6687500000000002,0.025853925381985624,-0.5564306990045284,0.005728054195889992
0.0,wave_and_heat_bound,-1.65625,0.02507206723186112,-0.4522129402434969,0.0052287583779062645
0.0,wave_and_heat_bound,-1.6437500000000003,0.02454262971029145,-0.3713516117324593,0.004763955232517195
0.0,wave_and_heat_bound,-1.63125,0.024173461092003107,-0.3057230023673024,0.004318382343579346
