s,steps,minimum_heat,coldest_l,maximum_abs_velocity,maximum_sound2,minimum_stretch,maximum_stretch,minimum_relative_cell_width,minimum_packet_gap,canonical_energy,slice_energy,field_slice_energy,thermal_inventory,canonical_balance_residual,momentum_balance_residual,thermal_balance_residual,maximum_anchor_force,canonical_geometry_integral,canonical_endpoint_integral,heat_endpoint_integral,heat_electrical_integral,momentum_free_integral,anchor_left_integral,anchor_right_integral
0.0,0,0.25,-2.1,0.20214036673420838,0.014073006574194467,0.0021479093474530216,0.16414965477402294,1.0,0.15000000000000002,34697.03499415281,122.17087308558476,0.0,26.33008282285404,0.0,0.0,0.0,0.0198327870811268,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,3,0.25,-2.1,0.19657604239257814,0.01410836532984225,0.0021483005905106357,0.16456798656930216,0.9921062075158051,0.15500000000000003,34686.27960807128,122.293216571769,0.0,26.320663755625816,1.9265679027460327e-08,-4.348521542851813e-12,-5.422545555497795e-16,0.019843297977152008,-0.7488090723317647,-0.10707735907066446,-0.000749545554343324,0.0,-6.012811655036607,-0.0019326142587787827,4.068951955335111
0.01,6,0.25,-2.1,0.19125189474758336,0.014186331703389565,0.0021481484883607727,0.16549051797067776,0.9700844076004901,0.16000000000000003,34665.529530777814,122.40527546967526,0.0,26.313036467492093,2.703428491739506e-08,-8.23163759378076e-12,1.0654348302510743e-15,0.019856204988964992,-2.3144934239488055,-0.1926316934687771,-0.0013565058587775307,0.0,-12.321257624815189,-0.0038608478132565855,8.39784131392151
0.015,9,0.25,-2.1,0.18614521843470647,0.014308145297638058,0.002148592153090094,0.16693216053055754,0.9362212268559611,0.16500000000000004,34634.96017204939,122.50711717272569,0.0,26.30718986497495,-2.6201720735801937e-05,-6.473044322774513e-11,4.43068295137659e-15,0.019870924433407187,-4.68275635060957,-0.25699895397865824,-0.0018217637042260621,0.0,-18.914837850015928,-0.005784210527086431,12.979833519169304
0.02,12,0.25,-2.1,0.1812353449910627,0.01447582024620478,0.0021491293453091693,0.16891714708911879,0.8925492451167593,0.17000000000000004,34594.73189955319,122.59879348631634,0.0,26.303114152929957,-2.618294260847247e-05,-6.762235216228873e-11,-4.441582540432867e-15,0.019886836672749552,-7.84049385894891,-0.3005256570425481,-0.0021460985635154213,0.0,-25.782020568075502,-0.007702194739734953,17.806792902238914
0.025,15,0.25,-2.1,0.17650372323014477,0.0146922293737131,0.0021491037532588506,0.17148006220462964,0.840858776569989,0.17500000000000004,34544.97726639508,122.68031500521153,0.0,26.300800806664135,-2.6169621250710567e-05,-7.033307269921352e-11,7.253676516952326e-15,0.019903425538284492,-11.776798732918499,-0.3235686885518307,-0.0023301888101606937,0.0,-32.910539373375975,-0.009614265072441248,22.869551970300915
0.03,18,0.25,-2.1,0.17193197316561284,0.01496122900959105,0.002149688635283282,0.17466737216577266,0.7826900456473257,0.18000000000000005,34485.85951871126,122.75173898610772,0.0,26.300242541857124,-2.6161525165010697e-05,-7.323563977479353e-11,-4.190891992138496e-15,0.019919944227289446,-16.478313286264463,-0.32649502001993125,-0.002374614111954831,0.0,-40.28770755035197,-0.011519846367517522,28.158221076452826
0.035,21,0.25,-2.1,0.16750125426353074,0.0152878345182672,0.0021508578122417703,0.17853958052205482,0.719347578201364,0.18500000000000005,34417.54818824544,122.81313175608776,0.0,26.30143326975611,-2.6158721775358803e-05,-7.581490990560269e-11,3.575065210458847e-15,0.019935302740040475,-21.931169680413248,-0.30968158250367006,-0.002279858996454838,0.0,-47.90106484486544,-0.013418308876780445,33.66275176632624
0.04,24,0.25,-2.1,0.16319300140300724,0.015678461834424583,0.0021517094710601275,0.18317420081237065,0.6519533597359329,0.19000000000000006,34340.23760988166,122.86459065288646,0.0,26.30436805787746,-5.17389861667227e-05,-2.1508839154193993e-10,-1.465994728069253e-15,0.01994860052768732,-28.119514672737825,-0.27351490451083266,-0.00204631597823412,0.0,-55.73913585421681,-0.01530894948309442,39.373617337197345
0.045,27,0.25,-2.1,0.15898965673757234,0.016141257004465802,0.0021527019054471503,0.18866982366410626,0.5815101082049189,0.19500000000000006,34254.080411790295,122.90613834744963,0.0,26.309043076858323,-5.172034809266004e-05,-2.1661605842382414e-10,4.61052617080516e-15,0.019959036363643927,-35.030810659430266,-0.2183908988959274,-0.0016742897883083368,0.0,-63.791968120739845,-0.0171909672605964,45.28231596818549
0.05,30,0.25,-2.1,0.1635403215580063,0.01668654638272872,0.0021542898120295068,0.19515169114737893,0.5089810525344003,0.20000000000000007,34159.1774078433,122.93770764600403,0.0,26.31545554548949,-5.1698686543048125e-05,-2.176605562453915e-10,5.0410599385281e-16,0.019966156789611045,-42.656628091686116,-0.1447145645803221,-0.0011640017482723987,0.0,-72.05159738902239,-0.01906343096222576,51.38185513687897
0.055,33,0.25,-2.1,0.1795904716754545,0.017327455666603576,0.002156449244038025,0.20277939107489215,0.4353409980012761,0.20500000000000007,34055.63665909064,122.95923488010078,0.0,26.323603674224298,-5.168622116873015e-05,-2.1654500415024813e-10,-2.705822983220759e-15,0.019970167749792597,-50.98795403781085,-0.052899607158677656,-0.0005155942657249014,0.0,-80.51238468639241,-0.02092523483609841,57.667278748061364
0.06,36,0.25,-2.1,0.19552621957770402,0.018080769902324365,0.002159047749469344,0.21175759421276089,0.36154225009012236,0.21000000000000008,33943.55287526055,122.97063716415387,0.0,26.333486596405155,-5.168351700074053e-05,-2.106190777340089e-10,4.3598356225107897e-16,0.019971752622633482,-60.01682957290051,0.05663180921463434,0.00027086369291270257,0.0,-89.1708420145475,-0.02277503737610585,64.13574711546612
0.065,39,0.25,-2.1,0.2113342334155147,0.01896814477808345,0.002161326283442337,0.2223512557587809,0.2884248360598828,0.21499999999999997,33823.024397752815,122.97183089751795,0.0,26.345104304988215,-6.181132707443386e-05,3.302474738120509e-09,1.1063082892121129e-15,0.019971525038807933,-69.73499796403851,0.18344951694995407,0.0011953715671103823,0.0,-98.02534579604021,-0.024611174622322568,70.7864184872792
0.07,42,0.25,-2.1,0.22700177828856852,0.020017840014844634,0.002164195806034386,0.23490750094287474,0.2166068101966897,0.22000000000000008,33694.13068357185,122.9627048792248,0.0,26.358457578189395,-6.183624640867136e-05,3.446132268436486e-09,-8.011197956363577e-16,0.019969546147127887,-80.13569999043034,0.32711567263771446,0.002257991285322511,0.0,-107.07568839697068,-0.026431534690403758,77.61999796067454
0.075,45,0.25,-2.1,0.24251675750455567,0.021267245924536906,0.0021676335588048773,0.2498877524163426,0.14647015847896458,0.22499999999999998,33556.9295911981,122.94312134783351,0.0,26.37354790459638,-6.194288884182818e-05,4.450228630048514e-09,1.7439342490043159e-15,0.019963226183315443,-91.21388549312583,0.48718515937431395,0.0034588413055932354,0.0,-116.32157323706741,-0.02823337179087191,84.63665954719781
0.08,48,0.25,-2.1,0.2578677495603661,0.02276664184944992,0.002171618832030164,0.2679159272296754,0.07849847741727728,0.22999999999999998,33411.487119410944,122.91297380373916,0.0,26.390377402051776,-6.306179856274855e-05,1.5772087635923526e-08,-4.9375138424934695e-15,0.019931949672616137,-102.96385039511392,0.6632059901878904,0.004798090160483108,0.0,-125.76211821946083,-0.030013023086497607,91.83269151844809
0.085,56,0.25,-2.1,0.27304486455841076,0.024584912368495027,0.0021761298918094155,0.2898524903117984,0.016783840006349197,0.235,33257.884076225906,122.87255058837178,0.0,26.408922270573285,-6.170036284399958e-05,2.1563835161941824e-08,-1.8638297286233626e-15,0.01900541258669978,-115.37843938779902,0.854453076104911,0.006273843907576608,0.0,-135.39570242665334,-0.03176546461264057,99.13839086427664
0.09,76,0.25,-2.1,0.28804204381158194,0.026818448297990474,0.0021811466647039747,0.31691122266703936,0.04007911581352289,0.24,33096.211029249585,122.82368958033965,0.0,26.42906591503551,-5.685738512681518e-05,2.722373437791248e-09,-1.3515490429783448e-15,0.01982920238493397,-128.44879196388064,1.0592729712899713,0.007876824201600848,0.0,-145.22004078149743,-0.03348359099374242,106.15968174252637
0.095,79,0.25,-2.1,0.3028550600151243,0.029605338762222204,0.002186649169482566,0.3508483809373838,0.09767125403683997,0.245,32926.56610094578,122.7606220365529,0.0,26.450671574427176,-4.277411998945849e-05,-1.3931268938449648e-07,3.4224709636709697e-15,0.01995927507398559,-142.16527967781593,1.2758451095044498,0.009596147947072258,0.0,-155.23215729719132,-0.03515700211952061,113.88877090191268
0.1,82,0.25,-2.1,0.3174808464937305,0.03314848326249105,0.0021925582653685876,0.39427725035274597,0.1530469503692894,0.25,32749.077438201584,122.6863806503665,0.0,26.473602683911626,-4.212237664195524e-05,-1.4592485797493282e-07,-8.261888504657946e-15,0.01997610724278349,-156.51592685676738,1.5023932273366771,0.011420947659589,0.0,-165.42765939950473,-0.03676987047009001,121.81160122442334
0.105,85,0.25,-2.1,0.33191742209605796,0.037753677921957926,0.002198564398251486,0.45120182446101714,0.2050388071492389,0.255,32563.887971611675,122.60098943580536,0.0,26.49772274132561,-4.205104134075451e-05,-1.465270429434895e-07,2.7684956202943515e-15,0.019982292756852288,-171.4876297399111,1.737186596636101,0.013340360842136302,0.0,-175.80142685829543,-0.03829701164162845,129.9085976950017
0.11,88,0.25,-2.1,0.3461638087039595,0.043891367602217325,0.0022050622663517924,0.5279219435135285,0.25371209276141204,0.26,32371.16083721027,122.50444706583349,0.0,26.52289518838823,-4.202847254353066e-05,-1.4663729075437004e-07,-1.5477416459913304e-15,0.01998575861858815,-187.0657223361284,1.9785411370975876,0.015343520532003952,0.0,-186.34735188755835,-0.03969627536053209,138.17173216630678
