s,x_maximum_difference,x_rms_difference,x_relative_rms_difference,velocity_maximum_difference,velocity_rms_difference,velocity_relative_rms_difference,heat_maximum_difference,heat_rms_difference,heat_relative_rms_difference,charge_maximum_difference,charge_rms_difference,charge_relative_rms_difference,density_maximum_difference,density_rms_difference,density_relative_rms_difference,radial_maximum_difference,radial_rms_difference,radial_relative_rms_difference,current_maximum_difference,current_rms_difference,current_relative_rms_difference,angular_maximum_difference,angular_rms_difference,angular_relative_rms_difference
0.05,0.0,0.0,0.0,6.938893903907228e-18,7.273534130882175e-19,5.768799665298641e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.776263578034403e-21,7.245489950906945e-22,2.3300848528168715e-18,0.0,0.0,0.0
0.055,0.0,0.0,0.0,8.673617379884035e-18,8.468444919521303e-19,6.2086353696327596e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.470329472543003e-21,8.167391937267808e-22,2.3777541322005903e-18,0.0,0.0,0.0
0.06,0.0,0.0,0.0,2.7755575615628914e-17,3.624778279654504e-18,2.4690656529526048e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2526065174565133e-19,3.41261036211998e-20,9.061447082660687e-17,0.0,0.0,0.0
0.065,0.0,0.0,0.0,8.326672684688674e-17,1.0551171230953847e-17,6.708479798815814e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.673617379884035e-19,1.0711127328169298e-19,3.0561072166132644e-17,4.336808689942018e-19,6.17211351781655e-20,1.5041726967614744e-16,0.0,0.0,0.0
0.07,0.0,0.0,0.0,8.326672684688674e-17,1.1008081440687061e-17,6.560591882356068e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.505213034913027e-19,7.353370556843452e-20,1.6535420538226395e-16,0.0,0.0,0.0
0.075,0.0,0.0,0.0,5.551115123125783e-17,1.0491133735502205e-17,5.883583733315331e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.336808689942018e-19,9.199760500100244e-20,2.6356011596018045e-17,6.505213034913027e-19,8.960239454359415e-20,1.8676377069785807e-16,0.0,0.0,0.0
0.08,0.0,0.0,0.0,5.551115123125783e-17,7.918589900827991e-18,4.193718224037122e-17,0.0,0.0,0.0,0.0,0.0,0.0,5.204170427930421e-18,5.318561465113244e-19,9.170004681450422e-17,4.336808689942018e-19,6.925328115948682e-20,1.9885326608794667e-17,7.589415207398531e-19,1.0849527279921525e-19,2.1044346995615907e-16,0.0,0.0,0.0
0.085,0.0,0.0,0.0,5.551115123125783e-17,9.626855705630027e-18,4.830460272560988e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.505213034913027e-19,9.060370582156167e-20,1.640984522563791e-16,0.0,0.0,0.0
0.09,0.0,0.0,0.0,8.326672684688674e-17,1.1350580843414656e-17,5.412288941025102e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.336808689942018e-19,2.7428386473255475e-20,7.915596282638767e-18,4.336808689942018e-19,6.059993612766281e-20,1.0279165154528844e-16,0.0,0.0,0.0
0.095,0.0,0.0,0.0,8.326672684688674e-17,1.4152728481879766e-17,6.430771841799768e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.673617379884035e-19,1.4693042803849832e-19,2.340225738056559e-16,0.0,0.0,0.0
0.1,0.0,0.0,0.0,1.1102230246251565e-16,1.4630312657625418e-17,6.350986616850116e-17,0.0,0.0,0.0,0.0,0.0,0.0,5.204170427930421e-18,5.374844106186573e-19,9.071358489809546e-17,1.0842021724855044e-18,1.5085612560290514e-19,4.3785235777441564e-17,1.734723475976807e-18,1.9823585305078706e-19,2.971562984688298e-16,0.0,0.0,0.0
0.105,0.0,0.0,0.0,1.1102230246251565e-16,1.7486838677133252e-17,7.269086822922825e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0842021724855044e-18,1.4738770506116132e-19,4.2911998007093824e-17,8.673617379884035e-19,1.3200137099965433e-19,1.8660210704919398e-16,0.0,0.0,0.0
0.11,0.0,0.0,0.0,1.1102230246251565e-16,1.4882269437304652e-17,5.93682802578541e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.505213034913027e-19,9.122773703113433e-20,2.664856374629992e-17,8.673617379884035e-19,1.1889649144042823e-19,1.5878853118742541e-16,0.0,0.0,0.0
0.115,0.0,0.0,0.0,5.551115123125783e-17,1.3248109421515181e-17,5.081804077904507e-17,0.0,0.0,0.0,0.0,0.0,0.0,3.469446951953614e-18,3.597199162383386e-19,5.942525926778954e-17,8.673617379884035e-19,6.891296813606305e-20,2.0200199583074783e-17,1.0842021724855044e-18,1.3793250548024825e-19,1.743077127732826e-16,0.0,0.0,0.0
0.12,0.0,0.0,0.0,5.551115123125783e-17,1.3136794132483341e-17,4.854294271068095e-17,0.0,0.0,0.0,0.0,0.0,0.0,8.673617379884035e-19,9.889445383256551e-20,1.619826629511204e-17,8.673617379884035e-19,1.3765525393262425e-19,4.049818280840113e-17,8.673617379884035e-19,1.0680173908366667e-19,1.2789066173756418e-16,0.0,0.0,0.0
0.125,0.0,0.0,0.0,1.1102230246251565e-16,1.6553298246503444e-17,5.902361072611408e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.505213034913027e-19,9.575414318145112e-20,2.827943218617307e-17,4.336808689942018e-19,8.074736253417234e-20,9.173669489627515e-17,0.0,0.0,0.0
0.13,0.0,0.0,0.0,5.551115123125783e-17,1.557816452779159e-17,5.368301755726688e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.673617379884035e-19,1.2131442318329278e-19,3.5973326997528e-17,8.673617379884035e-19,9.985003157183355e-20,1.0774663995793883e-16,0.0,0.0,0.0
0.135,0.0,0.0,0.0,1.1102230246251565e-16,1.7614748113525103e-17,5.874882693791623e-17,0.0,0.0,0.0,0.0,0.0,0.0,8.673617379884035e-19,1.1636878843346598e-19,1.8463233882300413e-17,6.505213034913027e-19,8.171173668862138e-20,2.4332968365188573e-17,8.673617379884035e-19,1.1940614775007512e-19,1.2250744542801018e-16,0.0,0.0,0.0
0.14,0.0,0.0,0.0,5.551115123125783e-17,8.777769354320141e-18,2.837166399310012e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.336808689942018e-19,3.953994798420507e-20,1.1827143552940217e-17,4.336808689942018e-19,4.7517989688501455e-20,4.639573468171206e-17,0.0,0.0,0.0
0.145,0.0,0.0,0.0,5.551115123125783e-17,1.156580614137406e-17,3.627339791627911e-17,0.0,0.0,0.0,0.0,0.0,0.0,3.469446951953614e-18,2.797157557069881e-19,4.309999694994615e-17,8.673617379884035e-19,1.1014128063757933e-19,3.309950868996239e-17,1.734723475976807e-18,2.0894463426836248e-19,1.9432047960926613e-16,0.0,0.0,0.0
0.15,0.0,0.0,0.0,1.1102230246251565e-16,2.0888260552303732e-17,6.363896215849985e-17,0.0,0.0,0.0,0.0,0.0,0.0,6.938893903907228e-18,7.400583273871866e-19,1.1192288054402585e-16,1.3010426069826053e-18,1.4861877018718323e-19,4.4881990082639134e-17,3.469446951953614e-18,3.6729911481446975e-19,3.256552524081187e-16,0.0,0.0,0.0
0.155,4.440892098500626e-16,5.790214889958144e-17,4.1501948914190326e-17,2.7755575615628914e-16,3.641564311127611e-17,1.0789026818096315e-16,0.0,0.0,0.0,0.0,0.0,0.0,1.6202317265623378e-15,1.1895308904802936e-16,1.7584675692166125e-14,7.22078646875346e-17,6.029350539637696e-18,1.8302125102648894e-15,2.42861286636753e-17,2.9688942219871338e-18,2.5118917490870986e-15,0.0,0.0,0.0
0.16,4.440892098500626e-16,5.438959822042074e-17,3.8956961690918655e-17,6.661338147750939e-16,6.856666527725905e-17,1.9775158323054046e-16,0.0,0.0,0.0,0.0,0.0,0.0,2.1371793224034263e-15,1.5631936775489144e-16,2.2452504480723024e-14,1.0842021724855044e-16,8.263618332348637e-18,2.5220110316508914e-15,2.3852447794681098e-17,2.4138002509829785e-18,1.9511162681556983e-15,0.0,0.0,0.0
0.165,4.440892098500626e-16,6.734946328680592e-17,4.820485419589961e-17,2.1649348980190553e-15,2.2492638920362716e-16,6.320932472641805e-16,0.0,0.0,0.0,0.0,0.0,0.0,2.9837243786801082e-15,2.1697729568311592e-16,3.000193771641904e-14,1.7455654977016621e-16,1.2584658321932673e-17,3.862644770298438e-15,2.6020852139652106e-17,3.466643834583764e-18,2.6814472947450736e-15,2.117582368135751e-22,1.1545497668740753e-23,6.204109856117803e-20
0.17,4.440892098500626e-16,5.254534392573276e-17,3.7581182067723466e-17,4.6629367034256575e-15,4.824560088521123e-16,1.322352299497826e-15,0.0,0.0,0.0,0.0,0.0,0.0,4.385380947269368e-15,3.185730045224276e-16,4.177788506417831e-14,3.069376350306463e-16,2.148472031245081e-17,6.633718971306456e-15,5.898059818321144e-17,7.300047360148072e-18,5.417103613845636e-15,0.0,0.0,0.0
0.17500000000000002,4.440892098500626e-16,5.0633960362273547e-17,3.618678776302231e-17,9.325873406851315e-15,9.685804628453562e-16,2.5918133687305954e-15,0.0,0.0,0.0,0.0,0.0,0.0,7.0360384185619296e-15,5.096009113429e-16,6.180440760376253e-14,6.040632404002988e-16,4.1865370574470604e-17,1.300490649888617e-14,1.4051260155412137e-16,1.5482181515240396e-17,1.1071101878687491e-14,0.0,0.0,0.0
0.18,4.440892098500626e-16,5.617333549722721e-17,4.0114648984585263e-17,1.9262369477246466e-14,2.0040467897187227e-15,5.241284024062591e-15,0.0,0.0,0.0,0.0,0.0,0.0,1.2434497875801753e-14,8.981935134974468e-16,9.650973055236888e-14,1.369130503414695e-15,9.496742464945805e-17,2.964833763111162e-14,3.3046482217358175e-16,3.52893747236001e-17,2.4525754164751904e-14,0.0,0.0,0.0
0.185,3.2791547255328624e-12,3.64324693662822e-13,2.5996766786736165e-13,4.491214344870542e-09,4.71048540261176e-10,1.2057261619141664e-09,1.7447154831984335e-13,1.9240178870512917e-14,5.9520989553640136e-15,0.0,0.0,0.0,1.8459601902609535e-10,1.2741888809645174e-11,1.1388159192842206e-09,3.972548521689531e-11,3.9179811530994e-12,1.2205458897557565e-09,9.039189275555914e-11,9.455634431690896e-12,6.492555672400232e-09,2.084920777689625e-16,2.1548865156264604e-17,1.1607750716916742e-13
0.19,1.954915118673739e-10,2.145000516655718e-11,1.5293627652821305e-11,5.35395847822695e-07,6.315435481535399e-08,1.5846007989955802e-07,1.0449974219284286e-12,1.1224997766084684e-13,3.4702857931175196e-14,0.0,0.0,0.0,1.7286022335749607e-09,1.85304223156619e-10,1.3409261021974318e-08,1.895071099176915e-09,2.412273303164334e-10,7.330087735727179e-08,3.6974704725918628e-09,3.9320666447029226e-10,2.72037132943688e-07,3.731552827151985e-14,3.812432421946656e-15,2.0549739355038974e-11
0.195,6.605229019296388e-08,6.88991839103588e-09,4.908471757299023e-09,2.1598072786871425e-05,2.2541326379312347e-06,5.582738876694236e-06,5.347944309619379e-11,5.694981732638583e-12,1.7595587559494959e-12,0.0,0.0,0.0,1.906431797756708e-08,2.860225514117742e-09,1.9882674852647444e-07,8.749486123116323e-08,8.747156045917648e-09,2.6629877168313235e-06,7.572663413436126e-08,8.840067897817774e-09,5.82947345897185e-06,8.449018394640628e-12,9.430898699184598e-13,5.086833207808969e-09
0.2,1.4287222749320705e-07,1.4906899327346447e-08,1.0611216228125867e-08,2.1254783502955288e-05,2.2173064541441454e-06,5.371530151321134e-06,1.113935610419503e-10,1.2667632121888354e-11,3.911606185848954e-12,0.0,0.0,0.0,1.5386087507188173e-07,1.6718304096857118e-08,1.3805418112828278e-06,5.827617652288605e-08,6.035469320749349e-09,1.920647746237413e-06,6.684159803991077e-08,6.828471964977083e-09,4.145944210109276e-06,1.828204951250141e-11,2.0424736340959316e-12,1.1024226880644703e-08
0.20500000000000002,2.1880797851370204e-07,2.2830405861415858e-08,1.6237983973026667e-08,2.1024696379490226e-05,2.1927996920947713e-06,5.197267835188263e-06,1.6290213622482952e-10,2.03447062135226e-11,6.278796451688742e-12,0.0,0.0,0.0,3.9784637210354967e-07,4.1931240283206396e-08,4.08822979796777e-06,3.439586493403368e-08,3.5721283068016427e-09,1.163073291346748e-06,1.104271170043053e-07,1.522973452194196e-08,8.452943899146108e-06,2.8009956116667456e-11,3.1300751548456143e-12,1.690635904575046e-08
0.21,2.9478809504546177e-07,3.44961013224853e-08,2.4514498927450133e-08,6.880760540781822e-05,8.322794374353273e-06,1.9389604373502962e-05,2.0722179527865592e-10,3.3868434017728654e-11,1.0447291923563226e-11,0.0,0.0,0.0,1.1250729459941211e-06,1.139004762832864e-07,1.2247118765847471e-05,1.9310098713304705e-07,2.1575865908225162e-08,7.002310012178664e-06,7.275529916209817e-07,7.484054981797759e-08,4.173470622281993e-05,3.7797868920061775e-11,4.983921011084064e-12,2.693869686392648e-08
0.215,4.676338571929506e-07,7.412154179321561e-08,5.262907764904152e-08,0.00011981068055103017,1.3415811308994468e-05,3.0622852431963774e-05,4.763522909456697e-10,6.36410524614555e-11,1.9622268245505748e-11,0.0,0.0,0.0,1.3255332770457234e-06,1.3040418520414134e-07,1.4768549698293869e-05,2.9598580331699834e-07,3.444276937487983e-08,1.1260737483260074e-05,1.062026880451557e-06,1.0679239900793283e-07,5.623482085837859e-05,8.920811740134246e-11,1.2909576961962728e-11,6.982893300906613e-08
0.22,8.994577951337845e-07,1.201604279529585e-07,8.524408162748765e-08,0.00012049219894737923,1.3467690848593632e-05,3.0137659989259444e-05,7.287059844429677e-10,9.37926836230387e-11,2.8907128774158393e-11,0.0,0.0,0.0,1.4108806962401937e-06,1.6146002394272998e-07,1.860449859635951e-05,2.8089385457376326e-07,3.178474481646313e-08,1.0475243507715996e-05,9.176290772782976e-07,8.868402510458244e-08,4.414189063219035e-05,1.7171639804525185e-10,2.1841219377441067e-11,1.1822915105415325e-07
0.225,1.3319949453416413e-06,1.6771552621654532e-07,1.1887501370888168e-07,0.0001188634657505877,1.3454426962714353e-05,2.953160632216202e-05,9.164153880192316e-10,1.2234377538996536e-10,3.7693303229866476e-11,0.0,0.0,0.0,8.545672289379108e-06,8.755150271632336e-07,9.867778988209748e-05,6.574114277931378e-07,7.627963598237384e-08,2.5447725540323417e-05,2.368128698657622e-06,2.4177075924985945e-07,0.00011151349017820849,2.5435604496118827e-10,3.0970397599229805e-11,1.677741499362966e-07
0.23,2.5735086423006592e-06,3.1922333975896737e-07,2.260583177740104e-07,0.004675277635333319,0.0005183615617499811,0.0011303143903225719,1.1967135060686473e-08,1.249258135482185e-09,3.847727557750182e-10,0.0,0.0,0.0,0.0003142246786297931,3.280486212100492e-05,0.003039245928349302,0.0002475150839008123,2.5507428944723143e-05,0.008769208199157327,0.00037299210372547867,3.865888138651494e-05,0.013175953158544551,2.462637889292553e-10,3.1567080215329694e-11,1.7114081603375842e-07
0.23500000000000001,3.7042836735778906e-06,4.575722414821058e-07,3.2373578283867915e-07,0.00032002104993456015,3.7803351854280944e-05,8.091932325910064e-05,1.5934448649446153e-08,1.6696777364173607e-09,5.141376341812311e-10,0.0,0.0,0.0,7.820037510484698e-06,8.828307357891103e-07,9.764863057042108e-05,7.406925109356907e-07,1.009618824505885e-07,3.435883660487179e-05,2.563202010126206e-06,3.0982786769429105e-07,0.0001293151548911702,3.0097021066783497e-10,4.230852115951314e-11,2.29567198402289e-07
0.24,4.87016536154794e-06,5.935016536346691e-07,4.195184562894619e-07,0.0003318624001999726,3.8893068702311034e-05,8.190619200575613e-05,2.0008777079638662e-08,2.108753966013148e-09,6.492223443224317e-10,0.0,0.0,0.0,3.394540080697492e-06,4.3581602308806757e-07,4.6824403681877264e-05,5.219446010348329e-07,8.32471582181342e-08,2.8516095493746346e-05,1.3032863911397775e-06,1.9185952902943266e-07,8.026382109177933e-05,3.558902486947013e-10,5.265642291256174e-11,2.8595806501743646e-07
0.245,6.076454548087362e-06,7.336637234178384e-07,5.181041490546227e-07,0.0003431883624017973,3.9967045691336686e-05,8.319473944965205e-05,2.418998334974276e-08,2.5695528809287022e-09,7.909946743663069e-10,0.0,0.0,0.0,2.1713680061728746e-06,3.214980437853463e-07,2.9393780473158034e-05,6.974436078015581e-07,9.205905871319824e-08,3.1628545841216596e-05,1.0127668742167945e-06,1.7824286010868186e-07,7.279968163703072e-05,4.109929473573165e-10,6.330389412703402e-11,3.4407771490846715e-07
0.25,7.32050453622346e-06,8.776423819944741e-07,6.191787621057251e-07,0.00035360011469476316,4.103260574713435e-05,8.30554659552596e-05,2.8464896661972716e-08,3.058227680879643e-09,9.413765684433848e-10,0.0,0.0,0.0,1.8114397996402826e-06,2.805099181480574e-07,2.8300179436688486e-05,1.023151545953907e-06,1.1435013820993145e-07,3.7527392123352894e-05,1.1589947220220012e-06,1.718126378930032e-07,5.264058474893737e-05,4.661820772076594e-10,7.41664844995538e-11,4.0347345550735393e-07
0.255,8.598987951469184e-06,1.0214113578888434e-06,7.198974425634974e-07,0.00036301680929629043,4.4946704069843266e-05,9.009972656012046e-05,3.282318061792466e-08,3.5857701244397677e-09,1.103784171570249e-09,0.0,0.0,0.0,3.6646084700126674e-06,4.302525243525396e-07,4.302763879988637e-05,6.330189239755514e-07,7.999455697701811e-08,2.602647150806835e-05,1.1624461279029306e-06,1.5727107503520268e-07,4.794802297707656e-05,5.215167543691848e-10,8.340679236859373e-11,4.541460624093196e-07
0.26,9.908437955452598e-06,1.176428483893123e-06,8.283249971458806e-07,0.000371424477332849,4.547357951658889e-05,8.984879770722445e-05,3.725643904495257e-08,4.165777229024195e-09,1.282441520554244e-09,0.0,0.0,0.0,5.3603876415848906e-06,5.989620840347507e-07,5.831714665519369e-05,6.138053963425025e-07,7.981210680938965e-08,2.6221124230639907e-05,1.1027111150047758e-06,1.54057311196516e-07,4.691480323249598e-05,6.318687440138616e-10,9.69678969481962e-11,5.284622969682475e-07
0.265,1.124540116781425e-05,1.3679698167743961e-06,9.622126617527696e-07,0.00040952346744460577,6.356420382911926e-05,0.0001237755057795563,4.175084744595381e-08,4.825960267598486e-09,1.4859218474943346e-09,0.0,0.0,0.0,1.2339003427563888e-05,1.3277256548154711e-06,0.00012072438640740795,3.0579131406354744e-06,2.984119559919156e-07,9.952781041865704e-05,6.441676247208664e-06,7.304456229292797e-07,0.00021421968505396272,7.518504038209368e-10,1.2370021222580476e-10,6.747685498971596e-07
0.27,1.2606510464752141e-05,1.5645613649047121e-06,1.0993634657208608e-06,0.0004099393375601723,6.39718457365685e-05,0.00012296355649153953,4.62914027110628e-08,5.59882900046304e-09,1.7242874220935668e-09,0.0,0.0,0.0,7.870064561850756e-06,8.764492756137506e-07,6.70684922022069e-05,1.8742931908750232e-06,1.8755639121084265e-07,6.230519060498925e-05,4.0630412684143635e-06,4.894183420905643e-07,0.0001508317453337725,8.672818218799505e-10,1.5105659762481314e-10,8.247653064118795e-07
0.275,1.3988521250674069e-05,1.7711365291928039e-06,1.243227928041866e-06,0.00041427193918638916,6.460414811602585e-05,0.0001228067984028274,5.0858146138921256e-08,6.5063309834430024e-09,2.00436582273485e-09,0.0,0.0,0.0,7.539446893078949e-06,8.521155874768367e-07,3.59462855166751e-05,2.109048335828534e-06,2.105653305307729e-07,4.8342077704159566e-05,2.9749660849865203e-06,3.875728847131448e-07,0.00013456846679042907,9.831440906608174e-10,1.8088118458348257e-10,9.88544404956032e-07
0.28,1.538832724923278e-05,1.9851338761193845e-06,1.3920098519268063e-06,0.0004187051385386442,6.517579341489236e-05,0.00012202758849502123,5.5430777301523904e-08,7.577151647608366e-09,2.335080564841511e-09,0.0,0.0,0.0,9.868456248507407e-06,8.986978949575813e-07,3.858625542084169e-05,2.726794676555233e-06,2.4298836112015233e-07,5.7065442209068696e-05,2.3780697402482273e-06,3.420213603805259e-07,0.00011214414997354583,1.1601739518629466e-09,2.1226224012758553e-10,1.1611634337187727e-06
0.28500000000000003,1.6802971616547424e-05,2.2047669963441247e-06,1.544445767338944e-06,0.0004230178729282552,6.564824473692241e-05,0.0001209030297803867,5.998870267198697e-08,8.840026251850177e-09,2.7253961942049014e-09,0.0,0.0,0.0,3.847662704253851e-06,5.29037907565866e-07,4.0884940192341106e-05,1.7217340877581297e-06,1.851123850512841e-07,6.313026226878276e-05,2.063217920914018e-06,3.328075725545104e-07,9.674736972647856e-05,1.4517343964871691e-09,2.4469977919591395e-10,1.3399161598434055e-06
0.29,1.822965226949691e-05,2.428808762688701e-06,1.6996395919970833e-06,0.00042509247842681397,6.604830164132623e-05,0.00011993737936192162,6.488424220130184e-08,1.032228193034534e-08,3.1838722079933424e-09,0.0,0.0,0.0,3.4267566551334644e-06,5.242117722470489e-07,4.798054784788477e-05,2.531925531777581e-06,2.597639707399784e-07,9.077620904761636e-05,3.165743774889186e-06,3.913861160903256e-07,0.00010973128366013448,1.7455009233250003e-09,2.7789623856662353e-10,1.5231956155458218e-06
0.295,1.971352021301609e-05,2.8459111526107746e-06,1.9894527189562112e-06,0.0005365938699657957,8.202435455327508e-05,0.0001467132444316572,7.603908025455297e-08,1.2075381500398474e-08,3.726548842938877e-09,0.0,0.0,0.0,6.953071151855755e-06,8.226183143760707e-07,7.832079988340603e-05,4.323273386039697e-06,4.5127240426647426e-07,0.000159434115722103,5.739094607793219e-06,6.177252590953793e-07,0.00016790996771925086,1.4790839191175086e-09,3.0795654962259205e-10,1.689659001123891e-06
0.3,2.1168731670573315e-05,3.1269697383188533e-06,2.183634861337974e-06,0.0005225984490258018,8.126094661914515e-05,0.00014358746085685317,9.335820516653826e-08,1.4116196175302468e-08,4.3588362162732626e-09,0.0,0.0,0.0,2.0028993274398554e-05,2.115901486746576e-06,0.00019627982682394993,1.0122149699430365e-05,1.053083465056982e-06,0.00037495725191631125,1.4515912272595674e-05,1.507478038013887e-06,0.00039192906957464434,1.7173037682107102e-09,3.411136507786783e-10,1.8735063638483391e-06
0.305,2.262822723231306e-05,3.41028120011644e-06,2.3789464003780663e-06,0.0005300271881968632,8.176076671832769e-05,0.0001433715423007271,1.1262610866147327e-07,1.6413916396152658e-08,5.071442117900998e-09,0.0,0.0,0.0,0.00022541539925451798,2.537896824894569e-05,0.0018959753869459519,6.801879601555337e-05,7.110693101651305e-06,0.002222260962906556,0.00011149512604938933,1.164377877918188e-05,0.0022785870078812754,1.9567306673616905e-09,3.7446720284057486e-10,2.0588352903827306e-06
0.31,2.4088824149059995e-05,3.7241412613698016e-06,2.595060908856042e-06,0.0005381124870357246,9.03164162626997e-05,0.00015597867555691442,1.3121144204486512e-07,1.8637171903101372e-08,5.762139377147743e-09,0.0,0.0,0.0,0.0001619849239976115,1.6944285569962692e-05,0.0012818821600456057,6.665644524963057e-05,6.934800363555794e-06,0.0018037231830425947,0.00010426792481464317,1.0881376852791665e-05,0.0018974307532115258,2.199484062383964e-09,4.189070537432194e-10,2.3055826988880388e-06
0.315,2.5538067096153583e-05,4.026079558224759e-06,2.802365586260371e-06,0.0005458186444210339,9.04266513113518e-05,0.000154619300713606,1.517397111294727e-07,2.1096298798512076e-08,6.52696284802206e-09,0.0,0.0,0.0,3.870880333866136e-05,4.060465654923665e-06,0.00030069700719325906,1.2050473212225042e-05,1.2322127235215897e-06,0.00030467212793511305,2.2124744222432047e-05,2.3008383873836768e-06,0.0003965701730197484,2.445688553694321e-09,4.5855372493904856e-10,2.5264617605522825e-06
0.32,3.37145942910233e-05,4.56082759120315e-06,3.1710460166272565e-06,0.0010232934202928368,0.00013221145757983735,0.000226066085915042,1.1082535502637825e-06,1.1543930347391915e-07,3.574167105106963e-08,0.0,0.0,0.0,3.0900164558547716e-06,5.04013731577405e-07,3.4820847231528025e-05,1.5090776929335041e-05,1.5564392904580691e-06,0.00041254751202008283,1.1476490364022672e-05,1.2218848174725935e-06,0.00022868183906344034,2.695323051419207e-09,4.5754661234373834e-10,2.5236170875545094e-06
0.325,3.539368705329782e-05,4.848108728300313e-06,3.366997929131651e-06,0.0005522527319623549,8.847706184914794e-05,0.00014902049736137028,1.126322482503106e-06,1.1716722597988108e-07,3.6304227790501e-08,0.0,0.0,0.0,7.454558001626296e-06,1.0378178171048146e-06,7.934826728132237e-05,5.06162501392733e-06,5.741161348899948e-07,0.00016271822981752464,5.867556537873624e-06,7.169499849924083e-07,0.00013906077060990302,2.9483037402254757e-09,4.984474754796194e-10,2.7521928779262377e-06
