s,x_maximum_difference,x_rms_difference,x_relative_rms_difference,velocity_maximum_difference,velocity_rms_difference,velocity_relative_rms_difference,heat_maximum_difference,heat_rms_difference,heat_relative_rms_difference,charge_maximum_difference,charge_rms_difference,charge_relative_rms_difference,density_maximum_difference,density_rms_difference,density_relative_rms_difference,radial_maximum_difference,radial_rms_difference,radial_relative_rms_difference,current_maximum_difference,current_rms_difference,current_relative_rms_difference,angular_maximum_difference,angular_rms_difference,angular_relative_rms_difference
0.215,0.012134368044050436,0.0013764130319600038,0.0009772426231464313,0.7891994802212214,0.0931573851648745,0.21360486136384235,0.12653146347426913,0.026179090294520015,0.008058520581817124,0.0022004723045802588,0.0004229256305968316,0.003851073872775117,0.04114831693694379,0.003587707507413574,0.35210466511870586,0.004422516369020476,0.0006093468340712475,0.19912180344237357,0.0164854776612031,0.0013613457552517803,0.6455827152950568,8.345977610424405e-06,1.123192594184131e-06,0.0060642698674438405
0.22,0.01265189357897123,0.0014723269921662907,0.0010444174065521684,0.7671671536759147,0.09691674656681355,0.2180297514912345,0.12681049597184257,0.026193482778524436,0.008059706302543176,0.0022004723045802588,0.0004229256305968316,0.003851073872775117,0.05120671397278263,0.0032473728531212725,0.3291382553073965,0.007058958709729104,0.0006792840020561843,0.2228349854137783,0.023678923636007085,0.0018205683671347378,0.7308263197205849,8.255112203148582e-06,1.1058818079885815e-06,0.0059753813055054015
0.225,0.013229620552762444,0.001592603219941991,0.001128720489859968,0.7604129701397782,0.11785038000360822,0.26002571177727885,0.12709126941136217,0.026208373683952187,0.008061455020216487,0.0022004723045802588,0.0004229256305968316,0.003851073872775117,0.012532516531932502,0.0019781103110545033,0.21105580181673955,0.006145168751888102,0.0006447488052279437,0.21470330547992736,0.022332345655148505,0.0018007814664889109,0.7362703508310385,8.148000905865203e-06,1.0864481726400938e-06,0.0058749931140040885
0.23,0.013877062648602334,0.0017367670554390773,0.0012297666530937574,0.6926115441703291,0.10475906195937884,0.22718674863906052,0.12737031184288172,0.026223332700549697,0.008063659252352997,0.0022004723045802588,0.0004229256305968316,0.003851073872775117,0.07215262057218776,0.006650115326142351,0.6221541007510326,0.006707896195673438,0.0009388630040433778,0.31343619126925226,0.019696018617903314,0.0024086526624040837,1.0268440379009398,7.903171496667286e-06,1.0780595601873393e-06,0.005834317493835742
0.23500000000000001,0.01460560509302733,0.0017544075002278732,0.0012411074422763783,0.7561550092971727,0.10007697426284205,0.21368119528006158,0.12764383266242918,0.02623778399204383,0.008066167051929564,0.0022004723045802588,0.0004229256305968316,0.003851073872775117,0.2442205965141586,0.012815436031561272,0.7256442416849429,0.042190672566273076,0.0022076965450601197,0.6105689809529811,0.011374958568368464,0.001100564120190721,0.4701641471488148,7.969386031346982e-06,1.0866118678130952e-06,0.005885423041419788
0.24,0.01542906837333935,0.0018304737767070292,0.0012937172772075854,0.7552179916691667,0.10937507750187582,0.22981302125950237,0.1279077150507173,0.02625223239819617,0.008069159388705255,0.0022004723045802588,0.0004229256305968316,0.003851073872775117,0.08305173918480205,0.006812142071407937,0.5140036549879289,0.018216503625252935,0.0014151738060495444,0.4287865669971918,0.043104690985918306,0.0034299621258195843,0.8922098791969282,8.049960455864753e-06,1.0969725859743884e-06,0.0059464956576012
0.245,0.01636562228216709,0.0019654884712095775,0.0013878354051922797,0.5851641695760863,0.10458333960084999,0.21616132350082712,0.12815750825332595,0.02626694202003312,0.008072743758874828,0.0022004723045802588,0.0004229256305968316,0.003851073872775117,0.0610888233777491,0.006021812498424269,0.5224478676501734,0.006436326337409041,0.0006859099953534723,0.22908794647353156,0.020242498819134334,0.001996328815019542,0.6700856079949997,8.128493678554343e-06,1.115875358834672e-06,0.006054120598392832
0.25,0.01891810405293015,0.0021254221258525975,0.0014993317801204526,0.824172773680662,0.13783633248770166,0.2807576057782225,0.1283884198600549,0.026282156698596577,0.008077021675786262,0.0022004723045802588,0.0004229256305968316,0.003851073872775117,0.02583135043746977,0.0023392884458188113,0.2198365916355167,0.010956745807649187,0.0009592096074874282,0.3091675534038863,0.028064903731102653,0.0026296270836250225,0.7933477434632409,8.253788782948927e-06,1.138813704917871e-06,0.006183932631341197
0.255,0.021730987944009184,0.0023537066766163815,0.0016587597435486522,0.8549655106687567,0.11899134848794451,0.2387400725132323,0.12859530718511003,0.026298249269454028,0.008082134582451475,0.0022004723045802588,0.0004229256305968316,0.003851073872775117,0.021965832562391548,0.0019535845666464728,0.18037917521285124,0.006473330773502474,0.0006660932519237622,0.21018655337528513,0.028535728593155743,0.00229300098572402,0.6799879792054028,8.612016942485736e-06,1.1628933667041414e-06,0.00632025321555173
0.26,0.024650451295966325,0.002614578889830199,0.0018407931963442161,0.9368739026921273,0.1271902988215606,0.25059946676306954,0.12877308451351466,0.02631568287373576,0.008088244876190172,0.0022004723045802588,0.0004229256305968316,0.003851073872775117,0.020604523279742812,0.0017241538737578711,0.16614604906198174,0.006568715663195223,0.0006956936464583336,0.2281343796876093,0.04669410659334109,0.0037533499301373513,1.1587736623124993,8.73523097753189e-06,1.169402344576869e-06,0.006361341435956923
0.265,0.027662319844149685,0.0028527496408976578,0.0020064713730399324,0.9112490172597927,0.1385040336926686,0.2696213448935972,0.12891841792011682,0.026335569624366787,0.008095680654715744,0.0022004723045802588,0.0004229256305968316,0.003851073872775117,0.03601995703856492,0.003775260719306883,0.3489960368948668,0.017476826985105286,0.001481691431182245,0.47985993496956236,0.03792075868550997,0.003693846821196638,0.9627652953060329,8.791817014394172e-06,1.1737405801970913e-06,0.006390779545788132
0.27,0.030749448088566722,0.003079682407726667,0.002163890947363124,0.9181531688226887,0.12906038315533888,0.2484181356761691,0.12902850877727268,0.026356943346429202,0.008104121448596034,0.0022004723045802588,0.0004229256305968316,0.003851073872775117,0.04331045114447522,0.005402003382024593,0.477990501547493,0.010286780914783888,0.001225015933010061,0.4166689520357999,0.02842475285825335,0.0031910164940278534,0.933669793696697,8.622029671255023e-06,1.1645971845939969e-06,0.006346905443762643
0.275,0.033892792370301406,0.003301155264669047,0.00231713089501359,0.9272858879638497,0.1342124971809264,0.2555323251424629,0.1291005061301158,0.026379313140401445,0.008113393174087555,0.0022004723045802588,0.0004229256305968316,0.003851073872775117,0.12986936689173678,0.01064481246690778,0.43791798716450603,0.0383224911948127,0.00259847258174473,0.49757419077040554,0.03165299446145498,0.0031730516962163403,0.8863226710040193,8.450044695498701e-06,1.1550979363822131e-06,0.006301084209133613
0.28,0.037073132554494626,0.003516628952551564,0.002465861496353266,0.9304980535523816,0.12371026815080449,0.23212206318132722,0.1291314970819366,0.02640239900659063,0.008123385448447736,0.0022004723045802588,0.0004229256305968316,0.003851073872775117,0.1930227019932036,0.017310571575655527,1.2167973890992678,0.039372172081846554,0.003004624853455065,0.9715907531635029,0.015345989139454258,0.0018912590989727557,0.624398893750933,8.313720401947142e-06,1.143323285795496e-06,0.006242832028689022
0.28500000000000003,0.040273039776464126,0.003691869275669398,0.002586080487678819,0.9331145971808958,0.141899288471646,0.2615303489137126,0.12911849727898073,0.02642591877241501,0.008133986401838033,0.0022004723045802588,0.0004229256305968316,0.003851073872775117,0.0706565608523123,0.007000382086817913,0.5866975262988987,0.017769466161956005,0.001519891829626004,0.46621774264607924,0.0522839013348523,0.00452735633082646,1.0392788394002332,8.301643532505626e-06,1.1274133091600574e-06,0.006161973180081891
