s,steps,minimum_heat,coldest_l,maximum_abs_velocity,maximum_sound2,minimum_stretch,maximum_stretch,minimum_relative_cell_width,minimum_packet_gap,canonical_energy,slice_energy,field_slice_energy,thermal_inventory,canonical_balance_residual,momentum_balance_residual,thermal_balance_residual,maximum_anchor_force,canonical_geometry_integral,canonical_endpoint_integral,heat_endpoint_integral,heat_electrical_integral,momentum_free_integral,anchor_left_integral,anchor_right_integral
0.0,0,0.25,-2.1,0.20214036673420838,0.014073006574194467,0.002149075487186356,0.16414965477402294,1.0,0.15000000000000002,34700.56647265553,122.1296873533579,20.76259234487473,5.5646809053923745,0.0,0.0,0.0,0.019585636601135693,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,10,0.25,-2.1,0.31511703987917533,0.014097578243890595,0.0021480762656127285,0.16444036065553685,0.9912431209263408,0.15500000000000003,34694.09474366829,122.28118712161701,20.76533841916767,5.555248732743439,-2.1808047762144385e-09,-2.930988785010413e-14,1.0245613712900357e-15,0.019601324638874023,-0.4079265279635932,-0.10707730119786465,-0.0007505884505872012,0.0,-7.571814767586417,-0.0017384487704483818,4.018645078473475
0.01,20,0.25,-2.1,0.4585467678361118,0.014142859751901387,0.0021471158012317066,0.16497612129272157,0.9681270621906614,0.16000000000000003,34676.2393316774,122.41373837523746,20.749863885174697,5.547581815422774,-3.5926050035616335e-09,-5.861977570020827e-14,-9.40089556103889e-16,0.019627177799400295,-1.7432605663225518,-0.19263180237307065,-0.00136070234551742,0.0,-15.49758308680102,-0.0034729032181838545,8.296065208888479
0.015,30,0.25,-2.1,0.5726757556349169,0.014209185748053304,0.002146176446064165,0.16576096443606142,0.9357760381661462,0.16500000000000004,34646.9689380595,122.52703826738403,20.717834660172176,5.541668617841082,-3.5688135549630168e-09,-8.171241461241152e-14,-2.506905482943704e-16,0.019661006029849295,-4.008156814554792,-0.25699946940961615,-0.0018312596578201413,0.0,-23.783305892554488,-0.005203009429583489,12.82734315665615
0.02,40,0.25,-2.1,0.6606532363341615,0.014297067494541174,0.002145246186797726,0.16680104194202847,0.8931775172249422,0.17000000000000004,34606.3013050483,122.62097054918004,20.67097852912278,5.537499005562928,-2.544147547618041e-09,-1.1013412404281553e-13,-2.179917811255395e-17,0.0197012964666313,-7.200857051500666,-0.3005266413357378,-0.002163066860242589,0.0,-32.429121500717585,-0.006928411544077914,17.60621218471424
0.025,50,0.24959518364725436,-1.3257760277137496,0.72764426283476,0.014407203097182271,0.00196647395034682,0.16810475496396401,0.8401943898839755,0.17500000000000004,34554.289738548825,122.69553111679225,20.610866233476127,5.535064220702267,-1.4111762476729012e-09,-1.2434497875801753e-13,-3.4938682678896705e-16,0.019747329661231914,-11.316762790330937,-0.32356985576770103,-0.002356820901179207,1.796691663072898e-11,-41.42998375991216,-0.008648750213508253,22.625421425928092
0.03,60,0.24897285315485665,-1.326117007378875,0.7786561661182682,0.014540491881545622,0.0017463756158488412,0.16968292990245823,0.7800733722579506,0.18000000000000005,34491.07326690453,122.75086208165293,20.538842665962786,5.534356862209349,-3.561811310166415e-10,-1.3500311979441904e-13,4.381928688793002e-16,0.01979843838587478,-16.3444440361884,-0.3264955835025769,-0.002413112036864239,1.3533088844841706e-09,-50.77648590420273,-0.010363660841498623,27.87714703718539
0.035,70,0.2489431851507803,-1.326519147752315,0.8177501491771614,0.01469805336673959,0.0015449257204966074,0.17154905082149308,0.7142852926870072,0.18500000000000005,34416.84651236429,122.78718422004896,20.456037725376323,5.535370802930754,4.1087090906541683e-10,-1.6342482922482304e-13,-1.2693156966338379e-15,0.019852803741166526,-22.26803694986301,-0.3096801172636856,-0.002332428505677753,4.661029419160561e-09,-60.45586638871075,-0.01207277153782352,33.35344641989417
0.04,80,0.24950951481484254,-1.3269818418889827,0.8479882956338531,0.014881251770278563,0.0013478894453103657,0.17371955986599125,0.6440992105655697,0.19000000000000006,34331.869729557126,122.80479132442326,20.363392649978255,5.538101081723694,1.0589364080590095e-09,-1.8474111129762605e-13,-8.247701376281671e-16,0.019908280535227186,-29.066445362378534,-0.2735092207027854,-0.0021151613983830617,6.236692375793452e-09,-70.4529612667501,-0.0137757006887493,39.04670626147753
0.045,90,0.25,-2.1,0.8716223358523256,0.015091726896611257,0.001182957280071184,0.17621423644271783,0.5705702643854214,0.19500000000000006,34236.39637633822,122.80392866211137,20.261695026851164,5.542543924791747,2.086856945499477e-09,-1.8474111129762605e-13,3.968799497586482e-16,0.019961493801990127,-36.71910470896507,-0.21837792337148318,-0.0017616112198135952,6.2759539343530876e-09,-80.75078162966994,-0.015472054024997035,44.94986568569584
