s,steps,minimum_heat,coldest_l,maximum_abs_velocity,maximum_sound2,minimum_stretch,maximum_stretch,minimum_relative_cell_width,minimum_packet_gap,canonical_energy,slice_energy,field_slice_energy,thermal_inventory,canonical_balance_residual,momentum_balance_residual,thermal_balance_residual,maximum_anchor_force,canonical_geometry_integral,canonical_endpoint_integral,heat_endpoint_integral,heat_electrical_integral,momentum_free_integral,anchor_left_integral,anchor_right_integral
0.0,0,0.24999999999999978,-1.9625000000000001,0.20214036673420838,0.014073006574194467,0.0021479093474530216,0.16414965477402294,1.0,0.15000000000000002,28369.92801513547,101.386209653815,0.0,5.570006386371622,0.0,0.0,0.0,0.0198327870811268,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,3,0.25,-2.1,0.19657604239257814,0.014108365329248864,0.0021482706791624033,0.16456798656228153,0.9921061862574145,0.15500000000000003,28371.7016166337,101.51112969525875,0.0,5.560574623963868,1.8216368090095272e-08,-4.354738791789714e-12,8.052071415324615e-16,0.01984329797869681,0.24821608943388535,-0.10707736812401916,-0.0007505558046311897,0.0,-4.964191320559645,-0.0019326142587806426,4.06895195544096
0.01,6,0.25,-2.1,0.19125189474758336,0.014186331700928768,0.002148002071610548,0.1654905179415583,0.9700843309766539,0.16000000000000003,28364.399833679694,101.62410477778111,0.0,5.552908851566104,2.4797683313670577e-08,-8.236966664298961e-12,8.338185628051886e-16,0.019856204994958913,-0.24728695233658823,-0.1926317521345833,-0.0013605785894919673,0.0,-10.199751562805238,-0.003860847813271797,8.39784131480839
0.015,9,0.25,-2.1,0.18614521843470647,0.014308145291771011,0.0021482407334723623,0.16693216046111348,0.9362210648504232,0.16500000000000004,28348.176601081348,101.7252423033817,0.0,5.546997473535355,-2.5874358963709417e-05,-6.473221958458453e-11,9.264650697835429e-17,0.019870924445869142,-1.473921366984481,-0.2569991069753649,-0.0018309911065311842,0.0,-15.697676852413,-0.005784210527139628,12.979833522162444
0.02,12,0.25,-2.1,0.1812353449910627,0.014475820234926091,0.002148564693716436,0.16891714695557553,0.8925489648247918,0.17000000000000004,28323.17114294001,101.81462665632868,0.0,5.542830329068406,-2.5856572269976247e-05,-6.763656301700394e-11,5.504292473419872e-16,0.01988683669247224,-3.4202656928134143,-0.3005259162978118,-0.00216260192677774,0.0,-21.447886043747275,-0.007702194739867415,17.806792909147877
0.025,15,0.2494432373621618,-1.3383189732254963,0.17650372323014477,0.01469222935430659,0.002148185868837049,0.17148006197474952,0.8408583452053205,0.17500000000000004,28289.495296275778,101.89229442033476,0.0,5.540398667484997,-2.5843715767654443e-05,-7.034373084024992e-11,6.049271926233721e-16,0.019903425563897795,-6.077061340828083,-0.3235689990147669,-0.0023561074072408965,0.0,-27.439511588137893,-0.009614265072716658,22.86955198304476
0.03,18,0.24855829423176504,-1.338678975253638,0.17193197316561284,0.014961228978315977,0.0021483315807584303,0.17466737179510086,0.7826894457723671,0.18000000000000005,28247.291604650913,101.95832291358255,0.0,5.539695112356941,-2.58362248292317e-05,-7.323563977479353e-11,7.575214394112497e-16,0.019919944254153905,-9.432598181908544,-0.3264952279421707,-0.002412094545424797,0.0,-33.66120736721732,-0.011519846368030684,28.158221096306505
0.035,21,0.24822464512332743,-1.3391036676390937,0.16750125426353074,0.01528783446994157,0.0021489768196504425,0.17853957994892,0.7193468369589188,0.18500000000000005,28196.710161785428,102.0127932308499,0.0,5.540713602227617,-2.583392783902159e-05,-7.581490990560269e-11,7.084732886580033e-16,0.019935302760864537,-13.474555334491447,-0.30968140592312654,-0.0023310456967211577,0.0,-40.10178094039132,-0.01341830887767012,33.66275179294193
0.04,24,0.24844533776105918,-1.3395924651113502,0.16319300140300724,0.01567846176185419,0.002149789977940415,0.1831741999510134,0.651952592009677,0.19000000000000006,28137.92597723158,102.05581261990312,0.0,5.543449328615854,-5.0937946921316576e-05,-2.1507418068722473e-10,2.7793952093506284e-16,0.01994860053593192,-18.188617610660778,-0.27351390572489226,-0.0021133435079036754,0.0,-46.75093812246156,-0.015308949484562046,39.37361736806553
0.045,27,0.24922411739768158,-1.3401446470318807,0.17167189986253542,0.0161412568976478,0.0021501777112971103,0.18866982239506197,0.5815095678308978,0.19500000000000006,28071.07340795691,102.08740934071237,0.0,5.547898652452413,-5.091981818627128e-05,-2.1660184756910894e-10,7.738708229956652e-16,0.019959036360794144,-23.56370148827665,-0.2183884587804505,-0.0017592775669012578,0.0,-53.59981470030371,-0.017190967262933565,45.282315999639806
0.05,30,0.25,-2.1,0.190191320377097,0.016686546227715565,0.0021510709375128787,0.19515168930371216,0.5089811846582144,0.20000000000000007,27996.236100117447,102.1075179082981,0.0,5.554059011648866,-5.08984121613934e-05,-2.1762502910860348e-10,1.2561776387359213e-15,0.0199661567925174,-29.59274382523288,-0.14470985869772457,-0.0012690517582327643,0.0,-60.64143479515436,-0.019063430965854902,51.38185516769333
0.055,33,0.25,-2.1,0.20848030074314194,0.017327455443852495,0.0021524448745889706,0.2027793884221196,0.43534247986780783,0.20500000000000007,27913.50530072232,102.11607284304652,0.0,5.561928820844748,-5.0886312537871235e-05,-2.1649526615874493e-10,-2.2616647291774724e-16,0.019970167792296427,-36.2680699360419,-0.05289158369067558,-0.0006427922408753048,0.0,-67.8710458474105,-0.020925234841634076,57.66727878495808
0.06,36,0.25,-2.1,0.226510394781446,0.01808076958426005,0.0021542747215196286,0.211757590419076,0.3615459968095371,0.21000000000000008,27822.960749308837,102.11298628131523,0.0,5.571507353337085,-5.088387587178168e-05,-2.105764451698633e-10,-2.8372992762121e-16,0.01997175275612621,-43.58291243326036,0.05664444958679245,0.00011944315598563275,0.0,-75.28594473582926,-0.022775037384448443,64.13574717921794
0.065,39,0.25,-2.1,0.2442550595234093,0.018968144325414705,0.002156409332296153,0.2223512503498413,0.28843195139696676,0.21499999999999997,27724.686179843673,102.09816675594202,0.0,5.5827946239273984,-6.0637845189180764e-05,3.302474738120509e-09,9.973123986493431e-16,0.019971525362490083,-51.53017730178353,0.18346833900190554,0.0010176556102175255,0.0,-82.8851916117871,-0.024611174634804934,70.78641862301268
0.07,42,0.25,-2.1,0.26168980450293716,0.020017839370883986,0.002158379865681694,0.23490749323169488,0.21661846615488833,0.22000000000000008,27618.747341456685,102.07149253921233,0.0,5.595791256938051,-6.066302898337382e-05,3.44606121416291e-09,1.286151508640683e-15,0.019969547017543172,-60.10419638024252,0.32714252211349615,0.002051894803815799,0.0,-90.66916525708933,-0.026431534709025574,77.619998281913
0.075,45,0.25,-2.1,0.2787923141867638,0.021267245006223217,0.002160849523835703,0.24988774139179812,0.14648740662933032,0.22499999999999998,27505.189284519503,102.03281290443901,0.0,5.61049835092915,-6.0769734812028465e-05,4.449162815944874e-09,2.1472190440865637e-15,0.01996322961283474,-69.3009390700746,0.48722217570542126,0.0032222481574161145,0.0,-98.63807125465262,-0.028233371818684495,84.6366604999253
0.08,48,0.25,-2.1,0.29555674539668503,0.02276664053278282,0.0021638020527814405,0.2679159113742734,0.0785218893792819,0.22999999999999998,27384.065429967526,101.98200614331776,0.0,5.626917335364124,-6.188720985265291e-05,1.5754523019495537e-08,4.35983562251079e-17,0.01993197761419998,-79.11570251063291,0.6632556160439579,0.004528829424103705,0.0,-106.79145055514198,-0.03001302312825353,91.83269636028024
0.085,56,0.25,-2.1,0.3119687510601309,0.02458491046416578,0.002167220846881369,0.2898524672941507,0.016807776102485465,0.235,27255.445205219243,101.91934246357893,0.0,5.645023325970789,-6.05275117913848e-05,2.1554299678427924e-08,3.1608808263203227e-16,0.019008180019210938,-89.54223732657144,0.8545180486413704,0.005969658376416806,0.0,-115.12803794193027,-0.03176546467593436,99.13855528626908
0.09,76,0.25,-2.1,0.32801364616538375,0.026818445509216565,0.0021710914073644655,0.3169111888041969,0.040045852601524747,0.24,27119.40799148965,101.84664277459301,0.0,5.664698116826808,-5.565439276289024e-05,2.5360691324749496e-09,2.506905482943704e-16,0.019828946262102,-100.57257343366281,1.0593562631856115,0.007535328485934114,0.0,-123.64584795162224,-0.033483591091079554,106.15981365209151
0.095,79,0.25,-2.1,0.34369158623945256,0.029605334609122094,0.0021753995620052745,0.35084833021806155,0.09763064255310851,0.245,26976.040730484314,101.75811597267668,0.0,5.685802908941845,-4.154691167264548e-05,-1.3974128876270697e-07,1.286151508640683e-15,0.019959254353804502,-112.19797231590879,1.275949889521414,0.009214794479951558,0.0,-132.34215766855888,-0.035157002272242575,113.88887238250068
0.1,82,0.25,-2.1,0.3590057417945451,0.033148476940374996,0.00218013121334158,0.3942771725776179,0.15300126411793846,0.25,26825.46039346716,101.65677209667268,0.0,5.708198722781955,-4.089420642123579e-05,-1.4636361811426468e-07,9.809630150649277e-16,0.019976101447186607,-124.40734778563882,1.5025228229489596,0.010996996718561225,0.0,-141.2128010092547,-0.036769870716312845,121.81169830408295
0.105,85,0.25,-2.1,0.3739619712967045,0.037753668025339616,0.0021852740620030447,0.4512017015439648,0.20498832674709605,0.255,26667.79870324118,101.54261102554206,0.0,5.731746287850569,-4.082296520319507e-05,-1.4696644257128355e-07,9.373646588398198e-16,0.019982290287950875,-137.1884880588825,1.7373444226795225,0.012870852407785275,0.0,-150.25286637333798,-0.038297012053037316,129.9086932300836
0.11,88,0.25,-2.1,0.3885684918395971,0.04389135156542652,0.0021908160679221644,0.5279217417694397,0.2536567323787251,0.26,26503.207634694787,101.41560561545938,0.0,5.756305960079801,-4.080048190339414e-05,-1.4707683249071124e-07,2.615901373506474e-16,0.019985757390201492,-150.52761531222345,1.9787306002634102,0.014825249025784783,0.0,-159.45644933873766,-0.039696276080814795,138.17182697143127
0.115,91,0.25,-2.1,0.402835559197493,0.05228636596257452,0.0021967476303070407,0.6344671923817249,0.26652992727818137,0.265,26331.853740643695,101.2757448399787,0.0,5.781737696991246,-4.1119853158497764e-05,-1.4709345919072803e-07,5.231802747012948e-16,0.01998810028336222,-164.40983928277623,2.225044968092902,0.016849042346219326,0.0,-168.8167629133691,-0.04089312943040038,146.5937510556992
0.12,94,0.25,-2.1,0.4167751557767585,0.06398580098010105,0.0021922201966073167,0.7861384069191012,0.21544756742112675,0.27,26153.914396066713,101.12304630912064,0.0,5.807901029364961,-4.1111181251519104e-05,-1.4710289519825892e-07,6.103769871515106e-16,0.01998980420008757,-178.81945725196132,2.474699806608773,0.018931054183735814,0.0,-178.32622313963228,-0.041748876252583916,155.16675193205126
0.125,97,0.25,-2.1,0.43040069474346593,0.08004303557207217,0.002179418609643386,1.0005847497999394,0.16954416730779556,0.275,25969.57692125934,100.95755692645261,0.0,5.834655029297585,-4.109318118254755e-05,-1.471062489599717e-07,4.3598356225107897e-16,0.01999108484170042,-193.7400244553627,2.726156852242143,0.02106006985211447,0.0,-187.976686571553,-0.042001553777180914,163.88270326386973
0.13,100,0.25,-2.1,0.44372674334885603,0.09927233642615284,0.002162463125054875,1.2674550977718024,0.13406362979100614,0.28,25779.0378088094,100.77933915044709,0.0,5.86185834462961,-4.106221430671537e-05,-1.471076416237338e-07,5.667786309264027e-16,0.019992066565362804,-209.15441670198973,2.977928297029505,0.023224840903904153,0.0,-197.7595542059104,-0.04122236917212618,172.73309016385758
0.135,104,0.25,-2.1,0.4567687628956652,0.11237947412575246,0.0021427909438470824,1.455987006579484,0.1168970662023111,0.28500000000000003,25582.49928726054,100.58848268968566,0.0,5.889369318948288,-4.112339737978952e-05,-1.4710789741911867e-07,-1.307950686753237e-16,0.02440214140511586,-225.045105114104,3.228578107775672,0.02541409467995005,0.0,-207.6659046295688,-0.03915739922394438,181.70912217223434
