run_name,velocity,control_law_mode,service_modifier_mode,substrate_mode,max_abs_delta_rho_packet,max_abs_delta_j_packet,max_abs_delta_j_catch,delta_j_catch_abs_burden,delta_j_global_abs_burden,support_shell_load_fraction,catch_rematch_localization_fraction,packet_exposure_score,passes_packet_rho_gate,passes_packet_j_gate,passes_catch_j_gate,passes_support_shell_gate,recommended_next_step
v5_service_baseline,5.0,none,none,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,promote_or_compare
