regulator,coordinate,pressure_derivative,lapse_term,angular_term,material_exchange,active,absolute_residual,relative_residual
4.0,-17.751080523239395,-7.427457415630475e-07,3.9826202298643634e-08,7.110472145947818e-07,-8.711526408405454e-09,False,5.838510780275676e-10,0.0003886302023313063
4.0,-17.49896608096048,-8.859647583337971e-07,4.801846226241698e-08,8.464520465118545e-07,-8.823148071748318e-09,False,3.1739763127392364e-10,0.00017739060416380707
4.0,-17.249561136548454,-1.0546299008702453e-06,5.759141480503538e-08,1.0031755350528075e-06,-6.79936128780538e-09,False,6.623123002077794e-10,0.00031208815493014323
4.0,-17.00055526300874,-1.2539499083765779e-06,6.88105159532637e-08,1.1853847003907144e-06,-3.7963210331146425e-10,False,1.3432413591117617e-10,5.354706408448954e-05
4.0,-16.74965192161304,-1.493495987618059e-06,8.190636973532718e-08,1.39670662567643e-06,1.4721182395611546e-08,True,1.618098106900908e-10,5.4174426307577984e-05
4.0,-16.499160968405203,-1.777680466882978e-06,9.668359519583575e-08,1.6343098990949524e-06,4.589548493583886e-08,True,7.914876563511765e-10,0.00022266765872796257
4.0,-16.249083304174512,-2.113387821699152e-06,1.128337247307462e-07,1.8941129024376615e-06,1.0601988669504063e-07,True,4.2130783570373884e-10,9.968587634942245e-05
4.0,-15.999417998437096,-2.5115358155647855e-06,1.295212250936019e-07,2.1646567742068407e-06,2.169347860562729e-07,True,4.230302080701027e-10,8.422452806921227e-05
4.0,-15.750161855651545,-2.9811735721370103e-06,1.4495545391205585e-07,2.4209345938632862e-06,4.1473504684451053e-07,True,5.484775171577353e-10,9.199866480162431e-05
4.0,-15.49902767260169,-3.5365483890840863e-06,1.5596096143137503e-07,2.6186102258065655e-06,7.61086831376946e-07,True,8.903704692e-10,0.0001258971271300455
4.0,-15.250572010298432,-4.164201309836266e-06,1.5618476671160076e-07,2.6659927119063307e-06,1.3376795300060533e-06,True,4.344301212280627e-09,0.000521897017785937
4.0,-15.000222088976228,-4.836844464256185e-06,1.3531610578421447e-07,2.4138200376120675e-06,2.278061553476614e-06,True,9.646767383288982e-09,0.0009982124687007697
4.0,-14.750239709472517,-5.405544293602505e-06,7.541546903408051e-08,1.5943784647417819e-06,3.7174053783731765e-06,True,1.8344981453466613e-08,0.0016997514370387173
4.0,-14.500598892978063,-5.446066700027307e-06,-5.548287357660821e-08,-2.8234888875745326e-07,5.724774581761245e-06,True,5.9123880600123064e-08,0.0051373325468062675
4.0,-14.249000290711813,-3.826834982678814e-06,-3.084248831376471e-07,-4.032701335907599e-06,8.065428200787995e-06,True,1.0253300093606599e-07,0.006316179473905763
4.0,-13.999933207654422,2.144813148584545e-06,-7.674348488218327e-07,-1.107172834552819e-05,9.485797441683264e-06,True,2.085526040822143e-07,0.008886008275840324
4.0,-13.751074353194094,1.853120340298513e-05,-1.5741193209714982e-06,-2.393590092196046e-05,6.626887720217787e-06,True,3.5192911972904066e-07,0.006945771417962504
4.0,-13.500093939220909,5.799968922230431e-05,-2.978748046408156e-06,-4.7449954772304735e-05,-8.205091522641804e-06,True,6.341051190503841e-07,0.0054367330862092195
4.0,-13.249166938351728,0.00014243706030164362,-5.371836346255684e-06,-9.004662778521024e-05,-4.939898400043555e-05,True,2.3803878302578455e-06,0.008286685710308135
4.0,-13.000444062402453,0.00030887617848932383,-9.290668586364162e-06,-0.00016545411891190004,-0.00014504485473607303,True,1.0913463745013428e-05,0.01735972178740507
