regulator,difference_rho,difference_pr,difference_pt,difference_polarization,estimate_rho,estimate_pr,estimate_pt,estimate_polarization
2.0,-0.0009585703566420735,0.0009590965767729881,-7.406392713533325e-05,0.012863449162084695,-0.01624835353922416,0.016248911935641118,0.01495864739810689,0.04101212845034009
4.0,-0.00360125212933058,0.003603646410424669,-0.00010071286326504252,0.013572947259996918,-0.016246864341604147,0.016248916946516652,0.014957869054031049,0.04102062443781342
8.0,-0.014026853215710062,0.014119124601600322,-0.00017742759458290713,0.014276071555728836,-0.01614651582233043,0.016236947530599257,0.01493392722614256,0.04102274662310644
