s,l,log_gain,source_integral,preload_bound
-1.5,-1.305,0.0,0.0,1.5053498498322555
-1.49875,-1.3042303514200708,0.011423943908914101,0.0,1.5053498498322555
-1.4975,-1.3034598532451118,0.022814628236635714,0.0,1.5053498498322555
-1.49625,-1.3026885148309533,0.03417213086970521,0.0,1.5053498498322555
-1.495,-1.30191634545694,0.045496528968892044,0.0,1.5053498498322555
-1.49375,-1.3011433543263304,0.05678789896760037,0.0,1.5053498498322555
-1.4925,-1.3003695505666946,0.06804631657106745,0.0,1.5053498498322555
-1.49125,-1.2995949432303102,0.07927185675524992,0.0,1.5053498498322555
-1.49,-1.2988195412945596,0.09046459376634128,0.0,1.5053498498322555
-1.48875,-1.2980433536623237,0.10162460112011361,0.0,1.5053498498322555
-1.4875,-1.2972663891623764,0.11275195160184165,0.0,1.5053498498322555
-1.48625,-1.2964886565497766,0.123846717265983,0.0,1.5053498498322555
-1.485,-1.29571016450626,0.13490896943627614,0.0,1.5053498498322555
-1.48375,-1.2949309216406284,0.14593877870606092,0.0,1.5053498498322555
-1.4825,-1.294150936489139,0.15693621493850624,0.0,1.5053498498322555
-1.48125,-1.2933702175158914,0.16790134726744738,0.0,1.5053498498322555
-1.48,-1.2925887731132133,0.1788342440977113,0.0,1.5053498498322555
-1.47875,-1.291806611602045,0.1897349731063478,0.0,1.5053498498322555
-1.4775,-1.2910237412323222,0.20060360124325088,0.0,1.5053498498322555
-1.47625,-1.290240170183357,0.21144019473273712,0.0,1.5053498498322555
-1.475,-1.289455906564218,0.22224481907462654,0.0,1.5053498498322555
-1.47375,-1.2886709584141074,0.23301753904573444,0.0,1.5053498498322555
-1.4725,-1.2878853337027387,0.24375841870144288,0.0,1.5053498498322555
-1.47125,-1.28709904033071,0.2544675213773693,0.0,1.5053498498322555
-1.47,-1.2863120861298776,0.2651449096912372,0.0,1.5053498498322555
-1.46875,-1.2855244788637266,0.27579064554495836,0.0,1.5053498498322555
-1.4675,-1.2847362262277406,0.2864047901265086,0.0,1.5053498498322555
-1.46625,-1.2839473358497695,0.2969874039123633,0.0,1.5053498498322555
-1.465,-1.283157815290394,0.3075385466694304,0.0,1.5053498498322555
-1.46375,-1.2823676720432906,0.31805827745795706,0.0,1.5053498498322555
-1.4625,-1.281576913535593,0.3285466546336838,0.0,1.5053498498322555
-1.46125,-1.280785547128252,0.33900373585084503,0.0,1.5053498498322555
-1.46,-1.2799935801163942,0.3494295780645561,0.0,1.5053498498322555
-1.45875,-1.2792010197296768,0.3598242375338484,0.0,1.5053498498322555
-1.4575,-1.2784078731326431,0.37018776982476087,0.0,1.5053498498322555
-1.45625,-1.2776141474250746,0.3805202298130602,0.0,1.5053498498322555
-1.455,-1.2768198496423404,0.39082167168747317,0.0,1.5053498498322555
