grid,s,l,field,reference,interpolated,relative_error
coarse,-1.2692425008458774,-2.922572531726614,beta,-7.462994782067656e-08,-7.440516357228193e-08,2.24784248394623e-10
coarse,-1.2692425008458774,-2.922572531726614,gamma_ll,1.0979652712515056,1.0979642759719261,9.064763754179092e-07
coarse,-1.2692425008458774,-2.922572531726614,gamma_omega,12.060773322891105,12.060773399130401,6.321260977576743e-09
coarse,1.5280213373481395,-1.6751039644698524,alpha,2.443984952066569,2.4439831996083865,7.170494978240925e-07
coarse,1.5280213373481395,-1.6751039644698524,beta,1.549911298433907e-91,7.224305521627826e-28,7.224305521627826e-28
coarse,1.5280213373481395,-1.6751039644698524,gamma_ll,14.032658031893238,14.03263527163486,1.6219491935676833e-06
coarse,1.5280213373481395,-1.6751039644698524,gamma_omega,7.161768378414318,7.161667949263566,1.4022954310380938e-05
coarse,2.4438471715367056,1.869690044651069,alpha,1.0032808012924204,1.0032808070338748,5.7226794488708155e-09
coarse,2.4438471715367056,1.869690044651069,beta,-0.000587846901623358,-0.0005878599817786608,1.3080155302847354e-08
coarse,2.4438471715367056,1.869690044651069,gamma_ll,1.0119351935051508,1.0119352198904188,2.607406891255876e-08
coarse,2.4438471715367056,1.869690044651069,gamma_omega,6.78389535487508,6.7838953256396675,4.30953173418958e-09
coarse,1.7862038387983068,-2.8495269384857607,alpha,1.0050481357973944,1.0050481356476884,1.4895408490595304e-10
coarse,1.7862038387983068,-2.8495269384857607,beta,3.646115753143217e-128,3.3287128473627847e-46,3.3287128473627847e-46
coarse,1.7862038387983068,-2.8495269384857607,gamma_ll,1.0184074747926406,1.0184074743125788,4.713847649373286e-10
coarse,1.7862038387983068,-2.8495269384857607,gamma_omega,11.525482365851655,11.525482358098882,6.72663616149907e-10
coarse,-0.4437422562296609,-5.193567707072372,alpha,1.0000000002384453,1.000000000238433,1.2212453267964721e-14
coarse,-0.4437422562296609,-5.193567707072372,beta,0.0,-6.851275872662235e-42,6.851275872662235e-42
coarse,-0.4437422562296609,-5.193567707072372,gamma_ll,1.0000000008651644,1.00000000086512,4.4408920946585246e-14
coarse,-0.4437422562296609,-5.193567707072372,gamma_omega,30.03633907662117,30.03633907632799,9.760863005566855e-12
