s,l,log_gain,source_integral,preload_bound
-1.5,-1.305,0.0,0.0,1.505513635799803
-1.49875,-1.3042303521220706,0.011424279575241092,0.0,1.505513635799803
-1.4975,-1.3034598533025605,0.02281492197148752,0.0,1.505513635799803
-1.49625,-1.3026885133708312,0.03417209746651968,0.0,1.505513635799803
-1.495,-1.3019163420073763,0.04549597634752579,0.0,1.505513635799803
-1.49375,-1.3011433487521737,0.05678672861829158,0.0,1.505513635799803
-1.4925,-1.3003695430131292,0.06804452365800945,0.0,1.505513635799803
-1.49125,-1.2995949340744255,0.07926952824796837,0.0,1.505513635799803
-1.49,-1.2988195310964679,0.09046187280102858,0.0,1.505513635799803
-1.48875,-1.2980433430994103,0.10162164986258179,0.0,1.505513635799803
-1.4875,-1.2972663789650736,0.11274894316950362,0.0,1.505513635799803
-1.48625,-1.2964886474468678,0.12384382893598223,0.0,1.505513635799803
-1.485,-1.2957101571800895,0.13490637580926856,0.0,1.505513635799803
-1.48375,-1.2949309166924365,0.14593664476627308,0.0,1.505513635799803
-1.4825,-1.2941509344147077,0.15693468895042384,0.0,1.505513635799803
-1.48125,-1.2933702186916571,0.16790055344826108,0.0,1.505513635799803
-1.48,-1.2925887777929728,0.17883427500519355,0.0,1.505513635799803
-1.47875,-1.2918066199243476,0.18973588167992983,0.0,1.505513635799803
-1.4775,-1.2910237532386108,0.20060539243707431,0.0,1.505513635799803
-1.47625,-1.2902401858468904,0.21144281667741127,0.0,1.505513635799803
-1.475,-1.289455925829773,0.22224815370541504,0.0,1.505513635799803
-1.47375,-1.288670981243882,0.2330214094079738,0.0,1.505513635799803
-1.4725,-1.2878853600827345,0.2437626507367731,0.0,1.505513635799803
-1.47125,-1.2870990702368459,0.2544719592136661,0.0,1.505513635799803
-1.47,-1.2863121194990235,0.2651494142128392,0.0,1.505513635799803
-1.46875,-1.2855245155743056,0.27579509265643976,0.0,1.505513635799803
-1.4675,-1.2847362660900004,0.2864090686520089,0.0,1.505513635799803
-1.46625,-1.2839473786058055,0.2969914130712922,0.0,1.505513635799803
-1.465,-1.283157860623987,0.3075421930700116,0.0,1.505513635799803
-1.46375,-1.2823677195995975,0.3180614715481959,0.0,1.505513635799803
-1.4625,-1.2815769629507139,0.32854930655068393,0.0,1.505513635799803
-1.46125,-1.2807855980655352,0.33900575918306314,0.0,1.505513635799803
-1.46,-1.2799936322778371,0.3494309206326311,0.0,1.505513635799803
-1.45875,-1.2792010728413785,0.3598248893656929,0.0,1.505513635799803
-1.4575,-1.2784079269351791,0.3701877625963938,0.0,1.505513635799803
-1.45625,-1.2776142016719811,0.3805196357974945,0.0,1.505513635799803
-1.455,-1.276819904106778,0.39082060216147707,0.0,1.505513635799803
-1.45375,-1.2760250412453968,0.4010907520116858,0.0,1.505513635799803
-1.4525,-1.2752296200531243,0.41133017216321754,0.0,1.505513635799803
-1.45125,-1.2744336474629179,0.4215389407229118,0.0,1.505513635799803
-1.45,-1.273637130372031,0.4317170825618184,0.0,1.505513635799803
-1.44875,-1.272840075625447,0.44186459725490373,0.0,1.505513635799803
-1.4475,-1.2720424899855307,0.4519815124238931,0.0,1.505513635799803
-1.44625,-1.2712443801052509,0.46206786150293344,0.0,1.505513635799803
-1.445,-1.270445752534137,0.4721236754725585,0.0,1.505513635799803
-1.44375,-1.269646613727746,0.4821489828102379,0.0,1.505513635799803
-1.4425,-1.2688469700573426,0.4921438093824155,0.0,1.505513635799803
-1.44125,-1.2680468278197723,0.5021081782776278,0.0,1.505513635799803
-1.44,-1.2672461932475025,0.5120421095803448,0.0,1.505513635799803
-1.43875,-1.2664450725188134,0.5219456200851279,0.0,1.505513635799803
-1.4375,-1.2656434717681144,0.5318187229507769,0.0,1.505513635799803
-1.43625,-1.264841397093314,0.5416614335878635,0.0,1.505513635799803
-1.435,-1.2640388545324313,0.5514737899097469,0.0,1.505513635799803
-1.43375,-1.2632358500388958,0.5612558363101084,0.0,1.505513635799803
-1.4325,-1.2624323894867375,0.5710076176058071,0.0,1.505513635799803
-1.43125,-1.2616284786789387,0.5807291787831147,0.0,1.505513635799803
-1.43,-1.2608241233559272,0.5904205646940874,0.0,1.505513635799803
-1.42875,-1.2600193292041972,0.6000818197028303,0.0,1.505513635799803
-1.4275,-1.2592141018650478,0.6097129872813575,0.0,1.505513635799803
-1.42625,-1.2584084469434251,0.6193141095548229,0.0,1.505513635799803
-1.425,-1.2576023700168546,0.6288852267958664,0.0,1.505513635799803
-1.42375,-1.2567958766415679,0.638426381687464,0.0,1.505513635799803
-1.4225,-1.2559889723294932,0.6479376348366395,0.0,1.505513635799803
-1.42125,-1.2551816625237928,0.657419052731122,0.0,1.505513635799803
-1.42,-1.2543739526025413,0.6668707029756665,0.0,1.505513635799803
-1.41875,-1.2535658478853828,0.6762926539111528,0.0,1.505513635799803
-1.4175,-1.252757353640329,0.6856849741948681,0.0,1.505513635799803
-1.41625,-1.2519484750906908,0.695047732341824,0.0,1.505513635799803
-1.415,-1.2511392174221425,0.7043809962269296,0.0,1.505513635799803
-1.41375,-1.2503295857899106,0.7136848325478592,0.0,1.505513635799803
-1.4125,-1.249519585325883,0.7229593037101139,0.0,1.505513635799803
-1.41125,-1.248709221135208,0.7322044301108472,0.0,1.505513635799803
-1.41,-1.2478984982546253,0.741420210699213,0.0,1.505513635799803
-1.40875,-1.2470874216259398,0.7506066470248067,0.0,1.505513635799803
-1.4075,-1.246275996101126,0.7597637415043171,0.0,1.505513635799803
-1.40625,-1.2454642264503546,0.7688914974056472,0.0,1.505513635799803
-1.405,-1.2446521173702303,0.7779899187818693,0.0,1.505513635799803
-1.40375,-1.2438396734922301,0.7870590103547681,0.0,1.505513635799803
-1.4025,-1.2430268993913274,0.7960987773477356,0.0,1.505513635799803
-1.40125,-1.2422137995947893,0.805109225267788,0.0,1.505513635799803
-1.4,-1.2414003785911343,0.8140903596364898,0.0,1.505513635799803
