case,direction,s,l,initial_l,log_gain,source_integral,initial_preload,minimum_stream_density,source,null_speed,inside_packet_live
coarse,1,-1.5,-2.115,-2.115,0.0,0.0,42.91557566174428,0.8863786121231209,-0.0,1.3032639820259377,False
coarse,1,-1.49,-2.1020154473054724,-2.115,-0.12122102925971706,0.0,42.91557566174428,0.7414464357600306,-0.0,1.293660329904288,False
coarse,1,-1.48,-2.0891263758947987,-2.115,-0.24162111496337924,0.00012041544357997614,42.91557566174428,0.620756243137197,0.034531394467127385,1.284167020682135,False
coarse,1,-1.47,-2.0763323507530917,-2.115,-0.36153185767966234,0.0013403770488567245,42.91557566174428,0.5197873158688867,0.1571870677383987,1.2746022561619186,False
coarse,1,-1.46,-2.0636352273195158,-2.115,-0.48120730380871246,0.0051859476445806785,42.91557566174428,0.4350156093194096,0.3538239107658567,1.264780776593828,False
coarse,1,-1.45,-2.0510371297656254,-2.115,-0.6003826713172814,0.013369946569161047,42.91557566174428,0.3641157912010987,0.5991817611933142,1.2548482688099218,False
coarse,1,-1.44,-2.038537559634623,-2.115,-0.7185811542886431,0.02753557978131511,42.91557566174428,0.30520168109430634,0.859397393011553,1.2451108556683932,False
coarse,1,-1.43,-2.026134299355139,-2.115,-0.8358632459434732,0.04900216851985906,42.91557566174428,0.2561742315272189,1.1033092853850144,1.2355506727904957,False
coarse,1,-1.42,-2.0138267687426565,-2.115,-0.9527504758240191,0.07865890653427442,42.91557566174428,0.21505644957196618,1.3085546010108504,1.2259296430843518,False
coarse,1,-1.41,-2.0016161300439306,-2.115,-1.0693933556801587,0.11686607473613503,42.91557566174428,0.18049891354814362,1.4558257801853194,1.2161947223531706,False
coarse,1,-1.4,-1.9895022872048325,-2.115,-1.1851392503314369,0.16319921017305086,42.91557566174428,0.15169404372922213,1.5298412321203698,1.2066363217023763,False
coarse,1,-1.39,-1.9774820934938522,-2.115,-1.2995756424870994,0.2165332713478553,42.91557566174428,0.12778907136951276,1.538187727976638,1.1974526646712849,False
coarse,1,-1.38,-1.965552719279932,-2.115,-1.4132234772668357,0.27560823191709694,42.91557566174428,0.10777611903163378,1.4968154463443397,1.1884252748509387,False
coarse,1,-1.37,-1.9537137713119876,-2.115,-1.5266815065277286,0.3389935174251192,42.91557566174428,0.09087222496310447,1.4097224103796573,1.1793524477599506,False
coarse,1,-1.3599999999999999,-1.941965516330891,-2.115,-1.6397081513583647,0.4043098079414521,42.91557566174428,0.07663565798606414,1.2621760119865633,1.1703398738601578,False
