s,l,field,reference,interpolated,relative_error
-0.375,-6.75,alpha,1.0,1.0,0.0
-0.375,-6.75,beta,0.0,0.0,0.0
-0.375,-6.75,gamma_ll,1.0,1.0,0.0
-0.375,-6.75,gamma_omega,48.62500056895966,48.625000000000014,1.1700969511869405e-08
-0.375,-6.625,alpha,1.0,1.0,0.0
-0.375,-6.625,beta,0.0,0.0,0.0
-0.375,-6.625,gamma_ll,1.0,1.0,0.0
-0.375,-6.625,gamma_omega,46.95312608704628,46.95312500000001,2.3151733702429562e-08
-0.375,-6.5,alpha,1.0,1.0,0.0
-0.375,-6.5,beta,0.0,0.0,0.0
-0.375,-6.5,gamma_ll,1.0,1.0,0.0
-0.375,-6.5,gamma_omega,45.31250204938585,45.3125,4.522782357826241e-08
-0.375,-6.375,alpha,1.0000000000000004,1.0,4.440892098500624e-16
-0.375,-6.375,beta,0.0,0.0,0.0
-0.375,-6.375,gamma_ll,1.0000000000000013,1.0,1.332267629550186e-15
-0.375,-6.375,gamma_omega,43.70312881242133,43.703125,8.723451699892813e-08
-0.375,-6.25,alpha,1.0000000000000013,1.0,1.332267629550186e-15
-0.375,-6.25,beta,0.0,0.0,0.0
-0.375,-6.25,gamma_ll,1.0000000000000053,1.0,5.329070518200723e-15
-0.375,-6.25,gamma_omega,42.12500699796073,42.12500000000001,1.6612366913111345e-07
-0.375,-6.125,alpha,1.000000000000006,1.0,5.995204332975809e-15
-0.375,-6.125,beta,0.0,0.0,0.0
-0.375,-6.125,gamma_ll,1.0000000000000222,1.0,2.220446049250264e-14
-0.375,-6.125,gamma_omega,40.57813767439453,40.578125,3.123453972853323e-07
-0.375,-6.0,alpha,1.0000000000000278,1.0,2.7755575615628144e-14
-0.375,-6.0,beta,0.0,0.0,0.0
-0.375,-6.0,gamma_ll,1.0000000000001004,1.0,1.0036416142610408e-13
-0.375,-6.0,gamma_omega,39.06252264953888,39.062500000000014,5.798278586949855e-07
-0.375,-5.875,alpha,1.0000000000001226,1.000000000000002,1.2057022047427723e-13
-0.375,-5.875,beta,0.0,-4.963146116870941e-103,4.963146116870941e-103
-0.375,-5.875,gamma_ll,1.0000000000004445,1.000000000000007,4.374278717021172e-13
-0.375,-5.875,gamma_omega,37.57816493547576,37.57812564105375,1.0456716573848837e-06
-0.375,-5.75,alpha,1.0000000000005267,1.0000000000000546,4.72066830070368e-13
-0.375,-5.75,beta,0.0,2.3752148625772627e-99,2.3752148625772627e-99
-0.375,-5.75,gamma_ll,1.0000000000019105,1.0000000000001976,1.7128520823884191e-12
-0.375,-5.75,gamma_omega,36.125069473029754,36.12500719153789,1.7240518225374488e-06
-0.375,-5.625,alpha,1.0000000000021962,1.0000000000006044,1.5918377727040533e-12
-0.375,-5.625,beta,0.0,-4.759147682889751e-96,4.759147682889751e-96
-0.375,-5.625,gamma_ll,1.0000000000079692,1.0000000000021934,5.7758242632638855e-12
-0.375,-5.625,gamma_omega,34.703244239887574,34.703157815672824,2.490378540767372e-06
-0.375,-5.5,alpha,1.0000000000088758,1.0000000000044378,4.43800551859721e-12
-0.375,-5.5,beta,0.0,5.835241408488356e-93,5.835241408488356e-93
-0.375,-5.5,gamma_ll,1.000000000032204,1.0000000000161018,1.6102230659434865e-11
-0.375,-5.5,gamma_omega,33.31270191303307,33.31260095636357,3.0305758374838987e-06
-0.375,-5.375,alpha,1.0000000000347602,1.0000000000251938,9.566347713652596e-12
-0.375,-5.375,beta,0.0,-5.626204559251349e-90,5.626204559251349e-90
-0.375,-5.375,gamma_ll,1.0000000001261227,1.0000000000914127,3.4710012637503176e-11
-0.375,-5.375,gamma_omega,31.95346231334396,31.95336948182014,2.9052101743712334e-06
-0.375,-5.25,alpha,1.0000000001319291,1.0000000001182725,1.3656631379507418e-11
-0.375,-5.25,beta,0.0,4.027727097271836e-87,4.027727097271836e-87
-0.375,-5.25,gamma_ll,1.000000000478686,1.0000000004291345,4.955147401135039e-11
-0.375,-5.25,gamma_omega,30.625555926239734,30.62549837871933,1.879068596974265e-06
-0.375,-5.125,alpha,1.0000000004852552,1.0000000004774658,7.789324736990288e-12
-0.375,-5.125,beta,0.0,-2.856935796721734e-84,2.856935796721734e-84
-0.375,-5.125,gamma_ll,1.0000000017606787,1.000000001732416,2.8262725443516105e-11
-0.375,-5.125,gamma_omega,29.32902886254494,29.32901435330091,4.947059140625669e-07
-0.375,-5.0,alpha,1.0000000017296966,1.0000000017296966,0.0
-0.375,-5.0,beta,0.0,1.6307462443434716e-81,1.6307462443434716e-81
-0.375,-5.0,gamma_ll,1.0000000062759558,1.0000000062759558,0.0
-0.375,-5.0,gamma_omega,28.063949689157724,28.063949689157724,0.0
-0.375,5.0,alpha,1.0000000017296966,1.0000000017296966,0.0
-0.375,5.0,beta,0.0,3.4488635849435794e-83,3.4488635849435794e-83
-0.375,5.0,gamma_ll,1.0000000062759558,1.0000000062759558,0.0
-0.375,5.0,gamma_omega,28.063949689157724,28.06394968915774,6.329675113715484e-16
-0.375,5.125,alpha,1.0000000004852552,1.0000000004774658,7.789324736990288e-12
-0.375,5.125,beta,0.0,-2.0279495786979067e-86,2.0279495786979067e-86
-0.375,5.125,gamma_ll,1.0000000017606787,1.000000001732416,2.8262725443516105e-11
-0.375,5.125,gamma_omega,29.32902886254494,29.32901435330093,4.947059133357688e-07
-0.375,5.25,alpha,1.0000000001319291,1.0000000001182725,1.3656631379507418e-11
-0.375,5.25,beta,0.0,1.4875128484242576e-88,1.4875128484242576e-88
-0.375,5.25,gamma_ll,1.000000000478686,1.0000000004291345,4.955147401135039e-11
-0.375,5.25,gamma_omega,30.625555926239734,30.62549837871933,1.879068596974265e-06
-0.375,5.375,alpha,1.0000000000347602,1.0000000000251938,9.566347713652596e-12
-0.375,5.375,beta,0.0,-2.3836316252757075e-91,2.3836316252757075e-91
-0.375,5.375,gamma_ll,1.0000000001261227,1.0000000000914127,3.4710012637503176e-11
-0.375,5.375,gamma_omega,31.95346231334396,31.95336948182012,2.9052101750383375e-06
-0.375,5.5,alpha,1.0000000000088758,1.0000000000044378,4.43800551859721e-12
-0.375,5.5,beta,0.0,1.8071270729111886e-94,1.8071270729111886e-94
-0.375,5.5,gamma_ll,1.000000000032204,1.0000000000161018,1.6102230659434865e-11
-0.375,5.5,gamma_omega,33.31270191303307,33.31260095636354,3.030575838337078e-06
-0.375,5.625,alpha,1.0000000000021962,1.0000000000006044,1.5918377727040533e-12
-0.375,5.625,beta,0.0,-6.7441390599326e-98,6.7441390599326e-98
-0.375,5.625,gamma_ll,1.0000000000079692,1.0000000000021934,5.7758242632638855e-12
-0.375,5.625,gamma_omega,34.703244239887574,34.703157815672824,2.490378540767372e-06
-0.375,5.75,alpha,1.0000000000005267,1.0000000000000546,4.72066830070368e-13
-0.375,5.75,beta,0.0,9.391416175196525e-101,9.391416175196525e-101
-0.375,5.75,gamma_ll,1.0000000000019105,1.0000000000001976,1.7128520823884191e-12
-0.375,5.75,gamma_omega,36.125069473029754,36.12500719153789,1.7240518225374488e-06
-0.375,5.875,alpha,1.0000000000001226,1.000000000000002,1.2057022047427723e-13
-0.375,5.875,beta,0.0,-7.502951034078362e-105,7.502951034078362e-105
-0.375,5.875,gamma_ll,1.0000000000004445,1.000000000000007,4.374278717021172e-13
-0.375,5.875,gamma_omega,37.57816493547576,37.57812564105375,1.0456716573848837e-06
-0.375,6.0,alpha,1.0000000000000278,1.0,2.7755575615628144e-14
-0.375,6.0,beta,0.0,0.0,0.0
-0.375,6.0,gamma_ll,1.0000000000001004,1.0,1.0036416142610408e-13
-0.375,6.0,gamma_omega,39.06252264953888,39.062500000000014,5.798278586949855e-07
-0.375,6.125,alpha,1.000000000000006,1.0,5.995204332975809e-15
-0.375,6.125,beta,0.0,0.0,0.0
-0.375,6.125,gamma_ll,1.0000000000000222,1.0,2.220446049250264e-14
-0.375,6.125,gamma_omega,40.57813767439453,40.578125,3.123453972853323e-07
-0.375,6.25,alpha,1.0000000000000013,1.0,1.332267629550186e-15
-0.375,6.25,beta,0.0,0.0,0.0
-0.375,6.25,gamma_ll,1.0000000000000053,1.0,5.329070518200723e-15
-0.375,6.25,gamma_omega,42.12500699796073,42.12500000000001,1.6612366913111345e-07
-0.375,6.375,alpha,1.0000000000000004,1.0,4.440892098500624e-16
-0.375,6.375,beta,0.0,0.0,0.0
-0.375,6.375,gamma_ll,1.0000000000000013,1.0,1.332267629550186e-15
-0.375,6.375,gamma_omega,43.70312881242133,43.703125,8.723451699892813e-08
-0.375,6.5,alpha,1.0,1.0,0.0
-0.375,6.5,beta,0.0,0.0,0.0
-0.375,6.5,gamma_ll,1.0,1.0,0.0
-0.375,6.5,gamma_omega,45.31250204938585,45.3125,4.522782357826241e-08
-0.375,6.625,alpha,1.0,1.0,0.0
-0.375,6.625,beta,0.0,0.0,0.0
-0.375,6.625,gamma_ll,1.0,1.0,0.0
-0.375,6.625,gamma_omega,46.95312608704628,46.95312500000001,2.3151733702429562e-08
-0.375,6.75,alpha,1.0,1.0,0.0
-0.375,6.75,beta,0.0,0.0,0.0
-0.375,6.75,gamma_ll,1.0,1.0,0.0
-0.375,6.75,gamma_omega,48.62500056895966,48.625000000000014,1.1700969511869405e-08
-0.375,6.875,alpha,1.0,1.0,0.0
-0.375,6.875,beta,0.0,0.0,0.0
-0.375,6.875,gamma_ll,1.0,1.0,0.0
-0.375,6.875,gamma_omega,50.328125293853915,50.328125,5.838761402439924e-09
-0.375,7.0,alpha,1.0,1.0,0.0
-0.375,7.0,beta,0.0,0.0,0.0
-0.375,7.0,gamma_ll,1.0,1.0,0.0
-0.375,7.0,gamma_omega,52.06250014976321,52.0625,2.876604262236723e-09
-0.375,7.125,alpha,1.0,1.0,0.0
-0.375,7.125,beta,0.0,0.0,0.0
-0.375,7.125,gamma_ll,1.0,1.0,0.0
-0.375,7.125,gamma_omega,53.82812507531982,53.82812500000001,1.3992649888391993e-09
-0.375,7.25,alpha,1.0,1.0,0.0
-0.375,7.25,beta,0.0,0.0,0.0
-0.375,7.25,gamma_ll,1.0,1.0,0.0
-0.375,7.25,gamma_omega,55.62500003738097,55.62499999999998,6.720178426691943e-10
-0.375,7.375,alpha,1.0,1.0,0.0
-0.375,7.375,beta,0.0,0.0,0.0
-0.375,7.375,gamma_ll,1.0,1.0,0.0
-0.375,7.375,gamma_omega,57.45312501830777,57.45312499999998,3.1865619817493573e-10
-0.375,7.5,alpha,1.0,1.0,0.0
-0.375,7.5,beta,0.0,0.0,0.0
-0.375,7.5,gamma_ll,1.0,1.0,0.0
-0.375,7.5,gamma_omega,59.31250000884849,59.3125,1.4918420506779312e-10
-0.375,7.625,alpha,1.0,1.0,0.0
-0.375,7.625,beta,0.0,0.0,0.0
-0.375,7.625,gamma_ll,1.0,1.0,0.0
-0.375,7.625,gamma_omega,61.20312500422045,61.20312500000002,6.895778611934124e-11
-0.375,7.75,alpha,1.0,1.0,0.0
-0.375,7.75,beta,0.0,0.0,0.0
-0.375,7.75,gamma_ll,1.0,1.0,0.0
-0.375,7.75,gamma_omega,63.12500000198659,63.12500000000001,3.1470655343636785e-11
-0.375,7.875,alpha,1.0,1.0,0.0
-0.375,7.875,beta,0.0,0.0,0.0
-0.375,7.875,gamma_ll,1.0,1.0,0.0
-0.375,7.875,gamma_omega,65.07812500092285,65.078125,1.4180692900911504e-11
-0.375,8.0,alpha,1.0,1.0,0.0
-0.375,8.0,beta,0.0,0.0,0.0
-0.375,8.0,gamma_ll,1.0,1.0,0.0
-0.375,8.0,gamma_omega,67.06250000042309,67.06249999999999,6.3090367557582854e-12
-0.09375,-8.0,alpha,1.0,1.0,0.0
-0.09375,-8.0,beta,0.0,0.0,0.0
-0.09375,-8.0,gamma_ll,1.0,1.0,0.0
-0.09375,-8.0,gamma_omega,67.06250000042283,67.06249999999999,6.305222472293302e-12
-0.09375,-7.875,alpha,1.0,1.0,0.0
-0.09375,-7.875,beta,0.0,0.0,0.0
-0.09375,-7.875,gamma_ll,1.0,1.0,0.0
-0.09375,-7.875,gamma_omega,65.07812500092234,65.078125,1.417283172221693e-11
-0.09375,-7.75,alpha,1.0,1.0,0.0
-0.09375,-7.75,beta,0.0,0.0,0.0
-0.09375,-7.75,gamma_ll,1.0,1.0,0.0
-0.09375,-7.75,gamma_omega,63.12500000198547,63.12500000000001,3.1452870670014126e-11
-0.09375,-7.625,alpha,1.0,1.0,0.0
-0.09375,-7.625,beta,0.0,0.0,0.0
-0.09375,-7.625,gamma_ll,1.0,1.0,0.0
-0.09375,-7.625,gamma_omega,61.203125004218066,61.20312500000002,6.89187779217725e-11
-0.09375,-7.5,alpha,1.0,1.0,0.0
-0.09375,-7.5,beta,0.0,0.0,0.0
-0.09375,-7.5,gamma_ll,1.0,1.0,0.0
-0.09375,-7.5,gamma_omega,59.312500008843486,59.3125,1.4909986836206903e-10
-0.09375,-7.375,alpha,1.0,1.0,0.0
-0.09375,-7.375,beta,0.0,0.0,0.0
-0.09375,-7.375,gamma_ll,1.0,1.0,0.0
-0.09375,-7.375,gamma_omega,57.453125018297385,57.45312499999998,3.184753875612364e-10
-0.09375,-7.25,alpha,1.0,1.0,0.0
-0.09375,-7.25,beta,0.0,0.0,0.0
-0.09375,-7.25,gamma_ll,1.0,1.0,0.0
-0.09375,-7.25,gamma_omega,55.62500003735981,55.62499999999998,6.716374388464078e-10
-0.09375,-7.125,alpha,1.0,1.0,0.0
-0.09375,-7.125,beta,0.0,0.0,0.0
-0.09375,-7.125,gamma_ll,1.0,1.0,0.0
-0.09375,-7.125,gamma_omega,53.8281250752772,53.82812500000001,1.398473240042977e-09
-0.09375,-7.0,alpha,1.0,1.0,0.0
-0.09375,-7.0,beta,0.0,0.0,0.0
-0.09375,-7.0,gamma_ll,1.0,1.0,0.0
-0.09375,-7.0,gamma_omega,52.062500149678456,52.0625,2.874976343158039e-09
-0.09375,-6.875,alpha,1.0,1.0,0.0
-0.09375,-6.875,beta,0.0,0.0,0.0
-0.09375,-6.875,gamma_ll,1.0,1.0,0.0
-0.09375,-6.875,gamma_omega,50.328125293687606,50.328125,5.835456895649924e-09
-0.09375,-6.75,alpha,1.0,1.0,0.0
-0.09375,-6.75,beta,0.0,0.0,0.0
-0.09375,-6.75,gamma_ll,1.0,1.0,0.0
-0.09375,-6.75,gamma_omega,48.62500056863768,48.625000000000014,1.1694347765171681e-08
-0.09375,-6.625,alpha,1.0,1.0,0.0
-0.09375,-6.625,beta,0.0,0.0,0.0
-0.09375,-6.625,gamma_ll,1.0,1.0,0.0
-0.09375,-6.625,gamma_omega,46.95312608643108,46.95312500000001,2.3138631228781688e-08
-0.09375,-6.5,alpha,1.0,1.0,0.0
-0.09375,-6.5,beta,0.0,0.0,0.0
-0.09375,-6.5,gamma_ll,1.0,1.0,0.0
-0.09375,-6.5,gamma_omega,45.31250204822603,45.3125,4.52022275770994e-08
-0.09375,-6.375,alpha,1.0000000000000004,1.0,4.440892098500624e-16
-0.09375,-6.375,beta,0.0,0.0,0.0
-0.09375,-6.375,gamma_ll,1.0000000000000013,1.0,1.332267629550186e-15
-0.09375,-6.375,gamma_omega,43.703128810263756,43.703125,8.718514806131402e-08
-0.09375,-6.25,alpha,1.0000000000000013,1.0,1.332267629550186e-15
-0.09375,-6.25,beta,0.0,0.0,0.0
-0.09375,-6.25,gamma_ll,1.0000000000000053,1.0,5.329070518200723e-15
-0.09375,-6.25,gamma_omega,42.12500699400032,42.12500000000001,1.6602965352104194e-07
-0.09375,-6.125,alpha,1.000000000000006,1.0,5.995204332975809e-15
-0.09375,-6.125,beta,0.0,0.0,0.0
-0.09375,-6.125,gamma_ll,1.0000000000000213,1.0,2.131628207280255e-14
-0.09375,-6.125,gamma_omega,40.57813766722163,40.578125,3.121686297285215e-07
-0.09375,-6.0,alpha,1.0000000000000275,1.0,2.7533531010703125e-14
-0.09375,-6.0,beta,0.0,0.0,0.0
-0.09375,-6.0,gamma_ll,1.0000000000000995,1.0,9.947598300640413e-14
-0.09375,-6.0,gamma_omega,39.06252263672067,39.062500000000014,5.794997130232166e-07
-0.09375,-5.875,alpha,1.0000000000001215,1.000000000000002,1.1945999744965233e-13
-0.09375,-5.875,beta,0.0,-1.9161444628905393e-108,1.9161444628905393e-108
-0.09375,-5.875,gamma_ll,1.0000000000004405,1.000000000000007,4.3343106881347017e-13
-0.09375,-5.875,gamma_omega,37.57816491287482,37.57812564069094,1.0450798746426676e-06
-0.09375,-5.75,alpha,1.0000000000005218,1.000000000000054,4.678479825767968e-13
-0.09375,-5.75,beta,0.0,9.10021821906142e-105,9.10021821906142e-105
-0.09375,-5.75,gamma_ll,1.0000000000018936,1.0000000000001958,1.6977530492535746e-12
-0.09375,-5.75,gamma_omega,36.12506943371242,36.12500718746794,1.7230761200190892e-06
-0.09375,-5.625,alpha,1.0000000000021763,1.0000000000005989,1.5774048733839895e-12
-0.09375,-5.625,beta,0.0,-2.0065022174025465e-101,2.0065022174025465e-101
-0.09375,-5.625,gamma_ll,1.0000000000078968,1.0000000000021734,5.72342173650241e-12
-0.09375,-5.625,gamma_omega,34.703244172405284,34.70315779710125,2.488969146723347e-06
-0.09375,-5.5,alpha,1.0000000000087952,1.0000000000043976,4.397593400501567e-12
-0.09375,-5.5,beta,0.0,2.4424211817463114e-98,2.4424211817463114e-98
-0.09375,-5.5,gamma_ll,1.0000000000319118,1.0000000000159561,1.5955681220193725e-11
-0.09375,-5.5,gamma_omega,33.31270179876283,33.31260089922862,3.028860727657596e-06
-0.09375,-5.375,alpha,1.000000000034445,1.0000000000249656,9.479306228527998e-12
-0.09375,-5.375,beta,0.0,-2.3071406989778216e-95,2.3071406989778216e-95
-0.09375,-5.375,gamma_ll,1.0000000001249787,1.0000000000905835,3.4395153387798536e-11
-0.09375,-5.375,gamma_omega,31.953462122445135,31.95336934345852,2.903566012989599e-06
-0.09375,-5.25,alpha,1.0000000001307325,1.0000000001171998,1.353273048999179e-11
-0.09375,-5.25,beta,0.0,1.7003087747834427e-92,1.7003087747834427e-92
-0.09375,-5.25,gamma_ll,1.0000000004743441,1.0000000004252425,4.910161164220081e-11
-0.09375,-5.25,gamma_omega,30.62555561161812,30.625498096666533,1.878005163881106e-06
-0.09375,-5.125,alpha,1.0000000004808538,1.000000000473135,7.718714552692364e-12
-0.09375,-5.125,beta,0.0,-1.2415358592551837e-89,1.2415358592551837e-89
-0.09375,-5.125,gamma_ll,1.0000000017447088,1.0000000017167028,2.800604188112196e-11
-0.09375,-5.125,gamma_omega,29.329028351008567,29.329013849976146,4.944259403181786e-07
-0.09375,-5.0,alpha,1.0000000017140083,1.0000000017140083,0.0
-0.09375,-5.0,beta,0.0,7.732804026536979e-87,7.732804026536979e-87
-0.09375,-5.0,gamma_ll,1.0000000062190328,1.0000000062190333,4.4408920708825723e-16
-0.09375,-5.0,gamma_omega,28.06394886870503,28.063948868705047,6.329675298764246e-16
-0.09375,5.0,alpha,1.0000000017140083,1.0000000017140083,0.0
-0.09375,5.0,beta,0.0,2.652137744627097e-88,2.652137744627097e-88
-0.09375,5.0,gamma_ll,1.0000000062190328,1.0000000062190333,4.4408920708825723e-16
-0.09375,5.0,gamma_omega,28.06394886870503,28.063948868705047,6.329675298764246e-16
-0.09375,5.125,alpha,1.0000000004808538,1.000000000473135,7.718714552692364e-12
-0.09375,5.125,beta,0.0,2.408070122149587e-91,2.408070122149587e-91
-0.09375,5.125,gamma_ll,1.0000000017447088,1.0000000017167028,2.800604188112196e-11
-0.09375,5.125,gamma_omega,29.329028351008567,29.329013849976146,4.944259403181786e-07
-0.09375,5.25,alpha,1.0000000001307325,1.0000000001171998,1.353273048999179e-11
-0.09375,5.25,beta,0.0,9.464347075278098e-94,9.464347075278098e-94
-0.09375,5.25,gamma_ll,1.0000000004743441,1.0000000004252425,4.910161164220081e-11
-0.09375,5.25,gamma_omega,30.62555561161812,30.625498096666522,1.8780051642291205e-06
-0.09375,5.375,alpha,1.000000000034445,1.0000000000249656,9.479306228527998e-12
-0.09375,5.375,beta,0.0,-1.0610514360173194e-96,1.0610514360173194e-96
-0.09375,5.375,gamma_ll,1.0000000001249787,1.0000000000905835,3.4395153387798536e-11
-0.09375,5.375,gamma_omega,31.953462122445135,31.95336934345852,2.903566012989599e-06
-0.09375,5.5,alpha,1.0000000000087952,1.0000000000043976,4.397593400501567e-12
-0.09375,5.5,beta,0.0,-1.8104741686131348e-100,1.8104741686131348e-100
-0.09375,5.5,gamma_ll,1.0000000000319118,1.0000000000159561,1.5955681220193725e-11
-0.09375,5.5,gamma_omega,33.31270179876283,33.31260089922862,3.028860727657596e-06
-0.09375,5.625,alpha,1.0000000000021763,1.0000000000005989,1.5774048733839895e-12
-0.09375,5.625,beta,0.0,-5.020575350213051e-103,5.020575350213051e-103
-0.09375,5.625,gamma_ll,1.0000000000078968,1.0000000000021734,5.72342173650241e-12
-0.09375,5.625,gamma_omega,34.703244172405284,34.70315779710124,2.488969146928095e-06
-0.09375,5.75,alpha,1.0000000000005218,1.000000000000054,4.678479825767968e-13
-0.09375,5.75,beta,0.0,1.4756824723640748e-106,1.4756824723640748e-106
-0.09375,5.75,gamma_ll,1.0000000000018936,1.0000000000001958,1.6977530492535746e-12
-0.09375,5.75,gamma_omega,36.12506943371242,36.12500718746794,1.7230761200190892e-06
-0.09375,5.875,alpha,1.0000000000001215,1.000000000000002,1.1945999744965233e-13
-0.09375,5.875,beta,0.0,-1.6179683765907742e-110,1.6179683765907742e-110
-0.09375,5.875,gamma_ll,1.0000000000004405,1.000000000000007,4.3343106881347017e-13
-0.09375,5.875,gamma_omega,37.57816491287482,37.57812564069094,1.0450798746426676e-06
-0.09375,6.0,alpha,1.0000000000000275,1.0,2.7533531010703125e-14
-0.09375,6.0,beta,0.0,0.0,0.0
-0.09375,6.0,gamma_ll,1.0000000000000995,1.0,9.947598300640413e-14
-0.09375,6.0,gamma_omega,39.06252263672067,39.062500000000014,5.794997130232166e-07
-0.09375,6.125,alpha,1.000000000000006,1.0,5.995204332975809e-15
-0.09375,6.125,beta,0.0,0.0,0.0
-0.09375,6.125,gamma_ll,1.0000000000000213,1.0,2.131628207280255e-14
-0.09375,6.125,gamma_omega,40.57813766722163,40.578125,3.121686297285215e-07
-0.09375,6.25,alpha,1.0000000000000013,1.0,1.332267629550186e-15
-0.09375,6.25,beta,0.0,0.0,0.0
-0.09375,6.25,gamma_ll,1.0000000000000053,1.0,5.329070518200723e-15
-0.09375,6.25,gamma_omega,42.12500699400032,42.12500000000001,1.6602965352104194e-07
-0.09375,6.375,alpha,1.0000000000000004,1.0,4.440892098500624e-16
-0.09375,6.375,beta,0.0,0.0,0.0
-0.09375,6.375,gamma_ll,1.0000000000000013,1.0,1.332267629550186e-15
-0.09375,6.375,gamma_omega,43.703128810263756,43.703125,8.718514806131402e-08
-0.09375,6.5,alpha,1.0,1.0,0.0
-0.09375,6.5,beta,0.0,0.0,0.0
-0.09375,6.5,gamma_ll,1.0,1.0,0.0
-0.09375,6.5,gamma_omega,45.31250204822603,45.3125,4.52022275770994e-08
-0.09375,6.625,alpha,1.0,1.0,0.0
-0.09375,6.625,beta,0.0,0.0,0.0
-0.09375,6.625,gamma_ll,1.0,1.0,0.0
-0.09375,6.625,gamma_omega,46.95312608643108,46.95312500000001,2.3138631228781688e-08
-0.09375,6.75,alpha,1.0,1.0,0.0
-0.09375,6.75,beta,0.0,0.0,0.0
-0.09375,6.75,gamma_ll,1.0,1.0,0.0
-0.09375,6.75,gamma_omega,48.62500056863768,48.625000000000014,1.1694347765171681e-08
-0.09375,6.875,alpha,1.0,1.0,0.0
-0.09375,6.875,beta,0.0,0.0,0.0
-0.09375,6.875,gamma_ll,1.0,1.0,0.0
-0.09375,6.875,gamma_omega,50.328125293687606,50.328125,5.835456895649924e-09
-0.09375,7.0,alpha,1.0,1.0,0.0
-0.09375,7.0,beta,0.0,0.0,0.0
-0.09375,7.0,gamma_ll,1.0,1.0,0.0
-0.09375,7.0,gamma_omega,52.062500149678456,52.0625,2.874976343158039e-09
-0.09375,7.125,alpha,1.0,1.0,0.0
-0.09375,7.125,beta,0.0,0.0,0.0
-0.09375,7.125,gamma_ll,1.0,1.0,0.0
-0.09375,7.125,gamma_omega,53.8281250752772,53.82812500000001,1.398473240042977e-09
-0.09375,7.25,alpha,1.0,1.0,0.0
-0.09375,7.25,beta,0.0,0.0,0.0
-0.09375,7.25,gamma_ll,1.0,1.0,0.0
-0.09375,7.25,gamma_omega,55.62500003735981,55.62499999999998,6.716374388464078e-10
-0.09375,7.375,alpha,1.0,1.0,0.0
-0.09375,7.375,beta,0.0,0.0,0.0
-0.09375,7.375,gamma_ll,1.0,1.0,0.0
-0.09375,7.375,gamma_omega,57.453125018297385,57.45312499999998,3.184753875612364e-10
-0.09375,7.5,alpha,1.0,1.0,0.0
-0.09375,7.5,beta,0.0,0.0,0.0
-0.09375,7.5,gamma_ll,1.0,1.0,0.0
-0.09375,7.5,gamma_omega,59.312500008843486,59.3125,1.4909986836206903e-10
-0.09375,7.625,alpha,1.0,1.0,0.0
-0.09375,7.625,beta,0.0,0.0,0.0
-0.09375,7.625,gamma_ll,1.0,1.0,0.0
-0.09375,7.625,gamma_omega,61.203125004218066,61.20312500000002,6.89187779217725e-11
-0.09375,7.75,alpha,1.0,1.0,0.0
-0.09375,7.75,beta,0.0,0.0,0.0
-0.09375,7.75,gamma_ll,1.0,1.0,0.0
-0.09375,7.75,gamma_omega,63.12500000198547,63.12500000000001,3.1452870670014126e-11
-0.09375,7.875,alpha,1.0,1.0,0.0
-0.09375,7.875,beta,0.0,0.0,0.0
-0.09375,7.875,gamma_ll,1.0,1.0,0.0
-0.09375,7.875,gamma_omega,65.07812500092234,65.078125,1.417283172221693e-11
-0.09375,8.0,alpha,1.0,1.0,0.0
-0.09375,8.0,beta,0.0,0.0,0.0
-0.09375,8.0,gamma_ll,1.0,1.0,0.0
-0.09375,8.0,gamma_omega,67.06250000042283,67.06249999999999,6.305222472293302e-12
0.1875,-8.0,alpha,1.0,1.0,0.0
0.1875,-8.0,beta,0.0,0.0,0.0
0.1875,-8.0,gamma_ll,1.0,1.0,0.0
0.1875,-8.0,gamma_omega,67.0625000004222,67.06249999999999,6.295898668267789e-12
0.1875,-7.875,alpha,1.0,1.0,0.0
0.1875,-7.875,beta,0.0,0.0,0.0
0.1875,-7.875,gamma_ll,1.0,1.0,0.0
0.1875,-7.875,gamma_omega,65.07812500092098,65.078125,1.4151868579031402e-11
0.1875,-7.75,alpha,1.0,1.0,0.0
0.1875,-7.75,beta,0.0,0.0,0.0
0.1875,-7.75,gamma_ll,1.0,1.0,0.0
0.1875,-7.75,gamma_omega,63.12500000198261,63.12500000000001,3.140762105737926e-11
0.1875,-7.625,alpha,1.0,1.0,0.0
0.1875,-7.625,beta,0.0,0.0,0.0
0.1875,-7.625,gamma_ll,1.0,1.0,0.0
0.1875,-7.625,gamma_omega,61.20312500421197,61.20312500000002,6.881916770298086e-11
0.1875,-7.5,alpha,1.0,1.0,0.0
0.1875,-7.5,beta,0.0,0.0,0.0
0.1875,-7.5,gamma_ll,1.0,1.0,0.0
0.1875,-7.5,gamma_omega,59.31250000883071,59.3125,1.48884474332393e-10
0.1875,-7.375,alpha,1.0,1.0,0.0
0.1875,-7.375,beta,0.0,0.0,0.0
0.1875,-7.375,gamma_ll,1.0,1.0,0.0
0.1875,-7.375,gamma_omega,57.45312501827101,57.45312499999998,3.1801631163917595e-10
0.1875,-7.25,alpha,1.0,1.0,0.0
0.1875,-7.25,beta,0.0,0.0,0.0
0.1875,-7.25,gamma_ll,1.0,1.0,0.0
0.1875,-7.25,gamma_omega,55.62500003730591,55.62499999999998,6.706684182286565e-10
0.1875,-7.125,alpha,1.0,1.0,0.0
0.1875,-7.125,beta,0.0,0.0,0.0
