time,separation,separation_momentum,coupling_factor,separation_velocity,interaction_inertia,total_rest_separation_inertia,field_energy_change,mechanical_energy_change,energy_balance_error,excitation_above_instantaneous_ground,vacuum_interaction_energy,free_subtracted_field_energy,dynamic_field_energy_free_subtracted,complete_regulated_energy,quantum_force,instantaneous_ground_force,nonadiabatic_force,holding_energy_margin
0.0,1.0,0.0,1.0,0.0,1.8546099806902636,2.5946099806902634,0.0,0.0,0.0,2.2737367544323206e-13,-0.010696382134710802,7.99800000312689,7.99800000312689,12.87917986784013,-0.03434915884328408,-0.03434915884328408,0.0,2.846830705869957
0.05,1.0,-9.71445146547012e-19,1.0,-3.7440892996510004e-19,1.8546099806902676,2.594609980690268,1.5916157281026244e-12,1.7763568394002505e-15,1.5933920849420247e-12,1.8189894035458565e-12,-0.010696382134710802,7.998000003128482,7.998000003128482,12.879179867841724,-0.034349158843284044,-0.03434915884328408,3.469446951953614e-17,2.846830705869957
0.1,1.0,-7.216449660063515e-18,1.0,-2.7813234797407385e-18,1.854609980690271,2.594609980690271,2.9558577807620168e-12,8.881784197001252e-16,2.956745959181717e-12,3.183231456205249e-12,-0.010696382134710802,7.998000003129846,7.998000003129846,12.879179867843087,-0.034349158843284607,-0.03434915884328408,-5.273559366969494e-16,2.846830705869957
0.15000000000000002,1.0,-4.48252546192407e-17,1.0,-1.7276297768389565e-17,1.854609980690276,2.594609980690276,4.547473508864641e-12,0.0,4.547473508864641e-12,4.774847184307873e-12,-0.010696382134710802,7.9980000031314376,7.9980000031314376,12.879179867844677,-0.0343491588432855,-0.03434915884328408,-1.4224732503009818e-15,2.846830705869957
0.2,1.0,-1.2059797604990765e-16,1.0,-4.6480194305667213e-17,1.8546099806902796,2.5946099806902794,6.139089236967266e-12,0.0,6.139089236967266e-12,6.366462912410498e-12,-0.010696382134710802,7.998000003133029,7.998000003133029,12.879179867846268,-0.03434915884328515,-0.03434915884328408,-1.0685896612017132e-15,2.846830705869957
0.25,1.0,-1.8415824420969788e-16,1.0,-7.097723572338352e-17,1.854609980690285,2.5946099806902847,7.503331289626658e-12,0.0,7.503331289626658e-12,7.73070496506989e-12,-0.010696382134710802,7.998000003134393,7.998000003134393,12.879179867847633,-0.034349158843285335,-0.03434915884328408,-1.2559397966072083e-15,2.846830705869957
0.30000000000000004,1.0,-2.63955524104631e-16,1.0,-1.0173225497051635e-16,1.854609980690289,2.594609980690289,9.094947017729282e-12,1.7763568394002505e-15,9.096723374568683e-12,9.322320693172514e-12,-0.010696382134710802,7.998000003135985,7.998000003135985,12.879179867849228,-0.03434915884328622,-0.03434915884328408,-2.1441182163073336e-15,2.846830705869957
0.35000000000000003,1.0,-4.3659520443384257e-16,1.0,-1.682700705243133e-16,1.854609980690292,2.594609980690292,1.0686562745831907e-11,0.0,1.0686562745831907e-11,1.0913936421275139e-11,-0.010696382134710802,7.998000003137577,7.998000003137577,12.879179867850816,-0.034349158843289075,-0.03434915884328408,-4.9960036108132044e-15,2.846830705869957
0.4,1.0,-7.758377273958665e-16,1.0,-2.9901901756712393e-16,1.8546099806902956,2.5946099806902954,1.2050804798491299e-11,0.0,1.2050804798491299e-11,1.2278178473934531e-11,-0.010696382134710802,7.998000003138941,7.998000003138941,12.87917986785218,-0.03434915884329266,-0.03434915884328408,-8.583411759133242e-15,2.846830705869957
0.45,1.0,-1.3164469514492782e-15,1.0,-5.07377587092699e-16,1.8546099806902987,2.594609980690299,1.3642420526593924e-11,1.7763568394002505e-15,1.3644196883433324e-11,1.3869794202037156e-11,-0.010696382134710802,7.9980000031405325,7.9980000031405325,12.879179867853775,-0.0343491588432971,-0.03434915884328408,-1.3024303857633868e-14,2.846830705869957
0.5,1.0,-2.151126499150278e-15,1.0,-8.290750884177071e-16,1.8546099806903025,2.5946099806903025,1.5234036254696548e-11,8.881784197001252e-16,1.5234924433116248e-11,1.546140993013978e-11,-0.010696382134710802,7.998000003142124,7.998000003142124,12.879179867855365,-0.0343491588433043,-0.03434915884328408,-2.0219936835985663e-14,2.846830705869957
0.55,1.0,-3.343297860780579e-15,1.0,-1.28855507596987e-15,1.8546099806903054,2.594609980690305,1.659827830735594e-11,0.0,1.659827830735594e-11,1.6825651982799172e-11,-0.010696382134710802,7.998000003143488,7.998000003143488,12.879179867856728,-0.034349158843312126,-0.03434915884328408,-2.8047009159593017e-14,2.846830705869957
