solver_success,status,chart_and_asymptotic_mass_gap,gravity_Gv2,positive_end_clock,omega,maximum_equation_error,maximum_boundary_error,minimum_exterior_f,maximum_scalar_amplitude,adm_mass_rail_units,nodes,maximum_collocation_residual,quadrature_points,matter_number,matter_charge,higgs_charge,net_charge_fraction,gauss_integral_error,far_electric_flux_fraction,exterior_mass_integral_error,core_force_conservation_error,material_proper_energy_rail_units,material_killing_energy_rail_units,minimum_matter_field,minimum_higgs_field,resolved_higgs_sign_changes,inner_electric_normal_derivative,inner_electric_flux,case,tolerance,positive_extent,exterior_extent,seconds,peak_rss_kib,radial_negative_required_count,radial_material_burden_ratio_median,radial_material_burden_ratio_maximum,radial_maximum_material_enthalpy,angular_negative_required_count,angular_material_burden_ratio_median,angular_material_burden_ratio_maximum,angular_maximum_material_enthalpy
True,0,True,7.52650189796702e-05,0.8489384895488535,0.8538059319695664,1.807590275522473e-08,5.587580884427371e-16,0.7631853156195185,2.292790919345788,1.7737699222845458,10588,9.998979335136736e-09,32001,49012.75680069081,4901.275680069081,-4901.269514836766,1.2578831957408588e-06,7.788733449705635e-13,1.2578839746142039e-06,4.3076653355456074e-14,1.1081903308438046e-07,2.699609930653743,49.049343614288254,5.902861275254015e-24,-0.02221924291398078,1,0.10766746708647895,-229.49891047363332,r12_q0.85_potential_x0,1e-08,48.0,160.0,8.156493820250034,679856,2049,0.0014884774394687418,0.027729792962744755,4.442534091226272e-06,1162,0.07954394190869168,27.918656776305504,6.415629111283547e-06
True,0,True,7.513880302707338e-05,0.8491301361012855,0.8539986773396048,1.7567704241299898e-08,9.778266547747898e-16,0.763476861817324,2.3136942768784006,1.7709096235997663,10485,9.997039111699046e-09,32001,48954.28276875792,4895.428276875793,-4895.422664516765,1.1464490359157028e-06,7.139931923367131e-13,1.146449749908895e-06,4.39648317751562e-14,9.161206969822751e-08,2.6904065339719683,48.974775173806634,4.177616621112934e-24,1.5660994225805827e-151,0,0.10847617446781364,-231.17052671418554,r12_q0.85_potential_x2,1e-08,48.0,160.0,6.881526333279908,654544,2049,0.0008952530370717949,0.026429987426177512,4.234294872999052e-06,1162,0.07781632377510463,27.68401710803951,6.361709572874134e-06
