inner_matter_amplitude,inner_higgs_amplitude,exterior_converged,omega,gravity_Gv2,eta_G_in_rail_units,higgs_vacuum_scale,inner_mass_rail_units,adm_mass_rail_units,sigma_inner,lapse_inner,inner_radial_pressure_rail_units,inner_matter_derivative,inner_higgs_derivative,inner_gauge_potential,inner_electric_derivative,matter_charge,higgs_charge,net_charge_relative_error,gauss_integral_relative_error,outer_electric_flux_relative,mass_integral_relative_error,inner_lapse_gradient_error,force_conservation_relative_error,energy_r05_rail_units,energy_r50_rail_units,energy_r95_rail_units,energy_peak_radius_rail_units,maximum_collocation_residual,maximum_original_equation_error,maximum_boundary_error,minimum_f,geometry,amplitude_threshold,method,ivp_tolerance,max_step,reached_core_coordinate,amplitude_event,last_coordinate,last_areal_radius,last_matter_amplitude,last_higgs_amplitude,last_gauge_potential,large_field_amplitude_ratio,predicted_large_field_ratio,higgs_pole_slope_ratio,pole_coordinate_estimate,pole_radius_estimate,integration_steps,seconds
0.9,0.03,True,0.9632033855782124,5.2705421170721045e-05,6.092746687335351e-06,2.9411764705882355,0.2251873909778387,2.4701176692685647,0.7727407377473722,0.7467124594705951,-5.699115611020877e-05,0.3297065938821015,-0.009814402183588429,8.378111640488044,0.0,13513.781606328035,-13513.781414331417,1.4207467872948313e-08,1.9329784677452402e-11,1.418813808827086e-08,4.540856579637875e-11,5.944852104024107e-19,1.1883751093962607e-05,7.808870074148011,10.496804408229206,12.459746789860237,11.193083333333332,9.934948364445222e-08,1.1664756182676675e-07,2.7755575615628914e-17,0.6198717745328861,retained,100.0,DOP853,1e-09,0.004,False,True,-3.9451753637058835,4.321031019154779,-80.16850242897797,99.99999999999942,8.129439910931492,0.8016850242897844,0.8017837257372731,1.0006489263650118,-3.941111705125989,4.317379554273091,668,1.0222686659544706
0.9,0.05,True,0.9631695672001944,5.2705421170721045e-05,6.092746687335351e-06,2.9411764705882355,0.2251873909778387,2.4716913116618757,0.7725911650841591,0.7465679248734637,-5.6991156110208755e-05,0.32784675080767534,-0.016303171689673917,8.378461746122264,3.686313692718511e-25,13522.702001635813,-13522.701809644217,1.419772437202102e-08,2.3064389001572476e-11,1.4174659983019448e-08,4.312183943255832e-11,2.9724260520120534e-19,1.1880073104968402e-05,7.807581832173802,10.498171662579528,12.461137436242232,11.195066666666667,9.977949229980244e-08,1.3198453343619105e-07,3.686313692718511e-25,0.6196766371165516,retained,100.0,DOP853,1e-09,0.004,False,True,-4.006182771857627,4.376003488751843,-80.20410272803521,99.99999999999079,8.26602844590145,0.8020410272804259,0.8017837257372731,1.0010784779553816,-4.0021190675069445,4.372333104720792,652,1.033578472211957
0.9,0.07,True,0.9631181208053484,5.2705421170721045e-05,6.092746687335351e-06,2.9411764705882355,0.2251873909778387,2.4740677373711506,0.7723654073767836,0.7463497713781396,-5.699115611020877e-05,0.3250451557670666,-0.022663964121959874,8.378987143135504,-1.777358540329635e-24,13536.177313916905,-13536.177121958506,1.4181138055145743e-08,2.678051825986774e-11,1.4154357536885876e-08,4.223532634739513e-11,5.944852104024107e-19,1.1879287676446366e-05,7.805640562447261,10.500241450073037,12.463241397339175,11.19705,9.940307794704539e-08,1.2456607763216408e-07,2.7755575615628914e-17,0.6193821895055626,retained,100.0,DOP853,1e-09,0.004,False,True,-4.043493234563891,4.409757768915595,-80.2308626620244,99.99999999999635,8.361975900179905,0.8023086266202734,0.8017837257372731,1.0014066693179173,-4.039429511226212,4.406076643329124,643,1.052923895418644
1.0,0.03,True,0.9628262365934914,5.2705421170721045e-05,6.092746687335351e-06,2.9411764705882355,0.2251873909778387,2.3887824819380983,0.7789174707365534,0.7526811411467933,-5.6991156110208755e-05,0.3175684966861269,-0.01712743397933519,8.318800368174799,-1.9455557438222243e-24,13066.973773783102,-13066.9735818788,1.4686208590067953e-08,1.961062725988392e-11,1.466659796280807e-08,4.4249270914065164e-11,2.9724260520120534e-19,1.2192325506332325e-05,7.766093628629627,10.39407968600752,12.360037874683245,11.085983333333333,9.942398820075161e-08,1.1202614056008532e-07,1.9455557438222243e-24,0.6291721293130359,retained,100.0,DOP853,1e-09,0.004,False,True,-3.8566350409889534,4.241783057422364,-80.14851000587527,100.00000000001239,7.877093093413574,0.8014851000586534,0.8017837257372731,1.0004068725134092,-3.8525715012320885,4.238162363265515,690,1.0715048853307962
1.0,0.05,True,0.9628135614203837,5.2705421170721045e-05,6.092746687335351e-06,2.9411764705882355,0.2251873909778387,2.3903016250699234,0.7787755038138037,0.7525439561054573,-5.699115611020877e-05,0.31593533394925544,-0.02852095092965095,8.319655774931087,1.790854863187606e-24,13075.43184932653,-13075.43165739687,1.4678647818802033e-08,2.563483681281696e-11,1.4653012981989214e-08,4.1577075116094875e-11,5.944852104024107e-19,1.2186569989655567e-05,7.7649922965964135,10.395360229862744,12.361351431518502,11.087966666666665,9.708558854218517e-08,1.2084356775236644e-07,2.7755575615628914e-17,0.6289803869099045,retained,100.0,DOP853,1e-09,0.004,False,True,-3.917481386336282,4.296172568607327,-80.18687890759763,100.00000000000453,8.040547573720257,0.80186878907594,0.8017837257372731,1.0008690784148322,-3.913417756767392,4.292530286643085,675,1.0258265482261777
1.0,0.07,True,0.9627940376564318,5.2705421170721045e-05,6.092746687335351e-06,2.9411764705882355,0.2251873909778387,2.3925930266782864,0.7785615090351579,0.752337169327343,-5.699115611020877e-05,0.3134791307406606,-0.039826045278341785,8.320944195872407,-1.1942353356451999e-25,13088.193778350358,-13088.193586501042,1.4658196501444758e-08,2.5620200375176233e-11,1.4632576301069581e-08,4.206401893469547e-11,5.944852104024107e-19,1.2183261172172117e-05,7.76333725576662,10.397297080981597,12.363337689324103,11.08995,9.586792963777358e-08,1.2289510117159237e-07,2.7755575615628914e-17,0.6286913563354827,retained,100.0,DOP853,1e-09,0.004,False,True,-3.954747810968076,4.329637664115215,-80.21774847620738,100.00000000000503,8.16159770217141,0.8021774847620334,0.8017837257372731,1.0012462521637315,-3.950684143708172,4.325983113909128,665,1.0344347730278969
1.1,0.03,True,0.962169289756256,5.2705421170721045e-05,6.092746687335351e-06,2.9411764705882355,0.2251873909778387,2.316391961341141,0.7844007023591043,0.7579796807095678,-5.699115611020877e-05,0.30271575094733644,-0.023390605640738967,8.262157891660468,-3.447039210915029e-26,12670.93912154116,-12670.938930147773,1.510490933009616e-08,2.1159193028540724e-11,1.5083750137067617e-08,4.174993684102901e-11,5.944852104024107e-19,1.2499696571111183e-05,7.7269054726927635,10.300296897424197,12.268177765919246,10.986816666666666,9.918066682247143e-08,1.2262970190880148e-07,2.7755575615628914e-17,0.6374818944685572,retained,100.0,DOP853,1e-09,0.004,False,True,-3.7484082027473646,4.145892036457167,-80.121661375153,100.00000000000213,7.541894232371281,0.8012166137515129,0.8017837257372731,1.0000776420564015,-3.744344968282016,4.142315045500736,717,1.099881592206657
1.1,0.05,True,0.9621740458443929,5.2705421170721045e-05,6.092746687335351e-06,2.9411764705882355,0.2251873909778387,2.3179052653411416,0.7842607441887464,0.7578444367596815,-5.699115611020878e-05,0.3012216647229407,-0.0389773498278325,8.263433410333981,6.679242539156786e-25,12679.238664937719,-12679.238473550435,1.5094540682308286e-08,2.4835237912817534e-11,1.506970544439547e-08,4.1389003335723373e-11,1.1889704208048214e-18,1.2492840422917555e-05,7.725901213117881,10.301533496973823,12.269462387358859,10.9888,9.983399964071186e-08,1.229266380940584e-07,5.551115123125783e-17,0.6372878104104147,retained,100.0,DOP853,1e-09,0.004,False,True,-3.8142752792317074,4.204115004398112,-80.16761316667308,99.99999999999957,7.764657262022409,0.8016761316667342,0.8017837257372731,1.000631733376031,-3.810211831117665,4.200510564904977,700,1.0785395745187998
1.1,0.07,True,0.96218074301189,5.2705421170721045e-05,6.092746687335351e-06,2.9411764705882355,0.2251873909778387,2.320187600787402,0.784049834285294,0.7576406309487018,-5.699115611020877e-05,0.29897625219637813,-0.054495292593542306,8.265355967927473,-1.049887612263768e-25,12691.76046930397,-12691.760277956555,1.507650697487087e-08,2.792140781350864e-11,1.504858556705736e-08,4.204459003176453e-11,5.944852104024107e-19,1.2484766832365062e-05,7.724394313067394,10.303405045044894,12.271404452380395,10.990783333333333,9.932904818664929e-08,1.243184777668584e-07,2.7755575615628914e-17,0.6369953264158746,retained,100.0,DOP853,1e-09,0.004,False,True,-3.8553916788424205,4.240675037689058,-80.20865892226881,99.9999999999967,7.940637106039434,0.8020865892227146,0.8017837257372731,1.0011330812499522,-3.8513281413837075,4.237054805861343,690,0.8317676987498999
