gravity_fraction,solver_success,status,nodes,seconds,maximum_original_equation_error,maximum_boundary_error,minimum_f,accepted
0.0,True,0,2001,0.03407268971204758,1.6733205953142532e-06,1.887379141862766e-15,0.9337684144182827,True
0.013000000000000001,True,0,2001,0.039745326153934,1.6830736268191576e-06,5.1462389905054806e-11,0.9337684144182827,True
0.029900000000000003,True,0,2001,0.03821461368352175,1.6964049502091012e-06,1.505490176967328e-10,0.9337684144182827,True
0.051870000000000006,True,0,2001,0.039269931614398956,1.716800891912341e-06,4.437640255261499e-10,0.9337684144182827,True
0.08043100000000002,True,0,2001,0.03853630926460028,1.7519406757939259e-06,1.32136168673469e-09,0.9337684144182827,True
0.11756030000000003,True,0,2001,0.040823640301823616,1.7560008311195536e-06,3.34073879670882e-11,0.9241479869142588,True
0.16582839000000005,True,0,2001,0.038764145225286484,1.794880102344622e-06,1.2220249812067152e-10,0.9082465271785938,True
0.21582839000000004,True,0,2001,0.03992690239101648,1.8367899520332286e-06,1.6076931452779775e-10,0.891739398144996,True
0.26582839,True,0,2001,0.04196218680590391,1.879370050081625e-06,1.8125662082368876e-10,0.8752227343450657,True
0.31582839,True,0,2001,0.041112813167274,1.9234379268256875e-06,2.045692781837971e-10,0.8587044560558642,True
0.36582839,True,0,2001,0.042946080677211285,1.969138996475601e-06,2.3116841774140084e-10,0.8421853820007239,True
0.41582839,True,0,2001,0.04176731500774622,2.0166374591232843e-06,2.616000471800106e-10,0.8256626311767477,True
0.46582839,True,0,2001,0.03948563244193792,2.0661193654291906e-06,2.965141188138176e-10,0.8091308497330714,True
0.51582839,True,0,2001,0.038378747180104256,2.1177964586566847e-06,3.3666738841198196e-10,0.7925835374342299,True
0.5658283900000001,True,0,2001,0.0378198130056262,2.171910705963853e-06,3.829726258341992e-10,0.776011218168789,True
0.6158283900000001,True,0,2001,0.037799326702952385,2.228740319574264e-06,4.3650455472388217e-10,0.7594055204198971,True
0.6658283900000002,True,0,2005,0.07694645412266254,2.2708046695675034e-06,4.996003610813204e-16,0.7427530558715936,True
0.7158283900000002,True,0,2009,0.07833671104162931,2.3041662118188266e-06,6.661338147750939e-16,0.7260415598986538,True
0.7658283900000002,True,0,2011,0.07771546952426434,2.2728549870026205e-06,6.938893903907228e-16,0.7092548850415895,True
0.8158283900000003,True,0,2014,0.07456476893275976,2.1802377914383957e-06,7.771561172376096e-16,0.6923743735627559,True
0.8658283900000003,True,0,2016,0.0834245141595602,2.2453318102460507e-06,9.43689570931383e-16,0.6753783513323046,True
0.9158283900000004,True,0,2017,0.08702268730849028,2.097816341795942e-06,1.0547118733938987e-15,0.6582414192665664,True
0.9658283900000004,True,0,2019,0.07881998922675848,2.170536553729356e-06,1.1657341758564144e-15,0.6409300293527573,True
1.0,True,0,2020,0.07756858132779598,2.2253240309072483e-06,1.1379786002407855e-15,0.6289803994745415,True
