tolerance,extent,initial_points,omega,gravity_Gv2,eta_G_in_rail_units,higgs_vacuum_scale,inner_mass_rail_units,adm_mass_rail_units,sigma_inner,lapse_inner,inner_radial_pressure_rail_units,inner_matter_derivative,inner_higgs_derivative,inner_gauge_potential,inner_electric_derivative,matter_charge,higgs_charge,net_charge_relative_error,gauss_integral_relative_error,outer_electric_flux_relative,mass_integral_relative_error,inner_lapse_gradient_error,force_conservation_relative_error,energy_r05_rail_units,energy_r50_rail_units,energy_r95_rail_units,energy_peak_radius_rail_units,maximum_collocation_residual,maximum_original_equation_error,maximum_boundary_error,minimum_f,seconds,peak_rss_kib
1e-06,160.0,2001,0.9628135630688655,5.2705421170721045e-05,6.092746687335351e-06,2.9411764705882355,0.2251873909778387,2.390301629380308,0.7787755044006142,0.7525439566725022,-5.699115611020909e-05,0.31593533380644434,-0.02852095147284239,8.319655789362375,0.0,13075.431865522445,-13075.431675881386,1.4503617274639475e-08,1.4939572785400716e-10,1.4653013002493481e-08,2.156594902658071e-10,1.0403491182042188e-17,4.784493309080356e-05,7.764992298091199,10.395360237563695,12.361351441382995,11.087966666666665,9.955867254688442e-07,1.1371615283106577e-06,7.216449660063518e-16,0.6289803922350109,0.13450588379055262,340860
1e-08,160.0,2001,0.9628135614435825,5.2705421170721045e-05,6.092746687335351e-06,2.9411764705882355,0.2251873909778387,2.3903016258959036,0.7787755037100839,0.752543956005231,-5.6991156110208795e-05,0.3159353339847833,-0.02852095116677722,8.319655776100502,1.0179445887635676e-28,13075.4318541929,-13075.431662622299,1.4651187336444033e-08,1.8256350655253035e-12,1.4653012971509559e-08,3.412603533092806e-12,1.4862130260060268e-18,1.1652479094090127e-05,7.764992297180523,10.395360230449116,12.361351431957472,11.087966666666665,9.999047297124048e-09,1.2900747997364316e-08,8.326672684688674e-17,0.6289803409011745,0.2720264745876193,340860
1e-10,160.0,2001,0.9628135614493626,5.2705421170721045e-05,6.092746687335351e-06,2.9411764705882355,0.2251873909778387,2.3903016259699523,0.7787755036996483,0.752543955995147,-5.699115611020878e-05,0.31593533398868606,-0.02852095117731325,8.31965577624183,-2.530306481927679e-29,13075.431854659224,-13075.43166306717,1.4652828058863888e-08,1.8490880113991797e-13,1.4653012967665028e-08,3.064215547965432e-14,1.1889704208048214e-18,1.1621171661658529e-05,7.764992297225847,10.39536023047262,12.361351431990792,11.087966666666665,9.996159319799849e-11,1.3230065799832956e-10,5.551115123125783e-17,0.6289803417515729,0.5565575417131186,340860
1e-08,200.0,2601,0.9628135614443543,5.2705421170721045e-05,6.092746687335351e-06,2.9411764705882355,0.2251873909778387,2.390301625902682,0.7787755037092434,0.7525439560044189,-5.6991156110208755e-05,0.315935333985087,-0.028520951166768532,8.319655776113853,8.884216959502782e-29,13075.431854244043,-13075.43185360248,4.906629675796098e-11,1.2247934763124435e-12,5.0291090234273425e-11,3.4923175462608924e-12,2.9724260520120534e-19,1.923836772685276e-05,7.764992134100986,10.395360314217806,12.361351618523031,11.086549999999999,9.976415259539863e-09,1.271925067621506e-08,8.884216959502782e-29,0.6289803783156966,0.3384620063006878,340860
