cells,time_subdivisions,insulation_drift,route,time,required_negative_null,peak_x,peak_null_cosine,maximum_radial_null,auxiliary_ADM
1024,2,1.0,delivery_drift050,0.0,6.898406928253383,-0.50078125,0.003667181830316736,0.1140091228553538,56448.56702169057
1024,2,1.0,delivery_drift050,0.5,6.910827564010875,-0.50078125,-0.0016840082669560552,0.06489697290426907,31822.60551611652
1024,2,1.0,delivery_drift050,1.285,8.640012369420731,-0.50078125,-0.19296803397987555,4.699401631163353,3279.984055019432
1024,2,1.0,delivery_drift090,0.0,0.5771319530421978,-0.50078125,0.04894925305616555,0.11400912285535417,4015.488099687895
1024,2,1.0,delivery_drift090,0.5,0.5678019551693414,-0.50078125,-0.022000438307830446,0.06489697290426916,2321.2822389596968
1024,2,1.0,delivery_drift090,1.285,4.699401631163353,-0.50078125,-1.0,4.699401631163353,504.4969345271331
1024,2,1.0,guide_omitted_tensor_bound,0.0,0.11400912285535389,-0.50078125,1.0,0.11400912285535389,-431.96055887482925
1024,2,1.0,guide_omitted_tensor_bound,0.5,0.06489697290426955,-0.50234375,-1.0,0.06489697290426955,-181.0621461562825
1024,2,1.0,guide_omitted_tensor_bound,1.285,4.699401631163353,-0.50078125,-1.0,4.699401631163353,269.07615198537553
1024,2,0.9,delivery_drift050,0.0,9.072329494482547,-0.50078125,0.00323165424434508,0.13196520087313712,74455.54535483266
1024,2,0.9,delivery_drift050,0.5,9.092543212363312,-0.50078125,-0.0016856288308059939,0.08343020480228708,41974.636670011954
1024,2,0.9,delivery_drift050,1.285,11.364814241638356,-0.50078125,-0.1930591880534319,6.181885029651999,4322.34017940398
1024,2,0.9,delivery_drift090,0.0,0.7517056009384538,-0.50078125,0.04297613513007515,0.13196520087313707,5441.271141922726
1024,2,0.9,delivery_drift090,0.5,0.7436297197763696,-0.50078125,-0.022072302124383786,0.0834302048022873,3143.9508481456865
1024,2,0.9,delivery_drift090,1.285,6.181885029652,-0.50078125,-1.0,6.181885029652,669.1458000886861
1024,2,0.9,guide_omitted_tensor_bound,0.0,0.13196520087313748,-0.50078125,1.0,0.13196520087313748,-412.61818863659164
1024,2,0.9,guide_omitted_tensor_bound,0.5,0.0834302048022874,-0.50078125,-1.0,0.0834302048022874,-149.7233956733228
1024,2,0.9,guide_omitted_tensor_bound,1.285,6.181885029652,-0.50078125,-1.0,6.181885029652,359.27663398605
1024,2,0.7,delivery_drift050,0.0,16.546171850797037,-0.50078125,0.002613266775725431,0.19396715967374423,136362.19966534668
1024,2,0.7,delivery_drift050,0.5,16.59309592460913,-0.50078125,-0.0016877265998319583,0.1471353281144739,76876.72866121966
1024,2,0.7,delivery_drift050,1.285,20.73245324400689,-0.50078125,-0.1931897108794636,11.27853449868109,7907.026271995835
1024,2,0.7,delivery_drift090,0.0,1.352099005659474,-0.50078125,0.03457126905256563,0.193967159673746,10343.163224057076
1024,2,0.7,delivery_drift090,0.5,1.348107571766617,-0.50078125,-0.022172762753198797,0.14713532811447136,5972.474904528518
1024,2,0.7,delivery_drift090,1.285,11.278534498681088,-0.50078125,-1.0,11.278534498681088,1236.3477657813867
1024,2,0.7,guide_omitted_tensor_bound,0.0,0.19396715967374742,-0.50078125,1.0,0.19396715967374742,-345.9514740880127
1024,2,0.7,guide_omitted_tensor_bound,0.5,0.14713532811447055,-0.50078125,-1.0,0.14713532811447055,-41.72519090510003
1024,2,0.7,guide_omitted_tensor_bound,1.285,11.278534498681086,-0.50078125,-1.0,11.278534498681086,670.5312853435546
1024,2,0.5,delivery_drift050,0.0,34.711545040649945,-0.50078125,0.00222539460909303,0.34519994512999497,286826.9693944925
1024,2,0.5,delivery_drift050,0.5,34.823234528406424,-0.50078125,-0.0016887991032361455,0.3019398699370693,161706.79610443153
1024,2,0.5,delivery_drift050,1.285,43.50055992134654,-0.50078125,-0.1932725308448511,23.665966060273107,16620.871287778235
1024,2,0.5,delivery_drift090,0.0,2.8116898471822944,-0.50078125,0.029344478931732018,0.3451999451299932,22257.463618266134
1024,2,0.5,delivery_drift090,0.5,2.8172881321026932,-0.50078125,-0.022233378816773973,0.30193986993707217,12847.5133834475
1024,2,0.5,delivery_drift090,1.285,23.665966060273107,-0.50078125,-1.0,23.665966060273107,2616.1767160698273
1024,2,0.5,guide_omitted_tensor_bound,0.0,0.3451999451299956,-0.50078125,1.0,0.3451999451299956,-183.6998181101911
1024,2,0.5,guide_omitted_tensor_bound,0.5,0.3019398699370697,-0.50078125,-1.0,0.3019398699370697,221.056366935474
1024,2,0.5,guide_omitted_tensor_bound,1.285,23.665966060273107,-0.50078125,-1.0,23.665966060273107,1428.2785157909907
