regulator,difference_rho,difference_pr,difference_pt,difference_polarization,estimate_rho,estimate_pr,estimate_pt,estimate_polarization
4.0,-0.001654486168301371,0.0008681047073873957,-0.005421292665328663,-0.0010084939545311699,-0.00927557559476338,0.007590310799239017,0.00618354500438598,0.014828099352451387
8.0,-0.004077327218301638,0.008110309592495518,-0.020243681621496208,-0.0018980777609568383,-0.008577850298608717,0.007714376077080421,0.00568850021087893,0.014764604568467952
