cells,recovery,regime,drift,initial_extra_magnetic_ADM,final_extra_magnetic_ADM,peak_extra_magnetic_ADM,total_interface_initial_ADM,initial_extra_magnetic_rest,final_extra_magnetic_rest,magnetic_external_work_net,magnetic_external_work_input,magnetic_external_work_recovered,magnetic_mechanical_work,discrete_work_residual,pressure_covers_magnetic_energy_weighted_fraction,peak_magnetic_to_electric_ratio,minimum_insulation_ratio,fade_required_negative_null
512,0.9,controlled_minimum,0.9,125.37790544008276,12.120407632333862,130.2264399353037,178.04913163949882,124.4531858800264,12.120407632333862,-277.4916309260407,28.117858755356227,305.609489681397,165.15885267834827,1.1320805404224643e-14,8.379651357338221e-06,1.234567901234568,0.9999999999999999,0.2271616256041713
512,0.9,frozen_flux_cover,0.9,159.24013334879103,3160.7680248086317,3160.7680248086317,211.9113595482071,157.0327897442725,3160.7680248086317,2.3037277961094797e-14,7.109833768384833e-12,7.0867964904237386e-12,3003.7352350643587,2.9398705692074145e-13,1.6204493452325535e-06,459.9500286655484,0.9999999999999998,9.657659637431491
512,0.9,controlled_minimum,0.7,207.25735389074913,20.035775882021287,215.27227826039996,259.9285800901652,205.72873584249268,20.035775882021287,-458.71065520427163,46.4805420241603,505.191197228432,273.0176952438002,1.8512968935624485e-14,3.99550731042253e-06,2.0408163265306127,0.9999999999999999,0.23758562463188773
512,0.9,frozen_flux_cover,0.7,263.23368982147093,5224.94306141835,5224.94306141835,315.904916020887,259.58481569971576,5224.94306141835,3.24492012286553e-14,1.1672194669732798e-11,1.1639745468504142e-11,4965.358245718635,4.583000645652646e-13,4.3454219249856206e-09,760.3255575899883,0.9999999999999998,15.916829389191888
512,0.9,controlled_minimum,0.5,406.2244136258683,39.27012072876172,421.93366539038396,458.8956398252844,403.2283222512856,39.27012072876172,-899.0728842003722,91.10186236735419,990.1747465677265,535.1146826778484,3.4555691641458e-14,1.1803340684002759e-06,4.0,1.0,0.26294345833241434
512,0.9,frozen_flux_cover,0.5,515.938032050083,10240.888400379967,10240.888400379967,568.6092582494991,508.7862387714428,10240.888400379967,1.749453262736922e-14,5.956633001893157e-12,5.939138469265787e-12,9732.102161608524,7.283063041541027e-13,0.0,1490.2380928763769,0.9999999999999998,31.12661188596965
1024,0.9,controlled_minimum,0.9,124.37336938304,12.072765771287596,129.21306908426186,177.15951555728248,123.45619760610677,12.072765771287596,-275.58917538249653,27.938803173062354,303.52797855555883,164.20574354767734,1.246919234532129e-14,8.443799984703675e-06,1.234567901234568,0.9999999999999999,0.22899762046044908
1024,0.9,frozen_flux_cover,0.9,157.98925747077783,3135.132006277334,3135.132006277334,210.7754036450203,155.7988204862603,3135.132006277334,-2.283719032047745e-14,7.103304991093429e-12,7.126142181413906e-12,2979.3331857910734,2.495781359357352e-13,1.637526124947122e-06,458.2337442455719,0.9999999999999998,9.579003420788238
1024,0.9,controlled_minimum,0.7,205.5967942862498,19.957020968863173,213.59711420051457,258.38294046049225,204.08065318560512,19.957020968863173,-455.56577971392284,46.184552184041856,501.75033189796477,271.4421474971809,2.2277318878494157e-14,4.024967683257373e-06,2.0408163265306127,0.9999999999999999,0.23937919093941223
1024,0.9,frozen_flux_cover,0.7,261.1659154108777,5182.565153233961,5182.565153233961,313.95206158512013,257.54498896708344,5182.565153233961,1.842699259484873e-15,1.1567063005219045e-11,1.156522030595956e-11,4925.020164266877,4.742872761198669e-13,4.562662107523679e-09,757.4884343651293,0.9999999999999998,15.786742667463965
1024,0.9,controlled_minimum,0.5,402.9697168010496,39.11576109897181,418.6503438330083,455.755862975292,399.9980802437859,39.11576109897181,-892.9089282392887,90.52172228072202,983.4306505200105,532.0266090944746,3.7386760354252146e-14,1.192001402286474e-06,4.0,1.0,0.2646333353769319
1024,0.9,frozen_flux_cover,0.5,511.88519420532015,10157.827700338563,10157.827700338563,564.6713403795626,504.78817837548337,10157.827700338563,-9.138116570440666e-15,5.886009754071084e-12,5.895147870641524e-12,9653.03952196308,7.922551503725117e-13,0.0,1484.6773313556532,0.9999999999999998,30.87169626888115
512,1.0,controlled_minimum,0.9,88.69762947178084,10.421960865272682,93.21816199827141,155.58130829362327,88.0644051675953,10.421960865272682,-207.9668436710224,21.44780239457887,229.4146460656012,130.32439936869972,8.076872504148014e-15,1.1670831826724368e-05,1.234567901234568,0.9999999999999999,0.21765716588863887
512,1.0,frozen_flux_cover,0.9,113.87220705923488,2203.8573512093635,2203.8573512093635,180.7558858810773,112.25322013236345,2203.8573512093635,1.2841156385017642e-14,5.17721345838132e-12,5.164372301996302e-12,2091.6041310770006,2.2026824808563106e-13,2.2568948259849923e-06,368.865190661075,0.9999999999999998,7.539565983399943
512,1.0,controlled_minimum,0.7,146.6226119839643,17.228139389532398,154.0953290175507,213.5062908058067,145.57585344031065,17.228139389532394,-343.78192525209823,35.45453048899773,379.23645574109594,215.43421120131993,1.4016565685892601e-14,5.564777327108434e-06,2.0408163265306127,0.9999999999999999,0.22778648024454554
512,1.0,frozen_flux_cover,0.7,188.2377300366944,3643.1111315909893,3643.1111315909893,255.12140885853682,185.56144552492736,3643.1111315909893,1.9128299525851114e-14,8.151096768836449e-12,8.131968469310598e-12,3457.5496860660623,2.575717417130363e-13,6.052123929745148e-09,609.7567437458588,0.9999999999999998,12.397902688989905
512,1.0,controlled_minimum,0.5,287.38031948856997,33.767153203483495,302.02684487439933,354.2639983104124,285.3286727430088,33.767153203483495,-673.8125734941125,69.49087975843555,743.303453252548,422.25105395458706,2.683964162031316e-14,1.6439204716541749e-06,4.0,1.0,0.2524225366361564
512,1.0,frozen_flux_cover,0.5,368.94595087192096,7140.497817918339,7140.497817918339,435.82962969376337,363.70043322885755,7140.497817918339,1.8019988545842658e-14,7.158575422441614e-12,7.140555433895771e-12,6776.797384689481,5.293543381412746e-13,0.0,1195.123217741883,0.9999999999999998,24.203660883573505
1024,1.0,controlled_minimum,0.9,88.69761935535055,10.421968759224848,93.21814142639039,156.6106722033942,88.06439488808918,10.421968759224848,-207.96675495001935,21.447570430402365,229.4143253804217,130.324328821155,9.43689570931383e-15,1.1672786510668735e-05,1.234567901234568,0.9999999999999999,0.2192655123961142
1024,1.0,frozen_flux_cover,0.9,113.87335581981499,2203.8599618925336,2203.8599618925336,181.7864086678586,112.25426149642176,2203.8599618925336,-9.72694149530876e-15,5.014986445744235e-12,5.0247133872395446e-12,2091.605700396112,1.6608936448392342e-13,2.2637311277833657e-06,368.86537447537194,0.9999999999999998,7.548625396462377
1024,1.0,controlled_minimum,0.7,146.62259526088565,17.22815243871863,154.09529501097194,214.53564810892928,145.57583644765762,17.22815243871863,-343.7817785908483,35.45414703801208,379.23592562886046,215.43409458190933,1.5654144647214707e-14,5.564152225788785e-06,2.0408163265306127,0.9999999999999999,0.2293995045726737
1024,1.0,frozen_flux_cover,0.7,188.23962900826564,3643.1154472101066,3643.1154472101066,256.1526818563093,185.56316696347275,3643.1154472101066,1.4041634662715706e-14,8.22451848917881e-12,8.210476854516095e-12,3457.5522802466344,2.637889906509372e-13,6.3074659274169025e-09,609.7570476021456,0.9999999999999998,12.412422110968011
1024,1.0,controlled_minimum,0.5,287.3802867113358,33.76717877988851,302.02677822150497,355.29333955937943,285.32863943740887,33.76717877988851,-673.8122860380626,69.49012819450367,743.3024142325664,422.2508253805422,2.992051051364797e-14,1.647833666656431e-06,4.0,1.0,0.25404673916764936
1024,1.0,frozen_flux_cover,0.5,368.94967285620066,7140.506276531808,7140.506276531808,436.8627257042443,363.7038072484065,7140.506276531808,-2.1716000245068045e-14,7.152207926287189e-12,7.173923926532258e-12,6776.802469283403,5.293543381412746e-13,0.0,1195.123813300205,0.9999999999999998,24.23144812721669
