cells,recovery,regime,drift,time,required_negative_null,peak_x,peak_null_cosine,extra_magnetic_ADM
512,1.0,controlled_minimum,0.9,0.0,0.10902325035910562,-0.5015625,0.3465692761496176,88.69762947178084
512,1.0,controlled_minimum,0.9,0.5,0.09394778662589033,-0.5015625,0.017039224562616133,72.4791388526472
512,1.0,controlled_minimum,0.9,1.285,0.21765716588863887,-0.5015625,-0.02721390333583404,10.421960865272682
512,1.0,frozen_flux_cover,0.9,0.0,0.18101341908808777,-0.5015625,1.0,113.87220705923488
512,1.0,frozen_flux_cover,0.9,0.5,0.1043039703411429,-0.5015625,0.02063412399759953,190.78376297567604
512,1.0,frozen_flux_cover,0.9,1.285,7.539565983399943,-0.5140625,-1.0,2203.8573512093635
512,1.0,controlled_minimum,0.7,0.0,0.11673143400421924,-0.5015625,0.43408325715321233,146.6226119839643
512,1.0,controlled_minimum,0.7,0.5,0.10056840839901399,-0.5015625,0.019185080792831016,119.81245402172294
512,1.0,controlled_minimum,0.7,1.285,0.22778648024454554,-0.5015625,-0.031916186583743775,17.228139389532398
512,1.0,frozen_flux_cover,0.7,0.0,0.256623787330749,-0.5015625,1.0,188.2377300366944
512,1.0,frozen_flux_cover,0.7,0.5,0.11769122088430364,-0.5015625,0.02809272336493504,315.3772408373421
512,1.0,frozen_flux_cover,0.7,1.285,12.397902688989905,-0.5140625,-1.0,3643.1111315909893
512,1.0,controlled_minimum,0.5,0.0,0.1399377154282681,-0.5015625,0.7694267844426745,287.38031948856997
512,1.0,controlled_minimum,0.5,0.5,0.11665990002694408,-0.5015625,0.027341907703154367,234.83240988257697
512,1.0,controlled_minimum,0.5,1.285,0.2524225366361564,-0.5015625,-0.05501643671456814,33.767153203483495
512,1.0,frozen_flux_cover,0.5,0.0,0.4403569821604155,-0.5015625,1.0,368.94595087192096
512,1.0,frozen_flux_cover,0.5,0.5,0.15036512065446653,-0.5015625,0.1705730173441683,618.1393920411904
512,1.0,frozen_flux_cover,0.5,1.285,24.203660883573505,-0.5140625,-1.0,7140.497817918339
