q,restoring_fraction,quartic_restoring_fraction,cloud_stiffness_ratio,k_over_screening_fermi_momentum_at_wall
0.0016982436524617442,9.597130851063118e-07,9.613438343755352e-07,-0.9999990402869148,6.683733893539194e-05
0.0017378008287493763,1.0049032401972888e-06,1.0066505734673396e-06,-0.9999989950967598,6.839418055528022e-05
0.0017782794100389228,1.0522203025530194e-06,1.0540925533894598e-06,-0.9999989477796974,6.998728567500282e-05
0.0018197008586099824,1.1017643073909883e-06,1.1037704049419692e-06,-0.9999988982356927,7.161749897998156e-05
0.0018620871366628676,1.1536399899578098e-06,1.1557895015084389e-06,-0.99999884636001,7.328568483088924e-05
0.0019054607179632482,1.2079570060008161e-06,1.2102601825670058e-06,-0.999998792042994,7.499272772194496e-05
0.0019498445997580456,1.2648301625564126e-06,1.2672979877352042e-06,-0.9999987351698376,7.673953274988488e-05
0.001995262314968879,1.3243796595361428e-06,1.32702390184499e-06,-0.9999986756203404,7.85270260938566e-05
0.0020417379446695297,1.3867313426137088e-06,1.3895646115677853e-06,-0.9999986132686575,8.035615550649142e-05
0.0020892961308540386,1.4520169679395176e-06,1.4550527741338853e-06,-0.9999985479830322,8.222789081641515e-05
0.002137962089502232,1.520374479233741e-06,1.5236272987162503e-06,-0.9999984796255207,8.414322444246465e-05
0.002187761623949552,1.5919482978342774e-06,1.5954336410754602e-06,-0.9999984080517021,8.610317191988071e-05
0.00223872113856834,1.6668896263028417e-06,1.670624112090908e-06,-0.9999983331103737,8.810877243875897e-05
0.0022908676527677724,1.745356766220129e-06,1.7493582008325744e-06,-0.9999982546432338,9.016108939504167e-05
0.0023442288153199225,1.827515450830344e-06,1.8318029128587493e-06,-0.9999981724845491,9.22612109543448e-05
0.00239883291901949,1.9135391932257336e-06,1.9181331244571888e-06,-0.9999980864608068,9.441025062891734e-05
0.002454708915685031,2.0036096507938315e-06,2.008531953581194e-06,-0.9999979963903491,9.660934786804083e-05
0.0025118864315095794,2.0979170066833103e-06,2.1031911482673097e-06,-0.9999979020829933,9.885966866217975e-05
0.0025703957827688645,2.1966603690794193e-06,2.2023114933586547e-06,-0.9999978033396311,0.00010116240616120586
0.0026302679918953813,2.3000481891162318e-06,2.306103236396454e-06,-0.9999976999518111,0.0001035187813070213
0.0026915348039269166,2.408298698291333e-06,2.4147865335833015e-06,-0.9999975917013018,0.00010593004348091887
0.002754228703338166,2.521640366288171e-06,2.528591916763945e-06,-0.9999974783596337,0.00010839747116601981
0.002818382931264455,2.6403123801532693e-06,2.6477607824142734e-06,-0.9999973596876198,0.00011092237262514324
0.0028840315031266055,2.7645651458188113e-06,2.7725459036755692e-06,-0.9999972354348542,0.00011350608659446358
0.002951209226666387,2.8946608130069436e-06,2.903211966520271e-06,-0.9999971053391868,0.00011614998299332708
0.003019951720402016,3.0308738245995087e-06,3.0400361311863655e-06,-0.9999969691261752,0.00011885546365060033
0.003090295432513592,3.1734914916070015e-06,3.183308620071456e-06,-0.9999968265085085,0.00012162396304793929
0.0031622776601683794,3.32281459492228e-06,3.3333333333333337e-06,-0.9999966771854051,0.0001244569490803696
0.003235936569296281,3.4791580150993056e-06,3.4904284935029953e-06,-0.9999965208419849,0.0001273559238345848
0.003311311214825911,3.6428513914537435e-06,3.6549273204772835e-06,-0.9999963571486087,0.00013032242438537216
0.0033884415613920273,3.8142398118418753e-06,3.827178738322947e-06,-0.9999961857601882,0.00013335802361058986
0.0034673685045253167,3.9936845345363866e-06,4.007548115391377e-06,-0.9999960063154654,0.0001364643310251279
0.0035481338923357532,4.181563743682439e-06,4.196418039313888e-06,-0.9999958184362564,0.0001396429936342944
0.003630780547701014,4.378273339885274e-06,4.394189128521359e-06,-0.9999956217266601,0.0001428956968070795
0.003715352290971728,4.584227767551528e-06,4.6012808820096225e-06,-0.9999954157722324,0.00014622416516975987
0.0038018939632056127,4.799860880680571e-06,4.818132569153093e-06,-0.9999952001391192,0.00014963016352031872
0.003890451449942805,5.0256268488794385e-06,5.045204161454025e-06,-0.9999949743731512,0.00015311549776416542
0.003981071705534973,5.2620011054558535e-06,5.2829773082037135e-06,-0.9999947379988945,0.00015668201587165002
0.004073802778041126,5.509481339528336e-06,5.531956358125198e-06,-0.9999944905186604,0.00016033160885788126
0.004168693834703355,5.768588534180756e-06,5.792669429164588e-06,-0.9999942314114658,0.0001640662117853689
0.004265795188015925,6.0398680527805325e-06,6.06566952869994e-06,-0.9999939601319471,0.00016788780479001794
0.004365158322401661,6.323890775676565e-06,6.351535726544161e-06,-0.9999936761092243,0.00017179841413102472
0.0044668359215096305,6.621254289592854e-06,6.650874383229597e-06,-0.9999933787457104,0.0001758001132652244
0.004570881896148752,6.9325841321396655e-06,6.964320436180137e-06,-0.9999930674158678,0.00017989502394646705
0.004677351412871981,7.258535093972915e-06,7.292538746498507e-06,-0.9999927414649059,0.0001840853173505981
0.004786300923226385,7.599792581247986e-06,7.636225509225916e-06,-0.9999924002074188,0.00018837321522664587
0.004897788193684461,7.957074041132868e-06,7.996109730064964e-06,-0.9999920429259589,0.00019276099107482086
0.005011872336272725,8.331130453271494e-06,8.372954771698606e-06,-0.9999916688695467,0.00019725097135195728
0.005128613839913648,8.722747890217501e-06,8.767559972984605e-06,-0.9999912772521098,0.00020184553670502957
0.005248074602497723,9.132749149995971e-06,9.180762344460544e-06,-0.9999908672508501,0.00020654712323340442
0.005370317963702527,9.56199546409186e-06,9.613438343755353e-06,-0.9999904380045359,0.0002113582237804922
0.005495408738576248,1.0011388284312929e-05,1.0066505734673398e-05,-0.9999899886117158,0.00021628138925548518
0.005623413251903491,1.0481871152129697e-05,1.0540925533894598e-05,-0.9999895181288478,0.00022131922998588392
0.005754399373371567,1.0974431654256618e-05,1.1037704049419692e-05,-0.9999890255683458,0.00022647441710152742
0.00588843655355589,1.149010346840728e-05,1.155789501508439e-05,-0.9999885098965317,0.00023174968395086172
0.0060255958607435805,1.202996850333273e-05,1.2102601825670057e-05,-0.9999879700314968,0.00023714782755019644
0.006165950018614822,1.2595159137435812e-05,1.267297987735204e-05,-0.9999874048408626,0.0002426717100667207
0.006309573444801929,1.3186860560445861e-05,1.3270239018449896e-05,-0.9999868131394397,0.0002483242603360621
0.006456542290346556,1.3806313222838118e-05,1.389564611567785e-05,-0.9999861936867771,0.0002541084754151941
0.006606934480075964,1.4454815397890983e-05,1.4550527741338885e-05,-0.9999855451846019,0.00026002742217151457
0.006760829753919818,1.5133725861491926e-05,1.5236272987162504e-05,-0.9999848662741387,0.0002660842389089399
0.006918309709189363,1.584446669502955e-05,1.59543364107546e-05,-0.9999841555333049,0.0002722821370318761
0.00707945784384138,1.6588526216945934e-05,1.6706241120909083e-05,-0.9999834114737831,0.0002786244027479469
0.007244359600749898,1.7367462048770445e-05,1.7493582008325743e-05,-0.999982632537951,0.0002851143988103844
0.007413102413009177,1.8182904321713673e-05,1.8318029128587495e-05,-0.999981817095678,0.0002917555663010067
0.007585775750291836,1.903655903016733e-05,1.9181331244571887e-05,-0.9999809634409698,0.000298551426454723
0.007762471166286919,1.9930211538737313e-05,2.0085319535811932e-05,-0.9999800697884612,0.00030550558252654113
0.007943282347242814,2.0865730249726487e-05,2.1031911482673103e-05,-0.9999791342697504,0.0003126217217020591
0.008128305161640995,2.184507043828959e-05,2.2023114933586546e-05,-0.9999781549295617,0.0003199036170524613
0.008317637711026709,2.2870278262797034e-05,2.306103236396454e-05,-0.9999771297217371,0.00032735512953504945
0.008511380382023767,2.3943494958276138e-05,2.4147865335833016e-05,-0.9999760565050416,0.0003349802100403748
0.008709635899560805,2.5066961221139695e-05,2.5285919167639448e-05,-0.9999749330387788,0.0003427829014870505
0.008912509381337459,2.624302179377193e-05,2.647760782414274e-05,-0.999973756978206,0.000350767340965363
0.009120108393559097,2.7474130257911745e-05,2.7725459036755696e-05,-0.999972525869742,0.00035893776193080977
0.009332543007969905,2.876285404616428e-05,2.9032119665202653e-05,-0.9999712371459537,0.00036729849644873505
0.009549925860214359,3.0111879681372755e-05,3.0400361311863655e-05,-0.9999698881203186,0.00037585397749124826
0.009772372209558112,3.152401825400505e-05,3.183308620071456e-05,-0.9999684759817461,0.00038460874128764286
0.01,3.300221114814693e-05,3.3333333333333335e-05,-0.9999669977888519,0.00039356742972956627
0.010232929922807542,3.45495360271488e-05,3.4904284935029994e-05,-0.9999654504639728,0.00040273479283221337
0.010471285480508996,3.6169213090446566e-05,3.6549273204772836e-05,-0.9999638307869095,0.00041211569125284523
0.010715193052376065,3.786461161357174e-05,3.827178738322943e-05,-0.9999621353883864,0.0004217150988679754
0.01096478196143185,3.9639256783877146e-05,4.007548115391377e-05,-0.999960360743216,0.0004315381054105846
0.011220184543019636,4.1496836845038893e-05,4.196418039313892e-05,-0.9999585031631548,0.00044158991916876464
0.01148153621496883,4.344121056394962e-05,4.394189128521359e-05,-0.9999565587894359,0.00045187586974722153
0.011748975549395297,4.547641503419448e-05,4.601280882009617e-05,-0.999954523584966,0.00046240141089310256
0.012022644346174132,4.760667383090077e-05,4.818132569153094e-05,-0.999952393326169,0.0004731721233876455
0.012302687708123818,4.983640553237424e-05,5.0452041614540296e-05,-0.9999501635944676,0.00048419371800518195
0.012589254117941675,5.2170232624582944e-05,5.282977308203714e-05,-0.9999478297673755,0.0004954720385410663
0.012882495516931342,5.461299080522037e-05,5.5319563581252044e-05,-0.9999453870091948,0.0005070130649101329
0.013182567385564075,5.7169738704778365e-05,5.792669429164588e-05,-0.9999428302612954,0.0005188229163173261
0.01348962882591654,5.984576804278404e-05,6.065669528699949e-05,-0.9999401542319573,0.000530907854502184
0.013803842646028852,6.264661423810749e-05,6.35153572654416e-05,-0.9999373533857618,0.000543274287058895
0.014125375446227547,6.557806749302705e-05,6.650874383229602e-05,-0.9999344219325069,0.0005559287708336901
0.014454397707459272,6.864618437154851e-05,6.96432043618013e-05,-0.9999313538156285,0.0005688780154013682
0.014791083881682071,7.185729989331495e-05,7.292538746498505e-05,-0.9999281427001068,0.000582128886622803
0.01513561248436208,7.521804016531308e-05,7.636225509225908e-05,-0.9999247819598347,0.0005956884102853118
0.01548816618912481,7.873533557448663e-05,7.996109730064965e-05,-0.9999212646644255,0.0006095637758278224
0.015848931924611134,8.241643456530078e-05,8.372954771698601e-05,-0.9999175835654346,0.0006237623401528073
0.0162181009735893,8.626891802727137e-05,8.767559972984604e-05,-0.9999137310819728,0.0006382916315270116
0.016595869074375606,9.030071431847657e-05,9.180762344460554e-05,-0.9999096992856815,0.0006531593535730403
0.016982436524617443,9.452011495210646e-05,9.613438343755353e-05,-0.9999054798850477,0.0006683733893539195
0.017378008287493755,9.893579097418273e-05,0.00010066505734673387,-0.9999010642090258,0.0006839418055528018
0.01778279410038923,0.00010355681006169193,0.000105409255338946,-0.9998964431899381,0.0006998728567500284
0.018197008586099836,0.00010839265437152738,0.00011037704049419706,-0.9998916073456287,0.0007161749897998161
0.018620871366628676,0.00011345323917182332,0.00011557895015084389,-0.9998865467608281,0.0007328568483088924
0.019054607179632473,0.00011874893228849531,0.00012102601825670046,-0.9998812510677115,0.0007499272772194493
0.019498445997580455,0.00012429057440106964,0.00012672979877352043,-0.9998757094255989,0.0007673953274988489
0.0199526231496888,0.00013008950022319677,0.0001327023901844991,-0.9998699104997767,0.0007852702609385665
0.020417379446695295,0.00013615756060459666,0.00013895646115677848,-0.9998638424393953,0.0008035615550649141
0.020892961308540396,0.00014250714559257955,0.00014550527741338866,-0.9998574928544076,0.0008222789081641519
0.021379620895022326,0.00014915120849272654,0.00015236272987162507,-0.9998508487915073,0.0008414322444246466
0.02187761623949553,0.00015610329096979708,0.00015954336410754617,-0.9998438967090303,0.0008610317191988076
0.0223872113856834,0.0001633775492314592,0.0001670624112090908,-0.9998366224507684,0.0008810877243875898
0.022908676527677734,0.00017098878133901176,0.00017493582008325757,-0.9998290112186612,0.0009016108939504171
0.023442288153199226,0.00017895245569088676,0.00018318029128587491,-0.9998210475443091,0.000922612109543448
0.02398832919019491,0.000187284740726385,0.0001918133124457191,-0.9998127152592736,0.0009441025062891739
0.02454708915685031,0.00019600253589880897,0.00020085319535811938,-0.9998039974641011,0.0009660934786804083
0.025118864315095808,0.00020512350396891413,0.0002103191148267312,-0.9997948764960312,0.0009885966866217978
0.025703957827688632,0.00021466610467140207,0.00022023114933586525,-0.9997853338953285,0.0010116240616120582
0.026302679918953815,0.0002246496298090312,0.0002306103236396454,-0.9997753503701909,0.0010351878130702128
0.026915348039269153,0.00023509423983080965,0.00024147865335832994,-0.9997649057601693,0.0010593004348091882
0.02754228703338166,0.00024602100195268435,0.0002528591916763945,-0.9997539789980474,0.0010839747116601981
0.028183829312644536,0.00025745192988111716,0.0002647760782414271,-0.9997425480701191,0.001109223726251432
0.028840315031266057,0.0002694100252019725,0.000277254590367557,-0.9997305899747982,0.001135060865944636
0.029512092266663854,0.00028191932049921223,0.0002903211966520268,-0.9997180806795007,0.0011614998299332704
0.03019951720402016,0.0002950049242700079,0.00030400361311863655,-0.99970499507573,0.0011885546365060034
0.030902954325135904,0.0003086930677050324,0.0003183308620071453,-0.9996913069322951,0.0012162396304793923
0.03162277660168379,0.0003230111534048899,0.00033333333333333327,-0.9996769888465952,0.0012445694908036957
0.03235936569296283,0.000337987806105869,0.0003490428493502999,-0.9996620121938942,0.0012735592383458485
0.03311311214825911,0.0003536529254904685,0.00036549273204772846,-0.9996463470745095,0.0013032242438537217
0.033884415613920256,0.000370037741160443,0.0003827178738322943,-0.9996299622588395,0.001333580236105898
0.034673685045253165,0.000387174869852437,0.00040075481153913767,-0.9996128251301476,0.0013646433102512787
0.03548133892335755,0.00040509837497862546,0.0004196418039313892,-0.9995949016250212,0.0013964299363429448
0.03630780547701014,0.00042384382857715277,0.00043941891285213575,-0.9995761561714227,0.0014289569680707949
0.03715352290971726,0.0004434483757595484,0.00046012808820096175,-0.9995565516242404,0.0014622416516975978
0.038018939632056124,0.00046395080174469654,0.0004818132569153093,-0.9995360491982553,0.0014963016352031872
0.03890451449942807,0.0004853916015713515,0.000504520416145403,-0.9995146083984287,0.001531154977641655
0.039810717055349734,0.0005078130525835917,0.0005282977308203714,-0.9994921869474164,0.0015668201587165002
0.04073802778041128,0.0005312592897860214,0.0005531956358125204,-0.9994687407102141,0.0016033160885788136
0.04168693834703355,0.0005557763841679116,0.0005792669429164587,-0.9994442236158321,0.0016406621178536888
0.04265795188015928,0.0005814124240978559,0.0006065669528699948,-0.9994185875759021,0.0016788780479001808
0.04365158322401661,0.0006082175998928581,0.0006351535726544161,-0.9993917824001072,0.0017179841413102472
0.04466835921509633,0.0006362442916680828,0.0006650874383229604,-0.9993637557083318,0.0017580011326522448
0.04570881896148752,0.0006655471605757603,0.0006964320436180137,-0.9993344528394245,0.0017989502394646706
0.046773514128719815,0.0006961832435439491,0.0007292538746498507,-0.999303816756456,0.0018408531735059812
0.047863009232263824,0.0007282120516279972,0.0007636225509225907,-0.999271787948372,0.0018837321522664576
0.04897788193684461,0.0007616956720895926,0.0007996109730064965,-0.9992383043279106,0.0019276099107482085
0.05011872336272722,0.0007966988743202712,0.0008372954771698598,-0.9992033011256796,0.0019725097135195714
0.05128613839913648,0.0008332892197280963,0.0008767559972984606,-0.999166710780272,0.0020184553670502957
0.05248074602497726,0.000871537175707947,0.0009180762344460554,-0.9991284628242921,0.002065471232334045
0.05370317963702527,0.0009115162338174578,0.0009613438343755352,-0.9990884837661825,0.0021135822378049217
0.054954087385762455,0.0009533030322820629,0.0010066505734673387,-0.9990466969677179,0.002162813892554851
0.056234132519034905,0.0009969774829538599,0.0010540925533894597,-0.9990030225170463,0.002213192299858839
0.057543993733715694,0.0010426229028500575,0.0011037704049419704,-0.9989573770971499,0.0022647441710152757
0.0588843655355589,0.0010903261503975982,0.0011557895015084387,-0.9989096738496023,0.002317496839508617
0.06025595860743578,0.0011401777665111345,0.0012102601825670046,-0.9988598222334889,0.002371478275501964
0.06165950018614822,0.0011922721206318555,0.0012672979877352043,-0.9988077278793681,0.002426717100667207
0.06309573444801933,0.0012467075618546786,0.0013270239018449911,-0.9987532924381454,0.002483242603360622
0.06456542290346556,0.0013035865752710199,0.0013895646115677852,-0.9986964134247289,0.0025410847541519413
0.06606934480075961,0.0013630159436536962,0.001455052774133887,-0.9986369840563464,0.002600274221715144
0.06760829753919818,0.001425106914609476,0.0015236272987162504,-0.9985748930853905,0.0026608423890893992
0.06918309709189366,0.0014899753733233292,0.0015954336410754614,-0.9985100246266768,0.002722821370318762
0.0707945784384138,0.0015577420210165138,0.0016706241120909083,-0.9984422579789836,0.002786244027479469
0.07244359600749903,0.0016285325592382367,0.0017493582008325764,-0.9983714674407616,0.002851143988103846
0.07413102413009177,0.001702477880107681,0.0018318029128587497,-0.9982975221198923,0.0029175556630100675
0.0758577575029184,0.0017797142626197007,0.001918133124457191,-0.9982202857373804,0.0029855142645472317
0.07762471166286919,0.0018603835751233523,0.002008531953581193,-0.9981396164248767,0.0030550558252654117
0.07943282347242818,0.0019446334840776622,0.0021031911482673124,-0.9980553665159224,0.003126217217020592
0.08128305161640995,0.0020326176691835354,0.0022023114933586545,-0.9979673823308166,0.003199036170524613
0.08317637711026708,0.002124496044984502,0.002306103236396454,-0.9978755039550155,0.003273551295350495
0.08511380382023763,0.0022204349890219094,0.002414786533583299,-0.9977795650109782,0.0033498021004037463
0.08709635899560805,0.002320607576622294,0.0025285919167639453,-0.9976793924233776,0.003427829014870505
0.08912509381337455,0.0024251938223858495,0.0026477607824142713,-0.9975748061776141,0.003507673409653629
0.09120108393559097,0.0025343809284351115,0.0027725459036755697,-0.997465619071565,0.0035893776193080974
0.0933254300796991,0.0026483635394721444,0.002903211966520268,-0.9973516364605278,0.0036729849644873526
0.09549925860214359,0.0027673440046806276,0.0030400361311863655,-0.9972326559953193,0.0037585397749124827
0.09772372209558107,0.002891532646496154,0.0031833086200714535,-0.9971084673535039,0.0038460874128764264
0.1,0.003021148036253777,0.003333333333333334,-0.9969788519637462,0.003935674297295663
0.10232929922807546,0.003156417276706259,0.0034904284935030013,-0.9968435827232939,0.004027347928322135
0.10471285480508996,0.0032975762913895457,0.003654927320477284,-0.9967024237086104,0.004121156912528452
0.10715193052376071,0.0034448701207936963,0.003827178738322947,-0.9965551298792064,0.004217150988679756
0.1096478196143185,0.0035985532252775262,0.004007548115391377,-0.9964014467747224,0.004315381054105846
0.1122018454301963,0.003758889794644056,0.004196418039313888,-0.996241110205356,0.004415899191687645
0.1148153621496883,0.003926154064270547,0.004394189128521358,-0.9960738459357296,0.004518758697472216
0.11748975549395291,0.004100630637662387,0.004601280882009613,-0.9958993693623377,0.004624014108931023
0.12022644346174131,0.004282614815273582,0.004818132569153094,-0.9957173851847264,0.004731721233876455
0.1230268770812381,0.0044724129294080135,0.005045204161454023,-0.9955275870705921,0.0048419371800518165
0.12589254117941676,0.004670342684985833,0.005282977308203715,-0.9953296573150141,0.004954720385410663
0.12882495516931336,0.004876733505926534,0.0055319563581252,-0.9951232664940735,0.0050701306491013265
0.13182567385564073,0.005091926886866643,0.005792669429164586,-0.9949080731131333,0.00518822916317326
0.13489628825916533,0.005316276749892926,0.0060656695286999416,-0.9946837232501071,0.005309078545021837
0.13803842646028852,0.005550149805934082,0.006351535726544161,-0.994449850194066,0.005432742870588951
0.1412537544622754,0.005793925920412616,0.006650874383229595,-0.9942060740795873,0.005559287708336898
0.1445439770745928,0.006047998482716084,0.006964320436180136,-0.9939520015172839,0.005688780154013684
0.1479108388168207,0.006312774779001012,0.007292538746498506,-0.993687225220999,0.005821288866228029
0.15135612484362088,0.006588676367795804,0.007636225509225916,-0.9934113236322042,0.005956884102853122
0.1548816618912481,0.006876139457818159,0.007996109730064966,-0.9931238605421817,0.006095637758278223
0.1584893192461114,0.0071756152873709315,0.008372954771698606,-0.992824384712629,0.006237623401528074
0.16218100973589297,0.007487570504624643,0.008767559972984604,-0.9925124294953753,0.006382916315270117
0.16595869074375613,0.007812487548038582,0.009180762344460563,-0.9921875124519615,0.006531593535730406
0.16982436524617442,0.008150865026111863,0.00961343834375535,-0.9918491349738882,0.006683733893539196
0.17378008287493762,0.008503218095594782,0.010066505734673397,-0.9914967819044052,0.006839418055528021
0.1778279410038923,0.008870078837225601,0.0105409255338946,-0.9911299211627743,0.006998728567500285
0.18197008586099844,0.009251996627992285,0.011037704049419715,-0.9907480033720077,0.007161749897998165
0.18620871366628675,0.009649538508849023,0.011557895015084389,-0.990350461491151,0.007328568483088924
0.19054607179632482,0.010063289546747576,0.012102601825670058,-0.9899367104532524,0.007499272772194496
0.19498445997580455,0.010493853189769604,0.01267297987735204,-0.9895061468102303,0.007673953274988488
0.19952623149688808,0.0109418516140727,0.013270239018449925,-0.9890581483859271,0.007852702609385668
0.20417379446695297,0.011407926061285342,0.013895646115677852,-0.9885920739387147,0.008035615550649142
0.20892961308540386,0.011892737164909455,0.014550527741338854,-0.9881072628350906,0.008222789081641516
0.21379620895022325,0.01239696526420913,0.015236272987162507,-0.9876030347357908,0.008414322444246466
0.21877616239495518,0.012921310703984711,0.0159543364107546,-0.9870786892960152,0.00861031719198807
0.223872113856834,0.013466494118550703,0.01670624112090908,-0.9865335058814493,0.008810877243875899
0.22908676527677724,0.014033256698153945,0.017493582008325743,-0.985966743301846,0.009016108939504167
0.23442288153199226,0.014622360435988522,0.01831802912858749,-0.9853776395640115,0.00922612109543448
0.239883291901949,0.015234588353881263,0.01918133124457189,-0.9847654116461187,0.009441025062891734
0.2454708915685031,0.015870744704643055,0.020085319535811937,-0.9841292552953569,0.009660934786804083
0.25118864315095796,0.01653165514900031,0.0210319114826731,-0.9834683448509997,0.009885966866217975
0.25703957827688645,0.017218166904945126,0.022023114933586548,-0.9827818330950547,0.010116240616120585
0.26302679918953814,0.017931148867265503,0.023061032363964538,-0.9820688511327345,0.01035187813070213
0.26915348039269166,0.018671491694946297,0.02414786533583302,-0.9813285083050537,0.010593004348091888
0.2754228703338166,0.019440107864060183,0.02528591916763946,-0.9805598921359399,0.010839747116601982
0.2818382931264455,0.020237931683704826,0.026477607824142737,-0.9797620683162951,0.011092237262514324
0.28840315031266056,0.02106591927247964,0.027725459036755693,-0.9789340807275203,0.011350608659446359
0.2951209226666387,0.021925048492942308,0.02903211966520271,-0.9780749515070577,0.01161499829933271
0.3019951720402016,0.02281631884143432,0.030400361311863657,-0.9771836811585657,0.011885546365060031
0.3090295432513592,0.023740751290624557,0.03183308620071456,-0.9762592487093755,0.012162396304793927
0.31622776601683794,0.024699388082083655,0.03333333333333333,-0.9753006119179164,0.01244569490803696
0.32359365692962844,0.025693292466178352,0.034904284935030026,-0.9743067075338216,0.012735592383458493
0.3311311214825911,0.026723548386556772,0.03654927320477284,-0.9732764516134432,0.013032242438537215
0.3388441561392027,0.027791260106492292,0.038271787383229464,-0.9722087398935078,0.013335802361058984
0.34673685045253166,0.028897551774356833,0.040075481153913774,-0.9711024482256433,0.01364643310251279
0.3548133892335757,0.030043566925515415,0.04196418039313896,-0.9699564330744848,0.013964299363429456
0.3630780547701014,0.03123046791796232,0.043941891285213586,-0.9687695320820376,0.01428956968070795
0.3715352290971724,0.03245943529906783,0.046012808820096125,-0.9675405647009322,0.01462241651697597
0.38018939632056126,0.033731667100862804,0.048181325691530934,-0.9662683328991373,0.014963016352031873
0.3890451449942805,0.03504837806136709,0.05045204161454025,-0.9649516219386327,0.015311549776416541
0.3981071705534973,0.03641079876956225,0.05282977308203713,-0.9635892012304377,0.015668201587165
0.4073802778041126,0.037820174731718885,0.055319563581251986,-0.962179825268281,0.016033160885788128
0.4168693834703355,0.03927776535692327,0.05792669429164587,-0.9607222346430767,0.016406621178536886
0.42657951880159256,0.040784842859794834,0.060656695286999414,-0.9592151571402052,0.0167887804790018
0.4365158322401661,0.042342691078560514,0.06351535726544161,-0.9576573089214395,0.01717984141310247
0.44668359215096304,0.04395260420684008,0.06650874383229596,-0.9560473957931599,0.01758001132652244
0.4570881896148752,0.04561588543771392,0.06964320436180137,-0.9543841145622859,0.017989502394646705
0.4677351412871981,0.047333845518875615,0.07292538746498506,-0.9526661544811246,0.01840853173505981
0.47863009232263853,0.049107801217933865,0.07636225509225916,-0.9508921987820661,0.018837321522664586
0.48977881936844614,0.050939073697203824,0.07996109730064967,-0.9490609263027963,0.019276099107482087
0.5011872336272725,0.05282898679763505,0.08372954771698606,-0.9471710132023651,0.01972509713519573
0.5128613839913648,0.05477886523184384,0.08767559972984605,-0.9452211347681563,0.02018455367050296
0.5248074602497729,0.05679003268656988,0.09180762344460565,-0.9432099673134302,0.020654712323340464
0.5370317963702527,0.05886380983524087,0.0961343834375535,-0.9411361901647592,0.021135822378049215
0.5495408738576248,0.06100151226172497,0.10066505734673398,-0.938998487738275,0.02162813892554852
0.5623413251903491,0.06320444829675441,0.10540925533894598,-0.9367955517032456,0.02213192299858839
0.5754399373371573,0.06547391676894064,0.11037704049419717,-0.9345260832310592,0.022647441710152767
0.588843655355589,0.0678112046727414,0.1155789501508439,-0.9321887953272586,0.023174968395086173
0.6025595860743581,0.07021758475621061,0.1210260182567006,-0.9297824152437895,0.02371478275501965
0.6165950018614822,0.07269431303183398,0.12672979877352042,-0.9273056869681663,0.02426717100667207
0.6309573444801936,0.07524262621425022,0.13270239018449922,-0.9247573737857497,0.024832426033606234
