s,l,required_negative_null,worst_direction_cosine,geometry_rho,geometry_pr,geometry_j,geometry_pt,endpoint_rho,endpoint_pr,endpoint_j,endpoint_pt,supply_rho,supply_pr,supply_j,supply_pt
0.0,-2.1,0.03341954732392691,-1.0,0.002333737565835256,-0.006417215729627872,-0.0001456821854782704,0.008657957029985196,0.0,0.0,0.0,0.0,0.023791722392901678,0.0052529823960400755,1.1799736229170045e-13,0.005473357180362315
0.0,-2.0875,0.02677151119633703,-1.0,0.0025980748332075005,-0.006265975606407043,-0.00013378793518045853,0.007611124201722828,-1.173860135462144e-06,-1.0098856985411383e-06,-7.777730804066477e-08,4.854600423707438e-06,0.019001467921679775,0.0038369059312957313,1.255753597479146e-13,0.004003085063061969
0.0,-2.075,0.021332921698749157,-1.0,0.002841817841495997,-0.006127225417215066,-0.00012253020234117716,0.006670137958059636,-8.535179333010051e-06,-7.331616886359078e-06,-5.691050858228303e-07,3.5079012750955945e-05,0.015113436850527146,0.002706021873955341,1.2813168877499847e-13,0.0028320934416372063
0.0,-2.0625,0.016914765402987867,-1.0,0.0030659503660693636,-0.006000792877586352,-0.00011192378195276084,0.005827792364113965,-2.5976073671665695e-05,-2.2284932536154e-05,-1.74077366577442e-06,0.00010620112927527803,0.01199086062109828,0.0018169572597551513,1.256482003100817e-13,0.0019136810843097707
0.0,-2.0500000000000003,0.013912757905235086,-1.0,0.003271542309311806,-0.005886389320971209,-0.00010197523445382647,0.005076785619546259,-5.5071537324446915e-05,-4.7198091033048244e-05,-3.7049813931887997e-06,0.00022417622416252367,0.010090961801227441,0.0011126782143346292,1.249174644180149e-13,0.0015050166146292824
0.0,-2.0375,0.011396779869257379,-1.0,0.003459723708155112,-0.005783627887950775,-9.268360466907976e-05,0.004409843481239693,-9.538582540993106e-05,-8.168465619163042e-05,-6.435421196576705e-06,0.0003869076985125558,0.008531606865482134,0.000545842938395624,1.2025679875453747e-13,0.0011887905821262314
0.0,-2.025,0.009284112240388135,-1.0,0.003631660485442828,-0.005692041154173044,-8.404121569614999e-05,0.003819823618191601,-0.00014486111481558185,-0.00012398262739446932,-9.791672946417515e-06,0.0005859557313032916,0.007248391875901133,9.56843522429108e-05,1.1223044081025374e-13,0.0009433083397190035
0.0,-2.0125,0.008387319703621129,-1.0,0.0037885330750679702,-0.0056110985809793585,-7.603450918957283e-05,0.0032998014165130547,-0.00020026005099254632,-0.000171333805348339,-1.3549214229329038e-05,0.0008083570472909951,0.007096705993512225,-0.0002853285296154495,1.1668109534248564e-13,0.001220191657963376
0.0,-2.0,0.007741150333242919,-1.0,0.003931517468198844,-0.005540222780492233,-6.864490599528539e-05,0.0028431382136737187,-0.00025763611417945864,-0.0002203830522917813,-1.743259645539714e-05,0.0010384844099036055,0.00715142400828176,-0.000643384440183706,1.2146975723138545e-13,0.001580164182096354
0.0,-1.9875,0.007137777002941702,-1.0,0.004061769103138422,-0.0054788046497589405,-6.184966406942809e-05,0.002443533276420805,-0.00031280806397061405,-0.0002675788728250186,-2.1149567507127944e-05,0.0012598798441267578,0.00720821567268803,-0.0009884874729414591,1.228222409504608e-13,0.0019262841820987778
