s,l,energy_residual,force_residual,energy_term_scale,force_term_scale
0.00501953125,-2.0875000000000004,0.00023292987843614654,-0.0030627156737595305,0.034201006460079654,1.1148108338305618
0.00501953125,-2.0125,4.458212847431719e-05,-0.00163225104935788,0.013993102762496618,0.28688021846876516
0.00501953125,-1.9125,-1.372464375687399e-06,1.2113288182310578e-05,0.004916174444633371,0.0037604917962413727
0.00501953125,-1.8125,6.445287206735208e-08,1.0950038592364836e-07,0.0016762572527031,0.0016123484500748836
0.00501953125,-1.7125000000000001,6.226105335392075e-07,-6.757221565716628e-07,0.0005683598104232144,0.0007249921887506655
0.00501953125,-1.6125,5.420263121558356e-07,1.215446034644996e-07,0.0002037573121580868,0.0003031077665047731
0.00501953125,-1.5125,4.096068399024951e-07,-1.239004674595856e-07,7.876462033504579e-05,0.00014201214655517526
0.00501953125,-1.4125,3.039489352365494e-07,-1.928770736182235e-08,3.2973589514588835e-05,7.645379524507107e-05
0.00501953125,-1.3125,2.0218391908107514e-07,1.8024555895147166e-08,1.4910888034929239e-05,4.393003480036138e-05
0.00501953125,-1.2125000000000001,2.0076892095747576e-07,3.3167433340425797e-09,7.688595474402155e-06,4.265208530008448e-05
0.00501953125,-1.1125,3.11705256925424e-08,-1.391325219616336e-08,4.639185623189981e-06,2.222506794488869e-05
0.00501953125,-1.0125000000000002,3.531913399608631e-09,-1.060574044461732e-08,3.155700430741594e-06,1.0867682246306663e-05
0.00501953125,-0.9125,8.747078742616382e-09,6.448372342363506e-09,3.0913906635723616e-06,4.342671651192221e-06
0.00501953125,-0.8125,7.704044024307493e-08,-2.7475017559711882e-08,5.894219857081416e-07,2.585553839196389e-06
0.00501953125,-0.7125,1.2988162354667105e-07,-9.929001765371764e-09,3.5834053425245374e-06,3.872344578987428e-06
0.00501953125,-0.6125,3.758417289032049e-07,2.2418596799894834e-07,1.1627796608219629e-05,1.1874118474266185e-05
0.00501953125,-0.5125,2.203402050093487e-06,-6.449365349572194e-06,9.6086060281527e-05,0.0003353712772120168
0.08533203125,-2.0875000000000004,0.00026069716851904784,-0.0030948701457270077,0.053991920039147406,1.1585246361085038
0.08533203125,-2.0125,4.760600191153057e-05,-0.0016730720084759787,0.02320052415742196,0.3027244764863754
0.08533203125,-1.9125,-9.87483584603486e-06,1.1454449241877513e-05,0.00842627487280153,0.005603574538094435
